	ARNT2	ARX	ASCL1	ASCL2	CCDC17	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	LTF	MAFA	MAFB	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF514	ZNF519	ZNF846	ZNF883
GO_RESPONSE_TO_NERVE_GROWTH_FACTOR												KCNC1 STMN2													NTRK1 NTRK2																														
GO_RESPONSE_TO_NICOTINE						KCNJ11 NTRK1				BCL2 CHRNA5 DRD2		BCL2 CHRNA3 CHRNA5 CHRNB2							CHRNA5 NTRK1													CHRNA5 DRD2			CHRNB4 DRD2									CHRNB4 DRD2									CNR1 NKX6-1		
GO_RESPONSE_TO_NITRIC_OXIDE									CCL19 DPEP1																																		CCL19 DPEP1												
GO_RESPONSE_TO_NITROGEN_COMPOUND								AIF1 ATP6V1B1 ATP6V1G2 DPEP1 FUT7 HCN4 PDGFD RRAGD SOCS1 SULT1A4	AGT AKR1B1 APLP1 ATP6V1G2 CALY CCL19 CHRM4 CNGA3 CNR1 COL1A2 CRH DPEP1 GIP GPR173 KCNC1 MAP1B MMP13 NR4A3 PDE2A PRKCG PTPRN RFTN2 RGS4 SFRP1 SLC8A1 SST	ADCY1 ATP1A3 ATP6V1G2 COL16A1 CSH1 DDC DRD2 EPHA4 GABRB3 GABRG2 IGF2 MMP13 PDGFD RGS9 SLC1A2 SPARC SST SULT1A4 TRPM2	ADCY5 DDC GABRG2 GHRL GIP MMP13 RGS17	ADCY1 ADCY5 CHRNA3 CHRNB2 GIP GRB14 KCNC1									AGT APLP1 GNAO1 KCNC1 MMP2 NNMT PTPRN RGS4 SULT1A4 TRPM2		ABCC4 ADCY2 ASIC1 ATP1A3 ATP6V0E2 CHRM4 COL1A2 GAL GIP GRB14 KHK MMP13 NEFL NNMT P2RX6 RGS17 RGS4 USP13		ABCC4 AIF1 APLP1 ATP6V1B1 GSTM2 IFIT1 MMP13 NNMT NTRK2 PDGFD PTPRN SPARC SST					ADCY1 COL1A2 CSH2 DDC EPHA4 IGF2 NTRK2 SDK1	ASIC1 CALY CDK5R1 CRH GRIN1 KCNJ11 VGF		AKR1B1 DRD2 FBN1 MMP13 QDPR SLC1A2									ABCC4 AKR1B1 ATP6V0E2 CDK5R1 DDC EIF4EBP1 GRB14 GSTM2 HHEX PTPN22	ADCY2 AGT AKR1B1 APLP1 ASIC1 ATP1A3 ATP6V0E2 ATP6V1G2 CACNA1A CCL19 CES1 COL1A2 DPEP1 DRD2 EIF4EBP1 GABRA1 GIP GNAO1 GNG2 GPR173 HCN4 LY6H MAP1B PDGFD PTPN22 QDPR RGS4 USP13 VGF	ABCC4 AKR1B1 APLP1 ASIC1 ATP6V1B1 DRD2 GABRG2 GPR173 GRB14 GSTM2 HCN4 KL NR4A3 PDE2A PDGFD RFTN2 TP73 USP13			ADCY2 ADORA2A AGT AIF1 AKR1B1 CALY CNGA3 CSH1 CXCL12 DDC DPEP1 EIF4EBP1 GABRA1 GAL GHRL GSTM2 INSRR KHK MMP2 NTRK2 P2RX6 PTPN22 PTPRN QDPR SOCS1 SULT1A4 USP13 VGF		CES1 CRH EIF4EBP1 PDGFD RGS4 TAC1 TP73 VGF	AGT ASCL1 ATP1A3 CACNA1B CES1 GNAO1 HRH3 TDO2	AIF1 CSH1 DDC GCK GNG2 IFIT1 SLC8A1 SOCS1		AIF1 ATP1A3 CHRM4 CNR1 CRH GAL MMP2 NKX6-1 QDPR	AGT AIF1 AKR1B1 APLP1 ATP6V0E2 ATP6V1B1 EIF4EBP1 FUT7 GRIN1 GSTM2 HCN4 IFIT1 KCNJ11 KHK P2RX6 PDE2A SOCS1 SULT1A4 VGF	
GO_RESPONSE_TO_NUTRIENT									CNR1 MAP1B SFRP1 SLC8A1 SST																LRAT SPARC SST							APOA1 GDAP1 SPP1 SST																							
GO_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND		CHRM4 NEFL PRKCG RFTN2 RGS4 SLC8A1 SPP1 SSTR5 TRPM2 UCN3							AGT ANGPT2 APLP1 APOB CALY CHRM4 CNGA3 CNR1 CRH GIP MAP1B NR4A3 PDE2A PRKCG PTPRN RFTN2 RGS4 SFRP1 SLC8A1 SST SSTR3 UCN3	ADCY1 ANGPT2 ATP1A3 BCL2 DRD2 GABRB3 GABRG2 PTCH1 RGS9 SPARC SST SSTR5 SULT1A4 TRPM2 UCN3					GABRB3 IFNE		ABCC9 ADCY1 AIF1 PRKCG SSTR1 STXBP1				AGT APLP1 GNAO1 GPBAR1 PTPRN RGS4 SSTR2 SULT1A4 TRPM2				ABCC4 AIF1 ANGPT2 APLP1 CATSPERB GGT5 GSTM2 IFIT1 PTCH1 PTPRN SPARC SST						CALY CRH GRIN1 KCNJ11 PTCH1 SSTR1 VGF												ADCY2 AGT APLP1 ATP1A3 CATSPERB CES1 DRD2 EIF4EBP1 GABRA1 GIP GNAO1 GNG2 GPBAR1 HCN4 ISL1 MAP1B MDK RGS4 SCGB1A1 SPP1 UCN3 VGF	ABCC4 APLP1 CATSPERB DRD2 GABRG2 GPBAR1 GSTM2 HCN4 NR4A3 PDE2A RFTN2	GABRA1 ISL1 TAC1		ADCY2 ADORA2A AGT AIF1 CALY CNGA3 EIF4EBP1 GABRA1 GGT5 GSTM2 ISL1 MDK P2RX6 PTPRN SULT1A4 VGF		CES1 CRH EIF4EBP1 RGS4 TAC1 VGF	AGT ASCL1 ATP1A3 CES1 GNAO1 HRH3 SCGB1A1			AIF1 ATP1A3 CHRM4 CNR1 CRH SSTR3 STXBP1	AGT AIF1 APLP1 EIF4EBP1 GPBAR1 GRIN1 GSTM2 HCN4 IFIT1 KCNJ11 MDK P2RX6 PDE2A SSTR5 SULT1A4 VGF	
GO_RESPONSE_TO_ORGANOPHOSPHORUS						CNGA3 KCNJ11 PDE2A																									KCNJ11 VGF																CNGA3 P2RX6 PTPRN VGF							HCN4 KCNJ11 P2RX6 PDE2A VGF	
GO_RESPONSE_TO_OSMOTIC_STRESS									AKR1B1 NFAT5 SST WNK3																	AKR1B1 MAPK10		PAPPA2 SCN2A														AKR1B1 SLC12A5	AKR1B1 KCNMA1 MAPK10 PAPPA2 SLC12A5												
GO_RESPONSE_TO_OXIDATIVE_STRESS				GCH1 RGS14 SIRPA TRPM2				AIF1 CYGB DPEP1 PDGFD TRPC6													MMP2 PTPRN RGS14 TRPM2				AIF1 PDGFD PTPRN SCARA3 SIRPA TRPC6																														
GO_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND		ADH6 ATP6V0E2 BRSK2 CHRM4 FZD4 ILDR2 MMP13 NEFL RGS4 SLC30A8 SLC8A1 SPP1 TRPM2 UCN3 UNC79			IGF2 OR51E2			AIF1 ATP6V1B1 ATP6V1G2 DPEP1 FUT7 HCN4 NTRK1 PDGFD RRAGD SOCS1 SPP1 SSTR3 SULT1A4 TRPC6	AGT AKR1B1 ANGPT2 APLP1 APOB ATP6V1G2 BAIAP3 CALY CCL19 CHRM4 CNGA3 CNR1 COL1A2 CRH DPEP1 GIP GPR173 MAP1B MMP13 NR4A3 PDE2A PTPRN RET RGS4 SFRP1 SLC30A8 SLC8A1 SST SSTR3 TRPC6 UCN3 UNC79	ADCY1 ANGPT2 ATP1A3 ATP6V1G2 BCL2 COL16A1 CSH1 DRD2 EPHA4 FFAR2 IGF2 MMP13 PDGFD PTCH1 PTPRN2 RGS9 SLC1A2 SPARC SST SULT1A4 TRPC6 TRPM2 UCN3									ANGPT2 CALY CCL19 COL1A2 FFAR2 GCH1 GNG2 GPBAR1 KHK LRAT NR4A3 NTRK1 PLCG2 SOCS1 SSTR1		AGT APLP1 GNAO1 GPBAR1 MMP2 PTPRN RGS4 SSTR2 SULT1A4 TRPM2				AIF1 ANGPT2 APLP1 ATP6V1B1 CATSPERB GGT5 LRAT MMP13 NTRK1 NTRK2 PDGFD PTCH1 PTPRN SIRPA SLC30A8 SPARC SST TRPC6					ADCY1 ARNT2 COL1A2 CSH2 EPHA4 IGF2 NTRK2 SDK1 TRPC6	CALY CDK5R1 CRH GRIN1 KCNJ11 PTCH1 SSTR1 VGF WNT9A		AKR1B1 CD96 DRD2 FBN1 MMP13 QDPR SLC1A2 TRPC6								ADCY1 ANGPT2 ATP6V1G2 CACNA2D1 CACNG4 CD96 CHRM4 COL16A1 DRD2 FOXP2 FUT7 HRH3 ILDR2 LRAT MMP2 PLCG2 RGS9 RRAGD SCGB1A1 SOCS1 SPON2 SPP1		ADCY2 ADH6 AGT AKR1B1 APLP1 ATP1A3 ATP6V0E2 ATP6V1G2 BAIAP3 CACNA1A CATSPERB CCL19 CES1 COL1A2 DPEP1 DRD2 EIF4EBP1 FFAR1 FZD4 GIP GNAO1 GNG2 GPBAR1 GPR173 GRIK5 HCN4 KCNMA1 LRAT LY6H MAP1B MAPK10 PDGFD PTPN22 QDPR RET RGS4 SCGB1A1 SIRPA SPP1 UCN3 VGF				ADCY2 AGT AIF1 AKR1B1 BAIAP3 CALY CNGA3 CSH1 CXCL12 DPEP1 EIF4EBP1 GAL GCH1 GGT5 GHRL INSRR KHK LRAT MMP2 NEUROD1 NTRK2 P2RX6 PLCG2 PRKD1 PTPN22 PTPRN QDPR RFX6 SOCS1 SULT1A4 VGF		CES1 CRH EIF4EBP1 PDGFD RGS4 TAC1 VGF	AGT ASCL1 ATP1A3 CACNA1B CES1 GNAO1 HRH3 LTF MAPK10 SCGB1A1 SOX4 TDO2			AIF1 ATP1A3 CHRM4 CNR1 CRH GAL GRIK5 MMP2 NKX6-1 QDPR SSTR3 STXBP1 WNT9A	AGT AIF1 AKR1B1 APLP1 ATP6V0E2 ATP6V1B1 EIF4EBP1 FUT7 GPBAR1 GRIN1 HCN4 KCNJ11 KHK LRAT P2RX6 PDE2A RET SIRPA SOCS1 SPON2 SULT1A4 VGF	
GO_RESPONSE_TO_OXYGEN_LEVELS										ANGPT2 BCL2 CBFA2T3 CLCA1 DRD2 KCNK3 PGF TRPC6 UCN3																								BCL2 ITPR1 KCNK3 PGF																					
GO_RESPONSE_TO_PAIN						GCH1 NTRK1			CRH PRKCG RET										GCH1 NTRK1																								RET THBS4						CRH TAC1						
GO_RESPONSE_TO_PEPTIDE										ADCY1 ATP1A3 ATP6V1G2 CSH1 EPHA4 IGF2 MMP13 SPARC													ADCY2 ATP1A3 ATP6V0E2 GAL GIP GRB14 KHK MMP13 NEFL							ADCY1 CSH2 EPHA4 IGF2			AKR1B1 FBN1 MMP13 QDPR									AKR1B1 ATP6V0E2 EIF4EBP1 GRB14 HHEX PTPN22	ADCY2 AGT AKR1B1 ATP1A3 ATP6V0E2 ATP6V1G2 CACNA1A EIF4EBP1 GIP GPR173 MAP1B PTPN22 QDPR VGF				ADCY2 AGT AKR1B1 CSH1 CXCL12 EIF4EBP1 GAL GHRL INSRR KHK MMP2 PTPN22 PTPRN QDPR SOCS1 VGF						ATP1A3 GAL MMP2 NKX6-1 QDPR	AGT AKR1B1 ATP6V0E2 ATP6V1B1 EIF4EBP1 FUT7 KHK SOCS1 VGF	
GO_RESPONSE_TO_PEPTIDE_HORMONE												ADCY1 ADCY5 GIP GRB14											ADCY2 ATP6V0E2 GAL GIP GRB14 KHK NEFL																								ADCY2 AGT CSH1 CXCL12 EIF4EBP1 GAL GHRL INSRR KHK PTPRN QDPR SOCS1 VGF							AGT ATP6V0E2 ATP6V1B1 EIF4EBP1 FUT7 KHK SOCS1 VGF	
GO_RESPONSE_TO_PH										SLC38A3 SST													ASIC1 GIP			ASIC1 INSRR						SLC38A3 SST					ASIC1 INSRR																		
GO_RESPONSE_TO_PROSTAGLANDIN									APOB CCL19 SFRP1										CCL19 GNG2																																				
GO_RESPONSE_TO_PROSTAGLANDIN_E									CCL19 SFRP1										CCL19 GNG2																								CCL19 GNG2												
GO_RESPONSE_TO_PURINE_CONTAINING_COMPOUND																					PTPRN TRPM2				GSTM2 PTPRN SPARC						KCNJ11 VGF													GSTM2 HCN4 PDE2A			ADORA2A CNGA3 GSTM2 P2RX6 PTPRN VGF							GSTM2 HCN4 KCNJ11 P2RX6 PDE2A VGF	
GO_RESPONSE_TO_RADIATION																										ANGPT2 CABP4 MAPK10 NTRK1 PDE6B SCARA3 SFRP1 SLC1A2																													
GO_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES				GCH1 SIRPA TRPM2						BCL2 PDGFD TRPC6 TRPM2											MMP2 PTPRN TRPM2				PDGFD PTPRN SIRPA TRPC6																														
GO_RESPONSE_TO_RETINOIC_ACID																															PTCH1 WNT9A																								
GO_RESPONSE_TO_SALT_STRESS																																											AKR1B1 PAPPA2												
GO_RESPONSE_TO_SELENIUM_ION									APOB GIP																																														
GO_RESPONSE_TO_STARVATION																	RRAGD SLC38A3 SSTR1		BRSK1 SLC38A3 SSTR1																																				
GO_RESPONSE_TO_STEROID_HORMONE										ATP1A3 BCL2 SPARC SST SSTR5 UCN3																																											AIF1 ATP1A3 CRH SSTR3		
GO_RESPONSE_TO_STIMULUS_INVOLVED_IN_REGULATION_OF_MUSCLE_ADAPTATION																																																						ACTN3 AGT	
GO_RESPONSE_TO_TESTOSTERONE																																FOXP2 SPP1									FOXP2 SPP1														
GO_RESPONSE_TO_TOXIC_SUBSTANCE																																																	CES1 SCN1B						
GO_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA	CDKN1C ONECUT1 PARD6A SPRED3																																	CDH5 LEFTY1 RASL11B					CDH5 DKK3																
GO_RESPONSE_TO_TYPE_I_INTERFERON		IFI6 MX1 MX2						IFI6 RSAD2										IFI6 IFIT1 MX2 XAF1	IFI27 MX2	IFIT1 MX1				BST2 IFI27 XAF1																										BST2 XAF1	IFIT1 MX2				
GO_RESPONSE_TO_VIRUS																		HERC5 IFI6 IFIT1 MX2		HERC5 IFIT1 MX1				BST2 CCL19 IFI27 IFI44 IFI44L						HERC5 IFI44 IFI44L					BTBD17 HERC5 IFIT1 POU2F2 PTPN22 SPON2 VWCE											BTBD17 MX1									
GO_RESPONSE_TO_VITAMIN																																GDAP1 SPP1																							
GO_RESPONSE_TO_VITAMIN_A																																											LRAT MAP1B												
GO_RESPONSE_TO_VITAMIN_D																																GDAP1 SPP1																							
GO_RESPONSE_TO_WATER																										AKR1B1 MAPK10 NTRK1																	AKR1B1 MAPK10												
GO_RESPONSE_TO_WATER_DEPRIVATION																										AKR1B1 MAPK10																	AKR1B1 MAPK10												
GO_RESPONSE_TO_WOUNDING		ANXA6 ARHGAP24 DOCK8 F10 GAP43 NEFL POU5F1 PRKCG SPP1 TMEFF2						AIF1 GRIN2C MDK NTRK1 RTN4RL1 SPP1 TRPC6 TRPC7		BCL2 DPYSL3 DRD2 EPHA4 GAP43 GRHL3 SLC1A2 SPARC TRPC6								ARHGAP24 ITPR1 PLCG2 RTN4RL1 TFPI2	ADORA2A COL1A2 GNG2 JAM3 NREP NTRK1 PLCG2 RTN4RL1 SMOC2		ARHGAP24 HGFAC RTN4RL1 SERPINA10 TMEFF2	DRD2 F10 SPARC TFPI2 TRPC6	ANXA6 APOA1 COL1A2 F10 GIP ISL1 ITPR1 NEFL P2RX6 SERPINA10		AIF1 HGFAC NTRK1 PAX6 PRKCH RTN4RL1 SCUBE1 SPARC TRPC6 VAV3								DPYSL3 DRD2 GRHL3 SLC1A2 TRPC6			ADORA2A DST ISL1 PRKCH SMOC2 VAV3		ANXA6 ARHGAP24 NEFL SMOC2	DOCK8 ITPR1 PRKCH								ADORA2A AIF1 DST F10 ISL1 JAM3 MDK P2RX6 PLCG2 TFPI2 TRPC7 VAV3				AIF1 ARHGAP24 DOCK8 DPYSL3 GNG2 MATN2 NREP				
GO_RESPONSE_TO_XENOBIOTIC_STIMULUS																																																		CES1 SCGB1A1				GRIN1 GSTM2 SULT1A4	
GO_RESPONSE_TO_ZINC_ION																							KHK SLC30A8									KHK SLC30A8																							
GO_RETINAL_BINDING												CYP27C1 RBP2																																											
GO_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE			FZD4 NTRK2 SDK1						CABP4 CELF4 FJX1 PAX6 RET			FJX1 PAX6	PDE6B PROX1 SDK2				CABP4 CELF4								CABP4 CELF4 IGFN1 NTRK2 PAX6 PROX1	CABP4 DLL1 IGFN1 PDE6B				NTRK2 SDK1				DLL4 IGFN1 PROX1	DLL1 DLL4 FJX1 PROX1 RD3		FZD4 PAX6										CABP4 NEUROD1 NTRK2 RD3 SDK2	IGFN1 TUB							
GO_RETINA_HOMEOSTASIS																																		LTF USH2A																					
GO_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE			NTRK2 SDK1										PROX1 SDK2												CABP4 IGFN1 NTRK2 PROX1	CABP4 DLL1 IGFN1				NTRK2 SDK1				IGFN1 PROX1	DLL1 FJX1 PROX1												CABP4 NTRK2 SDK2								
GO_RETINOIC_ACID_BINDING																			CYP27C1 FABP5 LRAT																								FABP5 LRAT												
GO_RETINOL_BINDING												CYP27C1 RBP2							CYP27C1 LRAT						LRAT RBP1																		LRAT RBP2												
GO_RETINOL_METABOLIC_PROCESS												CYP27C1 TTR							CYP27C1 LRAT TTR		CYP27C1 TTR					ADH6 AKR1B1 TTR							AKR1B1 TTR						ADH6 AKR1B1				ADH6 AKR1B1 LRAT	ADH6 AKR1B1			AKR1B1 LRAT							AKR1B1 LRAT	
GO_RETROGRADE_AXONAL_TRANSPORT		DLG2 NEFL		DLG2 DST					DST HAP1 KIF5A MAP1A		DLG2 HAP1																									DLG2 DST KIF1A							DLG2 HAP1 KIF5A MAP1A				DLG2 DST								
GO_REVERSE_CHOLESTEROL_TRANSPORT																							APOA1 LIPC									APOA1 APOC3											CES1 LIPC												
GO_RHO_PROTEIN_SIGNAL_TRANSDUCTION																																								CCDC125 STARD8															
GO_RHYTHMIC_BEHAVIOR																																															ADORA2A GHRL								
GO_RHYTHMIC_PROCESS			ADCY1 FZD4 HLF NTRK2									ADCY1 CHRNB2 HLF																		ADCY1 DDC NTRK2												CDK5R1 DDC FZD4 HLF					ADORA2A DDC GHRL ID4 MDK NTRK2 PTPRN								
GO_RIBONUCLEOPROTEIN_GRANULE																																							DYNC1I1 MEX3A TUBA1A																
GO_RIBONUCLEOTIDE_BINDING	AK5 DNM3 FIGNL2 MAP3K12 PNPO PRKCG PRKCH ROS1 SPEG STARD9 TTLL7												ARL9 CENPE CIT CLCN4 CSF1R CTPS1 HSPA12A MAST1 MX2 P2RX6 RASL11B STK31 TTLL7 TUBA1A WNK3	DNAH14 FIGNL2 HSPA12A MAP3K12 PRKCG			ABCC9 ACSS3 ADCY1 CENPE MAPK12 PRKCG RRAGD TTLL6 UBE2S	ABCC4 ACOT7 MX2 NAIP PRKD1 STARD9 STK31 UBE2QL1					ABCC4 ACOT7 ACSL6 ADCY2 ANXA6 ARL4D ATP1A3 CAMK1 CENPE CIT KHK MDN1 MYO3A NEK10 P2RX6 PAK6 RPS6KL1 SYN1 TTBK1 UBE2S WNK2							ADCY1 EPHA4 IFI44L KIF5A MSH5 NTRK2 PRKCH RASD1 TTBK1 TUBB2B				ADCY1 CSF1R EPHB3 HCN4 HSPA2 HSPA6 IFI44L KIF1A MSH5 NEK10 RAB3C RASL11B TTBK1 TTLL7 TUBB2B				ACBD7 ACOT7 ANXA6 CENPE MSH5 NEK10 RAB36 UBE2S												ACBD7 ATP1A3 CACNA1B DIRAS1 EPHA8 GNAO1 IFI44L MAPK10 NAIP ROS1	ACOT7 AK5 DNAH11 GCH1 GCK KIF5A MX2 NAV3 SCG5 TUBB2B TUBB3				
GO_RIBONUCLEOTIDE_CATABOLIC_PROCESS																																ACOT7 PDE2A									ACOT7 PDE8B														
GO_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS			ACOT7 ADCY1 NPPB	ADCY5 NPPB																			ACOT7 ACSL6 ADCY2 ELOVL4																												ACOT7 AK5 NPPB				
GO_RIBOSE_PHOSPHATE_METABOLIC_PROCESS			ACOT7 ACTN3 ADCY1 CBFA2T3 NPPB																													AADAT ACOT7 CTPS1 MPP1 NUP210 PDE2A PTHLH SULT2A1																			ACOT7 AK5 GCK NPPB			ACTN3 AK5 CTPS1 MPP1 PDE2A PTHLH SULT1A4 SULT2A1 TPST2	
GO_RNA_POLYMERASE_II_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING																																															ISL1 NEUROD1			BEX1 DUSP26	BEX1 DUSP26				
GO_ROOF_OF_MOUTH_DEVELOPMENT																										EPHB3 GDF11																													
GO_ROUGH_ENDOPLASMIC_RETICULUM																					HGFAC NAT8L				HGFAC LRAT	HGFAC SFTPA2		KCNJ2 SFTPA2																											
GO_RUFFLE																	AIF1 MTSS1 SH2D3C																																				AIF1 LCP1 SH2D3C		
GO_RUFFLE_ASSEMBLY																																																			AIF1 ARHGAP24 EVL				
GO_RUFFLE_MEMBRANE																	AIF1 SH2D3C																																		AIF1 PLEKHO1		AIF1 LCP1 SH2D3C		
GO_RUFFLE_ORGANIZATION																																																			AIF1 ARHGAP24 EVL		AIF1 CSF1R		
GO_SALIVARY_GLAND_DEVELOPMENT								EDAR TFCP2L1																									EDAR TFCP2L1																						
GO_SARCOLEMMA				FXYD1 KCNJ2		CACNA1C CACNG6 FXYD1 KCNJ11		AHNAK CACNG6 KCNJ3 SCN2A	ANK2 CACNA1C CACNB2 KCNJ2 KCNJ3 SCN1B SLC8A1		ANK2 SYNM			AHNAK CCDC78							CACNA1C KCNJ3 PGM5				CACNA1C CACNG6 PGM5			CACNG6 KCNJ2 SCN2A	AHNAK KCNJ3	CACNG7 CCDC78	KCNJ11 SYNM										CACNA2D1 CACNG4 PGM5		ANK2 BGN CACNA1C CACNG7 KCNJ3 SCN1B SGCD SYNM				BGN CACNA1C CCDC78 FXYD1				SGCD SLC8A1			CCDC78 KCNJ11 SCN1B	
GO_SARCOPLASM		CAMK2B S100A1										S100A1 SGCD			CCDC78 ITPR1										GSTM2 SYNE2					CCDC78 RASD1 THBS4												GSTM2 SYNE2		CCDC78 GSTM2 SYNE2 THBS4			CCDC78 GSTM2 JPH4 SYNE2							CAMK2B CCDC78 GSTM2 ITPR1 S100A1	
GO_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT									ANK2 CACNA1C SLC8A1																CACNA1C GSTM2																						CACNA1C GSTM2								
GO_SARCOPLASMIC_RETICULUM_MEMBRANE																																															JPH4 SYNE2								
GO_SA_NODE_CELL_TO_ATRIAL_CARDIAC_MUSCLE_CELL_COMMUNICATION									ANK2 SCN3B																									CACNA1G HCN4								CACNA1G SCN3B	ANK2 HCN4	HCN4 SCN3B										HCN4 SCN3B	
GO_SCAFFOLD_PROTEIN_BINDING										CACNA1G CIT													CACNA1G CIT DLL1			CIT DLL1								CACNA1G CACNA1H	CACNA1H DLL1																				
GO_SCHAFFER_COLLATERAL_CA1_SYNAPSE		NEFL SYN1 TUBB2B				LRFN2 SYN1 SYP													LRFN2 TUBB2B				ITPR1 LRFN2 NEFL SYN1 SYP							ADCY1 EPHA4 TUBB2B				ADCY1 ITPR1 TUBB2B				CPLX1 LRFN2 NEFL				LRFN2 SYN1					GHRL LRFN2 SYN1								
GO_SCHMIDT_LANTERMAN_INCISURE									AKR1B1 JAM3																																		AKR1B1 JAM3				AKR1B1 JAM3								
GO_SECONDARY_METABOLIC_PROCESS										BCL2 DDC																																AKR1B1 DDC													
GO_SECOND_MESSENGER_MEDIATED_SIGNALING			ACTN3 ADCY1 APLP1 CCR6 NPPB SAMD14	ADCY5 GRIN2C KSR2 NPPB TRPM2					AGT ANK2 APLP1 CACNA1C CNR1 CRH GIP HAP1 JPH4 NCALD NEUROD2 NFAT5 PDE2A RUNDC3A SAMD14 SLC8A1 UCN3		ADCY5 ANK2 GIP HAP1 KSR2	ADCY1 ADCY5 GIP NCALD RNF157 SGCD									AGT APLP1 CACNA1C DEFB1 NFAT5 SULT1A4 TRPM2		ADCY2 DEFB1 GAL GIP ITPR1 PTGDR2 UCN3	CNR1 RNF157						ADCY1 NPPB PTGDR2 RASD1									ITPR1 MAFA NCALD				ADCY2 AGT ANK2 APLP1 CACNA1C CHGA DRD2 GIP GNG2 HAP1 NEUROD2 PEX5L SAMD14 SGCD UCN3	APLP1 DRD2 GSTM2 HAP1 NFAT5 PDE2A			ADCY2 ADORA2A AGT CACNA1C CCR6 DEFB1 GAL GSTM2 JPH4 NEUROD1 NFAT5 PLCG2 SCT SULT1A4				GNG2 NCALD NPPB RNF157 SGCD SLC8A1		CNR1 CRH GAL NPPB	ACTN3 AGT APLP1 GRIN1 GSTM2 ITPR1 PDE2A PTHLH SULT1A4	
