	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
GO_REGULATION_OF_HORMONE_METABOLIC_PROCESS																																	DKK3 FFAR3 GAL			DKK3 FFAR3 GAL		DKK3 GAL																																			
GO_REGULATION_OF_HORMONE_SECRETION	CARTPT FFAR1 NKX6-1 TAC1		ABCC8 APLN BAIAP3 BRSK2 CACNA1C CACNA2D2 DRD2 GAL ISL1 NKX6-1 SCT SFRP1 SLC30A8 SNAP25 SOX4 SPP1 SSTR5 STX1A STXBP5L UCN3	ABCC8 ADCY5 BAIAP3 BRSK2 CACNA1A FFAR2 GAL GCK KCNJ11 SSTR5	ABCC8 ADCY5 BAIAP3 BRSK2 CACNA2D2 CRH FFAR2 GAL GCK KCNJ11 SCT SSTR5			FFAR1 FFAR3 TAC1						APLN BAIAP3 BRSK2 CACNA1C CACNA2D2 CARTPT CRH GAL IL11 ITPR1 KCNJ11 RAPGEF4 RFX6 SCT SNAP25	ABCC8 AGT APLN CACNA1A CACNA2D2 GHRL SCT SSTR5	ABCC8 APLN BAIAP3 CACNA1A CACNA1E CACNA2D2 CNR1 FFAR2 GAL GCK GHRL GIP ISL1 RFX6 SCG5 SCT SFRP1 SLC30A8 SOX4 SPP1 SSTR5 STXBP5L UCN3	ABCC8 ADCY5 AGT BAIAP3 BRSK2 CACNA1A CACNA1C CACNA1E CACNA2D2 CNR1 CRH FFAR2 GAL GCK GHRL GIP ISL1 ITPR1 RAPGEF4 RFX6 SCG5 SCT SFRP1 SLC30A8 SNAP25 SOX4 SPP1 SSTR5 STX1A STXBP5L UCN3	ADCY5 APLN BAIAP3 BRSK2 CACNA1A CACNA1E CACNA2D2 CRH DRD2 FFAR2 GHRL SCG5 SCT SFRP1 SNAP25 SOX4 SSTR5 STX1A STXBP5L UCN3	ADCY5 APLN CACNA1C CACNA1E CACNA2D2 DRD2 FFAR2 GHRL GIP IL11	ADCY5 APLN BAIAP3 GCK GIP ITPR1 SSTR5 STX1A STXBP5L	ABCC8 ADCY5 AGT CACNA1A CACNA1C CACNA1E FFAR1 FFAR2 FFAR3 GCK GHRL IL11 ISL1 ITPR1 SCG5 SNAP25 SOX4 STX1A STXBP5L TAC1 UCN3			BRSK2 CARTPT IL11 ITPR1	BRSK2 IL11				ADCY5 APLN CACNA1C CACNA1E FFAR2 RAPGEF4 SCG5 SNAP25 STXBP5L	BAIAP3 FFAR1 FFAR3	AGT BAIAP3 CACNA1C CACNA1E GAL ITPR1 SNAP25		ABCC8 ADCY5 AGT APLN CACNA1A CACNA1C CACNA1E CACNA2D2 CARTPT DRD2 FFAR1 FFAR2 FFAR3 GAL GCK GIP ISL1 RAPGEF4 SCG5 SFRP1 SLC30A8 SNAP25 SOX4 STX1A STXBP5L TAC1 UCN3	ABCC8 APLN BAIAP3 BRSK2 CACNA1A DRD2 GAL GIP ISL1 ITPR1 RAPGEF4 SFRP1 SLC30A8 SNAP25 SOX4 STX1A STXBP5L UCN3	ADCY5 APLN BAIAP3 BRSK2 CACNA1C CACNA1E CACNA2D2 CHGA CNR1 CRH DRD2 FFAR2 GAL GCK GIP IL11 ITPR1 KCNJ11 NKX6-1 RAPGEF4 SCG5 SCT SFRP1 SLC30A8 SNAP25 SOX4 STXBP5L	AGT APLN BAIAP3 CACNA1A CACNA1C CACNA1E CACNA2D2 CARTPT CHGA CNR1 CRH FFAR3 GAL GCK KCNJ11 NKX6-1 RAPGEF4 RFX6 SCT SFRP1 SLC30A8 SNAP25 SOX4 SSTR5 STX1A		ABCC8 AGT CACNA1E CHGA CRH GAL GCK KCNJ11 NEUROD1 RAPGEF4 SOX4		ABCC8 ADCY5 BAIAP3 BRSK2 CACNA1A CACNA1C DRD2 GAL GHRL ISL1 NEUROD1 RFX6 SCT SNAP25 STX1A		CACNA2D2 CRH FFAR2 GAL KCNJ11 RFX6 SCT SOX4		ADCY5 AGT BRSK2 CACNA1E CACNA2D2 CRH DRD2 GAL GIP ITPR1 RAPGEF4 SCT SLC30A8 SNAP25 SOX4 SPP1 SSTR5 STX1A	ADCY5 AGT APLN CACNA1A CACNA1C CACNA2D2 CARTPT DRD2 FFAR2 ITPR1 RAPGEF4 SNAP25	ADCY5 APLN BAIAP3 BRSK2 CACNA1E CACNA2D2 GIP ITPR1 KCNJ11 NKX6-1 RAPGEF4 SNAP25 SSTR5 UCN3	ADCY5 APLN BRSK2 CACNA2D2 CRH DRD2 GIP KCNJ11 NKX6-1 RAPGEF4 RFX6 SCT SNAP25 SOX4 SPP1 SSTR5 STXBP5L	ADCY5 BAIAP3 BRSK2 CACNA1A CACNA1E FFAR1 FFAR3 ISL1 SCG5 SFRP1 SNAP25 SOX4 SSTR5 STXBP5L					BAIAP3 BRSK2 CACNA1A CACNA1E FFAR2 GCK GHRL KCNJ11 NEUROD1 RAPGEF4 SCG5 SFRP1 SNAP25 SSTR5 STXBP5L		CARTPT CHGA FFAR1 FFAR3 NKX6-1 TAC1	ADCY5 APLN BRSK2 CACNA1A CACNA1E CACNA2D2 CARTPT CHGA DRD2 FFAR1 FFAR3 GCK IL11 ITPR1 NKX6-1 RAPGEF4 SCG5 SCT SPP1 STX1A STXBP5L TAC1	ABCC8 ADCY5 APLN BAIAP3 BRSK2 CACNA1C CACNA1E CACNA2D2 CNR1 ITPR1 KCNJ11 RFX6 SCG5 SCT SOX4 SSTR5 UCN3	ABCC8 AGT APLN BAIAP3 BRSK2 CACNA1A CACNA1C CACNA1E CACNA2D2 CARTPT CHGA DRD2 FFAR1 FFAR2 FFAR3 GIP ISL1 ITPR1 NKX6-1 RAPGEF4 SCG5 SNAP25 SPP1 SSTR5 STX1A STXBP5L TAC1 UCN3	AGT APLN CACNA1A CACNA1C CACNA1E CACNA2D2 CNR1 CRH DRD2 FFAR2 GAL GCK ISL1 RAPGEF4 RFX6 SCG5 SCT SLC30A8 SOX4 SPP1 SSTR5 STXBP5L UCN3	CARTPT FFAR3 ISL1 SOX4 STXBP5L TAC1		ADCY5 AGT BAIAP3 CACNA1C CACNA2D2 CARTPT CHGA CNR1 CRH GAL GCK GHRL GIP ISL1 ITPR1 NEUROD1 RFX6 SCG5 SCT SOX4 SSTR5 STX1A STXBP5L		ADCY5 CRH SCT SPP1 TAC1		AGT FFAR3 ITPR1 NKX6-1 SOX4 SPP1	CACNA1C FFAR2 GCK IL11 RAPGEF4 SCG5		BAIAP3 CACNA2D2 CNR1 CRH GAL KCNJ11 NKX6-1 SFRP1 STXBP5L		ABCC8 ADCY5 AGT APLN CNR1 CRH GAL ITPR1 KCNJ11 RAPGEF4 RFX6 SFRP1 SSTR5 STXBP5L UCN3		
GO_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE																																																															CFH FOXJ1 IGHG1										
GO_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN														FOXJ1 SUSD4				FOXJ1 SUSD4			FOXJ1 SUSD4																					FOXJ1 SUSD4		FOXJ1 SUSD4		FOXJ1 SUSD4							FOXJ1 SUSD4					FOXJ1 SUSD4	FOXJ1 SUSD4			FOXJ1 SUSD4											
GO_REGULATION_OF_HYDROLASE_ACTIVITY				ARHGAP24 BRSK2 DOCK4 ELFN1 FLT1 LAMP3 LTF NTRK2 PPP1R16B PTPRN2 RAP1GAP2 RASAL1 RGS16 RGS5 RGS9 RIMBP2 SERPINI1 SGSM1 TNFSF14 TTBK1 USP6 WNT9A		ADORA2A DPEP1 ELFN1 KIT MIR29C TNFSF14						ADORA2A AGAP9 APOA4 LAMP3 LTF TNFSF14						AGAP11 AMBP ARHGAP33 BRSK2 CCDC125 CSRNP3 DLG2 DRD2 EPHA4 EPHB3 FLT1 FOXJ1 GRHL3 HSPA2 LIPC MAPK12 MIR29C MYBPC3 NTRK2 PPP1R14A PPP1R16B PTPRN2 RASAL1 RGS11 RGS16 RGS17 RGS4 RGS5 RGS9 ROBO1 SERPINA10 SFRP1 SGSM1 SLC7A14 SPINK4 SPOCK3 STARD8 STXBP5L TTBK1 WNT9A										ARHGAP24 CD200 HSPA2 IFI6 IFIT1 NAIP PPP1R14A PPP1R16B PRKD1 RAP1GAP2 RGS17 ROBO1 SPOCK3 TFPI2 TNFSF14	ADORA2A AMBP ARHGAP24 CCL19 CSRNP3 DOCK8 DPEP1 EPHB3 LIPC MAP2 NTRK1 NTRK2 PLXNC1 RAP1GAP2 RASAL1 RGS17 ROBO1 SGSM1 SLC7A14 SPOCK3 ST18 STXBP5L TBC1D3C TBC1D3H TTBK1 USP6												AGAP11 APOA4 ARHGAP24 BST2 EPHA4 LTF MAP2 NTRK2 PRR7 RAP1GAP2 ROBO1 SERPINA10 SERPINI1 SGSM1 SLC7A14 SPINK4 ST18 TBC1D8B TFPI2 TNFSF14 TTBK1 USP6			AGAP11 AGT AMBP APOA1 APOC3 ARHGAP24 ARHGAP33 AVPR1B BRSK2 CCDC125 CCL19 CD200 DLG2 DOCK8 DRD2 EPHA4 EPHB3 FOXJ1 GRHL3 GRIN1 HSPA2 IFI6 LIPC LTF MAPK12 MYBPC3 NAIP NTRK1 NTRK2 PLXNC1 PPP1R14A PPP4R4 PRKD1 PRR7 RASAL1 RGS11 RGS16 RGS9 RIMBP2 SERPINA10 SERPINI1 SLC7A14 SPOCK3 STMN3 TTBK1 USP6	AGT AMBP DLG2 DOCK4 DOCK8 DRD2 ELFN1 EPHA4 FLT1 GRHL3 LIPC LTF NTRK2 PPP1R14A PPP1R1A PRR7 PTPRN2 RAP1GAP2 RGS17 ROBO1 SGSM1 SPINK4 SPOCK3 TBC1D3H USP6	AGAP11 APOA1 APOC3 ARHGAP24 ARHGAP9 BRSK2 CD200 DOCK4 EPHB3 FOXJ1 GRHL3 HSPA2 IFIT1 LIPC LTF NTRK2 PLXNC1 PRR7 PTPRN2 RGS17 ROBO1 SPINK4 TTBK1		ADORA2A AGAP11 APOA1 APOC3 ARHGAP33 BRSK2 DLG2 DPEP1 EPHA4 EPHB3 FLT1 FOXJ1 GRHL3 HSPA2 IFI6 LIPC NTRK2 PPP1R14A PPP1R16B RAP1GAP2 RASAL1 RGS14 RGS16 RGS17 RGS4 ROBO1 SFRP1 SGSM1 SLC7A14 ST18 STXBP5L TFPI2 TTBK1 VAV3				ADORA2A DOCK4 KIT NAIP PRKD1 RGS14										ADORA2A AGAP11 AGAP9 AGT AMBP APOA1 APOC3 ARHGAP24 ARHGAP9 AVPR1B CSRNP3 DLG2 DPEP1 EPHA4 EPHB3 FLT1 FOXJ1 GRHL3 HSPA2 IFI6 IFIT1 KIT LAMP3 LIPC MAPK12 MYBPC3 NTRK1 NTRK2 PPP1R14A PPP1R1A PPP4R4 PRKD1 PRR7 PTPRN2 RAP1GAP2 RASAL1 RGS14 RGS16 RGS17 RGS5 RGS9 RIMBP2 ROBO1 SERPINI1 SGSM1 SLC7A14 SPOCK3 STARD8 STMN3 STXBP5L TBC1D3H TFPI2 TNFSF14 TTBK1 USP6 VAV3 WNT9A		APOA1 ARHGAP24 ARHGAP33 AVPR1B EPHA4 MAPK12 NAIP RGS16 RGS4 STMN3 TNFSF14 TTBK1 WNT9A	DOCK4 MIR29C NAIP TNFSF14		AGAP9 APOA4 ARHGAP24 ARHGAP9 CCDC125 CSRNP3 DOCK8 IFIT1 LIPC MAP2 NAIP PCSK1N PTPRN2 RGS9 ROBO1 SGSM1 SPOCK3 STARD8 USP6 WNT9A	AGAP9 CCDC125 MIR29C TBC1D3C TBC1D3H					ADORA2A APOA4 DPEP1 PRKD1 PRR7 RAP1GAP2 RASAL1 TBC1D3C TBC1D3H TTBK1
GO_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS								CCL19 CLEC4G FFAR3 GATA2																	BST2 CCL19 IGHG1					CD96 CLEC4G FFAR3 GATA2 HERC5 IFIT1																									BST2 CCL19 CLEC4G FFAR3 GATA2					CLEC4G FFAR3 HERC5			CD96 CFH FOXJ1 FUT7 IGHG1 NR4A3 SLC22A13				C7 CD96 FFAR2 HERC5 IFIT1 STXBP1 SUSD4 ZDHHC11						
GO_REGULATION_OF_IMMUNE_RESPONSE								CCL19 CLEC4G FFAR3 GATA2 ITGA4 MUC2																	BST2 CCL19 HLA-DQA2 IGHG1 MUC5AC							CLEC4G GATA2 HLA-DQA2 ITGA4 KIT PAK3																							BST2 CCL19 CLEC4G FFAR3 GATA2 HLA-DQA2 ITGA4 MUC5AC PAK3								AMBP BCL2 CD96 CFH FOXJ1 FUT7 IGHG1 KIT MUC17 NR4A3 PLCG2 PRKCH SLC22A13										
GO_REGULATION_OF_IMMUNE_SYSTEM_PROCESS						ADORA2A IGHG1 KIT MUC5AC TNFSF14		CCL19 CLEC4G CXCL12 FFAR3 GATA2 IGF2 ITGA4 MUC2 TAC1																	ADORA2A BST2 CCL19 HLA-DQA2 IGF2 IGHG1 MUC5AC							CARTPT CLEC4G CXCL12 GATA2 HLA-DQA2 ITGA4 KIT PAK3 TAC1																							ACE BST2 CARTPT CCL19 CLEC4G FBN1 FFAR3 GATA2 HLA-DQA2 IGF2 ITGA4 MUC5AC PAK3 TAC1					CARTPT CLEC4G FFAR3 HERC5 HLA-DQA2 KIT SOX4 TAC1													ADORA2A CD96 CD99L2 CFH MUC2 MUC3A MUC5AC PRKCH TTBK1
GO_REGULATION_OF_INFLAMMATORY_RESPONSE																					ADORA2A AGT APOA1 C2CD4A CDH5 FFAR2 FFAR3 GHRL ISL1 NEAT1 PDE2A SCGB1A1 SIRPA TAC1 TTBK1		ADORA2A AGT APOA1 C2CD4B FUT7 SLC7A2																																					FFAR3 ISL1 TAC1													
GO_REGULATION_OF_INNATE_IMMUNE_RESPONSE												MUC16 MUC5AC			CD96 HMGB3 MUC17 MUC2 MUC5AC														CD96 FFAR2 MUC16 MUC3A MUC5AC MUC5B PLCG2 SOCS1 SUSD4																																												CD96 MUC2 MUC3A MUC5AC
GO_REGULATION_OF_INSULIN_SECRETION	CARTPT FFAR1 NKX6-1		ABCC8 BAIAP3 BRSK2 CACNA1C CACNA2D2 DRD2 ISL1 NKX6-1 SFRP1 SLC30A8 SNAP25 SOX4 SSTR5 STX1A STXBP5L UCN3	ABCC8 ADCY5 BAIAP3 BRSK2 CACNA1A GCK KCNJ11 SSTR5	ABCC8 ADCY5 BAIAP3 BRSK2 CACNA2D2 CRH GCK KCNJ11 SSTR5									BAIAP3 BRSK2 CACNA1C CACNA2D2 CARTPT CRH ITPR1 KCNJ11 RAPGEF4 RFX6 SNAP25	ABCC8 CACNA1A CACNA2D2 GHRL SSTR5	ABCC8 BAIAP3 CACNA1A CACNA1E CACNA2D2 CNR1 GCK GHRL GIP ISL1 RFX6 SFRP1 SLC30A8 SOX4 SSTR5 STXBP5L UCN3	ABCC8 ADCY5 BAIAP3 BRSK2 CACNA1A CACNA1C CACNA1E CACNA2D2 CNR1 CRH GCK GHRL GIP ISL1 ITPR1 RAPGEF4 RFX6 SFRP1 SLC30A8 SNAP25 SOX4 SSTR5 STX1A STXBP5L UCN3	ADCY5 BAIAP3 BRSK2 CACNA1A CACNA1E CACNA2D2 CRH DRD2 GHRL SFRP1 SNAP25 SOX4 SSTR5 STX1A STXBP5L UCN3	ADCY5 CACNA1C CACNA1E CACNA2D2 DRD2 GHRL GIP	ADCY5 BAIAP3 GCK GIP ITPR1 SSTR5 STX1A STXBP5L	ABCC8 ADCY5 CACNA1A CACNA1C CACNA1E FFAR1 GCK GHRL ISL1 ITPR1 SNAP25 SOX4 STX1A STXBP5L UCN3			BRSK2 CARTPT ITPR1			BRSK2 CHGA STX1A STXBP5L		ADCY5 CACNA1C CACNA1E RAPGEF4 SNAP25 STXBP5L		BAIAP3 CACNA1C CACNA1E ITPR1 SNAP25		ABCC8 ADCY5 CACNA1A CACNA1C CACNA1E CACNA2D2 CARTPT DRD2 FFAR1 GCK GIP ISL1 RAPGEF4 SFRP1 SLC30A8 SNAP25 SOX4 STX1A STXBP5L UCN3	ABCC8 BAIAP3 BRSK2 CACNA1A DRD2 GIP ISL1 ITPR1 RAPGEF4 SFRP1 SLC30A8 SNAP25 SOX4 STX1A STXBP5L UCN3	ADCY5 BAIAP3 BRSK2 CACNA1C CACNA1E CACNA2D2 CHGA CNR1 CRH DRD2 GCK GIP ITPR1 KCNJ11 NKX6-1 RAPGEF4 SFRP1 SLC30A8 SNAP25 SOX4 STXBP5L	BAIAP3 CACNA1A CACNA1C CACNA1E CACNA2D2 CARTPT CHGA CNR1 CRH GCK KCNJ11 NKX6-1 RAPGEF4 RFX6 SFRP1 SLC30A8 SNAP25 SOX4 SSTR5 STX1A		ABCC8 CACNA1E CHGA CRH GCK KCNJ11 NEUROD1 RAPGEF4 SOX4		ABCC8 ADCY5 BAIAP3 BRSK2 CACNA1A CACNA1C DRD2 GHRL ISL1 NEUROD1 RFX6 SNAP25 STX1A		CACNA2D2 CRH KCNJ11 RFX6 SOX4		ADCY5 BRSK2 CACNA1E CACNA2D2 CRH DRD2 GIP ITPR1 RAPGEF4 SLC30A8 SNAP25 SOX4 SSTR5 STX1A	ADCY5 CACNA1A CACNA1C CACNA2D2 CARTPT DRD2 ITPR1 RAPGEF4 SNAP25	ADCY5 BAIAP3 BRSK2 CACNA1E CACNA2D2 GIP ITPR1 KCNJ11 NKX6-1 RAPGEF4 SNAP25 SSTR5 UCN3	ADCY5 BRSK2 CACNA2D2 CRH DRD2 GIP KCNJ11 NKX6-1 RAPGEF4 RFX6 SNAP25 SOX4 SSTR5 STXBP5L	ADCY5 BAIAP3 BRSK2 CACNA1A CACNA1E FFAR1 ISL1 SFRP1 SNAP25 SOX4 SSTR5 STXBP5L					BAIAP3 BRSK2 CACNA1A CACNA1E GCK GHRL KCNJ11 NEUROD1 RAPGEF4 SFRP1 SNAP25 SSTR5 STXBP5L		CARTPT CHGA FFAR1 NKX6-1	ADCY5 BRSK2 CACNA1A CACNA1E CACNA2D2 CARTPT CHGA DRD2 FFAR1 GCK ITPR1 NKX6-1 RAPGEF4 STX1A STXBP5L	ABCC8 ADCY5 BAIAP3 BRSK2 CACNA1C CACNA1E CACNA2D2 CNR1 ITPR1 KCNJ11 RFX6 SOX4 SSTR5 UCN3	ABCC8 BAIAP3 BRSK2 CACNA1A CACNA1C CACNA1E CACNA2D2 CARTPT CHGA DRD2 FFAR1 GIP ISL1 ITPR1 NKX6-1 RAPGEF4 SNAP25 SSTR5 STX1A STXBP5L UCN3	CACNA1A CACNA1C CACNA1E CACNA2D2 CNR1 CRH DRD2 GCK ISL1 RAPGEF4 RFX6 SLC30A8 SOX4 SSTR5 STXBP5L UCN3	CARTPT ISL1 SOX4 STXBP5L		ADCY5 BAIAP3 CACNA1C CACNA2D2 CARTPT CHGA CNR1 CRH GCK GHRL GIP ISL1 ITPR1 NEUROD1 RFX6 SOX4 SSTR5 STX1A STXBP5L							BAIAP3 CACNA2D2 CNR1 CRH KCNJ11 NKX6-1 SFRP1 STXBP5L		ABCC8 ADCY5 CNR1 CRH ITPR1 KCNJ11 RAPGEF4 RFX6 SFRP1 SSTR5 STXBP5L UCN3		
GO_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY																																												LIMS2 PRKD1																		LIMS2 PRKD1											
GO_REGULATION_OF_INTESTINAL_ABSORPTION			APOA1 ENPP7																		APOA1 ENPP7		APOA1 APOA4												APOA1 ENPP7	APOA1 ENPP7				APOA4 ENPP7				APOA1 ENPP7									APOA1 ENPP7					APOA1 APOA4 ENPP7	APOA1 APOA4 ENPP7														
GO_REGULATION_OF_INTESTINAL_CHOLESTEROL_ABSORPTION			APOA1 ENPP7																		APOA1 ENPP7		APOA1 APOA4												APOA1 ENPP7	APOA1 ENPP7				APOA4 ENPP7				APOA1 ENPP7									APOA1 ENPP7					APOA1 APOA4 ENPP7	APOA1 APOA4 ENPP7														
GO_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT																									BRSK2 CDK5R1 IFI27																																																
GO_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION						EPHA8 IL11 KIT MIR29C SPRY3 TNFSF14	ARHGAP33 IL11 MAPK8IP2 TNFSF14																AGT APOA1 APOC3 CDK5R1 DUSP26 GADD45G HIC1 ITPR1 MAP3K12 MCF2L NEUROD2 RUNDC3A SPRED3 STARD8		BST2 CCL19 CDK5R1 IGF2 IL11 MAPK8IP2 NEUROD2							ARHGEF25 CARTPT CXCL12 DUSP26 EPHA8 KIT MAPK8IP2 MIR29C PAK3																																APOA1 ARHGAP24 ARHGAP33 AVPR1B CRH EDAR EPHA4 FZD4 PDGFD RGS4 SCT STMN3 TAF9B TNFSF14 TP73						DUSP2 IGF2 IL11 SCHIP1 SPRY3		BST2 DUSP2 EPHA8 MAPK8IP2	
GO_REGULATION_OF_INTRACELLULAR_TRANSPORT																									BRSK2 CDK5R1 IFI27																																																
GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE																																															BCL2 CXCL12 TAF9B																										
GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR																					BCL2 TAF9B																										BCL2 TAF9B																										
