	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	DACH1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	INSM1	ISL1	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	PROX1	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
REACTOME_SIGNALING_BY_GPCR				CAMK2B FFAR2 GABBR2 GAL GPC2 RGS16 RGS5 RGS9 WNT9A							AGT CLPS FFAR2 GAL GNAO1 GNG4 GPC2 PDE2A PTGDR2 RBP1 RGS16 RGS4 RGS9 SSTR1												AGT GAL GNAO1 RGS4 SSTR1 SSTR2		ARHGEF25 CAMK2B DRD2 GABBR2 GAL GPC2 PTGDR2 RGS16 RGS4 RGS5 RGS9 SSTR1 SSTR2									CAMK2B FFAR2 GABBR2 GAL GPC2 PTGDR2 RGS9 SSTR1 WNT9A	AGT ARHGEF25 CAMK2B CLPS DRD2 GAL GNAO1 GNG4 OR51E1 PDE2A PDE6B RBP1 RGS16 RGS9												ADORA2A AGT DRD2 FFAR2 GABBR2 GAL GNAO1 GNG4 PDE2A PTGDR2 RGS5 WNT9A						AGT ARHGEF25 GNAO1 GPC2			
REACTOME_SIGNALING_BY_HEDGEHOG			NOTUM TUBA1A TUBB3						NOTUM TUBB4A																												TUBA1A TUBB3 TUBB4A					NOTUM TUBA1A TUBB3 TUBB4A								NOTUM TUBA1A TUBB3 TUBB4A					NOTUM TUBA1A TUBB3	
REACTOME_SIGNALING_BY_INTERLEUKINS															IGHG1 IL17C		IGHG1 IL17C																																							
REACTOME_SIGNALING_BY_MET																																							HGFAC LRIG1																	
REACTOME_SIGNALING_BY_NOTCH					DLL1 DLL4 HEYL																																																		DLL1 DLL4 MDK	
REACTOME_SIGNALING_BY_NOTCH1					DLL1 DLL4 HEYL			DLL4 HEYL																											DLL4 HEYL		DLL1 DLL4	DLL1 DLL4	DLL1 DLL4 HEYL			DLL1 HEYL			DLL4 HEYL					DLL1 DLL4 HEYL					DLL1 DLL4	DLL4 HEYL
REACTOME_SIGNALING_BY_NOTCH1_HD_DOMAIN_MUTANTS_IN_CANCER					DLL1 DLL4																																DLL1 DLL4	DLL1 DLL4	DLL1 DLL4							DLL1 DLL4				DLL1 DLL4					DLL1 DLL4	
REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER					DLL1 DLL4 HEYL			DLL4 HEYL																			DLL1 HEYL	DLL1 HEYL							DLL4 HEYL		DLL1 DLL4	DLL1 DLL4	DLL1 DLL4 HEYL			DLL1 HEYL			DLL4 HEYL					DLL1 DLL4 HEYL					DLL1 DLL4	DLL4 HEYL
REACTOME_SIGNALING_BY_NOTCH1_T_7_9_NOTCH1_M1580_K2555_TRANSLOCATION_MUTANT					DLL1 DLL4																																DLL1 DLL4	DLL1 DLL4	DLL1 DLL4							DLL1 DLL4				DLL1 DLL4					DLL1 DLL4	
REACTOME_SIGNALING_BY_NOTCH2					DLL1 DLL4																			DLL4 MDK	DLL1 MDK			DLL1 MDK		DLL4 MDK					DLL4 MDK		DLL1 DLL4	DLL1 DLL4 MDK	DLL1 DLL4					DLL4 MDK		DLL1 DLL4 MDK	DLL4 MDK			DLL1 DLL4 MDK					DLL1 DLL4 MDK	DLL4 MDK
REACTOME_SIGNALING_BY_NOTCH3					DLL1 DLL4 HEYL			DLL4 HEYL																			DLL1 HEYL	DLL1 HEYL							DLL4 HEYL		DLL1 DLL4	DLL1 DLL4	DLL1 DLL4 HEYL			DLL1 HEYL			DLL4 HEYL	DLL1 DLL4				DLL1 DLL4 HEYL					DLL1 DLL4	DLL4 HEYL
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES																																									ADORA2A KIT									ADORA2A CDH5 FLT1 HGFAC KIT LRIG1 NTRK1 SOCS1 SPARC						
REACTOME_SIGNALING_BY_RHO_GTPASES																NOXO1 TUBB4A			DYNC1I1 TUBB4A			DYNC1I1 PPP1R14A																															DYNC1I1 NOXO1		ARHGAP9 DYNC1I1 TUBA1A TUBB3	
REACTOME_SIGNALING_BY_SCF_KIT																																KIT SOCS1																		KIT SOCS1						
REACTOME_SIGNALING_BY_VEGF				CDH5 FLT1								CDH5 FLT1	CDH5 FLT1																							CDH5 FLT1				CDH5 FLT1																
REACTOME_SIGNALING_BY_WNT			GNG4 SFRP1 SOX4 WIF1 WNT9A							GNAO1 GNG4 PDE6B SFRP1 SOX4 WNT9A																		GNAO1 GNG4 PDE6B SFRP1 SOX4 WNT9A			GNAO1 SOX4 WIF1 WNT9A																						GNAO1 SOX4			
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT																																				SLC1A2 SLC38A3 SLC38A5																				
REACTOME_STRIATED_MUSCLE_CONTRACTION			ACTN3 TMOD1							ACTN3 MYBPC2	ACTN3 MYBPC2		MYBPC2 TMOD1	ACTN3 TMOD1										ACTN3 TMOD1	ACTN3 TMOD1														ACTN3 TMOD1			MYBPC2 TMOD1			MYBPC2 TMOD1	MYBPC2 TMOD1	MYBPC2 TMOD1			ACTN3 TMOD1						ACTN3 TMOD1
REACTOME_SURFACTANT_METABOLISM													PGA3 SFTPA2														PGA3 PGA5 SFTPA2	ADORA2A PGA3 SFTPA2		PGA3 PGA4 PGA5 SFTPA2	PGA3 PGA4 PGA5 SFTPA2	PGA3 PGA4 PGA5 SFTPA2			PGA3 SFTPA2										ADORA2A PGA4	PGA3 PGA5 SFTPA2	ADORA2A PGA3			ADORA2A PGA3 PGA4 SFTPA2						
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS								CYP27A1 OSBPL6						CYP27A1 OSBPL6																																CYP27A1 OSBPL6	CYP27A1 OSBPL6			CYP27A1 OSBPL6						
REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX_																																										DPEP1 GGT5				DPEP1 GGT5				DPEP1 GGT5						
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT			SFRP1 SOX4 WIF1 WNT9A																												SOX4 WIF1 WNT9A																									
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS														MUC15 MUC5AC																																										
REACTOME_THE_PHOTOTRANSDUCTION_CASCADE																																PDE6B RGS9			PDE6B RGS9			PDE6B RGS9								PDE6B RGS9				PDE6B RGS9					PDE6B RGS9	
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT			TUBA1A TUBB3																																		TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A								TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3	
REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE				SFTPA2 SOCS1	PLCG2 SFTPA2 SOCS1																									PLCG2 SFTPA2 SOCS1	PLCG2 SFTPA2	PLCG2 SFTPA2 SOCS1					SFTPA2 SOCS1																			
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES					PLCG2 SFTPA2 SOCS1																																																			
REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE				SFTPA2 SOCS1	SFTPA2 SOCS1																																SFTPA2 SOCS1																			
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS																																CACNG4 CAMK2B										CACNG4 CAMK2B														
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2				CAMK2B DLL1	CAMK2B DLL1																				CAMK2B DLL1																	CAMK2B DLL1														
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE			TUBA1A TUBB3																																		TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A								TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3	
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES			CAMK2B CHRNA1 CPLX1 GNG4 SLC1A2 TUBA1A TUBB3	CAMK2B CHRNB2 GABBR2	CAMK2B CHRNA3 CHRNB2 SLC1A2 TUBB4A					CAMK2B CHRNA1 CHRNA3 CHRNB2 GNG4 TUBA1A	CHRNA1 CHRNB2 GNG4 TUBA1A TUBB3	CHRNA1 CHRNB2 GABBR2 SLC1A2	CHRNA3 CHRNB2 CPLX1 GABBR2 TUBB4A						CHRNA3 TUBB4A			CAMK2B CPLX1			CAMK2B CHRNA1 CPLX1 GABBR2 TUBA1A		CACNG4 CHRNA1 CHRNB2 CPLX1 GNG4 SLC1A2 TUBB3	CACNG4 CPLX1 GABBR2 GNG4 SLC1A2 TUBB3		CAMK2B CHRNA1 CHRNA3 CPLX1 SLC1A2 TUBB4A	CHRNA1 SLC1A2 TUBB4A	CACNG4 CAMK2B CHRNA1 CPLX1 GABBR2 GNG4 SLC1A2			CAMK2B CHRNA3 CHRNB2 CPLX1 GNG4 TUBB3		CHRNA3 GNG4 TUBA1A TUBB3 TUBB4A		CHRNA3 CPLX1 GABBR2 GNG4 SLC1A2 TUBB3	CPLX1 TUBA1A		CACNG4 CAMK2B CHRNA1 CHRNA3 GABBR2 GNG4 TUBA1A TUBB3 TUBB4A		CACNG4 CHRNA1 CPLX1 GABBR2 SLC1A2	CAMK2B CHRNA1 CPLX1 GABBR2 GNG4 SLC1A2 TUBB3	CHRNA1 CHRNB2 GABBR2 GNG4 SLC1A2 TUBA1A TUBB3	CHRNA1 CPLX1 GABBR2 GNG4 TUBB3			CACNG4 CHRNB2 CPLX1 GABBR2 GNG4 TUBA1A TUBB3 TUBB4A	CAMK2B CHRNA3 GNG4 TUBB4A					
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE			TUBA1A TUBB3								TUBA1A TUBB3																										TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A				TUBA1A TUBB3				TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3	
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES																																				SLC1A2 SLC38A3 SLC38A5									SLC1A2 SLC38A3 SLC38A5											
REACTOME_TRANSPORT_OF_SMALL_MOLECULES																																																								ATP13A4 CAMK2B GNG4 KCNJ11 PLTP SLC38A3 SLC38A5
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION								CNIH2 DYNC1I1 TUBB3						CNIH2 DYNC1I1 TUBA1A					DYNC1I1 TUBB4A																		CNIH2 TUBA1A TUBB3 TUBB4A		CNIH2 DYNC1I1 TUBB3	DYNC1I1 TUBA1A		CNIH2 TUBA1A TUBB3 TUBB4A								CNIH2 DYNC1I1 TUBA1A TUBB3 TUBB4A				DYNC1I1 TUBB3	CNIH2 DYNC1I1 TUBA1A TUBB3	
REACTOME_VESICLE_MEDIATED_TRANSPORT																			DYNC1I1 TUBB4A										KIF1A RAB39B																											
REACTOME_VISUAL_PHOTOTRANSDUCTION				GPC2 RGS9				GPC2 RBP1 RGS9			CLPS GPC2 RBP1 RGS9																			CLPS GPC2 PDE6B	CLPS GPC2	CLPS PDE6B RBP1 RGS9		GPC2 RGS9	CLPS PDE6B RBP1 RGS9			CLPS PDE6B RGS9	GPC2 RBP1					GPC2 RGS9		GPC2 PDE6B RBP1 RGS9				CLPS GPC2 PDE6B RBP1 RGS9					PDE6B RGS9	
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS										KCNF1 KCNH6	KCNF1 KCNH6																															KCNF1 KCNH6			KCNF1 KCNH6	KCNF1 KCNH6										
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS										NTRK1 TUBA1A																																								NTRK1 TUBA1A						
ST_WNT_BETA_CATENIN_PATHWAY			SFRP1 WIF1							NKD1 SFRP1	NKD1 SFRP1													SFRP1 WIF1	SFRP1 WIF1		NKD1 SFRP1 WIF1	NKD1 SFRP1				NKD1 WIF1										NKD1 SFRP1				NKD1 WIF1									NKD1 SFRP1	
ST_WNT_CA2_CYCLIC_GMP_PATHWAY										CAMK2B PDE6B																				CAMK2B PDE6B		CAMK2B PDE6B			CAMK2B PDE6B																					
WNT_SIGNALING			SFRP1 WIF1 WNT9A					NKD1 WNT9A		NKD1 SFRP1 WNT9A														SFRP1 WIF1			NKD1 SFRP1 WIF1	NKD1 SFRP1 WNT9A			WIF1 WNT9A															NKD1 WIF1 WNT9A									NKD1 SFRP1 WNT9A	SFRP1 WNT9A
WP_22Q112_DELETION_SYNDROME														P2RX6 SLC7A4 TUBA3FP						P2RX6 TUBA3FP				DRD2 P2RX6	DRD2 P2RX6 TUBA3FP		DRD2 P2RX6 TUBA3FP				P2RX6 TUBA3FP	DRD2 P2RX6 TUBA3FP						DRD2 P2RX6 TUBA3FP												P2RX6 SLC7A4 TUBA3FP					P2RX6 TUBA3FP	
WP_ADIPOGENESIS									AGT GDF10		AGT GDF10 SOCS1																								AGT GDF10 SOCS1																			GDF10 SOCS1		AGT GDF10 SOCS1
WP_BMP2WNT4FOXO1_PATHWAY_IN_HUMAN_PRIMARY_ENDOMETRIAL_STROMAL_CELL_DIFFERENTIATION			SFRP1 SMAD9								SFRP1 SMAD9													SFRP1 SMAD9	SFRP1 SMAD9			SFRP1 SMAD9																											SFRP1 SMAD9	
WP_BREAST_CANCER_PATHWAY					DLL1 DLL4 GADD45G HEYL															DLL1 GADD45G																			DLL1 DLL4 GADD45G HEYL											DLL1 DLL4 GADD45G HEYL KIT	GADD45G KIT					
WP_B_CELL_RECEPTOR_SIGNALING_PATHWAY					MAPK4 PLCG2																																																			
WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL			CAMK2B GNG4 RGS16 RGS4 RGS9	CAMK2B RGS16 RGS5 RGS9				GNAO1 RGS5 RGS9		CAMK2B GNAO1 GNG4 RGS16 RGS4 RGS5	GNAO1 GNG4 RGS16 RGS4 RGS9												GNAO1 RGS4		CAMK2B RGS16 RGS4 RGS5 RGS9							CAMK2B GNAO1 GNG4 RGS4 RGS9			CAMK2B GNAO1 GNG4 RGS16 RGS9			GNAO1 RGS4 RGS9	GNG4 RGS16 RGS4			CAMK2B GNG4 RGS5 RGS9		GNAO1 RGS5 RGS9	CAMK2B GNAO1 GNG4 RGS9	GNAO1 GNG4 RGS4 RGS5 RGS9	GNAO1 GNG4 RGS5			GNAO1 GNG4 RGS16 RGS5 RGS9	CAMK2B GNG4	RGS16 RGS4				CAMK2B GNG4 RGS9
WP_CANONICAL_AND_NONCANONICAL_NOTCH_SIGNALING					DLL1 DLL4																																DLL1 DLL4	DLL1 DLL4	DLL1 DLL4							DLL1 DLL4				DLL1 DLL4					DLL1 DLL4	
WP_CELL_CYCLE					CDKN1C GADD45G															CDKN1C GADD45G																									CDKN1C GADD45G MAD2L2											
WP_CIRCADIAN_RHYTHM_RELATED_GENES						ADORA2A PAX4	ADORA2A PAX4																				CHRNB2 DRD2 NTRK1 PROX1								CHRNB2 DRD2 NTRK1 PROX1												ADORA2A DRD2 NTRK1 PROX1									
WP_CORTICOTROPINRELEASING_HORMONE_SIGNALING_PATHWAY																														CACNA1H GNAO1 PLCG2	GNAO1 PLCG2							CACNA1H GNAO1 PLCG2						GNAO1 PLCG2												
WP_DIFFERENTIATION_OF_WHITE_AND_BROWN_ADIPOCYTE																																HSPB7 SMAD9																								
WP_DIFFERENTIATION_PATHWAY			CSF1R LEFTY1	CSF1R LEFTY1	CSF1R LEFTY1			CSF1R LEFTY1																			CSF1R LEFTY1					CSF1R KIT		CSF1R LEFTY1			CSF1R LEFTY1								CSF1R LEFTY1	CSF1R LEFTY1		KIT LEFTY1		CSF1R KIT LEFTY1						
WP_DOPAMINERGIC_NEUROGENESIS		CDKN1C LMX1B									CDKN1C LMX1B																CDKN1C LMX1B	CDKN1C LMX1B		NEUROD1 NKX2-2		LMX1B NEUROD1		CDKN1C LMX1B	CDKN1C LMX1B							LMX1B NEUROD1 NKX2-2			CDKN1C LMX1B					CDKN1C NEUROD1						
WP_EICOSANOID_METABOLISM_VIA_CYCLO_OXYGENASES_COX											AKR1B1 PTGDR2														AKR1B1 PTGDR2		AKR1B1 PTGDR2	AKR1B1 PTGDR2											AKR1B1 PTGDR2					AKR1B1 PTGDR2	AKR1B1 PTGDR2		AKR1B1 PTGDR2			AKR1B1 PTGDR2						
WP_EICOSANOID_METABOLISM_VIA_LIPO_OXYGENASES_LOX																																										DPEP1 GGT5				DPEP1 GGT5				DPEP1 GGT5						
WP_ENDODERM_DIFFERENTIATION																																																							MAD2L2 SFRP1	
WP_ENDOPLASMIC_RETICULUM_STRESS_RESPONSE_IN_CORONAVIRUS_INFECTION												PPP1R14A PPP1R16B		PPP1R14A PPP1R16B PPP1R3C							PPP1R14A PPP1R16B			PPP1R14A PPP1R3C	PPP1R14A PPP1R16B PPP1R3C					PPP1R14A PPP1R16B PPP1R3C	PPP1R16B PPP1R3C	PPP1R16B PPP1R3C		PPP1R14A PPP1R16B PPP1R3C	PPP1R14A PPP1R3C			PPP1R14A PPP1R16B	PPP1R14A PPP1R16B							PPP1R14A PPP1R3C				PPP1R14A PPP1R3C						
WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER			MMP2 PROX1 SPARC WNT9A		DLL1 DLL4 WNT9A																							DLL1 MMP2 PROX1 WNT9A									DLL1 DLL4 PROX1	DLL1 DLL4 MMP2 PROX1	DLL1 DLL4 MMP2						DLL4 PROX1 SPARC WNT9A	DLL1 DLL4 PROX1 SPARC WNT9A	DLL4 PROX1 WNT9A			DLL1 DLL4 MMP2 SPARC WNT9A				PROX1 WNT9A	DLL1 DLL4 MMP2 WNT9A	
WP_ERBB_SIGNALING_PATHWAY			CAMK2B PLCG2		CAMK2B PLCG2																																														CAMK2B PLCG2					
WP_ESC_PLURIPOTENCY_PATHWAYS																																																							MAPK4 SMAD9	
WP_EXERCISEINDUCED_CIRCADIAN_REGULATION		G0S2 PPP1R3C TUBB3	PPP1R3C TUBB3					G0S2 TUBB3		G0S2 GFRA1	G0S2 GFRA1 TUBB3																								G0S2 GFRA1 PPP1R3C TUBB3									G0S2 GFRA1		GFRA1 PPP1R3C TUBB3	G0S2 GFRA1 TUBB3			G0S2 GFRA1 PPP1R3C TUBB3				PPP1R3C TUBB3		
WP_FOCAL_ADHESIONPI3KAKTMTORSIGNALING_PATHWAY													CSF1R CSH1 FLT1																																											
WP_G1_TO_S_CELL_CYCLE_CONTROL								CDKN1C MYT1			CDKN1C MYT1													CDKN1C MYT1				CDKN1C MYT1											CDKN1C MYT1								CDKN1C MYT1									CDKN1C MYT1
WP_GABA_RECEPTOR_SIGNALING																									GABBR2 GABRE			GABBR2 GABRE										GABBR2 GABRE								GABBR2 GABRE	GABBR2 GABRE									
WP_GENES_INVOLVED_IN_MALE_INFERTILITY																							GNAO1 MMP2		BHMT MMP2 RGS9					BHMT GNAO1 LTF MMP2		BHMT GNAO1 LTF MMP2 RGS9	BHMT LTF		GNAO1 LTF MMP2 RGS9	LTF MMP2		GNAO1 MMP2 RGS9						GNAO1 MMP2 RGS9									GNAO1 LTF			
WP_GPCRS_CLASS_A_RHODOPSINLIKE												DRD2 FFAR2 SSTR2												DRD2 FFAR2 PTGDR2 SSTR1	DRD2 PTGDR2 SSTR1 SSTR2																						ADORA2A DRD2 FFAR2 PTGDR2									
WP_HAIR_FOLLICLE_DEVELOPMENT_CYTODIFFERENTIATION_PART_3_OF_3			CD200 SFRP1 WIF1									LRIG1 WIF1	LRIG1 WIF1											CD200 LRIG1 SFRP1 WIF1	CD200 LRIG1 SFRP1 WIF1		LRIG1 SFRP1 WIF1										CD200 LRIG1		LRIG1 SFRP1			CD200 SFRP1				CD200 LRIG1 WIF1										
WP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION											CBFA2T3 HES6																											CBFA2T3 HES6																		
WP_HIPPOMERLIN_SIGNALING_DYSREGULATION				CDH22 CDH5 CSF1R FLT1	CDH22 CDH5 CSF1R			CDH22 CSF1R NTRK1		CDH22 FLT1 NTRK1 PPP1R14A		CDH5 FLT1 PPP1R14A	CDH5 CSF1R FLT1	CDH5 CSF1R FLT1 PPP1R14A													CDH22 CDH5 CSF1R FLT1 NTRK1 PPP1R14A	CDH22 CDH5 FLT1 NTRK1		CDH22 CDH5 FLT1 NTRK1 PPP1R14A	CDH5 KIT NTRK1	CDH22 CSF1R FLT1 KIT			CDH5 NTRK1 PPP1R14A	CDH5 FLT1 PPP1R14A	CDH5 CSF1R	CDH5 FLT1 PPP1R14A		CDH5 FLT1	CDH22 KIT			CDH5 FLT1 PPP1R14A		CDH5 CSF1R FLT1 PPP1R14A	CDH22 CDH5 NTRK1			CDH22 CDH5 CSF1R FLT1 KIT NTRK1 PPP1R14A						
WP_IMATINIB_AND_CHRONIC_MYELOID_LEUKEMIA				CSF1R FLT1									CSF1R FLT1	CSF1R FLT1													CSF1R FLT1					CSF1R FLT1 KIT														CSF1R FLT1				CSF1R FLT1 KIT						
WP_KIT_RECEPTOR_SIGNALING_PATHWAY																																KIT SOCS1																								
WP_LNCRNA_INVOLVEMENT_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER			NOTUM SFRP1 WIF1								NKD1 NOTUM SFRP1													NOTUM SFRP1 WIF1	NOTUM SFRP1 WIF1		NKD1 SFRP1 WIF1					NKD1 NOTUM WIF1										NKD1 NOTUM SFRP1				NKD1 NOTUM WIF1									NKD1 NOTUM SFRP1	
WP_LUNG_FIBROSIS			MMP2 SFTPA2																									MMP2 SFTPA2		MMP2 SFTPA2	MMP2 SFTPA2	MMP2 SFTPA2			MMP2 SFTPA2																					
WP_MATRIX_METALLOPROTEINASES			MMP11 MMP2																						MMP11 MMP2										MMP11 MMP2			MMP11 MMP2						MMP11 MMP2						MMP11 MMP2						
WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME								MYT1 NREP					MYT1 NREP												MYT1 NREP														MYT1 NREP															MYT1 NREP		
WP_MELANOMA																																GADD45G KIT																			GADD45G KIT					
WP_MESODERMAL_COMMITMENT_PATHWAY												LEFTY1 TOX													DLL1 LEFTY1 TOX																															
WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II												CYP27A1 NNMT											AKR1B1 NNMT																	AKR1B1 NNMT																
WP_METHIONINE_DE_NOVO_AND_SALVAGE_PATHWAY																														BHMT SRM		BHMT SRM																								
WP_MONOAMINE_TRANSPORT									ADORA2A AGT					ADORA2A AGT		ADORA2A AGT												ADORA2A AGT																			ADORA2A AGT			ADORA2A AGT						
WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS			CAMK2B GNG4 PLCG2 RGS16 RGS4 RGS9	CAMK2B RGS16 RGS5 RGS9	CAMK2B PLCG2 RGS16					CAMK2B GNG4 RGS16 RGS4 RGS5	GNG4 RGS16 RGS4 RGS9														CAMK2B PLCG2 RGS16 RGS4 RGS5 RGS9							CAMK2B GNG4 PLCG2 RGS4 RGS9			CAMK2B GNG4 RGS16 RGS9			PLCG2 RGS4 RGS9	GNG4 RGS16 RGS4			CAMK2B GNG4 RGS5 RGS9		PLCG2 RGS5 RGS9	CAMK2B GNG4 PLCG2 RGS9	GNG4 PLCG2 RGS4 RGS5 RGS9	GNG4 PLCG2 RGS5			GNG4 PLCG2 RGS16 RGS5 RGS9	CAMK2B GNG4 PLCG2	RGS16 RGS4				CAMK2B GNG4 RGS9
WP_NCRNAS_INVOLVED_IN_WNT_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA			NOTUM SFRP1 WIF1					NKD1 NOTUM			NKD1 NOTUM SFRP1													NOTUM SFRP1 WIF1	NOTUM SFRP1 WIF1		NKD1 SFRP1 WIF1					NKD1 NOTUM WIF1										NKD1 NOTUM SFRP1				NKD1 NOTUM WIF1									NKD1 NOTUM SFRP1	NOTUM SFRP1
WP_NEOVASCULARISATION_PROCESSES																								DLL4 SMAD9						DLL4 SMAD9	KIT SMAD9	KIT SMAD9														DLL4 SMAD9	DLL4 SMAD9			DLL4 KIT SMAD9					DLL4 SMAD9	
WP_NEURAL_CREST_CELL_MIGRATION_DURING_DEVELOPMENT																							EPHB3 MMP2		EPHB3 MMP2			EPHB3 MMP2				EPHB3 MMP2			EPHB3 MMP2				EPHB3 MMP2											EPHB3 MMP2						
WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER																							EPHB3 MMP2		EPHB3 MMP2			EPHB3 MMP2				EPHB3 MMP2			EPHB3 MMP2				EPHB3 MMP2											EPHB3 MMP2						
WP_NEURAL_CREST_DIFFERENTIATION					DLL1 DLL4																			DLL4 PMP22													DLL1 DLL4	DLL1 DLL4 PMP22	DLL1 DLL4							DLL1 DLL4 PMP22				DLL1 DLL4 PMP22					DLL1 DLL4	
WP_NICOTINE_ACTIVITY_ON_DOPAMINERGIC_NEURONS					CHRNA3 CHRNB2					CHRNA3 CHRNB2		CHRNB2 DRD2	CHRNA3 CHRNB2												DRD2 KCNK3		CHRNB2 DRD2 KCNK3			CHRNA3 KCNK3		DRD2 KCNK3			CHRNA3 CHRNB2 DRD2 KCNK3		CHRNA3 KCNK3	CHRNB2 DRD2	CHRNA3 KCNK3							CHRNB2 DRD2 KCNK3				CHRNB2 KCNK3						
WP_NOCGMPPKG_MEDIATED_NEUROPROTECTION										CAMK2B PDE2A																				CAMK2B PDE2A					CAMK2B PDE2A							CAMK2B PDE2A														CAMK2B PDE2A
WP_NONGENOMIC_ACTIONS_OF_125_DIHYDROXYVITAMIN_D3			CAMK2B PLCG2		CAMK2B PLCG2																				CAMK2B PLCG2																				CAMK2B PLCG2						CAMK2B PLCG2					
WP_NONSMALL_CELL_LUNG_CANCER			GADD45G PLCG2		GADD45G PLCG2																				GADD45G PLCG2																				GADD45G PLCG2		GADD45G PLCG2				GADD45G PLCG2					
WP_NOTCH1_REGULATION_OF_HUMAN_ENDOTHELIAL_CELL_CALCIFICATION					DLL1 DLL4																																DLL1 DLL4	DLL1 DLL4	DLL1 DLL4							DLL1 DLL4				DLL1 DLL4					DLL1 DLL4	
WP_NOTCH_SIGNALING					DLL1 DLL4																																DLL1 DLL4	DLL1 DLL4	DLL1 DLL4							DLL1 DLL4				DLL1 DLL4					DLL1 DLL4	
WP_NOTCH_SIGNALING_PATHWAY_NETPATH		DLL4 SAP30			DLL1 DLL4			DLL4 SAP30			DLL1 HES6 SAP30		DLL4 SAP30														DLL1 SAP30			DLL4 HES6							DLL1 DLL4	DLL1 DLL4 HES6 SAP30	DLL1 DLL4			DLL1 SAP30		DLL4 SAP30		DLL1 DLL4 HES6 SAP30				DLL1 DLL4 HES6 SAP30					DLL1 DLL4	DLL4 HES6 SAP30
WP_OLIGODENDROCYTE_SPECIFICATION_AND_DIFFERENTIATION_LEADING_TO_MYELIN_COMPONENTS_FOR_CNS																									MYT1 NKX2-2																	MYT1 NKX2-2														
WP_OSTEOBLAST_DIFFERENTIATION				DLL1 MAPK4 WNT9A	DLL1 DLL4 MAPK4 WNT9A						DLL1 HES6 SMAD9																	DLL1 SMAD9 WNT9A		DLL4 HES6 SMAD9 WNT9A	HES6 SMAD9 WNT9A	HES6 MAPK4 SMAD9		DLL4 WNT9A			DLL1 DLL4	DLL1 DLL4 HES6							DLL4 MAPK4 WNT9A	DLL1 DLL4 HES6 MAPK4 SMAD9 WNT9A	DLL4 SMAD9 WNT9A			DLL1 DLL4 HES6 MAPK4 SMAD9 WNT9A		HES6 WNT9A			DLL1 DLL4 MAPK4 SMAD9 WNT9A	DLL4 HES6 MAPK4 WNT9A
