	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION					ANK2 CHST8 SPTBN4 TUBB4A																						ANK2 ST8SIA3 TUBB2B TUBB4A																																									
REACTOME_TRP_CHANNELS															TRPA1 TRPM3				TRPA1 TRPM3										TRPA1 TRPM3														TRPA1 TRPM3														TRPA1 TRPM3						TRPA1 TRPM3					
REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION	GRIA2 GRIN1		CAMK2B NEFL	CAMK2B GRIN2C	CAMK2B GRIN2C		GRIA2 GRIN2C			GRIA2 GRIN2C				CAMK2B GRIN2C																	GRIA2 NEFL	CAMK2B NEFL						CAMK2B GRIN2C		CAMK2B GRIN1		CAMK2B GRIN1			GRIN1 GRIN2C						CAMK2B GRIN1 NEFL			GRIA2 GRIN1 GRIN2C NEFL	CAMK2B GRIN2C NEFL											CAMK2B GRIN1 GRIN2C		
REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS			SNAP25 STX1A SV2B											SV2A SV2B	SNAP25 STX1A SV2A SV2B	SNAP25 STX1A			SNAP25 STX1A												SNAP25 STX1A SV2B	SNAP25 STX1A SV2B	SNAP25 SV2B	SNAP25 STX1A SV2B				SNAP25 STX1A				SNAP25 STX1A SV2A												STX1A SV2A SV2B		SNAP25 STX1A SV2A SV2B				STX1A SV2A								
REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS			ADCY1 GNG2 GNG4	ADCY1 ADCY5	ADCY1 ADCY5										ADCY1 ADCY2 ADCY5 GNG2 GNG4			ADCY1 ADCY5 GNG2	ADCY1 ADCY2 ADCY5								ADCY1 ADCY2 ADCY5 GNG2				ADCY2 ADCY5 GNG2		ADCY1 ADCY2 ADCY5 GNG2 GNG4	ADCY1 GNG2 GNG4			ADCY2 ADCY5					ADCY1 ADCY2 ADCY5 GNG4	ADCY2 ADCY5	ADCY1 ADCY5 GNG4		ADCY5 GNG2 GNG4			ADCY1 ADCY2 GNG2							ADCY1 ADCY2 GNG2 GNG4	ADCY1 GNG2 GNG4			ADCY1 ADCY2 ADCY5 GNG4						ADCY5 GNG4		
REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY			AKT3 PAK3																												AKT3 PAK3			AKT3 PAK3				AKT3 PAK3																														
REACTOME_VISUAL_PHOTOTRANSDUCTION												GPC2 RBP1 RGS9			CLPS GPC2 GPC6 RBP1 RGS9																						CLPS GPC2 GPC6 TTR	CLPS GPC6 RBP1 RGS9	RBP1 TTR			CLPS GPC6 RBP1 RGS9 TTR	CLPS GPC6 TTR													GPC2 GPC6 RBP1 RGS9 TTR				CLPS GPC2 RBP1 RGS9 TTR				RGS9 TTR				
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS			KCNA6 KCNAB2 KCNB2	KCNA6 KCNAB2 KCNB2 KCNC1 KCNH7	KCNAB2 KCNB2 KCNC1 KCNH2 KCNH7									KCNAB2 KCNB2 KCNH2 KCNH3 KCNH6 KCNH7 KCNH8	KCNB2 KCNC1 KCNH2 KCNH3 KCNH6 KCNH8	KCNAB2 KCNC1 KCNH3	KCNC1 KCNH8	KCNC1 KCNH7	KCNAB2 KCNH6 KCNH7 KCNH8								KCNH3 KCNH6 KCNH7				KCNAB2 KCNC1 KCNH8		KCNB2 KCNC1 KCNH3 KCNH6	KCNA6 KCNAB2 KCNB2 KCNC1 KCNH2 KCNH6 KCNH7		KCNAB2 KCNB2 KCNH2 KCNH8	KCNAB2 KCNB2 KCNC1 KCNH7	KCNC1 KCNH2 KCNH7		KCNC1 KCNH2		KCNAB2 KCNB2 KCNC1 KCNH6 KCNH8	KCNC1 KCNH7			KCNAB2 KCNH7	KCNAB2 KCNC1	KCNAB2 KCNH3 KCNH7	KCNAB2 KCNC1 KCNH3 KCNH7		KCNH2 KCNH3 KCNH6 KCNH8			KCNB2 KCNC1 KCNH7 KCNH8	KCNC1 KCNH3 KCNH6	KCNAB2 KCNB2 KCNC1 KCNH2 KCNH3 KCNH6 KCNH8	KCNAB2 KCNB2 KCNC1 KCNH3			KCNAB2 KCNC1 KCNH2 KCNH7 KCNH8	KCNAB2 KCNH8			KCNA6 KCNH7	KCNH3 KCNH6	KCNB2 KCNC1 KCNH2 KCNH8		
REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4			FZD4 PRKCG									FZD4 PRKCG		FZD4 PRKCG																												FZD4 PRKCG													FZD4 PRKCG					FZD4 PRKCG						FZD4 PRKCG		
SIG_BCR_SIGNALING_PATHWAY		AKT3 ITPR1																																																																		
SIG_CD40PATHWAYMAP																																							MAPK10 MAPK8IP2	MAPK10 MAPK8IP1														MAPK10 MAPK8IP1	MAPK10 MAPK8IP1								MAPK10 MAPK8IP2					
SIG_CHEMOTAXIS		AKT3 ITPR1	AKT3 PAK3 PAK6	PAK3 PAK6											AKT3 ITPR1 PAK6				AKT3 ITPR1 PAK6												AKT3 PAK3 PAK6	AKT3 ITPR1 PAK6		AKT3 PAK3 PAK6				AKT3 PAK3 PAK6					ITPR1 PAK6	ITPR1 PAK6										AKT3 ITPR1 PAK6		AKT3 ITPR1 PAK6										ITPR1 PAK6		
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES		AKT3 ITPR1																	AKT3 ITPR1																																																	
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES			AKT3 PAK3 PAK6																												AKT3 PAK3 PAK6							AKT3 PAK3 PAK6																														
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES			PAK3 PAK6	PAK3 PAK6																																		PAK3 PAK6																														
ST_ADRENERGIC																			GAST ITPR1 MAPK10							GAST ITPR1			ITPR1 KCNJ3					GAST KCNJ3 MAPK10				KCNJ3 MAPK10		GAST MAPK10				ITPR1 MAPK10	KCNJ3 MAPK10			KCNJ3 MAPK10	ITPR1 MAPK10					GAST ITPR1 MAPK10	ITPR1 MAPK10	GAST ITPR1 KCNJ3 MAPK10							ITPR1 MAPK10					
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS	GAST MAPK8IP2														MAP1B MAPK8IP1 MAPK8IP2											GAST MAPK8IP2								GAST MAPK10 MAPK8IP1					MAPK10 MAPK8IP2	GAST MAPK10 MAPK8IP1													GAST MAPK8IP2	GAST MAPK10 MAPK8IP1		GAST MAP1B MAPK10							MAPK10 MAPK8IP2					
ST_FAS_SIGNALING_PATHWAY															MAPK8IP1 MAPK8IP2 NCS1 TNFRSF6B										MAPK8IP2 TNFRSF6B									MAPK10 MAPK8IP1 NCS1 TNFRSF6B			MAPK10 NCS1		MAPK10 MAPK8IP2	MAPK10 MAPK8IP1 TNFRSF6B		MAPK10 NCS1 TNFRSF6B													MAPK10 MAPK8IP1 NCS1						MAPK8IP2 NCS1		MAPK10 MAPK8IP2		MAPK10 NCS1			
ST_GAQ_PATHWAY		AKT3 ITPR1													AKT3 ITPR1				AKT3 ITPR1													AKT3 ITPR1	AKT3 ITPR1									AKT3 ITPR1												AKT3 ITPR1														
ST_GRANULE_CELL_SURVIVAL_PATHWAY															MAPK8IP1 MAPK8IP2																			MAPK10 MAPK8IP1					MAPK10 MAPK8IP2	MAPK10 MAPK8IP1														MAPK10 MAPK8IP1	MAPK10 MAPK8IP1								MAPK10 MAPK8IP2					
ST_G_ALPHA_I_PATHWAY		AKT3 ITPR1	AKT3 KCNJ3												AKT3 ITPR1 KCNJ3				AKT3 ITPR1								AKT3 KCNJ3		ITPR1 KCNJ3			AKT3 ITPR1 KCNJ3	AKT3 ITPR1 KCNJ3					AKT3 KCNJ3							AKT3 KCNJ3											AKT3 ITPR1 KCNJ3	AKT3 KCNJ3											
ST_INTEGRIN_SIGNALING_PATHWAY			AKT3 MAPK8IP2 PAK3 PAK6												AKT3 MAPK8IP1 MAPK8IP2 PAK6				AKT3 MAPK10 PAK6											MAPK8IP2 PAK3				AKT3 MAPK10 MAPK8IP1 PAK3 PAK6	MAPK8IP2 PAK3			AKT3 MAPK10 PAK3 PAK6	MAPK10 MAPK8IP2	MAPK10 MAPK8IP1 PAK6					AKT3 MAPK10 PAK6								MAPK8IP2 PAK3	AKT3 MAPK10 MAPK8IP1 PAK6	MAPK10 MAPK8IP1 PAK6								MAPK10 MAPK8IP2	MAPK10 PAK6				
ST_JNK_MAPK_PATHWAY													MAP3K12 MAPK10					GCK MAP3K12	GCK MAPK10															GCK MAP3K12 MAPK10			MAP3K12 MAPK10								MAP3K12 MAPK10										MAP3K12 MAPK10									GCK MAP3K12 MAPK10				
ST_MYOCYTE_AD_PATHWAY															ITPR1 KCNJ3				GAST ITPR1							GAST ITPR1			ITPR1 KCNJ3		GAST KCNJ3	ITPR1 KCNJ3	ITPR1 KCNJ3	GAST KCNJ3																				GAST ITPR1		GAST ITPR1 KCNJ3												
ST_T_CELL_SIGNAL_TRANSDUCTION				PAK3 PAK6																																																																
ST_WNT_BETA_CATENIN_PATHWAY		AKT3 NKD1	AKT3 SFRP1									DACT1 NKD1		DKK3 NKD1 SFRP1	AKT3 DKK3 NKD1 SFRP1	CXXC4 NKD1 SFRP1			AKT3 CXXC4 DACT1												AKT3 DACT1 DKK3 SFRP1	AKT3 CXXC4 DKK3 SFRP1	AKT3 DKK3 NKD1 SFRP1	AKT3 DACT1 DKK3 NKD1 SFRP1				AKT3 CXXC4 DKK3 NKD1				AKT3 CXXC4 DKK3 NKD1				CXXC4 DACT1 SFRP1					CXXC4 DKK3 NKD1 SFRP1				CXXC4 NKD1	AKT3 CXXC4 DKK3 NKD1	AKT3 NKD1								DACT1 NKD1 SFRP1	DKK3 SFRP1		
ST_WNT_CA2_CYCLIC_GMP_PATHWAY																																CAMK2B ITPR1										CAMK2B ITPR1													CAMK2B ITPR1											CAMK2B ITPR1		
WNT_SIGNALING																CXXC4 FZD4 NKD1 SFRP1																														CXXC4 FZD4 SFRP1																						
WP_22Q112_DELETION_SYNDROME																									P2RX6 TUBA3FP																																											
WP_ADIPOGENESIS													AGT GATA2																																																							
WP_ALLOGRAFT_REJECTION																														CXCL12 HLA-DQA2																																						
WP_ALZHEIMERS_DISEASE																					CDK5R1 ITPR1																																													CDK5R1 GRIN1 GRIN2C ITPR1		
WP_AMINO_ACID_METABOLISM		BHMT FTCD TPH1		DDC TDO2 TPH1																																			BHMT DDC																							BHMT DDC						
WP_AMPACTIVATED_PROTEIN_KINASE_AMPK_SIGNALING																																									CCNA1 INS-IGF2												CCNA1 INS-IGF2	CCNA1 CPT1C INS-IGF2														
WP_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS																			NEFM PRPH																																	NEFL PRPH																
WP_ANGIOPOIETIN_LIKE_PROTEIN_8_REGULATORY_PATHWAY													MAP3K12 MAPK10																																																			MAP3K12 MAPK10 SHC3				
WP_APOPTOSIS																																								MAPK10 TP73																												
WP_APOPTOSIS_MODULATION_AND_SIGNALING																									NAIP TNFRSF6B																																											
WP_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY			CACNA1C CACNA2D1 CACNA2D2 SLC8A1									CACNA1C CACNA2D2 CACNB2			CACNA1C CACNA2D1 CACNA2D2 CACNB2 SLC8A1		CACNA1C CACNA2D2																CACNA1C CACNA2D1 CACNA2D2 CACNG4 SGCD SLC8A1	CACNA1C CACNA2D2 CACNG4 SGCD SLC8A1			CACNA2D1 SLC8A1	CACNA1C CACNA2D1 CACNG4 SLC8A1					CACNA1C CACNA2D1 CACNA2D2 CACNB2 SLC8A1				CACNA1C SLC8A1	CACNA2D1 CACNA2D2	CACNA2D1 CACNA2D2		CACNB2 CACNG4 SLC8A1			CACNA2D1 CACNA2D2 CACNG4 SLC8A1	CACNA1C CACNA2D2 SGCD	CACNA1C CACNA2D1 CACNA2D2 SGCD SLC8A1	CACNA1C CACNA2D2 SLC8A1			CACNA1C CACNA2D1 CACNA2D2 CACNG4				CACNA1C CACNB2 SGCD SLC8A1				CACNA1C CACNA2D2
WP_ASSOCIATION_BETWEEN_PHYSICOCHEMICAL_FEATURES_AND_TOXICITY_ASSOCIATED_PATHWAYS			CAMK1 FZD4 NEFL																																							CAMK1 FZD4 NEFM													CAMK1 FZD4 NEFL													
WP_ATM_SIGNALING_PATHWAY				AP3B2 TP73																																AP3B2 TP73									AP3B2 TP73	AP3B2 TP73																						
WP_BDNFTRKB_SIGNALING				ADCY1 NTRK2	ADCY1 NTRK2											ADCY1 NTRK2											ADCY1 NTRK2												ADCY1 NTRK2			ADCY1 GRIN1 NTRK2		ADCY1 NTRK2	GRIN1 NTRK2			ADCY1 NTRK2	ADCY1 NTRK2					ADCY1 GRIN1 NTRK2			ADCY1 NTRK2											
WP_BIOGENIC_AMINE_SYNTHESIS			DDC GAD2	DDC TPH1										DDC TPH1																	DDC GAD2 TPH1							DDC TPH1				DDC GAD2			DDC TPH1						DDC GAD2			DDC GAD2		DDC TPH1				DDC TPH1								
WP_BMP2WNT4FOXO1_PATHWAY_IN_HUMAN_PRIMARY_ENDOMETRIAL_STROMAL_CELL_DIFFERENTIATION			SFRP1 SMAD9											SFRP1 SST	SFRP1 SMAD9 SST	SFRP1 SST															SFRP1 SMAD9	SFRP1 SMAD9	SFRP1 SST	SFRP1 SMAD9 SST												SFRP1 SST																			SFRP1 SMAD9			
WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY	GRIA2 GRIN1			CAMK1 CDK5R1 NTRK2 SIRPA	CAMK1 CDK5R1 NTRK2 SIRPA		GABRB3 GRIA2					CAMK1 CDK5R1 SHC3 SYN1	GABRB3 MAPK10	CAMK1 CDK5R1 GABRB3 NCAM1 SPP1 SYN1		GABRB3 MAPK10 NTRK2 SHC3 SIRPA			GABRB3 GRIA2 MAPK10 NCAM1 SHC3 SIRPA		CDK5R1 SYN1					CDK5R1 GABRB3 GRIA2 NCAM1		GABRB3 NCAM1	CAMK1 SHC3 SIRPA		CAMK1 GABRB3 GRIA2 NCAM1 SHC3 SIRPA SYN1							CAMK1 CDK5R1 GABRB3 MAPK10 NCAM1 NTRK2 SIRPA	MAPK10 NTRK2	CDK5R1 GRIN1 MAPK10		CAMK1 GRIN1 MAPK10 NCAM1 NTRK2 SPP1	GABRB3 GRIA2 NTRK2 SHC3	MAPK10 NTRK2 SHC3	GRIN1 MAPK10 NCAM1 NTRK2 SIRPA SPP1	MAPK10 NTRK2 SHC3 SIRPA SYN1		MAPK10 NTRK2 SIRPA						GABRB3 GRIA2 GRIN1 MAPK10 NCAM1 NTRK2 SIRPA SPP1	CAMK1 CDK5R1 GABRB3 MAPK10 NTRK2 SIRPA SYN1	CDK5R1 GABRB3 MAPK10 SHC3 SIRPA SPP1	NTRK2 SHC3 SIRPA SPP1 SYN1			CAMK1 CDK5R1 MAPK10 NTRK2 SHC3 SIRPA SYN1						CAMK1 CDK5R1 GRIN1 SIRPA SYN1		
WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL		ITPR1 PRKCG RGS5	ADCY1 CACNA1B CACNA1C CAMK1 CAMK2B CHRM4 GNG2 GNG4 KCNJ3 PRKCG RGS11 RGS16 RGS4 RGS9 SLC8A1	ADCY1 ADCY5 CACNA1A CAMK1 CAMK2B RGS16 RGS5 RGS9	ADCY1 ADCY5 CAMK1 CAMK2B RGS16							CACNA1C CAMK1 GNAO1 ITPR1 PRKCG RGS11 RGS5 RGS9		CACNA1A CACNA1B CACNA1E CAMK1 CAMK2B CHRM4 GNAO1 GNG2 GNG4 KCNJ3 PRKCG RGS16 RGS4 RGS5 SLC8A1	ADCY1 ADCY2 ADCY5 CACNA1A CACNA1C CACNA1E CHRM4 GNAO1 GNG2 GNG4 ITPR1 KCNJ3 PRKCG RGS11 RGS16 RGS4 RGS9 SLC8A1	ADCY1 ADCY5 CACNA1A CACNA1E RGS11 RGS16 RGS4 RGS5 RGS9	ADCY5 CACNA1C CACNA1E	ADCY1 ADCY5 GNG2 ITPR1	ADCY1 ADCY2 ADCY5 CACNA1A CACNA1C CACNA1E ITPR1 RGS16 RGS5		ITPR1 PRKCG						ADCY1 ADCY2 ADCY5 CACNA1C CACNA1E GNG2 KCNJ3	CACNA1B CAMK2B	CACNA1C CACNA1E CAMK1 GNAO1 ITPR1 KCNJ3 RGS4		ADCY2 ADCY5 CACNA1A CACNA1B CACNA1C CACNA1E CAMK1 CHRM4 GNG2 KCNJ3 RGS11 RGS4 RGS5	ADCY1 ADCY2 CACNA1A CAMK1 CAMK2B CHRM4 ITPR1 KCNJ3 RGS11 RGS16 RGS4 RGS5 RGS9	ADCY1 ADCY2 ADCY5 CACNA1C CACNA1E CHRM4 GNG2 GNG4 ITPR1 KCNJ3 RGS16 RGS5 SLC8A1	ADCY1 CACNA1A CACNA1C CACNA1E CHRM4 GNAO1 GNG2 GNG4 KCNJ3 RGS16 SLC8A1		ADCY2 CACNA1E CAMK2B GNAO1	ADCY2 ADCY5 GNAO1 SLC8A1	ADCY5 CACNA1A CACNA1C CAMK1 CAMK2B GNAO1 GNG4 KCNJ3 RGS4 RGS9 SLC8A1	ADCY1 SLC8A1			ADCY1 ADCY2 ADCY5 CACNA1B CACNA1E CAMK1 CAMK2B CHRM4 GNAO1 GNG4 ITPR1 PRKCG RGS11 RGS16 RGS9	ADCY2 ADCY5 CACNA1A CACNA1B CACNA1C ITPR1 SLC8A1	ADCY1 ADCY5 CACNA1E GNG4 ITPR1	ADCY5 CHRM4 GNAO1 GNG2 KCNJ3 RGS4 RGS9	ADCY5 CACNA1A CACNA1E CHRM4 GNG2 GNG4 RGS16 RGS4 SLC8A1	CACNA1C SLC8A1	ADCY1 CACNA1A KCNJ3 RGS9	ADCY1 ADCY2 CHRM4 GNG2 ITPR1		CACNA1A CACNA1E CAMK2B GNG2 GNG4 PRKCG RGS5 RGS9 SLC8A1			ADCY1 ADCY5 CACNA1A CACNA1B CACNA1E CHRM4 GNAO1 ITPR1 PRKCG RGS11 RGS5 RGS9 SLC8A1	ADCY5 CACNA1B CACNA1C CACNA1E CAMK1 CAMK2B GNAO1 GNG4 ITPR1 PRKCG RGS9	ADCY1 ADCY2 CACNA1A CACNA1C CACNA1E CHRM4 GNAO1 GNG2 GNG4 ITPR1 KCNJ3 RGS4 RGS5 RGS9 SLC8A1	ADCY1 CACNA1A CACNA1C CACNA1E GNAO1 GNG2 GNG4 KCNJ3 RGS5 SLC8A1			ADCY1 ADCY2 ADCY5 CACNA1C CAMK1 CHRM4 GNAO1 GNG4 ITPR1 PRKCG RGS16 RGS5 RGS9		ADCY5 RGS16 RGS4	CACNA1B GNAO1 ITPR1	CACNA1C GNG2 RGS9 SLC8A1	CHRM4 PRKCG RGS9	ADCY5 CAMK1 CAMK2B CHRM4 GNG4 ITPR1 PRKCG RGS11 RGS9		
WP_CANNABINOID_RECEPTOR_SIGNALING													ADORA2A MAPK10			ADCY1 MAPK10			ADCY1 ADORA2A MAPK10								ADCY1 ADORA2A							ADCY1 ADORA2A MAPK10					ADCY1 MAPK10			ADCY1 MAPK10		ADCY1 MAPK10		ADORA2A MAPK10		ADCY1 MAPK10	ADCY1 MAPK10					ADCY1 MAPK10	ADORA2A MAPK10		ADCY1 ADORA2A			ADCY1 ADORA2A MAPK10								
WP_CANONICAL_AND_NONCANONICAL_NOTCH_SIGNALING				DLL1 DNER																					DLL1 DNER								DLL1 DNER	DLL1 DNER																	DLL1 DNER									DLL1 DNER								
WP_CARDIAC_PROGENITOR_DIFFERENTIATION			ISL1 PAX6 SIRPA											ISL1 NCAM1 PAX6					ISL1 NCAM1 SIRPA										PAX6 SIRPA		ISL1 NCAM1 PAX6 SIRPA							ISL1 KIT NCAM1 SIRPA								ISL1 PAX6 SIRPA											ISL1 PAX6 SIRPA	ISL1 KIT		ISL1 KIT SIRPA								
WP_CELL_MIGRATION_AND_INVASION_THROUGH_P75NTR		AKT3 NTRK2	AKT3 MMP2													MMP2 NTRK2											AKT3 EFNB3 NTRK2					AKT3 MMP2	AKT3 EFNB3 NTRK2	AKT3 EFNB3 MMP2 NTRK2				AKT3 EFNB3 MMP2 NTRK2				AKT3 EFNB3 MMP2 NTRK2	MMP2 NTRK2	EFNB3 NTRK2	AKT3 EFNB3 MMP2 NTRK2	MMP2 NTRK2					EFNB3 MMP2			AKT3 EFNB3 MMP2 NTRK2	EFNB3 NTRK2		AKT3 NTRK2			MMP2 NTRK2								
WP_CHEMOKINE_SIGNALING_PATHWAY															ADCY1 ADCY2 ADCY5 AKT3 GNG2 GNG4 SHC3			ADCY1 ADCY5 GNG2 SHC3	ADCY1 ADCY2 ADCY5 AKT3 SHC3								ADCY1 ADCY2 ADCY5 AKT3 GNG2						ADCY1 ADCY2 ADCY5 AKT3 GNG2 GNG4 SHC3									ADCY1 ADCY2 ADCY5 AKT3 CXCL12 GNG4		ADCY1 ADCY5 GNG4 SHC3					ADCY1 ADCY2 GNG2								ADCY1 AKT3 GNG2 GNG4 SHC3			ADCY1 ADCY2 ADCY5 CXCL12 GNG4 SHC3								
WP_CILIOPATHIES																																																																DNAH11 FAM161A TUB				
WP_CIRCADIAN_RHYTHM_RELATED_GENES		CHRNB2 PRKCG TPH1		ADCY1 CHRNB2 DDC KCNH7 TPH1	ADCY1 CHRNB2 CRH DDC KCNH7	ADORA2A PAX4			ADORA2A PAX4			ARNT2 CARTPT CHRNB2 CRH ID4 PRKCG	ADORA2A ARNT2 GHRL MAPK10	ARNT2 CHRNB2 DDC GHRL KCNH7 KCNMA1 PRKCG PROX1 TPH1	ADCY1 CHRNB2 CRH GHRL ID4 PRKCG PROX1 TPH1	ADCY1 ARNT2 CRH DDC GHRL MAPK10 PROX1	ARNT2 CHRNB2 DDC GHRL	ADCY1 ARNT2 CHRNB2 KCNH7	ADCY1 ADORA2A ARNT2 GHRL ID4 KCNH7 KCNMA1 MAPK10 PROX1 TPH1		ADORA2A PRKCG						ADCY1 ADORA2A DDC KCNH7	KCNMA1 PAX4						ADCY1 ADORA2A ARNT2 CARTPT CRH KCNH7 KCNMA1 MAPK10 PROX1 TPH1			CRH KCNH7 MAPK10 TPH1	ARNT2 DDC GHRL ID4 KCNH7 KCNMA1 MAPK10 PROX1 TPH1	ADCY1 ARNT2 DDC KCNMA1 MAPK10	CRH DDC ID4 KCNMA1 MAPK10		ADCY1 CHRNB2 CRH DDC MAPK10 PRKCG PROX1	ARNT2 CARTPT DDC KCNH7 KCNMA1	ADCY1 ARNT2 MAPK10 PROX1	ARNT2 CHRNB2 CRH DDC KCNMA1 MAPK10 PROX1 TPH1	ADORA2A ARNT2 DDC ID4 KCNH7 KCNMA1 MAPK10		ADCY1 DDC KCNH7 MAPK10						ADCY1 ARNT2 CARTPT DDC ID4 KCNH7 KCNMA1 MAPK10 PRKCG	ADORA2A DDC ID4 MAPK10 PRKCG PROX1	ADCY1 CARTPT CHRNB2 DDC ID4 KCNMA1 MAPK10 PROX1 TPH1				ADCY1 ADORA2A CARTPT CHRNB2 CRH DDC GHRL ID4 KCNH7 MAPK10 PRKCG TPH1				DDC KCNH7 MAPK10 PROX1	CRH ID4 MAPK10 PRKCG TPH1			ADORA2A ARNT2
WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION	GRIA2 GRIN1														ADCY1 PPP1R1A PRKCG										ADCY1 PRKCG								ADCY1 GRIA2 PPP1R1A									ADCY1 GRIN1 PRKCG	GRIA2 PPP1R1A											ADCY1 GRIA2 GRIN1 PRKCG						ADCY1 PPP1R1A PRKCG						GRIN1 PRKCG		
WP_CORTICOTROPINRELEASING_HORMONE_SIGNALING_PATHWAY																																				CACNA1H CRH GNAO1	CRH GNAO1																															
WP_DIFFERENTIATION_PATHWAY																																																										KIT LEFTY1										
WP_DISRUPTION_OF_POSTSYNAPTIC_SIGNALLING_BY_CNV			CAMK2B STX1A	CAMK2B GRIN2C	CAMK2B GRIN2C																											CAMK2B STX1A						CAMK2B GRIN2C STX1A		CAMK2B GRIN1		CAMK2B GRIN1 STX1A			GRIN1 GRIN2C						CAMK2B GRIN1			GRIN1 GRIN2C STX1A	CAMK2B GRIN2C											CAMK2B GRIN1 GRIN2C		
WP_DOPAMINERGIC_NEUROGENESIS		CDKN1C LMX1B	DDC LMX1A		CDKN1C DDC										ASCL1 CDKN1C LMX1B RET	DDC LMX1B													ASCL1 DDC LMX1B		CDKN1C DDC LMX1A	LMX1A NKX2-2	CDKN1C LMX1B			NEUROD1 NKX2-2 RET	LMX1B RET	DDC LMX1A LMX1B NEUROD1		CDKN1C DDC LMX1B		CDKN1C DDC LMX1B	DDC LMX1A		ASCL1 DDC RET	CDKN1C DDC LMX1A		DDC LMX1B			DDC LMX1A LMX1B NEUROD1 NKX2-2 RET			DDC LMX1B	CDKN1C DDC LMX1B RET	CDKN1C DDC LMX1A RET	CDKN1C RET		DDC RET	CDKN1C DDC NEUROD1 RET						CDKN1C RET		
WP_EBOLA_VIRUS_PATHWAY_ON_HOST	CLEC4G HLA-DQA2																													CLEC4G HLA-DQA2					CLEC4G HLA-DQA2																							CLEC4G HLA-DQA2					CLEC4G HLA-DQA2					
WP_ECTODERM_DIFFERENTIATION			BOC FZD4 JAKMIP1 MAFB PAX6 PLCXD3 SCHIP1									ABCC4 CELSR2 FZD4 GREB1 JAKMIP1	ARX PAX6 PLCXD3	BOC CELSR2 ELOVL4 FZD4 GREB1 PAX6		ABCC4 BOC FZD4 MAFB PAX6 PLCXD3	ABCC4 CELSR2 PAX6		FZD4 GREB1 JAKMIP1 PLCXD3 SCHIP1					ABCC4 ELOVL4			ABCC4 GREB1 PLCXD3 SCHIP1		ARX PAX6 PLCXD3 SCHIP1		ABCC4 ARX BOC CELSR2 GREB1 JAKMIP1 PAX6 PLCXD3	ABCC4 CELSR2 ELOVL4 GREB1 PLCXD3	ABCC4 BOC FZD4 GREB1 JAKMIP1 MAFB PAX6 SCHIP1	ABCC4 BOC CELSR2 FZD4 GREB1 SCHIP1	ARX ELOVL4	CELSR2 FZD4 MAFB	ABCC4 CELSR2 FZD4 MAFB									ABCC4 BOC ELOVL4 FZD4 MAFB PAX6 SCHIP1	FZD4 JAKMIP1 PAX6		ABCC4 BOC CELSR2		BOC ELOVL4 JAKMIP1 PAX6 SCHIP1				ABCC4 CELSR2 FZD4 JAKMIP1 MAFB	ABCC4 BOC FZD4 GREB1 JAKMIP1 MAFB PLCXD3 SCHIP1	ABCC4 CELSR2 FZD4 JAKMIP1 PAX6			ABCC4 CELSR2 FZD4 JAKMIP1 MAFB PLCXD3 SCHIP1		CELSR2 FZD4 JAKMIP1				ABCC4 CELSR2 FZD4 GREB1 JAKMIP1 MAFB		
WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE		AKT3 PRKCG																																																																		
WP_EICOSANOID_METABOLISM_VIA_LIPO_OXYGENASES_LOX																										CYSLTR2 TRPA1																	CYSLTR2 TRPA1										CYSLTR2 TRPA1															
