	ARNT2	ARX	ASCL1	ASCL2	CCDC17	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	HES4	HEY1	HHEX	HIC1	HLF	INSM1	ISL1	LMX1A	LMX1B	LTF	MAFA	MAFB	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
GO_RESPONSE_TO_OXYGEN_LEVELS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06538642996007915	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_RESPONSE_TO_PAIN	1	1	1	1	1	0.024700205602683933	1	1	0.007685725905071994	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09340015002647695	1	1	1	1	1	0.0010586964058971748	1	1	1	1
GO_RESPONSE_TO_PEPTIDE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.027426881078119303	1	1	1	1	1	1	0.0664172944681567	1	1	0.03341941059824949	1	1	1	1	1	1	0.04319345738993974	0.07986388799876809	1	1	1	0.00011639873826962965	1	1	1	1	0.04288116906907846	0.029485108098237345
GO_RESPONSE_TO_PEPTIDE_HORMONE	1	1	1	1	1	1	1	1	1	1	0.06696394932426841	1	1	1	1	1	1	1	1	1	0.06598459144006275	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0006516445555877493	1	1	1	1	1	0.02831664038992776
GO_RESPONSE_TO_PH	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.043820125050590075	1	1	0.02435861309233356	1	1	1	1	1	0.022356014414527836	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_RESPONSE_TO_PROSTAGLANDIN	1	1	1	1	1	1	1	1	0.009204540418573548	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_RESPONSE_TO_PROSTAGLANDIN_E	1	1	1	1	1	1	1	1	0.04173852685557544	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06331870943446738	1	1	1	1	1	1	1	1	1	1
GO_RESPONSE_TO_PURINE_CONTAINING_COMPOUND	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09245537796610503	1	1	1	0.06750599408861657	1	1	1	1	1	0.059165119042208225	1	1	1	1	1	1	1	1	1	1	0.08564210501446179	1	1	0.0041250021978455065	1	1	1	1	1	0.0013100338849012516
GO_RESPONSE_TO_RADIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004276610092528332	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	1	1	1	0.02680820575030718	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04672940501762812	1	1	1	0.06082882058374384	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_RESPONSE_TO_RETINOIC_ACID	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03318514094657421	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_RESPONSE_TO_SALT_STRESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07789587661161868	1	1	1	1	1	1	1	1	1	1
GO_RESPONSE_TO_SELENIUM_ION	1	1	1	1	1	1	1	1	0.007706865272143593	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_RESPONSE_TO_STARVATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.018110972737325537	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_RESPONSE_TO_STEROID_HORMONE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.035460541663792866	1
GO_RESPONSE_TO_STIMULUS_INVOLVED_IN_REGULATION_OF_MUSCLE_ADAPTATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005486876799711271
GO_RESPONSE_TO_TESTOSTERONE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.021367045699380416	1	1	1	1	1	1	0.03998647095117602	1	1	1	1	1	1	1	1	1	1	1	1
GO_RESPONSE_TO_TOXIC_SUBSTANCE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06091113804526205	1	1	1	1
GO_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA	0.0062650433593459676	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07695171370386078	1	1	0.06437309116020984	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_RESPONSE_TO_TYPE_I_INTERFERON	1	0.017751035605413135	1	1	1	1	1	0.09199815366520592	1	1	1	1	1	1	1	1	5.729289269296167e-05	0.00196299947425127	1	1	1	0.0001634162702710551	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04045515219608353	0.049050864550669315	1	1
GO_RESPONSE_TO_VIRUS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006247199773415701	0.0014584744059819021	1	1	1	2.988936300318823e-05	1	1	1	1	1	0.07705506891524116	1	1	1	1	0.01749854037150511	1	1	1	1	1	1	1	1	0.05446461362241295	1	1	1	1	1	1	1
GO_RESPONSE_TO_VITAMIN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08954646151831713	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_RESPONSE_TO_VITAMIN_A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04147552819859546	1	1	1	1	1	1	1	1	1	1
GO_RESPONSE_TO_VITAMIN_D	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016710067358358227	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_RESPONSE_TO_WATER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8.039894857880814e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02663510165405114	1	1	1	1	1	1	1	1	1	1
GO_RESPONSE_TO_WATER_DEPRIVATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0011522284503964197	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009772084963985406	1	1	1	1	1	1	1	1	1	1
GO_RESPONSE_TO_WOUNDING	1	0.003531959762638648	1	1	1	1	1	0.019649594930600367	1	1	1	1	1	1	1	1	0.012245055117962589	1	0.07381657538625197	0.08979219377521275	0.036589889887275295	1	0.00835447184404603	1	1	1	1	1	1	1	0.01633436468357219	1	1	0.09738545393525722	0.0873194750830697	1	1	1	1	1	1	1	0.03511956750457235	1	1	1	0.008902863520132143	1	1
GO_RESPONSE_TO_XENOBIOTIC_STIMULUS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06567435422256485	1	1	0.08745929532192509
GO_RESPONSE_TO_ZINC_ION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0685188202018443	1	1	1	1	1	1	1	1	0.03561316859112096	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_RETINAL_BINDING	1	1	1	1	1	1	1	1	1	1	0.0015190504823727746	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE	1	1	0.03704684138189385	1	1	1	1	1	0.054250218675745754	1	0.09350498555755316	0.04007730085367689	1	1	1	0.06195135258556206	1	1	1	1	1	1	0.0003701333853017852	0.011095898748749167	1	1	1	0.06835338002525271	1	1	1	0.020026342772577088	0.005889614337782789	1	1	1	1	1	1	1	1	1	0.018341152648699288	0.03694253151078497	1	1	1	1	1
GO_RETINA_HOMEOSTASIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.036195708675685334	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	1	1	0.03468390450548975	1	1	1	1	1	1	1	1	0.036727982114495905	1	1	1	1	1	1	1	1	1	1	0.0005491470103923257	0.0050107191173778265	1	1	1	0.012727806394116303	1	1	1	0.02229482334719901	0.010828575092520443	1	1	1	1	1	1	1	1	1	0.02288394017913964	1	1	1	1	1	1
GO_RETINOIC_ACID_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.045572225913865005	1	1	1	1	1	1	1	1	1	1
GO_RETINOL_BINDING	1	1	1	1	1	1	1	1	1	1	0.0013433023227058527	1	1	1	1	1	1	1	1	1	1	1	0.00442728027977668	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03010011437484983	1	1	1	1	1	1	1	1	1	1
GO_RETINOL_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	0.011302924057803754	1	1	1	1	1	1	1	0.011302924057803754	1	1	1	1	0.0025062241385190864	1	1	1	1	1	1	0.0051571992190995175	1	1	1	0.002586555317822148	1	1	1	0.04672507988386054	0.042306655166694185	1	1	0.08186831179619136	1	1	1	1	1	0.05488152876530372
GO_RETROGRADE_AXONAL_TRANSPORT	1	0.005433636554717403	1	0.0013653399576742942	1	1	1	1	0.0001361408440376799	0.002108194193669477	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00011678075523058329	1	1	1	1	0.0003328057737561618	1	1	1	0.017162432830885033	1	1	1	1	1	1
GO_REVERSE_CHOLESTEROL_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011906253577937287	1	1	1	1	1	1	1	1	0.005875946128165999	1	1	1	1	1	1	1	1	0.04981086082937081	1	1	1	1	1	1	1	1	1	1
GO_RHO_PROTEIN_SIGNAL_TRANSDUCTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.019947282879278827	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_RHYTHMIC_BEHAVIOR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09099830747801119	1	1	1	1	1	1
GO_RHYTHMIC_PROCESS	1	1	0.062107499641204544	1	1	1	1	1	1	1	0.08683748900687716	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.056356070255180635	1	1	1	1	1	1	1	1	1	0.05828379806322581	1	1	1	1	0.03593732716923781	1	1	1	1	1	1
GO_RIBONUCLEOPROTEIN_GRANULE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0068550241590412675	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_RIBONUCLEOTIDE_BINDING	0.016922146179116915	1	1	1	1	1	1	1	1	1	1	0.05221429220527918	0.08074959711167329	1	1	0.06572620411867613	0.04406641118804244	1	1	1	0.07441715820638162	1	1	1	1	1	1	0.040511057355889	1	1	1	0.005138740574602063	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08032933493119876	0.07368809462810777	1	1
GO_RIBONUCLEOTIDE_CATABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.013344335786930395	1	1	1	1	1	1	0.02529818962095598	1	1	1	1	1	1	1	1	1	1	1	1
GO_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS	1	1	0.06927028336853236	0.0995490500356997	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0690164479491453	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.032392839743841884	1	1
GO_RIBOSE_PHOSPHATE_METABOLIC_PROCESS	1	1	0.057828220808625486	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.002473078872301415	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06679096914395677	1	0.007764523657210476
GO_RNA_POLYMERASE_II_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08186831179619136	1	1	0.010026159735105122	0.01230503884505274	1	1
GO_ROOF_OF_MOUTH_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09679028351705032	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ROUGH_ENDOPLASMIC_RETICULUM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03362244020283156	1	1	1	0.09779715922315602	0.08451743558594083	1	0.00855053279577811	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_RUFFLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012471610059027971	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02638464593473744	1
GO_RUFFLE_ASSEMBLY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00052335755925359	1	1
GO_RUFFLE_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.027167816164881287	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04555837313911382	0.004802966873881598	1
GO_RUFFLE_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.001062315103048217	0.017172092759734525	1
GO_SALIVARY_GLAND_DEVELOPMENT	1	1	1	1	1	1	1	0.017101740866349413	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.003576249406552212	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SARCOLEMMA	1	1	1	0.05320516696434596	1	0.024650407589771328	1	0.005184617436673089	0.0025044083454968114	0.07814957468139916	1	1	0.012148789867085452	1	1	1	1	1	0.01114948033090668	1	1	1	0.05329861796140767	1	1	0.0014361731846973536	0.033416145746084314	0.05682516105914681	0.04967177974535608	1	1	1	1	1	1	1	0.08711539906928789	1	0.002333935006217591	1	1	1	0.04841133416627352	1	1	1	0.08434093898463146	1	0.09530760051031673
GO_SARCOPLASM	1	0.07296980837952827	1	1	1	1	1	1	1	1	0.03074423327229847	1	1	0.0007491036111910709	1	1	1	1	1	1	1	1	0.0900672925212801	1	1	1	1	0.0015460334809006548	1	1	1	1	1	1	1	1	1	0.0560210037554536	1	0.002347694626225749	1	1	0.008833698426181869	1	1	1	1	1	0.0004662820567422621
GO_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT	1	1	1	1	1	1	1	1	0.02053890551789217	1	1	1	1	1	1	1	1	1	1	1	1	1	0.029847890335758853	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07017837936532656	1	1	1	1	1	1
GO_SARCOPLASMIC_RETICULUM_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06180951297714432	1	1	1	1	1	1
GO_SA_NODE_CELL_TO_ATRIAL_CARDIAC_MUSCLE_CELL_COMMUNICATION	1	1	1	1	1	1	1	1	0.007706865272143593	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0006413583201189121	1	1	1	1	1	0.000989034036701364	0.012077474027764601	0.002081077326746228	1	1	1	1	1	1	1	1	0.0027711419492870704
GO_SCAFFOLD_PROTEIN_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012060230213337908	1	1	0.046852442458683696	1	1	1	1	1	1	1	0.02229482334719901	0.07676618194976714	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SCHAFFER_COLLATERAL_CA1_SYNAPSE	1	0.011444981209201677	1	1	1	0.03127087854443655	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0005501460072049325	1	1	1	1	1	1	0.0017786333789745479	1	1	1	0.00414160871445346	1	1	1	1	1	0.061056467623575195	1	1	1	1	0.053548673466367824	1	1	1	1	1	1
GO_SCHMIDT_LANTERMAN_INCISURE	1	1	1	1	1	1	1	1	0.009335539077233945	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.014595274616330922	1	1	1	0.005273414726642445	1	1	1	1	1	1
GO_SECONDARY_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03334694875189059	1	1	1	1	1	1	1	1	1	1	1
GO_SECOND_MESSENGER_MEDIATED_SIGNALING	1	1	0.024120353065726907	0.008187447818883142	1	1	1	1	0.0001790302073885197	0.019901704547401478	0.004652585574704826	1	1	1	1	1	1	1	0.0009255199023447958	1	0.0717128362245989	0.0872846895976771	1	1	1	1	1	0.04093347896628352	1	1	1	1	1	1	0.03622691010485257	1	1	1	0.012746965655075049	0.09882810583587809	1	1	0.00023490251111435434	1	1	1	0.005786660992376236	0.08064299592628088	0.011608766976113016
GO_SECRETION	1	0.03364179256528721	0.000260240427579439	0.001222139971876146	0.05933446782357399	0.006103010846525203	1	1	0.020473664751526455	1	0.04763969332215534	1	1	1	1	0.06681924465735067	1	1	0.09929692949037838	1	0.05476285251347146	0.027056757232554518	0.0819158979311182	1	1	1	1	1	1	1	1	0.00035199934674012834	1	0.004400745947101825	0.041392806358983236	1	1	1	0.007728233867148493	1	0.004352637660085423	1	8.098732952954713e-05	1	0.041392806358983236	0.07293808169903615	0.011657679766346574	0.0005011240527241778	1
GO_SECRETION_BY_TISSUE	1	1	1	1	1	0.03644785361699909	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0016095842892782652	1	1	1	1
GO_SECRETORY_GRANULE	1	1	0.05743091785944199	0.08528151970686393	1	1	1	0.07319013609526148	1	1	1	1	1	0.06996429479782196	1	0.007787858002006431	1	1	0.07224007545598132	1	0.01893994720961356	1	0.007576961516448488	1	1	0.01268556199481885	1	1	1	1	1	0.016632559022946913	1	1	1	1	1	1	1	0.07521564688148685	1	1	0.027630018241624588	1	1	1	0.033043061118980255	1	1
GO_SECRETORY_GRANULE_LOCALIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02663510165405114	1	1	1	1	1	1	1	1	1	1
GO_SECRETORY_GRANULE_MEMBRANE	1	0.02796434671062764	0.017012650935995133	0.051887633530385724	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08749141360276202	1	0.09710045117416988	1	1	1	1	1	1	1	1	1	1	0.030113911207448774	1	0.06076043639052853	0.08645611918979701	1	1	1	1	1	1	0.043254882121155136	1	1	1	1	0.02404350731574989	1	1
GO_SECRETORY_GRANULE_ORGANIZATION	1	1	1	1	1	1	1	1	0.08989042582335616	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05381487207136715	1	1	1	1	1	1
GO_SECRETORY_VESICLE	1	0.05633261723321559	0.02646553967325993	1	1	0.019191442410896653	1	0.015276079447405833	0.03797984185622494	0.0224482138033939	1	0.03202068210911191	1	0.09462433973522932	1	0.0188575934898223	1	1	1	1	0.007048273992355303	1	0.0017838219748040895	1	1	0.005945207706238964	1	1	0.05097988319255842	1	1	0.005371668155243259	1	0.0035484596521343503	1	1	0.052012588170475604	0.053765217763117046	0.0007388819748930242	0.02502567972911618	0.03453708035666825	0.09627983519426697	0.0006541198226410749	1	1	1	0.003220652313821404	1	1
GO_SEGMENTATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.020071586586680845	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SEMI_LUNAR_VALVE_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03313065667056114	1	1	1	1	1	1	1	1	1	1	1	1
GO_SENSORY_ORGAN_DEVELOPMENT	1	1	1	1	1	0.020142738734940435	1	1	0.005835630504742895	1	0.04776580534405661	1	1	1	1	0.0701054310951783	1	1	1	0.0049255910480012766	0.04125667693179935	1	3.4265898789520577e-06	0.0062048620839512125	1	1	1	0.0824819372042851	1	1	0.0018974368139265119	6.954494132527245e-05	0.013273200225711324	0.060757622446352855	1	1	1	0.05823911992552422	0.022542099585396436	0.007170486161355072	1	0.00032536508503200334	0.00027318935348152884	1	0.06485188771778816	1	1	0.004547698460702465	1
GO_SENSORY_ORGAN_MORPHOGENESIS	1	1	1	1	1	0.0693625262285057	1	1	0.031194783908786272	1	0.013593656355066486	1	1	1	1	1	1	1	1	1	0.005751406844257678	1	5.08351111712102e-05	0.0009427020225140081	1	1	1	1	1	1	0.023371495469964643	0.0005849621440041641	0.017266423216986904	1	1	1	1	1	1	0.01136984495491522	1	0.034223498130273255	0.0062013518101665666	1	1	1	1	0.07197860628588137	1
GO_SENSORY_PERCEPTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08183745674824683	1	1	1	1	0.07137549281624689	1	1	0.061871790281400774	1
GO_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS	1	1	1	1	1	1	1	1	0.0033444761472674056	1	1	1	1	1	1	1	1	1	1	1	1	1	0.050703570600234116	0.03897824153614249	1	1	0.08019072462414234	1	1	1	1	1	1	0.09137606517022778	1	1	0.09254907307938676	1	0.08744719604949669	1	1	1	0.007368150713273236	1	0.04894870749495439	1	1	0.008128502542682603	1
GO_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS	0.0873600753138466	1	1	1	1	0.0531945511500711	1	0.05969755935009702	1	1	1	1	1	1	1	1	1	1	1	0.02508621080703277	0.04923638126088792	1	0.09537090069253218	0.07823931372772097	1	1	1	1	1	0.07023508672238776	1	1	1	0.05131334106148411	1	1	1	1	0.07834790924706381	0.007241849574955883	1	1	0.09895564812680002	1	0.03140877803102726	1	1	1	1
GO_SENSORY_PERCEPTION_OF_PAIN	1	1	1	1	1	1	1	1	1	0.05117710283181742	0.05117710283181742	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09121969824947485	1	1	1	1	0.09263234240861051	1	1	1	1	1	1
GO_SENSORY_PERCEPTION_OF_TASTE	1	1	0.03901488711672052	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SENSORY_SYSTEM_DEVELOPMENT	1	1	1	1	1	1	1	1	0.04369579067606466	1	0.011216555642141857	1	1	1	1	0.09006611945246024	1	1	1	0.055031466150521346	0.09435466763292777	0.0677940265334479	3.867490705966592e-05	0.0020097324415215834	1	1	1	1	1	1	0.000256947714604161	0.004039390436831658	0.010812514943144613	1	1	1	1	1	0.008503649265757196	0.05732712933076378	1	0.0007809380736552018	0.00698223806766296	0.045053629514172244	1	1	1	0.0028457344264067874	1
GO_SEQUENCE_SPECIFIC_DNA_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09305014057067917	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SEQUESTERING_OF_CALCIUM_ION	1	0.031799279528338276	1	1	1	1	1	1	0.007006473325427365	0.0674631594944457	1	1	1	1	1	1	0.028587947329165586	1	0.0674631594944457	1	1	1	0.043280763156120505	1	1	1	1	1	1	1	1	0.08221990373916577	1	1	1	1	0.07151910647474025	1	0.005617404547067162	0.05554600863174086	1	1	0.03732514267028764	1	1	1	1	1	0.0784254636278725
GO_SERINE_HYDROLASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	0.01584154316462083	1	1	1	1	1	1	1	1	1	1	0.03241646721737168	0.09812082794512944	1	1	1	1	1	0.08836031771815234	0.009413463802564137	1	0.015640710637951583	1	1	1	1	1	1	1	1	1	0.013254978425573216	1	1	1	1	1	1
GO_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04285148085014456	0.04763642642342647	1	1	1	1	1	1	1	1	1	1	0.02027344198387382	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03826091899273465	1	1	1
GO_SEROTONIN_RECEPTOR_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.028328638150784125	1	1	1	1	1	1	1	1	1	1	1	1
GO_SEROTONIN_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03649580487068227	1	1	1	1	1	1	1	1	1	1	1	1
