	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
ST_WNT_BETA_CATENIN_PATHWAY		AKT3 NKD1												DACT1 NKD1		DKK3 NKD1 SFRP1	AKT3 DKK3 NKD1				AKT3 CXXC4 DACT1												AKT3 DACT1 SFRP1	AKT3 CXXC4 SFRP1 WIF1	DKK3 SFRP1 WIF1	AKT3 DACT1 DKK3		DKK3 WIF1		AKT3 CXXC4 DKK3 NKD1 WIF1				AKT3 CXXC4 NKD1				DACT1 SFRP1					CXXC4 NKD1 SFRP1					CXXC4 NKD1 WIF1													DKK3 SFRP1		
ST_WNT_CA2_CYCLIC_GMP_PATHWAY		ITPR1 NFAT5 PDE6B														CAMK2B PDE6B							ITPR1 PDE6B				NFAT5 PDE6B								ITPR1 PDE6B			CAMK2B PDE6B		CAMK2B PDE6B				CAMK2B ITPR1 PDE6B	ITPR1 NFAT5											ITPR1 NFAT5	CAMK2B ITPR1 NFAT5	ITPR1 NFAT5				ITPR1 PDE6B											
WNT_SIGNALING			CCND2 SFRP1 WIF1 WNT9A											FZD4 NKD1 WNT9A		CCND2 FZD4 NKD1 SFRP1 WNT9A		FZD4 SFRP1 WIF1 WNT9A																					FZD4 WIF1 WNT9A																			CXXC4 NKD1 WIF1 WNT9A						FZD4 WNT9A							FZD4 SFRP1 WNT9A		
WP_22Q112_DELETION_SYNDROME																											P2RX6 TUBA3FP																																														P2RX6 SLC7A4
WP_ACE_INHIBITOR_PATHWAY																																				ACE AGT																																					
WP_ADIPOGENESIS															AGT GATA2 GDF10																																																										
WP_ALLOGRAFT_REJECTION								CCL19 CXCL12																	CCL19 HLA-DQA2							CXCL12 HLA-DQA2																							CCL19 HLA-DQA2																		
WP_ALZHEIMERS_DISEASE																							APBB1 CDK5R1 ITPR1																																																		
WP_AMINO_ACID_METABOLISM				DDC TDO2 TPH1																											BCAT1 DDC TDO2									BCAT1 BHMT DDC SRM TPH1																								BHMT DDC									
WP_AMPACTIVATED_PROTEIN_KINASE_AMPK_SIGNALING																																											CCNA1 INS-IGF2												CCNA1 INS-IGF2	CCNA1 CPT1C EIF4EBP1 INS-IGF2																	
WP_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS																					BCL2 NEFM PRPH SLC1A2														NEFM PRPH SLC1A2	BCL2 NEFM PRPH																				NEFL PRPH SLC1A2																	
WP_ANGIOPOIETIN_LIKE_PROTEIN_8_REGULATORY_PATHWAY																		EIF4EBP1 MAP3K12 MAPK10 MAPK12 SHC3																																																							
WP_APOPTOSIS_MODULATION_AND_SIGNALING																											NAIP TNFRSF6B																NAIP PRKD1									NAIP PRKD1																					
WP_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY			ACTN3 CACNA1C CACNA2D1 CACNA2D2 ITGA7		ACTN3 CACNA2D2 CACNB4 ITGA7											ACTN3 CACNA2D1 CACNA2D2 CACNG7 ITGA7 SLC8A1	ACTN3 CACNA2D1 CACNG7 ITGA7	CACNA2D2 CACNB4 CACNG7 SGCD															ACTN3 CACNA1C CACNA2D2 CACNG6		CACNA2D1 CACNA2D2 CACNG4 ITGA7 SGCD SLC8A1	CACNA1C CACNA2D2 CACNB4 CACNG4 CACNG6 ITGA4 ITGA7 SGCD SLC8A1			CACNA2D1 CACNB4 SLC8A1	CACNA1C CACNA2D1 CACNG4 CACNG6 ITGA4 SLC8A1			CACNB2 CACNG7 ITGA4		CACNA1C CACNA2D1 CACNA2D2 CACNB2 SLC8A1	CACNA2D1 CACNB4 CACNG6 ITGA7			CACNA1C ITGA7 SLC8A1		CACNA2D1 CACNA2D2 CACNB4		CACNB2 CACNB4 CACNG4 CACNG6 ITGA7 SLC8A1		CACNB2 CACNG7 ITGA4	CACNA2D2 CACNB4 CACNG6 CACNG7 SLC8A1	CACNA1C CACNA2D2 CACNB4 CACNG7 ITGA4 SGCD		CACNA1C CACNA2D2 CACNB4 CACNG6 ITGA7 SLC8A1			ACTN3 CACNA2D1 CACNA2D2 CACNG4 ITGA7					CACNA1C CACNB2						
WP_ATM_SIGNALING_PATHWAY				AP3B2 TP73																																		AP3B2 TP73																																			
WP_BDNFTRKB_SIGNALING			ADCY1 EIF4EBP1 TRPC6		ADCY1 ARC EIF4EBP1 NTRK2												ADCY1 ARC EIF4EBP1		NTRK2 TRPC6										ADCY1 NTRK2 TRPC6							ADCY1 ARC NTRK2 TRPC6		ARC EIF4EBP1						ADCY1 ARC GRIN1 NTRK2 TRPC6		ARC NTRK2	ARC EIF4EBP1 GRIN1 NTRK2			ADCY1 NTRK2 TRPC6						EIF4EBP1 GRIN1 NTRK2 TRPC6																	
WP_BIOGENIC_AMINE_SYNTHESIS			DDC GAD2	DDC TPH1												DDC TPH1																	DDC GAD2 TPH1							DDC TPH1							DDC TPH1						DDC GAD2			DDC GAD2		DDC TPH1															
WP_BMP2WNT4FOXO1_PATHWAY_IN_HUMAN_PRIMARY_ENDOMETRIAL_STROMAL_CELL_DIFFERENTIATION			SFRP1 SMAD9													SFRP1 SST																	SFRP1 SMAD9	SFRP1 SMAD9		SMAD9 SST																																					
WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY	GRIA2 GRIN1 VAV3				CAMK1 CDK5R1 EIF4EBP1 NTRK2			GABRB3 GRIA2						CAMK1 EIF4EBP1 SHC3 VAV3		CDK5R1 CNR1 GABRB3 LINGO1 NCAM1 SYN1 VAV3	CDK5R1 EIF4EBP1 LINGO1 SHC3 SPP1 SYN1				GABRB3 GRIA2 LINGO1 MAPK10 NCAM1 SHC3 SIRPA	CNR1 NTRK1	CDK5R1 SYN1					CDK5R1 GABRB3 GRIA2 NCAM1		GABRB3 NCAM1	CAMK1 SHC3 SIRPA		CAMK1 GABRB3 GRIA2 NCAM1 SHC3 SIRPA SYN1							CAMK1 CDK5R1 GABRB3 LINGO1 MAPK10 NCAM1 NTRK2 SIRPA VAV3		EIF4EBP1 LINGO1 MAPK10 VAV3		CAMK1 GRIN1 LINGO1 MAPK10 NCAM1 NTRK1 NTRK2	GABRB3 GRIA2 NTRK2 SHC3		EIF4EBP1 GRIN1 MAPK10 NCAM1 NTRK2 SIRPA SPP1			MAPK10 NTRK2 SIRPA						EIF4EBP1 GABRB3 GRIA2 GRIN1 LINGO1 MAPK10 NCAM1 NTRK2 SIRPA	CNR1 GABRB3 LINGO1 MAPK10 NTRK2 SIRPA		CNR1 LINGO1 NTRK1 NTRK2 SHC3 SIRPA SPP1 SYN1			CAMK1 CDK5R1 CNR1 LINGO1 MAPK10 NTRK1 SHC3 SIRPA											
WP_BREAST_CANCER_PATHWAY		AKT3 DLL3 DLL4 FGF9			DLL1 DLL4 FGF9 GADD45G HEYL																		DLL3 GADD45G HEY1								DLL3 FGF9 GADD45G SHC3			AKT3 DLL3 FGF17 FGF9 GADD45G HEY1														DLL1 GADD45G HEY1 HEYL SHC3														DLL1 DLL4 GADD45G HEY1 HEYL KIT SHC3											
WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL			ADCY1 CACNA1B CACNA1C CAMK1 GNG2 GNG4 KCNJ3 RGS16 RGS9	ADCY5 CACNA1A CAMK1 CAMK2B RGS5 RGS9	ADCY1 ANXA6 CAMK1 CAMK2B RGS16						GJD2 PRKD1 RGS4			ANXA6 CAMK1 GNAO1 ITPR1 PRKCG PRKD1 RGS11 RGS5 RGS9		ANXA6 CACNA1A CACNA1B CACNA1E CAMK2B CHRM4 GJD2 GNAO1 GNG2 GNG4 PRKCG RGS16 RGS17 RGS4 RGS5 SLC8A1	ADCY1 ADCY2 ADCY5 CACNA1A GJD2 GNAO1 GNG2 GNG4 ITPR1 PRKCH RGS17 RGS9		CACNA1C CACNA1E PRKCH RGS14	GNG2 ITPR1 PRKCH PRKD1	ADCY1 ADCY2 ADCY5 CACNA1A CACNA1C CACNA1E GJD2 ITPR1 PRKCH							CACNA1B PRKCH RGS17	ADCY1 ADCY2 ADCY5 CACNA1C CACNA1E KCNJ3 RGS17	CACNA1B CAMK2B			ADCY2 ADCY5 CACNA1A CACNA1B CACNA1C CACNA1E CAMK1 CHRM4 GNG2 KCNJ3 RGS11 RGS17 RGS4 RGS5	ADCY1 CACNA1A CAMK2B PRKCH RGS16 RGS5 RGS9	ADCY1 ADCY2 ADCY5 CHRM4 GNG2 GNG4 ITPR1 KCNJ3 RGS14 RGS16 RGS17 RGS5 SLC8A1	ADCY1 CACNA1A CACNA1C CACNA1E CHRM4 GNAO1 GNG2 GNG4 KCNJ3 RGS14 RGS16 RGS17 SLC8A1	CACNA1B GJD2		ADCY5 ANXA6 GNAO1 SLC8A1	ADCY5 ANXA6 CACNA1A CACNA1C CAMK1 CAMK2B GNAO1 GNG4 RGS14 RGS4 RGS9 SLC8A1			GJD2 PRKD1	ADCY1 ADCY2 ADCY5 CACNA1B CACNA1E CAMK1 CAMK2B CHRM4 GNAO1 GNG4 ITPR1 PRKCG PRKD1 RGS11 RGS16 RGS9	ADCY2 ADCY5 ANXA6 CACNA1A CACNA1B CACNA1C ITPR1 PRKCH RGS17 SLC8A1		ADCY5 GNAO1 GNG2 KCNJ3 RGS17 RGS9	ADCY5 CACNA1A CACNA1E CHRM4 GNG2 RGS14 RGS16 RGS4 SLC8A1		ADCY1 CACNA1A KCNJ3 RGS9	ADCY1 ADCY2 CHRM4 GNG2	PRKD1 RGS14	ANXA6 CACNA1A CACNA1E CAMK2B GNG2 GNG4 PRKCG PRKCH RGS14 RGS17 RGS5 RGS9 SLC8A1			ADCY5 CACNA1A CACNA1B CACNA1E GNAO1 ITPR1 PRKCG PRKCH RGS11 RGS14 RGS17 RGS5 SLC8A1	ADCY5 CACNA1B CACNA1C CACNA1E CAMK2B GNAO1 GNG4 ITPR1 PRKCG PRKCH RGS17 RGS9	ADCY1 CACNA1E CHRM4 ITPR1 RGS17 RGS5 RGS9 SLC8A1	ADCY1 CACNA1A CACNA1C CACNA1E GNAO1 GNG2 GNG4 KCNJ3 RGS14 RGS17 RGS5 SLC8A1			ADCY1 ADCY5 ANXA6 CAMK1 CHRM4 GNAO1 GNG4 ITPR1 PRKCG PRKCH RGS16 RGS17 RGS5 RGS9	CAMK2B GNG4 PRKCH				ANXA6 CACNA1C RGS9				ADCY5 CHRM4 GNG4 PRKCG RGS14 RGS17 RGS9		PRKCH PRKD1
WP_CANNABINOID_RECEPTOR_SIGNALING			ADCY1 MAPK12												ADORA2A MAPK10		ADCY1 MAPK12	MAPK10 MAPK12			ADCY1 ADORA2A MAPK10															ADCY1 ADORA2A CNR1														ADCY1 MAPK10	ADCY1 MAPK10						ADORA2A CNR1 MAPK10 MAPK12		ADCY1 ADORA2A CNR1 MAPK12			ADCY1 CNR1 MAPK10 MAPK12									CNR1 MAPK12		
WP_CANONICAL_AND_NONCANONICAL_NOTCH_SIGNALING		DLL3 DLL4	DNER HEY1	DLL1 DNER	DLL1 DLL4										HEY1 MFAP2		DLL1 DLL3 HEY1				DNER MFAP2		DLL3 DNER HEY1 MFAP2	DLL3 DNER MFAP2										DLL3 HEY1				DLL4 DNER				DLL4 MFAP2				DLL1 HEY1		DLL1 HEY1	DNER HEY1	DLL4 DNER			DLL1 DLL3 DNER				DLL4 HEY1 MFAP2	DLL1 DLL4				DLL1 DLL4 DNER HEY1				DLL3 DNER			DLL1 HEY1				
WP_CARDIAC_PROGENITOR_DIFFERENTIATION			ISL1 PAX6 SIRPA															PAX6 POU5F1 SIRPA			ISL1 NCAM1 POU5F1 SIRPA										PAX6 POU5F1 SIRPA		ISL1 NCAM1 PAX6 POU5F1 SIRPA						KIT POU5F1	ISL1 KIT NCAM1 SIRPA																			ISL1 PAX6 SIRPA														
WP_CELLS_AND_MOLECULES_INVOLVED_IN_LOCAL_ACUTE_INFLAMMATORY_RESPONSE																																																C7 ITGA4																									
WP_CELLTYPE_DEPENDENT_SELECTIVITY_OF_CCK2R_SIGNALING																																			CNR1 ITPR1																						CNR1 ITPR1					CNR1 ITPR1											
WP_CELL_CYCLE																											CDKN1C GADD45G																																														
WP_CELL_MIGRATION_AND_INVASION_THROUGH_P75NTR		AKT3 NTRK2																											AKT3 EFNB3 NTRK2							AKT3 EFNB3 MMP2 NTRK2				AKT3 EFNB3 MMP2 NTRK2				AKT3 EFNB3 MMP2 NTRK2	MMP2 NTRK2	EFNB3 NTRK2	AKT3 EFNB3 NTRK2																										
WP_CHEMOKINE_SIGNALING_PATHWAY								CCL19 CXCL12									ADCY1 ADCY2 ADCY5 AKT3 GNG2 GNG4 SHC3												ADCY1 ADCY2 ADCY5 AKT3															ADCY1 ADCY2 ADCY5 AKT3 CCR6 CXCL12 GNG4																													
WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER																																									GADD45G MAPK10									BCL2 GADD45G MAPK10													BCL2 GADD45G										
WP_CILIOPATHIES		CCDC40 FAM161A TTC25																																																			CCDC40 CEP290 DNAH11 FAM161A RSPH4A TTC25 TUB																				
WP_CIRCADIAN_RHYTHM_RELATED_GENES						ADORA2A PAX4					ADORA2A PAX4				ADORA2A ARNT2 GHRL MAPK10						ADCY1 ADORA2A ARNT2 GHRL ID4 KCNH7 KCNMA1 MAPK10 TPH1															ADCY1 ADORA2A ARNT2 CARTPT CRH KCNH7 KCNMA1 PROX1 TPH1			CRH KCNH7 MAPK10 NTRK1	ARNT2 DDC DRD2 GHRL ID4 KCNH7 KCNMA1 MAPK10 PROX1 TPH1					ARNT2 CARTPT DDC KCNH7 KCNMA1		ARNT2 CHRNB2 CRH DDC KCNMA1 MAPK10 TPH1															ADCY1 CARTPT CHRNB2 CRH KCNH7 MAPK10 NTRK1 PRKCG TPH1							ID4 MAPK10 PRKCG TPH1				
WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION	GRIA2 GRIN1																																		ADCY1 DRD2 GRIA2 PPP1R1A									ADCY1 GRIN1 PRKCG	GRIA2 PPP1R1A											GRIA2 GRIN1 PRKCG						ADCY1 PPP1R1A PRKCG											
WP_COMPOSITION_OF_LIPID_PARTICLES																APOA1 APOC3							APOA1 APOC3																							APOA1 APOC3		APOA1 APOC3										APOA1 APOC3	APOA1 APOC3			APOA1 APOC3											
WP_CONSTITUTIVE_ANDROSTANE_RECEPTOR_PATHWAY																																																			GSTA2 SULT2A1																						
WP_CORTICOTROPINRELEASING_HORMONE_SIGNALING_PATHWAY																																						CACNA1H CRH GNAO1 PLCG2	CRH GNAO1 PLCG2																																		
WP_DIFFERENTIATION_OF_WHITE_AND_BROWN_ADIPOCYTE																																	EBF3 SMAD9	EBF3 SMAD9						EBF3 HSPB7 SMAD9								EBF3 HSPB7																									
WP_DIFFERENTIATION_PATHWAY						IL11 KIT								CSF1R IL11					IL11 LEFTY1																							CSF1R LEFTY1																				CSF1R KIT LEFTY1											
WP_DISRUPTION_OF_POSTSYNAPTIC_SIGNALLING_BY_CNV		DLG2 NRXN2		CAMK2B GRIN2C NRXN2	ARC CAMK2B												ARC DLG2 GRIN2C STX1A				DLG2 NRXN2 STX1A															ARC DLG2 NRXN2 STX1A		ARC CAMK2B		CAMK2B DLG2 GRIN2C STX1A				ARC CAMK2B DLG2 GRIN1 NRXN2 STX1A		ARC GRIN2C	ARC GRIN1 GRIN2C NRXN2						ARC CAMK2B GRIN1 NRXN2			DLG2 GRIN1 GRIN2C STX1A			DLG2 GRIN2C NRXN2				ARC CAMK2B NRXN2						ARC NRXN2		ARC GRIN2C		
WP_DOPAMINERGIC_NEUROGENESIS			DDC LMX1A NKX6-1		CDKN1C DDC												ASCL1 CDKN1C LMX1B														ASCL1 DDC		CDKN1C DDC LMX1A		CDKN1C LMX1B NKX6-1	CDKN1C LMX1B NKX6-1		NEUROD1 NKX2-2 RET		DDC LMX1A LMX1B NEUROD1		CDKN1C DDC LMX1B			DDC LMX1A	NKX2-2 NKX6-1	ASCL1 DDC NKX6-1 RET	CDKN1C DDC LMX1A					DDC LMX1A LMX1B NEUROD1 NKX2-2 RET		ASCL1 NKX6-1		CDKN1C LMX1B RET	CDKN1C DDC NKX6-1															
WP_DRUG_INDUCTION_OF_BILE_ACID_PATHWAY																																	ABCC4 SULT2A1															ABCC4 SULT2A1			ABCC4 SULT2A1											ABCC4 SULT2A1											
WP_EBOLA_VIRUS_PATHWAY_ON_HOST	CLEC4G HLA-DQA2							CLEC4G ITGA4																	BST2 HLA-DQA2		BST2 HLA-DQA2					CLEC4G HLA-DQA2 ITGA4					CLEC4G HLA-DQA2						BST2 HLA-DQA2 ITGA4												BST2 CLEC4G HLA-DQA2 ITGA4					CLEC4G HLA-DQA2													
WP_ECTODERM_DIFFERENTIATION			ANKS1B BOC JAKMIP1 MAFB PAX6 SCHIP1											ABCC4 ANKS1B CELSR2 FZD4 GREB1	ARX PAX6 PLCXD3			ABCC4 ANKS1B BOC FZD4 MAFB PAX6 PLCXD3 POU2F2	ABCC4 CELSR2 PAX6 POU2F2		FZD4 GREB1 JAKMIP1 PLCXD3 SCHIP1 TRPM2		ANKS1B CELSR2			ABCC4 ELOVL4					ARX PAX6 PLCXD3 SCHIP1		ABCC4 ANKS1B ARX BOC CELSR2 GREB1 JAKMIP1 PAX6 PLCXD3 TRPM2				ARX ELOVL4		ABCC4 CELSR2 FZD4 MAFB			ANKS1B FZD4 POU2F2 TRPM2			ABCC4 CELSR2 PAX6 POU2F2 TRPM2			ABCC4 BOC ELOVL4 FZD4 MAFB PAX6																							ABCC4 CELSR2 FZD4 GREB1 JAKMIP1 MAFB		
WP_EDA_SIGNALLING_IN_HAIR_FOLLICLE_DEVELOPMENT																				EDAR PTCH1	EDAR PTCH1													EDAR PTCH1																			EDAR PTCH1				EDAR PTCH1	EDAR PTCH1				EDAR PTCH1											
WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE					EIF4EBP1 PDGFD PLCG2									EIF4EBP1 PRKCG SHC3																															BCL2 PLCG2 SHC3		AKT3 BCL2 EIF4EBP1 PDGFD																BCL2 PLCG2										
WP_EICOSANOID_METABOLISM_VIA_CYCLO_OXYGENASES_COX																																																AKR1B1 PTGDR2																									
WP_EICOSANOID_METABOLISM_VIA_LIPO_OXYGENASES_LOX	DPEP1 TRPA1													GGT5 TRPA1							DPEP1 TRPA1							CYSLTR2 TRPA1																	CYSLTR2 TRPA1										CYSLTR2 TRPA1																		
WP_ENDOCHONDRAL_OSSIFICATION																																																										CDKN1C MMP13 PTCH1 PTHLH						MMP13 SPP1		PTCH1 SPP1							
WP_ENDOCHONDRAL_OSSIFICATION_WITH_SKELETAL_DYSPLASIAS																																																										CDKN1C MMP13 PTCH1 PTHLH						MMP13 SPP1		PTCH1 SPP1							
WP_ENDODERM_DIFFERENTIATION	ONECUT1 PTHLH VAV3	ATP8B2 HHEX PBX3							ONECUT1 PTHLH							ATP8B2 DUSP2 MAD2L2 ONECUT1 PTHLH SFRP1 VAV3				ATP8B2 POU5F1 TET1 TOX											ATP8B2 POU5F1 SCHIP1 TOX											ATP8B2 HHEX MAD2L2 TOX VAV3							ATP8B2 HHEX POU5F1									ATP8B2 POU5F1 PTHLH SCHIP1 TET1 TOX								ONECUT1 PBX3			HHEX MAD2L2 PBX3 SFRP1	DUSP2 SCHIP1	HHEX PBX3 POU5F1 SFRP1		
WP_ENDOPLASMIC_RETICULUM_STRESS_RESPONSE_IN_CORONAVIRUS_INFECTION																												PPP1R14A PPP1R16B					BCL2 PPP1R14A PPP1R3C	BCL2 PPP1R16B PPP1R3C				PPP1R14A PPP1R16B PPP1R1A PPP1R3C	PPP1R16B PPP1R1A PPP1R3C	PPP1R16B PPP1R1A PPP1R3C				BCL2 PPP1R14A PPP1R3C			BCL2 PPP1R14A PPP1R16B			BCL2 PPP1R3C												BCL2 PPP1R1A PPP1R3C											
WP_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY																	ADCY1 ADCY2 ADCY5 SYNE2				ADCY1 ADCY2 ADCY5								ADCY1 ADCY2 ADCY5 SYNE2															ADCY1 ADCY2 ADCY5	ADCY2 ADCY5 SYNE2						ADCY1 ADCY2 SYNE2																						
WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER		AKT3 CLDN6 DLL3 DLL4															AKT3 DLL1 DLL3 MAPK12 PROX1 SPARC																																									CLDN6 DLL1 DLL4 PROX1 SPARC WNT9A				CLDN6 DLL1 DLL4 FZD4 MAPK12 SPARC WNT9A		FZD4 MAPK12 WNT9A									
WP_ERBB_SIGNALING_PATHWAY				CAMK2B EIF4EBP1 PAK3 PAK6	CAMK2B EIF4EBP1 PLCG2									EIF4EBP1 PRKCG SHC3			AKT3 EIF4EBP1 PAK6 SHC3	EIF4EBP1 MAPK10 PAK6 SHC3			AKT3 MAPK10 PAK6 SHC3																			AKT3 CAMK2B MAPK10 PAK3 PAK6 PLCG2		CAMK2B EIF4EBP1 MAPK10 PAK6			PAK6 PLCG2 SHC3	MAPK10 PAK6 SHC3	AKT3 EIF4EBP1 MAPK10 PAK6									EIF4EBP1 MAPK10 PAK6 PRKCG	CAMK2B MAPK10 PAK6 PLCG2 PRKCG										MAPK10 PAK6						
WP_ESC_PLURIPOTENCY_PATHWAYS																															FGF14 FGF9 SMAD9																																	FZD4 MAPK12									
WP_EV_RELEASE_FROM_CARDIAC_CELLS_AND_THEIR_FUNCTIONAL_EFFECTS																																												CXCL12 RGS16																													
WP_EXERCISEINDUCED_CIRCADIAN_REGULATION		G0S2 TUBB3																																										G0S2 GFRA1 PPP1R3C														GFRA1 PPP1R3C TUBB3	G0S2 GFRA1 TUBB3			G0S2 GFRA1 PPP1R3C TUBB3											
WP_FATTY_ACID_BETA_OXIDATION																																													ACSL6 LIPC																												
WP_FGF23_SIGNALLING_IN_HYPOPHOSPHATEMIC_RICKETS_AND_RELATED_DISORDERS																	KL ROS1 SPP1																												KL ROS1								KL ROS1					KL ROS1															
WP_FGFR3_SIGNALLING_IN_CHONDROCYTE_PROLIFERATION_AND_TERMINAL_DIFFERENTIATION																	MAPK12 PTHLH	FGF9 MAPK12																																									FGF9 MAPK12 PTHLH														
WP_FOCAL_ADHESION															ITGA4 MAPK10 PGF		AKT3 CCND2 ITGA7 PAK6 PGF SHC3 SPP1 THBS4				AKT3 BCL2 COL1A2 FLT1 MAPK10 PAK6 PGF SHC3 THBS4												AKT3 BCL2 COL1A2 PAK3 PAK6 PGF SHC3 THBS4			AKT3 BCL2 COL1A2 FLT1 ITGA4 ITGA7 PAK3 PAK6 PDGFD PGF SHC3 THBS4				AKT3 CCND2 FLT1 ITGA4 MAPK10 PAK3 PAK6 PDGFD VAV3				AKT3 BCL2 CCND2 ITGA4 MAPK10 PGF PRKCG THBS4		COL1A2 ITGA7 MAPK10 PAK6 SHC3 THBS4	AKT3 BCL2 MAPK10 PAK6 PDGFD SPP1 THBS4												AKT3 CCND2 COL1A2 ITGA7 PGF SHC3 SPP1			BCL2 FLT1 ITGA7 MAPK10 PAK6 PDGFD PGF PRKCG SHC3		PAK6 SPP1 THBS4					BCL2 MAPK10 PRKCG THBS4				
WP_FOCAL_ADHESIONPI3KAKTMTORSIGNALING_PATHWAY			ANGPT2 COL1A2 CSF1R EIF4EBP1 FGF14 FGF17 GNG2 GNG4 ITGA7 PDGFD														AKT3 CSF1R EIF4EBP1 FGF14 GNG2 GNG4 ITGA7 PGF SPP1 THBS4			CSF1R CSH1 EIF4EBP1 FLT1 GNG2 ITGA7																																							AKT3 ANGPT2 COL1A2 FGF14 FGF9 GNG2 GNG4 ITGA7 PGF SPP1														
WP_FRAGILE_X_SYNDROME	GABRG2 GRIA2 GRIN1			CAMK1 CAMK2B KCNC1	ARC CAMK1 CAMK2B KCNC1 NTRK2											ARC CAMK2B CNR1 EPHA4 GABRG2 MAP1B			EPHA4 KCNC1 NTRK2																									ARC CAMK1 CAMK2B EPHA4 GRIN1 ITPR1 KCNC1 MAP1B NTRK2	EPHA4 GRIA2 ITPR1 KCNC1 NTRK2								ARC CAMK2B EPHA4 GRIN1 MAP1B		GABRA1 GABRG2 GRIA2	EPHA4 GABRA1 GABRG2 GRIA2 GRIN1 ITPR1 KCNC1 NTRK2	CAMK2B CNR1 EPHA4 ITPR1 KCNC1 NTRK2							EPHA4 GABRG2							ARC CNR1 EPHA4 KCNC1		
WP_G13_SIGNALING_PATHWAY																																							CIT MAPK10	CIT MAPK10 PAK3											CIT MAPK10																CIT MAPK10						
WP_GABA_RECEPTOR_SIGNALING																GABRB3 GABRE GABRG2			GABBR2 GABRP									GABRA1 GABRB3 GABRE GABRP					GABRA1 GABRB3 GABRE GAD2	GABBR2 GABRE GABRP		GABBR2 GABRA1 GABRE					GABRE GABRP			GABRE GABRP GAD2	GABRB3 GABRP			GABBR2 GABRA1							GABRA1 GABRG2	GABRA1 GABRB3 GABRG2 GABRP GAD2			GABBR2 GABRE GAD2														
WP_GANGLIO_SPHINGOLIPID_METABOLISM																																		FUT1 ST8SIA5										FUT1 ST8SIA5															FUT1 ST8SIA3 ST8SIA5														
WP_GASTRIC_ACID_PRODUCTION																																				GAST SCT						GAST SCT														GAST SCT																	
WP_GASTRIC_CANCER_NETWORK_1														E2F7 SMOC2																																										CCNA1 SMOC2															E2F7 SMOC2		
WP_GASTRIN_SIGNALING_PATHWAY																				EIF4EBP1 PRKCH PRKD1																						EIF4EBP1 GAST TFF2										KIT PRKD1				CHGA EIF4EBP1 GAST PRKCH TFF2				GAST KIT													PRKCH PRKD1
WP_GDNFRET_SIGNALLING_AXIS																																															GFRA1 RET												GFRA1 RET			GFRA1 RET											
WP_GENES_INVOLVED_IN_MALE_INFERTILITY									APOB CCNA1																															APOB BHMT GNAO1 LTF MMP2 MSMB RGS9 SIRPA	BHMT LTF TSSK4				BCL2 LTF MMP2 MSH5 TSSK4		BCL2 GNAO1 RGS9 SIRPA TSSK4					APOB BHMT								BHMT MSH5													
WP_GENES_TARGETED_BY_MIRNAS_IN_ADIPOCYTES				HCN4 KCNJ2														HCN4 KCNJ2																		HCN4 KCNJ2											HCN4 KCNJ2										HCN4 KCNJ2																
WP_GENE_REGULATORY_NETWORK_MODELLING_SOMITOGENESIS																																																DLL1 EPHA4					DLL1 EPHA4									DLL1 EPHA4											
WP_GENOTOXICITY_PATHWAY		ITPR1 MEX3B																													CENPE ITPR1																											CENPE E2F7 ITPR1 MEX3B					CENPE E2F7								CENPE E2F7 MEX3B		
WP_GLOBO_SPHINGOLIPID_METABOLISM																																			FUT1 ST6GALNAC5																											FUT1 ST6GALNAC5											
WP_GLUTATHIONE_METABOLISM														GGT5 GSTM2																																																											
WP_GPCRS_CLASS_A_RHODOPSINLIKE								CYSLTR2 FFAR1 FFAR3 GPR83	CYSLTR2 SUCNR1			ADORA2A CYSLTR2																									FFAR3 GPR83 SUCNR1																		CYSLTR2 FFAR1 FFAR3 GPR83 SUCNR1																		
