	ARNT2	ARX	ASCL1	ASCL2	ATOH8	DACH1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	INSM1	ISL1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	PROX1	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
WP_NONSMALL_CELL_LUNG_CANCER				GADD45G PLCG2																				GADD45G PLCG2						GADD45G PLCG2														GADD45G PLCG2			GADD45G PLCG2					
WP_NOTCH1_REGULATION_OF_HUMAN_ENDOTHELIAL_CELL_CALCIFICATION				DLL1 DLL4																																								DLL1 DLL4		DLL1 DLL4						
WP_NOTCH_SIGNALING				DLL1 DLL4																																								DLL1 DLL4		DLL1 DLL4						
WP_NOTCH_SIGNALING_PATHWAY_NETPATH	DLL4 SAP30			DLL1 DLL4			DLL4 SAP30			DLL1 HES6 SAP30		DLL4 SAP30													DLL1 SAP30			DLL4 HES6												DLL1 SAP30				DLL1 DLL4 HES6 SAP30		DLL1 DLL4						DLL4 SAP30
WP_OLIGODENDROCYTE_SPECIFICATION_AND_DIFFERENTIATION_LEADING_TO_MYELIN_COMPONENTS_FOR_CNS																								MYT1 NKX2-2																MYT1 NKX2-2												
WP_OSTEOBLAST_DIFFERENTIATION			DLL1 MAPK4 WNT9A	DLL1 DLL4 MAPK4 WNT9A			DLL4 WNT9A			DLL1 HES6 SMAD9																		DLL4 HES6 SMAD9 WNT9A	HES6 SMAD9 WNT9A	HES6 MAPK4 SMAD9													DLL4 MAPK4 WNT9A	DLL1 DLL4 HES6 MAPK4 SMAD9 WNT9A		DLL1 DLL4 SMAD9 WNT9A		HES6 WNT9A				DLL4 MAPK4 WNT9A
WP_OXYSTEROLS_DERIVED_FROM_CHOLESTEROL																																CYP27A1 IL17C											CYP27A1 IL17C		CYP27A1 IL17C							
WP_PARKINUBIQUITIN_PROTEASOMAL_SYSTEM_PATHWAY	HSPA2 TUBB3								HSPA2 TUBA1A	HSPA2 TUBA1A TUBB3													HSPA2 TUBA1A	HSPA2 TUBA1A				HSPA2 TUBB4A	HSPA2 TUBB4A						TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A			HSPA2 TUBB3	HSPA2 TUBB3	HSPA2 TUBB3	HSPA2 TUBA1A TUBB3 TUBB4A						
WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION										TUBA1A TUBB3																									TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A						TUBA1A TUBB3 TUBB4A						
WP_PATHWAYS_REGULATING_HIPPO_SIGNALING			CDH22 CDH5 CSF1R	CDH22 CDH5 CSF1R			CDH22 CSF1R					CDH5 CSF1R FLT1													CDH22 CDH5 CSF1R FLT1	CDH22 CDH5 FLT1		CDH22 CDH5 FLT1 NTRK1	CDH5 KIT NTRK1	CDH22 CSF1R FLT1 KIT				CDH5 FLT1					CDH22 KIT					CDH5 CSF1R FLT1	CDH22 CDH5 NTRK1	CDH22 CSF1R FLT1 KIT NTRK1						
WP_PEPTIDE_GPCRS																								SSTR1 SSTR2																												
WP_PHOSPHODIESTERASES_IN_NEURONAL_FUNCTION									PDE2A PDE6B				ADORA2A PDE2A		ADORA2A PDE6B										DRD2 PDE2A PDE6B	ADORA2A PDE2A		PDE2A PDE6B		DRD2 PDE6B																						
WP_PI3KAKT_SIGNALING_PATHWAY						CSH1 CSH2						CSF1R CSH1 CSH2 FLT1																													CSH1 CSH2					CSF1R FLT1 GNG4 KIT NTRK1						
WP_PPAR_SIGNALING_PATHWAY																																	CYP27A1 PLTP										CYP27A1 PLTP		CYP27A1 PLTP	CYP27A1 PLTP						
WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS				CAMK2B CDKN1C						CDKN1C LMX1B															CDKN1C LMX1B	CDKN1C LMX1B				CAMK2B LMX1B		CAMK2B CDKN1C LMX1B	CAMK2B CDKN1C LMX1B							CAMK2B LMX1B			CAMK2B CDKN1C LMX1B									
WP_PURINERGIC_SIGNALING							GNAO1 P2RX6		GNAO1 P2RX6	GNAO1 P2RX6																ADORA2A GNAO1		GNAO1 P2RX6	GNAO1 P2RX6	GNAO1 P2RX6			GNAO1 P2RX6			GNAO1 P2RX6							ADORA2A GNAO1		ADORA2A GNAO1 P2RX6							
WP_RAS_SIGNALING		CSF1R GNG4 PLCG2										CSF1R FLT1																	KIT NTRK1 PLCG2	CSF1R FLT1 GNG4 KIT PLCG2				FLT1 PLCG2											GNG4 NTRK1 PLCG2	CSF1R FLT1 GNG4 KIT NTRK1	GNG4 KIT PLCG2					
WP_RENIN_ANGIOTENSIN_ALDOSTERONE_SYSTEM_RAAS																												AGT CAMK2B					AGT CAMK2B																			
WP_RETINOBLASTOMA_GENE_IN_CANCER										RBP1 SAP30																														RBP1 SAP30												
WP_RETT_SYNDROME_CAUSING_GENES																										GABBR2 GNAO1				GABBR2 GNAO1						GABBR2 GNAO1							GABBR2 GNAO1		GABBR2 GNAO1	GABBR2 GNAO1						
WP_SLEEP_REGULATION											CHRNB2 DRD2														CHRNB2 DRD2																											
WP_SMALL_CELL_LUNG_CANCER				CDKN1C GADD45G															CDKN1C GADD45G																		CDKN1C GADD45G															
WP_SPLICING_FACTOR_NOVA_REGULATED_SYNAPTIC_PROTEINS			GABBR2 MAPK4																											GABBR2 MAPK4										GABBR2 MAPK4			GABBR2 MAPK4	GABBR2 MAPK4								
WP_STRIATED_MUSCLE_CONTRACTION_PATHWAY		ACTN3 TMOD1																					ACTN3 TMOD1	ACTN3 TMOD1													ACTN3 TMOD1															
WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS			CHRNB2 TP73						CHRNB2 SSTR2 TP73	CHRNB2 LMX1B SSTR1	CHRNB2 SSTR2		LMX1B SSTR1											NKX2-2 SSTR1 SSTR2	CHRNB2 LMX1B SSTR1 TP73			NEUROD1 NKX2-2 SSTR2 TP73		LMX1B NEUROD1 SSTR2 TP73			CHRNB2 LMX1B TP73							LMX1B NEUROD1 NKX2-2 SSTR1 TP73			LMX1B SSTR1 TP73	CHRNB2 SSTR2 TP73								
WP_SYNAPTIC_VESICLE_PATHWAY																					CPLX1 SYP					CPLX1 SYP							CPLX1 SYP			CPLX1 SYP	CPLX1 SYP									CPLX1 SYP						
WP_TGFBETA_RECEPTOR_SIGNALING																																												LEFTY1 SMAD9		LEFTY1 SMAD9						
WP_TGFBETA_RECEPTOR_SIGNALLING_IN_SKELETAL_DYSPLASIAS									ADAMTSL2 LEFTY1																ADAMTSL2 LEFTY1	ADAMTSL2 SMAD9		ADAMTSL2 SMAD9				ADAMTSL2 LEFTY1					ADAMTSL2 LEFTY1							LEFTY1 SMAD9		LEFTY1 SMAD9						
WP_TYPE_II_DIABETES_MELLITUS																																								KCNJ11 MAFA			KCNJ11 MAFA									
WP_VEGFAVEGFR2_SIGNALING_PATHWAY												CDH5 DLL4 FLT1																						CDH5 FLT1 MMP2																		
WP_VITAMIN_D_RECEPTOR_PATHWAY																								CD200 NINJ1 SFRP1											CD200 NINJ1																	
WP_WNT_SIGNALING		NOTUM SFRP1 WIF1							CAMK2B NKD1 SFRP1															CAMK2B NOTUM SFRP1 WIF1				CAMK2B NOTUM WIF1		CAMK2B NKD1 NOTUM WIF1			CAMK2B NKD1 NOTUM							CAMK2B NKD1 SFRP1			CAMK2B NKD1 NOTUM	NKD1 NOTUM WIF1							NOTUM SFRP1	
