	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
GO_REGULATION_OF_MICROTUBULE_DEPOLYMERIZATION			MAP1B STMN2												MAP1B STMN2																				MAP1A STMN2	MAP1A NAV3 STMN2			MAP1A NAV3			MAP1A NAV3		MAP1B NAV3 STMN2									MAP1A MAP1B NAV3 STMN2						MAP1B NAV3 STMN2			MAP1A NAV3											
GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION			MAP1B MAP2 STMN2		CDK5R1 TUBB4A										CDK5R1 MAP1B MAP2 STMN2	CDK5R1 MAP2 STMN2			MAP2 NAV3	MAP2 STMN2		CDK5R1 TUBB4A			NAV3 TUBB4A		CDK5R1 NAV3	MAP2 NAV3 TUBB4A							CLIP3 MAP2 STMN2	CLIP3 MAP2 NAV3 STMN2		MAP2 TUBB4A	NAV3 TUBB4A					MAP1B NAV3 STMN2				CLIP3 NAV3		CLIP3 MAP2 NAV3			CDK5R1 CLIP3 MAP1B MAP2 NAV3 STMN2 TUBB4A					CDK5R1 NAV3	CLIP3 MAP1B MAP2 NAV3 STMN2			CDK5R1 NAV3 TUBB4A									CDK5R1 MAP2 NAV3		
GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION			MAP1B MAP2 STMN2	CDK5R1 MAP1A	CDK5R1 MAP1A STMN3 TUBB4A										CDK5R1 MAP1B MAP2 STMN2 STMN3	CDK5R1 MAP2 STMN2						CDK5R1 TUBB4A			NAV3 TUBB4A		CDK5R1 NAV3	MAP2 NAV3 TUBB4A							CLIP3 MAP1A MAP2 STMN2	CLIP3 MAP1A MAP2 NAV3 STMN2		MAP1A MAP2 TUBB4A	MAP1A NAV3 TUBB4A			MAP1A NAV3 STMN3		MAP1B NAV3 STMN2						CLIP3 MAP2 NAV3			CDK5R1 CLIP3 MAP1A MAP1B MAP2 NAV3 STMN2 TUBB4A					CDK5R1 NAV3 STMN3	CLIP3 MAP1B MAP2 NAV3 STMN2			CDK5R1 MAP1A NAV3 TUBB4A	STMN3 TUBB4A								CDK5R1 MAP2 NAV3		
GO_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL																																				ADORA2A BCL2 MLLT11																											BCL2 MLLT11						BCL2 MLLT11				
GO_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY																																												BCL2 TP73														BCL2 TP73				BCL2 TP73											
GO_REGULATION_OF_MITOTIC_CELL_CYCLE																																																															BCL2 CENPE E2F7 FSD1 TUBB4A										
GO_REGULATION_OF_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE															CAMKV CTTNBP2																																												CAMKV CTTNBP2														
GO_REGULATION_OF_MODIFICATION_OF_SYNAPTIC_STRUCTURE															CAMKV CTTNBP2 EPHA4			CTTNBP2 EPHA4		CAMKV EPHA4												CTTNBP2 EPHA4	CTTNBP2 EPHA4			CTTNBP2 EPHA4				CAMKV EPHA4					CTTNBP2 EPHA4			CTTNBP2 EPHA4					CAMKV EPHA4				CAMKV EPHA4		CAMKV CTTNBP2												CTTNBP2 EPHA4		
GO_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION			CSF1R MDK																																																																						
GO_REGULATION_OF_MONOOXYGENASE_ACTIVITY																																				CNR1 GCH1 S100A1											GCH1 S100A1										CNR1 GCH1 S100A1																
GO_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM																						AGT CELSR2										AGT CELSR2 CELSR3 MDK SFRP1 SIX2																																							CELSR2 CELSR3 SFRP1 SIX2		
GO_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE			MDK SFRP1														SFRP1 SIX2			AGT SIX2												AGT MDK SFRP1 SIX2				AGT MDK SIX2		AGT MDK						AGT MDK SIX2				SFRP1 SIX2																					MDK SFRP1		SFRP1 SIX2		
GO_REGULATION_OF_MOTOR_NEURON_APOPTOTIC_PROCESS																CRLF1 MAP3K12																																									CRLF1 MAP3K12						CRLF1 MAP3K12										
GO_REGULATION_OF_MRNA_METABOLIC_PROCESS														CELF5 ELAVL4 SRSF12																																																											
GO_REGULATION_OF_MRNA_PROCESSING														CELF5 SRSF12																																																											
GO_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME														CELF5 SRSF12																																																											
GO_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH														GHRL SPTBN4				DRD2 PTCH1		BCL2 GHRL PTCH1 SPTBN4													BCL2 DRD2 PTCH1							DRD2 GHRL PTCH1 SPTBN4					BCL2 SPTBN4								GHRL PTCH1 SPTBN4																				
GO_REGULATION_OF_MUSCLE_ADAPTATION				CAMK2B NR4A3																																		AGT CAMK2B NR4A3				CAMK2B NR4A3																					CAMK2B NR4A3										
GO_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION																	BOC FGF9 MAPK12 PROX1 RGS4																																													BCL2 DLL1 KIT MAPK12 TNFSF14	BCL2 KIT MAPK12	MAPK12 TNFSF14									
GO_REGULATION_OF_MUSCLE_CONTRACTION				DOCK4 HCN4 KCNB2 KCNJ2											ANK2 CHRNA3 CHRNB4 GHRL KCNB2 KCNJ2 KCNMA1 SLC8A1 SSTR2 TACR3		CHRNB4 GHRL HCN4 KCNJ2 SSTR2	CACNA1C CHRNB4 SSTR2		ANK2 CACNA1C GHRL KCNMA1 TACR3								ANK2 CACNA1C CHRNB4 HCN4				ANK2 CACNA1C CHRNB4 KCNJ2 KCNMA1			ANK2 CHRNB4 KCNB2 KCNJ2 MYBPC3 SLC8A1	ANK2 CACNA1C CHGA CHRNB4 HCN4 KCNB2 KCNJ2 KCNMA1 SLC8A1	CHRNA3 TACR3	CHGA CHRNA3 CHRNB4 KCNB2 KCNMA1 SSTR2	CHRNB4 KCNB2 KIT SLC8A1	CACNA1C CHRNB4 DOCK4 GHRL KCNMA1 KIT SLC8A1 SSTR2 TACR3	KCNMA1 SLC8A1	ANK2 KCNMA1 TACR3		ANK2 CHRNA3 CHRNB4 KCNB2 KCNJ2	ANK2 CACNA1C DOCK4 KCNMA1 SLC8A1		HCN4 KCNJ2 KCNMA1 MYBPC3	ANK2 CHRNA3 KCNJ2 KCNMA1 SLC8A1 TACR3	CACNA1C SLC8A1		ANK2 DOCK4 TACR3	DOCK4 KIT	ANK2 CHRNA3 GHRL HCN4 SLC8A1		CHGA TACR3	ANK2 CHGA KCNMA1 SLC8A1	ANK2 CACNA1C CHRNB4 HCN4 KCNJ2 MYBPC3	CHRNB4 MYBPC3 SLC8A1 SSTR2	CACNA1C KCNB2 KCNJ2 MYBPC3 SLC8A1		MYBPC3 TACR3	ANK2 CHGA CHRNB4 KCNJ2 KIT MYBPC3											
GO_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT					DLL1 FGF9 TP73																																																																				
GO_REGULATION_OF_MUSCLE_SYSTEM_PROCESS				CAMK2B DOCK4 HCN4 KCNB2 KCNJ2 NR4A3	ANK2 CAMK2B CHRNA3 NR4A3						CHRNA3 RGS4				ANK2 CAMK2B CHRNA3 CHRNB4 GHRL KCNB2 KCNJ2 KCNMA1 NR4A3 RGS4 SLC8A1 SSTR2 TACR3		CHRNB4 GHRL HCN4 KCNJ2 NR4A3 RGS4 SSTR2	CACNA1C CHRNB4 SSTR2		AGT ANK2 CACNA1C GHRL KCNMA1 NR4A3 TACR3								ANK2 CACNA1C CHRNB4 HCN4	CAMK2B KCNMA1			AGT ANK2 CACNA1C CHRNB4 KCNJ2 KCNMA1 RGS4				AGT ANK2 CACNA1C CHGA CHRNB4 HCN4 KCNB2 KCNJ2 KCNMA1 SLC8A1		AGT CAMK2B CHGA CHRNA3 CHRNB4 KCNB2 KCNMA1 NR4A3 SSTR2	CHRNB4 KCNB2 KIT SLC8A1	CACNA1C CAMK2B CHRNB4 DOCK4 GHRL KCNMA1 KIT NR4A3 RGS4 SLC8A1 SSTR2 TACR3	KCNMA1 SLC8A1	ANK2 CAMK2B KCNMA1 NR4A3 TACR3		AGT ANK2 CAMK2B CHRNA3 CHRNB4 KCNB2 KCNJ2	AGT ANK2 CACNA1C DOCK4 KCNMA1 SLC8A1			ANK2 CHRNA3 KCNJ2 KCNMA1 RGS4 SLC8A1 TACR3	CACNA1C SLC8A1			DOCK4 KIT	ANK2 CAMK2B CHRNA3 GHRL HCN4 NR4A3 SLC8A1				ANK2 CACNA1C CAMK2B CHRNB4 HCN4 KCNJ2 MYBPC3 NR4A3		AGT CACNA1C KCNB2 KCNJ2 MYBPC3 SLC8A1		MYBPC3 TACR3	ANK2 CHGA CHRNB4 KCNJ2 KIT MYBPC3 NR4A3	CAMK2B CHRNA3 KIT NR4A3										
GO_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION																										DLL1 FBN1																																															
GO_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION																																																							FBN1 GATA2																		
GO_REGULATION_OF_MYOBLAST_DIFFERENTIATION																																																BOC DLL1																									
GO_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT		BRSK2 CLSTN2 COLQ DLL3 NEUROD2 NTNG2 RNF157 SDK1 SERPINI1	CEND1 DRD2 EPHA4 GATA2 GPR173 ID4 ISL1 KIF1A LMX1A LZTS1 MAP1B MAP2 MAP6 MDK NEGR1 PAK3 PAX6 PROX1 SFRP1 STMN2 TTBK1 UNC13A	BRSK2 CAMK2B CCDC88A CDK5R1 CEND1 CHRNB2 DLL1 GDF11 LRRTM3 PAK3 RASAL1 SERPINI1 TP73 TTBK1	BRSK2 CAMK2B CDK5R1 CEND1 CHRNA3 CHRNB2 DLL1 EPHB3 GDF11 GPC2 GPR173 HEYL SCN1B TP73						CHRNA3 DLL3 LRFN1 NKX2-2 PRKD1		ASCL2 CCDC88A CEND1 CHRNB2 EFNB3 EPHA4 GPC2 HECW2 HEYL LZTS1 NEGR1 NEUROD2 NREP PRKD1 RNF157 SERPINI1 SRCIN1	AGT GATA2 GHRL PAX6 RNF157 RTN4RL1	CAMK2B CCDC88A CDK5R1 CHRNA3 CHRNB2 CNR1 CRMP1 EFNB3 EPHA4 EPHB3 GAP43 GHRL GPC2 HEYL IGSF10 ISL1 ISLR2 MAP1B MAP2 MAP6 MMD2 NEGR1 PAX6 PLXNC1 PMP22 PROX1 RET ROBO1 SCN1B SERPINI1 SFRP1 SRCIN1 STMN2 TP73	ASCL1 BRSK1 BRSK2 CDK5R1 CHRNB2 CRMP1 DLL1 DLL3 EFNB3 GAP43 GHRL HES6 ISL1 LRRTM3 MAP2 MAP6 MMD2 NDRG4 NEGR1 NTNG2 PMP22 PRKCH PROX1 RASAL1 SEZ6 SNAP25 SPP1 STMN2	BRSK2 CCDC88A GHRL GPR173 MMD2 NEGR1 PAX6 PMP22 PROX1 RASAL1 RNF157 ROBO1 RTN4RL1 SCN1B SDK1 SEZ6 SFRP1 SNAP25 SRCIN1 TTBK1	ASCL2 CHRNB2 DRD2 EPHA4 GAP43 IGSF10 MMD2 NREP PAX6 PRKCH RAP1GAP2 RNF157 ROBO1 SDK1 SRCIN1 TTBK1		AGT BCL2 BRSK1 EPHA4 GAP43 GHRL ID4 IGSF10 ISL1 LRRTM3 MAP2 NDRG4 NEGR1 NREP PLXNC1 PRKCH RAP1GAP2 RASAL1 RNF157 ROBO1 RTN4RL1 SEZ6 SNAP25 SRCIN1 STMN2 TTBK1		AGT BRSK1 CDK5R1 CEND1 DLL3 NEUROD2 PRKCH	BRSK2 DLL3 NEUROD2	CDK5R1 LRRTM3 NEUROD2	CHRNA3 DLL3 EPHB3 PRKCH SPP1	BRSK2 DLL1 LRRTM3 RAP1GAP2 RASAL1 SERPINI1	CDK5R1 HECW2 LZTS1 PRKCH RNF157 ROBO1 SNAP25	CCDC88A EFNB3 EPHB3 IGSF10 MAP2 MMD2 PLXNC1 RAP1GAP2 RASAL1 ROBO1 SDK1 SNAP25 TTBK1	CAMK2B CEND1 GAP43 GATA2 NKX2-2	ASCL1 CCDC88A DLL3 EPHB3 GATA2 GDF11 LRRTM3 PAX6 SYT4 TOX	GATA2 KIT PAK3 SYT4	AGT BCL2 CEND1 COLQ EPHA4 GAP43 GATA2 HECW2 ID4 IGSF10 ISL1 LMX1A LRRTM3 MAP2 MDK NDRG4 NEGR1 NEUROD2 PAK3 PAX6 RASAL1 ROBO1 RTN4RL1 SFRP1 SNAP25 SRCIN1 TUBB2B	BCL2 BRSK2 CAMK2B CEND1 COLQ DLL3 DRD2 EPHA4 EPHB3 GPR173 HECW2 ID4 LZTS1 MAP2 MAP6 MDK NDRG4 NEGR1 NEUROD2 NKX2-2 NREP PMP22 PRKCH RAP1GAP2 RASAL1 RNF157 RTN4RL1 SDK1 SFRP1 SNAP25 SRCIN1 TOX TUBB2B		ASCL2 BRSK1 BRSK2 CEND1 CHRNB2 CLSTN2 CNR1 DLL1 DRD2 EPHB3 GPR173 HEYL IGSF10 LZTS1 MAP2 NDRG4 NEUROD2 NREP NTNG2 PLXNC1 RASAL1 RNF157 SDK1 SERPINI1 SFRP1 SNAP25 SRCIN1 STMN2 TP73	AGT ASCL2 BCL2 CLSTN2 CNR1 COLQ EFNB3 EPHA4 GAP43 GATA2 HECW2 HEYL IGSF10 MAP2 MAP6 MDK NDRG4 NEGR1 NEUROD2 NREP NTNG2 PAK3 PLXNC1 PROX1 SEZ6 SNAP25 STMN2 TTBK1	ASCL1 CHRNA3 CLSTN2 DLL3 GATA2 KIF1A PAK3 SYT4 UNC13A	AGT CAMK2B CEND1 CHRNA3 GDF11 GPC2 HES6 IGSF10 ISLR2 MAP2 MAP6 MDK NEUROD1 NKX2-2 NREP PMP22 RAP1GAP2 RET SERPINI1 SRCIN1 TP73	CEND1 GDF11 GPC2 HES6 IGSF10 KIT PMP22 RAP1GAP2 SERPINI1 TOX	ASCL2 BRSK2 CAMK2B CCDC88A CDK5R1 DRD2 EFNB3 EPHA4 EPHB3 GAP43 GHRL GPR173 HES6 HEYL ID4 ISL1 ISLR2 KIT LMX1A LRRTM3 LZTS1 MAP6 MDK NEUROD1 NREP NTNG2 PAK3 PLXNC1 PMP22 PROX1 RAP1GAP2 ROBO1 RTN4RL1 SERPINI1 SEZ6 SNAP25 TOX TP73 TTBK1		CAMK2B CEND1 GDF11 GPC2 ID4 RAP1GAP2 RASAL1 RNF157 SCN1B SERPINI1 SEZ6 TOX TP73 UNC13A	ASCL1 CLSTN2 DLL3 KIF1A LRRTM3 PRKD1 TUBB2B UNC13A	AGT BCL2 BRSK1 BRSK2 CAMK2B CEND1 CHRNA3 CHRNB2 CLSTN2 COLQ EFNB3 EPHA4 GAP43 GDF11 HECW2 HEYL ISLR2 LRFN1 MAP1B MDK PLXNC1 PMP22 PRKD1 PROX1 RASAL1 RNF157 RTN4RL1 SDK1 SERPINI1 SNAP25 STMN2 TP73 TTBK1 UNC13A	AGT BCL2 CLSTN2 EPHA4 HECW2 LMX1A PAX6 PRKCH RAP1GAP2 ROBO1 SDK1 SNAP25 SRCIN1	BRSK2 CHRNA3 DLL1 EFNB3 MMD2 NDRG4 NKX2-2 NREP PLXNC1 ROBO1 SDK1 SNAP25 SRCIN1	ASCL1 ASCL2 BCL2 BRSK2 CHRNB2 EFNB3 GPR173 HECW2 ISLR2 LRFN1 MAP6 MMD2 PLXNC1 RASAL1 RET ROBO1 RTN4RL1 SEZ6 SNAP25 SPP1 TOX TTBK1	BRSK2 CHRNA3 DLL1 EPHA4 EPHB3 GAP43 GDF11 GPC2 GPR173 HECW2 HEYL ID4 LMX1A LZTS1 NREP PAX6 RAP1GAP2 RASAL1 ROBO1 SDK1 SFRP1 SRCIN1 TP73 TTBK1		BCL2 EPHB3 GPR173 HES6 IGSF10 MAP2 NEGR1 NREP SEZ6		ASCL2 KIT PRKD1	BRSK2 CAMK2B CCDC88A CDK5R1 CHRNA3 DLL1 DLL3 EFNB3 EPHA4 GDF11 GHRL GPR173 HECW2 HEYL IGSF10 KIF1A LMX1A MAP1B MAP2 MAP6 MMD2 NDRG4 NEGR1 NEUROD1 NEUROD2 NKX2-2 NTNG2 PAX6 PLXNC1 PRKCH RAP1GAP2 RASAL1 RET RNF157 SDK1 SFRP1 SNAP25 STMN2 TOX TP73		ASCL1 CRMP1 GATA2 LRRTM3 PAK3 SYT4 UNC13A	BRSK2 CEND1 DLL3 EFNB3 EPHA4 GAP43 IGSF10 ISLR2 MMD2 NREP PMP22 PRKCH RASAL1 RNF157 ROBO1 RTN4RL1 SDK1 SRCIN1	BRSK1 BRSK2 CAMK2B CLSTN2 CNR1 EFNB3 EPHA4 EPHB3 GPR173 HECW2 HEYL ID4 LZTS1 MAP6 NDRG4 NREP PMP22 PRKCH PROX1 RAP1GAP2 RASAL1 RET SCN1B SDK1 SEZ6 SRCIN1 TP73	BCL2 BRSK2 CDK5R1 CHRNB2 DLL1 EPHB3 GDF11 GPC2 HECW2 HES6 LRFN1 LZTS1 MMD2 PMP22 PROX1 RAP1GAP2 RNF157 SERPINI1 TOX TP73 TTBK1	AGT CEND1 CNR1 GAP43 GATA2 GDF11 HECW2 IGSF10 ISL1 LRRTM3 MAP1B MAP2 MDK NDRG4 NEUROD2 PAX6 PMP22 PROX1 RET RNF157 RTN4RL1 SERPINI1 SEZ6 SPP1 STMN2		BRSK2 EFNB3 EPHA4 GDF11 HES6 NREP PRKD1 SDK1	BCL2 CCDC88A CDK5R1 CHRNB2 CNR1 DLL1 EPHA4 EPHB3 GDF11 GPR173 HECW2 HEYL ISLR2 KIT LRFN1 NREP PRKCH RAP1GAP2 RET RNF157 ROBO1 RTN4RL1 SDK1 SERPINI1 SRCIN1 TP73 TTBK1 UNC13A	BCL2 CAMK2B CHRNA3 KIT LRFN1 PRKCH RNF157 RTN4RL1 SDK1 SERPINI1 SRCIN1	CCDC88A EPHA4 HES6 SPP1 TTBK1		CLSTN2 COLQ DLL3 GPC2 SPP1			BCL2 CDK5R1 CEND1 DLL1 GAP43 GPR173 ID4 MDK NEUROD2 PRKD1 RTN4RL1 SCN1B SFRP1	COLQ CRMP1	CDK5R1 CEND1 CLSTN2 CNR1 EPHA4 HEYL MAP2 NEGR1 NEUROD2 RNF157 RTN4RL1 SFRP1	CLSTN2 DLL3	PRKCH PRKD1 RAP1GAP2 RASAL1 SDK1 TTBK1
GO_REGULATION_OF_NERVOUS_SYSTEM_PROCESS											NPTX2 NPTXR RGS4			AGT GHRL	CHRNB4 CNIH2 GHRL IGSF9B RGS4		CHRNB4 GHRL IGSF9B NPTXR RGS4 STX1A			AGT CNIH2 GHRL IGSF9B STX1A												AGT CHRNB4 CNIH2 IGSF9B RGS4 STX1A				AGT CACNG4 CHRNB4 CNIH2 STX1A				CACNG4 CHRNB4 GHRL IGSF9B NPTXR RGS4 STX1A				AGT CHRNB4 IGSF9B NPTXR STX1A																		CACNG4 CHRNB4 CNIH2 NPTXR STX1A											
GO_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION			CEND1 DRD2 GATA2 MDK PAX6 PROX1											GATA2 PAX6				DRD2 PAX6											CEND1 GATA2	ASCL1 GATA2 PAX6 TOX		CEND1 GATA2 MDK PAX6	CEND1 DRD2 INSM1 MDK TOX				ASCL1 GATA2	CEND1 INSM1 MDK	CEND1 TOX	DRD2 INSM1 MDK PROX1 TOX		CEND1 INSM1 TOX		CEND1 MDK PROX1											ASCL1 GATA2			INSM1 PROX1 TOX	CEND1 GATA2 MDK PAX6 PROX1										CEND1 MDK				
GO_REGULATION_OF_NEUROBLAST_PROLIFERATION			DRD2 PAX6															DRD2 PAX6																																																							
GO_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE			CD200 TTBK1																																									CD200 TTBK1														CD200 TTBK1															
GO_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY			DRD2 UNC13A																	AGT SYP		AGT SYP							CAMK2B SYP		KIT SYT4						SYT4 UNC13A	AGT CAMK2B		CAMK2B DRD2 KIT		CAMK2B UNC13A		AGT CAMK2B SYP UNC13A											SYT4 UNC13A							KIT SYP UNC13A	CAMK2B KIT										
