	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	LTF	MAFA	MAFB	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
GO_REGULATION_OF_INTRACELLULAR_TRANSPORT					BRSK2 CDK5R1 CNIH2 MAP2 MYBPC3																																													
GO_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT		DLG2 KCNB2 KCNJ2 KCNK17 RGS4 S100A1 SLC8A1		DLG2 KCNB2 KCNH7 KCNJ2 KCNK17	CACNA1C CNIH2 DLG2 KCNG1 KCNH8 KCNIP3 KCNJ11 WNK3		FGF14 HCN4 KCNG1 KCNH7 KCNIP3 SCN2A WNK2	AGT ANK2 CACNA1C CACNB2 HECW2 KCNB2 KCNH8 KCNJ2 KCNK17 RGS4 SCN1B SLC8A1 WNK3								HECW2 KCNH3 KCNH6 PLCG2		AGT CACNA1C RGS4		KCNK17 RGS4 S100A1 WNK2				KCNJ2 KCNK17 SCN2A							CACNA1H DRD2 PLCG2 RGS4 SCN1B						CACNA2D1 CACNG4 DPP10 DRD2 HECW2 KCNB2 KCNH7 KCNK16 KCNK17 PLCG2 RGS9		AGT ANK2 CACNA1A CACNA1C CNIH2 DLG2 DPP10 DRD2 FGF14 HCN4 KCNB2 KCNH3 KCNH6 KCNIP3 KCNMA1 RGS4 S100A1 SCN1B				AGT CACNA1C DLG2 KCNH2 KCNJ6 PLCG2		RGS4 S100A1 SCN1B	AGT CACNA1B DPP10 KCNA6 MAPK8IP2	HECW2 KCNA6 KCNJ6 SLC8A1		AGT CNIH2 FGF14 HCN4 KCNH2 KCNJ11 S100A1 SCN1B	
GO_REGULATION_OF_ION_TRANSPORT	CHRNB2 KCNJ2 ROS1 SPTBN4 STXBP1 SV2A	CAMK2B DLG2 KCNB2 KCNJ2 KCNK17 RGS4 S100A1 SLC8A1		DLG2 KCNB2 KCNH7 KCNJ2 KCNK17	CACNA1C CNIH2 DLG2 KCNG1 KCNH8 KCNIP3 KCNJ11 WNK3		FGF14 HCN4 KCNG1 KCNH7 KCNIP3 SCN2A WNK2	AGT ANK2 AVPR1B CACNA1C CACNB2 CNR1 HECW2 KCNB2 KCNH8 KCNJ2 KCNK17 RGS4 SCN1B SLC8A1 SV2A WNK3			BCL2 CHRNA3 CHRNB2 HECW2 S100A1					ADORA2A HECW2 KCNH3 KCNH6 NKAIN1 PLCG2 SLC38A3								KCNJ2 KCNK17 SCN2A				DRD2 KCNIP3 SCN1B SLC38A3 STXBP1		BCL2 CACNA1H HCN4 KCNH6							CACNA2D1 CACNG4 DPP10 DRD2 HECW2 HRH3 KCNB2 KCNH7 KCNK16 KCNK17 NKAIN1 PLCG2 RGS9 ROS1		AGT ANK2 CACNA1A CACNA1C CNIH2 DLG2 DPP10 DRD2 FGF14 HCN4 KCNB2 KCNH3 KCNH6 KCNIP3 KCNMA1 RGS4 S100A1 SCN1B SPTBN4 SV2A		KCNG1 SYT5		ADORA2A AGT AVPR1B CACNA1C DLG2 KCNH2 KCNJ6 NKAIN1 PLCG2		AVPR1B RGS4 S100A1 SCN1B	AGT CACNA1B DPP10 HRH3 KCNA6 MAPK8IP2 ROS1	GCK HECW2 KCNA6 KCNJ6 SLC8A1 SYT5	CNR1 KCNG1 SPTBN4 STXBP1	AGT CAMK2B CNIH2 FGF14 HCN4 KCNH2 KCNJ11 S100A1 SCN1B	
GO_REGULATION_OF_KERATINOCYTE_PROLIFERATION																																											MDK PRKD1							
GO_REGULATION_OF_KIDNEY_DEVELOPMENT								AGT RET										AGT BASP1 SIX2																					AGT BASP1 RET				AGT SIX2						AGT RET	
GO_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS																CSF1R JAM3																																		
GO_REGULATION_OF_LEUKOCYTE_MIGRATION																CSF1R JAM3																																		
GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION											BCL2 CHRNB2																																							
GO_REGULATION_OF_LIPASE_ACTIVITY																																											AGT AVPR1B							
GO_REGULATION_OF_LIPID_KINASE_ACTIVITY																																											PRKD1 VAV3							
GO_REGULATION_OF_LIPID_LOCALIZATION																																											AGT AVPR1B GHRL LRAT							
GO_REGULATION_OF_LIPID_TRANSPORT																						LRAT PTCH1																					AGT AVPR1B GHRL LRAT						AGT LRAT	
GO_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY								AGT SYP																															AGT DRD2 SYP										AGT CAMK2B SYP	
GO_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION									ADCY1 DRD2 EPHA4																	ADCY1 EPHA4											ADCY1 DRD2		DRD2 SCGN											
GO_REGULATION_OF_LYASE_ACTIVITY									DRD2 GABBR2																						DRD2 RD3						DRD2 GABBR2		CACNA1C DRD2				CACNA1C RD3							
GO_REGULATION_OF_MACROAUTOPHAGY							ATP6V1B1 RRAGD																																											
GO_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION								AGT APOB																																										
GO_REGULATION_OF_MACROPHAGE_MIGRATION																															CD200 MDK																			
GO_REGULATION_OF_MAPK_CASCADE																															DRD2 FGF9 FLT1 NEK10 RGS4 SH3RF3 TP73														AVPR1B RGS4 TP73	AGT DUSP26 EPHA8 MAPK10 MAPK8IP2 ROS1 UCHL1				
GO_REGULATION_OF_MAP_KINASE_ACTIVITY								AGT RET RGS4 SFRP1 SPRED3															MAPK10 SFRP1 TP73								FLT1 NEK10 RGS4 TP73														RGS4 TP73	AGT MAPK10 UCHL1				
GO_REGULATION_OF_MAST_CELL_ACTIVATION								CNR1 NR4A3																				CD300LF STXBP1																				CNR1 STXBP1		
GO_REGULATION_OF_MEMBRANE_DEPOLARIZATION								MLLT11 SCN1B																				MLLT11 SCN1B		BCL2 HCN4									HCN4 MLLT11 SCN1B										HCN4 SCN1B	
GO_REGULATION_OF_MEMBRANE_POTENTIAL		IGSF9B KCNJ2 KCNK17 MPP2 RGS4 SEZ6 SLC8A1 STX1A UCN3		ATP1A3 KCNH7 KCNJ2 KCNK17			FGF14 HCN4 KCNH7 SCN2A	ANK2 CACNA1C CACNB2 CNR1 KCNH8 KCNJ2 KCNK17 MLLT11 RGS4 SCN1B SLC8A1 UCN3	ATP1A3 BCL2 DRD2 GABRB3 KCNK3 UCN3		BCL2 CHRNA3 CHRNB2 STX1A					ADORA2A KCNH3 KCNH6		CACNA1C MLLT11 RGS4		ATP1A3 KCNK17 RGS4 STX1A UCN3				KCNJ2 KCNK17 SCN2A						BCL2 CACNA1H HCN4 KCNH6 KCNK3	CACNA1H CHRNB4 DRD2 IGSF9B RGS4 SCN1B	ADORA2A GRIK5 MLLT11					CACNA2D1 CACNG4 DRD2 KCNH7 KCNK16 KCNK17		ANK2 ATP1A3 CACNA1A CACNA1C CNIH2 DRD2 FGF14 GRIK5 HCN4 KCNH3 KCNH6 KCNMA1 KCNMB2 MLLT11 MPP2 RGS4 SCN1B SEZ6 STX1A UCN3	CHRNB4 DRD2 GJD2 HCN4 IGSF9B KCNH3 MPP2			ADORA2A CACNA1C GHRL IGSF9B KCNH2 KCNK3 MLLT11 MPP2 SEZ6	GRIK5 KCNH8	RGS4 SCN1B	ATP1A3 CACNA1B GRIK3 MAPK8IP2		ATP1A3 CNR1 GRIK5	CNIH2 FGF14 HCN4 KCNH2 KCNJ11 MPP2 SCN1B SEZ6	
GO_REGULATION_OF_MEMBRANE_REPOLARIZATION								ANK2 KCNJ2 SCN1B																															ANK2 SCN1B										KCNH2 SCN1B	
GO_REGULATION_OF_MESONEPHROS_DEVELOPMENT																		AGT BASP1 SIX2																					AGT BASP1				AGT SIX2							
GO_REGULATION_OF_METAL_ION_TRANSPORT		CAMK2B KCNJ2 RGS4 S100A1 SLC8A1			CACNA1C KCNG1 KCNIP3 WNK3		FGF14 KCNG1 KCNIP3 WNK2	AGT ANK2 CACNA1C CACNB2 HECW2 KCNJ2 RGS4 SCN1B SLC8A1 WNK3	BCL2 DRD2 HECW2 RGS9		BCL2 HECW2 S100A1					ADORA2A HECW2 NKAIN1 PLCG2		AGT CACNA1C RGS4													DRD2 PLCG2 RGS4 SCN1B						CACNA2D1 DPP10 DRD2 HECW2 NKAIN1 PLCG2 RGS9		AGT ANK2 CACNA1C DPP10 DRD2 FGF14 KCNIP3 RGS4 S100A1 SCN1B SPTBN4				ADORA2A AGT CACNA1C KCNH2 NKAIN1 PLCG2		RGS4 S100A1 SCN1B	AGT CACNA1B DPP10	GCK HECW2 SLC8A1		AGT CAMK2B FGF14 KCNH2 S100A1 SCN1B	
GO_REGULATION_OF_METANEPHROS_DEVELOPMENT																																							BASP1 RET											
GO_REGULATION_OF_MICROTUBULE_BASED_MOVEMENT					CNIH2 MAP2									CCDC40 TTLL6																							DNAH11 TTLL6		CNIH2 MAP2 TTLL6											
GO_REGULATION_OF_MICROTUBULE_BASED_PROCESS					CDK5R1 CNIH2 FSD1 MAP2 MAP6			CLIP3 MAP1A MAP1B NAV3 TTLL6			STMN2 TUBB4A			CCDC40 MAP6 TTLL6				MAP1A MAP6 NAV3										DNAH11 FSD1 STMN3					CCDC40 STMN3				CLIP3 DNAH11 STMN3 TTLL6		CLIP3 CNIH2 MAP1A MAP1B MAP2 MAP6 TTLL6								DNAH11 NAV3		CLIP3 CNIH2 FSD1 MAP1A MAP6	
GO_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION					CDK5R1 FSD1 MAP2 MAP6			CLIP3 MAP1A MAP1B NAV3			STMN2 TUBB4A							MAP1A MAP6 NAV3																					CLIP3 MAP1A MAP1B MAP2 MAP6				CLIP3 MAP6 STMN3						CLIP3 FSD1 MAP1A MAP6	
GO_REGULATION_OF_MICROTUBULE_DEPOLYMERIZATION								MAP1A MAP1B NAV3										MAP1A NAV3																					MAP1A MAP1B											
GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION					CDK5R1 MAP2			CLIP3 MAP1B NAV3			STMN2 TUBB4A																												CLIP3 MAP1B MAP2											
GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION					CDK5R1 MAP2			CLIP3 MAP1A MAP1B NAV3			STMN2 TUBB4A							MAP1A NAV3																			CLIP3 STMN3		CLIP3 MAP1A MAP1B MAP2				CLIP3 STMN3						CLIP3 MAP1A	
GO_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL																																ADORA2A MLLT11											ADORA2A MLLT11							
GO_REGULATION_OF_MITOCHONDRION_ORGANIZATION																																								PDE2A TP73										
GO_REGULATION_OF_MITOTIC_CELL_CYCLE																							CENPE CLSPN E2F7 TP73 WNT9A				CENPE PTCH1 WNT9A													CENPE CLSPN E2F7 TP73 WNT9A										
GO_REGULATION_OF_MODIFICATION_OF_SYNAPTIC_STRUCTURE									CTTNBP2 EPHA4																																									
GO_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM																		AGT SIX2					NKD1 SFRP1																	CELSR2 NKD1			AGT MDK SIX2							
GO_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE								AGT SFRP1										AGT SIX2													MDK SIX2												AGT MDK SIX2						AGT MDK	
GO_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH									BCL2 DRD2 PTCH1																					BCL2 PTCH1																				
GO_REGULATION_OF_MULTI_ORGANISM_PROCESS																					BST2 CNR1																											CNR1 STXBP1		
GO_REGULATION_OF_MUSCLE_ADAPTATION		CAMK2B RGS4						AGT NR4A3 RGS4										AGT RGS4																															AGT CAMK2B	
GO_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION											BCL2 FGF9																			BCL2 BOC FGF9 PROX1	DLL1 FGF9 PROX1 RGS4																			
GO_REGULATION_OF_MUSCLE_CONTRACTION		KCNB2 KCNJ2 SLC8A1		KCNB2 KCNJ2			HCN4 MYBPC3	ANK2 CACNA1C KCNB2 KCNJ2 SLC8A1		ANK2 GHRL								CACNA1C SSTR2												DOCK4 HCN4									ANK2 CACNA1C CHGA HCN4 KCNB2 KCNMA1	CHRNB4 HCN4										
GO_REGULATION_OF_MUSCLE_HYPERTROPHY								AGT NR4A3 RGS4										AGT RGS4																																
GO_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT											BCL2 FGF9												DLL1 TP73							BCL2 FGF9	DLL1 FGF9 RGS4 TP73														RGS4 TP73					
GO_REGULATION_OF_MUSCLE_SYSTEM_PROCESS		CAMK2B KCNB2 KCNJ2 RGS4 SLC8A1		KCNB2 KCNJ2				AGT ANK2 CACNA1C KCNB2 KCNJ2 NR4A3 RGS4 SLC8A1		ANK2 GHRL								AGT CACNA1C RGS4 SSTR2																					AGT ANK2 CACNA1C CHGA HCN4 KCNB2 KCNMA1 RGS4	CHRNB4 HCN4 NR4A3									AGT CAMK2B HCN4	
GO_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	CEND1 CHRNB2 PRKCH SRCIN1	BRSK2 CAMK2B COLQ GAP43 PMP22 SEZ6 SNAP25 SPP1 SRCIN1 TUBB2B			BRSK1 BRSK2 CDK5R1 GPR173 ID4 LRFN1 MAP2 MAP6 RASAL1 RTN4RL1 SNAP25 TTBK1	GPC2 PMP22	MDK NEUROD2 NTNG2 RTN4RL1 SPP1	AGT CCDC88A CNR1 GPC2 GPR173 HECW2 ID4 IGSF10 ISLR2 MAP1B NEUROD2 PAX6 PLXNC1 RET SCN1B SFRP1 SRCIN1	BCL2 CRMP1 DRD2 EPHA4 EPHB3 GAP43 HECW2 IGSF10 UNC13A		BCL2 CHRNA3 CHRNB2 HECW2 PAX6 RNF157 RTN4RL1 STMN2				COLQ MMD2 PRKD1 RAP1GAP2 RTN4RL1	BRSK1 HECW2 NREP PMP22 RTN4RL1 TUBB2B			DRD2 EPHB3 LZTS1 PMP22 RNF157	CCDC88A DLL1 GPC2 IGSF10 ISL1 LMX1A TTBK1		COLQ EFNB3 GDF11 NEGR1 PAX6 PMP22 PRKCH PROX1 ROBO1 RTN4RL1	DLL1 EPHB3 GDF11 RASAL1 RNF157 SFRP1 SRCIN1 TP73			DLL3 EPHA4 PRKCH SDK1 SERPINI1 SRCIN1 TTBK1 TUBB2B		DRD2 EPHB3 NDRG4 NREP SCN1B SPP1		BCL2 EPHB3 KIF1A LZTS1 PROX1 TTBK1 TUBB2B	DLL1 DRD2 HES6 MDK NTNG2 PMP22 PROX1 RNF157 SCN1B SERPINI1 TP73	BRSK1 ISL1 KIF1A NDRG4 PRKCH RNF157 SNAP25	BCL2 EPHA4 EPHB3 HEYL PAX6				DRD2 GPC2 HECW2 ID4 MDK NEGR1 RAP1GAP2 SERPINI1 SPP1 TOX TTBK1	CDK5R1 CEND1 MMD2 NEGR1 PLXNC1 RNF157 ROBO1 TTBK1	AGT BRSK1 CCDC88A CEND1 COLQ DRD2 EFNB3 GAP43 GPR173 ID4 IGSF10 ISL1 LMX1A LRRTM3 MAP1B MAP2 MAP6 MDK NDRG4 NEUROD2 RASAL1 RET SCN1B SEZ6 SNAP25 SPP1 SRCIN1 TUBB2B	CCDC88A CRMP1 DRD2 GPR173 RASAL1 TP73 TUBB2B		GAP43 RET	AGT ASCL2 BRSK1 CEND1 GHRL GPC2 HES6 ID4 ISL1 MAP6 MDK NDRG4 NEUROD1 PMP22 PRKD1 RASAL1 SEZ6	ISLR2 NTNG2 TTBK1	ISLR2 SCN1B TP73		DLL3 HECW2 NREP RNF157 ROBO1 TUBB2B		AGT CAMK2B EFNB3 HES6 LRFN1 LZTS1 MAP6 MDK RET SCN1B SEZ6	
GO_REGULATION_OF_NERVOUS_SYSTEM_PROCESS		IGSF9B RGS4 STX1A												NPTX2 STX1A				AGT RGS4		RGS4 STX1A											CHRNB4 IGSF9B RGS4								AGT CNIH2 RGS4 STX1A	CHRNB4 IGSF9B			AGT GHRL IGSF9B NPTX2							
GO_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION									DRD2 INSM1													PAX6 PROX1									DRD2 MDK PROX1						DRD2 MDK TOX	CEND1 INSM1	CEND1 DRD2 MDK				CEND1 MDK							
GO_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY								AGT SYP	DRD2 UNC13A																														AGT DRD2 SYP										AGT CAMK2B SYP	
GO_REGULATION_OF_NEURON_DIFFERENTIATION		BRSK2 CAMK2B PMP22 SEZ6 SNAP25 SPP1 SRCIN1 TUBB2B	GPC2 RAP1GAP2 SCN1B SDK1		BRSK1 BRSK2 CDK5R1 ID4 MAP2 MAP6 RASAL1 RTN4RL1 SNAP25	GPC2 PMP22	MDK NEUROD2 NTNG2 RTN4RL1 SPP1	AGT CCDC88A CNR1 GPC2 HECW2 ID4 ISLR2 MAP1B NEUROD2 PAX6 PLXNC1 RET SCN1B SFRP1 SRCIN1	BCL2 CRMP1 EPHA4 EPHB3 HECW2 UNC13A		BCL2 CHRNA3 CHRNB2 HECW2 PAX6 RNF157 RTN4RL1 STMN2				MMD2 PRKD1 RAP1GAP2 RTN4RL1	BRSK1 HECW2 NREP PMP22 RTN4RL1 TUBB2B		AGT MAP6 RTN4RL1 SNAP25	EPHB3 LZTS1 PMP22 RNF157	CCDC88A DLL1 GPC2 ISL1 LMX1A	CNR1 RNF157	EFNB3 GDF11 NEGR1 PAX6 PMP22 PROX1 ROBO1 RTN4RL1	DLL1 EPHB3 GDF11 RASAL1 RNF157 SFRP1 SRCIN1 TP73			EPHA4 SDK1 SERPINI1 SRCIN1 TUBB2B		EPHB3 NDRG4 NREP SCN1B SPP1		BCL2 EPHB3 KIF1A LZTS1 PROX1 TUBB2B	DLL1 MDK NTNG2 PMP22 PROX1 RNF157 SCN1B SERPINI1 TP73	BRSK1 ISL1 KIF1A NDRG4 RNF157 SNAP25	BCL2 EPHA4 EPHB3 HEYL PAX6				GPC2 HECW2 ID4 MDK NEGR1 RAP1GAP2 SERPINI1 SPP1 TOX	CDK5R1 MMD2 NEGR1 PLXNC1 RNF157 ROBO1	AGT BRSK1 CCDC88A EFNB3 ID4 ISL1 LMX1A MAP1B MAP2 MAP6 MDK NDRG4 NEUROD2 RASAL1 RET SCN1B SEZ6 SNAP25 SPP1 SRCIN1 TUBB2B	CCDC88A CRMP1 RASAL1 TP73 TUBB2B			AGT BRSK1 GPC2 ID4 ISL1 MAP6 MDK NDRG4 NEUROD1 PMP22 PRKD1 RASAL1 SEZ6		ISLR2 SCN1B TP73		HECW2 NREP RNF157 ROBO1 TUBB2B		AGT CAMK2B EFNB3 LZTS1 MAP6 MDK RET SCN1B SEZ6	
GO_REGULATION_OF_NEURON_MIGRATION							MDK NTNG2	GPR173 IGSF10																							MDK NTNG2								GPR173 IGSF10 MDK										CAMK2B MDK	
GO_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT		BRSK2 CAMK2B PMP22 SEZ6 SNAP25 SPP1 SRCIN1 TUBB2B	GPC2 RAP1GAP2 SCN1B SDK1		BRSK1 BRSK2 CDK5R1 MAP2 MAP6 RASAL1 RTN4RL1 SNAP25	GPC2 PMP22	MDK NTNG2 RTN4RL1 SPP1	AGT CCDC88A CNR1 GPC2 HECW2 ISLR2 MAP1B PLXNC1 RET SCN1B SFRP1 SRCIN1	CRMP1 EPHA4 EPHB3 HECW2 UNC13A		CHRNA3 CHRNB2 HECW2 RNF157 RTN4RL1 STMN2				PRKD1 RAP1GAP2 RTN4RL1	BRSK1 HECW2 PMP22 RTN4RL1 TUBB2B		AGT MAP6 RTN4RL1 SNAP25	EPHB3 LZTS1 PMP22 RNF157		CNR1 RNF157	EFNB3 NEGR1 PMP22 ROBO1 RTN4RL1	EPHB3 RASAL1 RNF157 SFRP1 SRCIN1	ISLR2 RET		EPHA4 SDK1 SERPINI1 SRCIN1 TUBB2B		EPHB3 NDRG4 SCN1B SPP1		EPHB3 KIF1A LZTS1 TUBB2B	MDK NTNG2 PMP22 RNF157 SCN1B SERPINI1	BRSK1 KIF1A NDRG4 RNF157 SNAP25	EPHA4 EPHB3				GPC2 HECW2 MDK NEGR1 RAP1GAP2 SERPINI1 SPP1 TOX	CDK5R1 NEGR1 PLXNC1 RNF157 ROBO1	AGT BRSK1 CCDC88A EFNB3 MAP1B MAP2 MAP6 MDK NDRG4 RASAL1 RET SCN1B SEZ6 SNAP25 SPP1 SRCIN1 TUBB2B	CCDC88A CRMP1 RASAL1 TUBB2B			AGT BRSK1 GPC2 MAP6 MDK NDRG4 PMP22 PRKD1 RASAL1 SEZ6	ISLR2 NTNG2	ISLR2 SCN1B		HECW2 RNF157 ROBO1 TUBB2B	CNR1 NEGR1 RAP1GAP2	AGT CAMK2B EFNB3 LZTS1 MAP6 MDK RET SCN1B SEZ6	
GO_REGULATION_OF_NEURON_PROJECTION_REGENERATION							RTN4RL1 SPP1																																											
GO_REGULATION_OF_NEUROTRANSMITTER_LEVELS	CHRNB2 PRKCG STXBP1 SV2A	COLQ PRKCG SLC18A1 SNAP25 STX1A SYN1	ADCY1 CADPS		BAIAP3 BRSK1 LIN7A SNAP25 SYN1 SYP			BAIAP3 CACNB2 CNR1 CPLX2 PRKCG STXBP5L SV2A SYP	ADCY1 DRD2 UNC13A		ADCY1 CHRNA3 CHRNB2 SLC18A1 STX1A STXBP5L			ADCY1 PRKCG STX1A STXBP1 STXBP5L SYT5					CPLX1 DRD2	STX1A SYN1 SYP												ADORA2A BRSK1 GRIK5 LIN7A SNAP25		CPLX1 SV2A			ADCY1 CPLX1 DRD2 HRH3		BAIAP3 BRSK1 COLQ CPLX2 DRD2 GRIK5 SLC18A1 SNAP25 STX1A STXBP5L SV2A SYP	CADPS CHRNB4 DRD2	STXBP5L SYP SYT5		ADORA2A BAIAP3 BRSK1 SYN1					CNR1 CPLX2 GRIK5 STXBP1 SYP		
GO_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY					CNIH2 DLG2																																CACNG4 RGS9						DLG2 NPTX2							
GO_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	CHRNB2 PRKCG STXBP1	PRKCG STX1A SYN1			BAIAP3 SYN1 SYP			BAIAP3 CACNB2 CNR1 CPLX2 PRKCG STXBP5L SYP	ADCY1 DRD2 UNC13A		ADCY1 CHRNA3 CHRNB2 STX1A STXBP5L			ADCY1 PRKCG STX1A STXBP1 STXBP5L					CPLX1 DRD2	STX1A SYN1 SYP								DRD2 STXBP1			CHRNB4 DRD2	ADORA2A GRIK5					ADCY1 CPLX1 DRD2		BAIAP3 CPLX2 DRD2 GRIK5 STX1A STXBP5L SYP	CHRNB4 DRD2	STXBP5L SYP		ADORA2A BAIAP3 SYN1					CNR1 CPLX2 GRIK5 STXBP1 SYP		
GO_REGULATION_OF_NEUTROPHIL_CHEMOTAXIS																																							JAM3 MDK				JAM3 MDK							
GO_REGULATION_OF_NEUTROPHIL_MIGRATION																																							JAM3 MDK				JAM3 MDK							
GO_REGULATION_OF_NMDA_RECEPTOR_ACTIVITY					CNIH2 DLG2																																		CNIH2 DLG2											
GO_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY																							NKD1 SFRP1																											
GO_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT																IFI27 MX2																																		
GO_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS																															CBFA2T3 RD3																			
GO_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION																															MDK TP73						ID4 MDK		ID4 MDK				ID4 MDK							
GO_REGULATION_OF_ORGANELLE_ASSEMBLY												DZIP1 PROX1																																						
GO_REGULATION_OF_ORGANELLE_ORGANIZATION								CCDC88A CLIP3 CPLX2 DZIP1 HECW2 JAM3 LIMCH1 MAP1A MAP1B MLLT11 NAV3 PDE2A RGS4 RTEL1 SFRP1 TET1 TMOD2			BCL2 EVL HECW2 LIMCH1 STMN2 TMOD2 TUBB4A							MAP1A MAP6 MLLT11 NAV3 RGS4 TMEFF2 TRPM2							CPLX2 RTEL1																				RGS4 TP73			CPLX2 CSF1R GRIK5 SPTBN4 STMN3 STXBP1		
GO_REGULATION_OF_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE					CNIH2 MAP2																																		CNIH2 MAP2											
GO_REGULATION_OF_ORGANIC_ACID_TRANSPORT	STXBP1 SV2A							AGT AVPR1B RGS4 SV2A						SLC38A3 STXBP1		ADORA2A SLC38A3		AGT RGS4										SLC38A3 STXBP1											AGT RGS4 SV2A				ADORA2A AGT AVPR1B		AVPR1B RGS4	AGT HRH3				
GO_REGULATION_OF_ORGAN_GROWTH																		BASP1 RGS4												FGF9 PROX1	FGF9 PROX1 RGS4 TP73														RGS4 TP73					
GO_REGULATION_OF_OSSIFICATION																														BCL2 PTCH1													MDK PRKD1 SIX2							
GO_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY																																																	AGT S100A1	
GO_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY							CD300LF RSAD2																																											
GO_REGULATION_OF_PEPTIDASE_ACTIVITY																		AGT SPOCK3 ST18								EPHA4 SERPINI1 TNFSF14 TTBK1																				AGT BST2 NAIP PCSK1N	PCSK1N ROBO1 SPOCK3			
GO_REGULATION_OF_PEPTIDE_HORMONE_SECRETION		BRSK2 SNAP25 STX1A UCN3			BAIAP3 BRSK2 CACNA1C KCNJ11 RAPGEF4 RFX6 SNAP25			BAIAP3 CACNA1C CNR1 SFRP1 STXBP5L UCN3	APLN DRD2 FFAR2 UCN3	ADCY5 GHRL	ADCY5 APLN STX1A STXBP5L			CHGA STX1A STXBP5L		APLN FFAR2		CACNA1C SNAP25		ISL1 ITPR1 STX1A UCN3									DRD2 RAPGEF4	APLN ITPR1		ISL1 SNAP25			APLN ITPR1				ABCC8 BAIAP3 CACNA1A CACNA1C CHGA DRD2 ISL1 SNAP25 STX1A STXBP5L UCN3	APLN DRD2	ISL1 STXBP5L		BAIAP3 CACNA1C GHRL ISL1 NEUROD1 RFX6				FFAR2 GCK		APLN ITPR1 KCNJ11	
GO_REGULATION_OF_PEPTIDE_SECRETION		BRSK2 SNAP25 SRCIN1 STX1A UCN3			BAIAP3 BRSK2 CACNA1C KCNJ11 RAPGEF4 RFX6 RSAD2 SNAP25			BAIAP3 CACNA1C CNR1 SFRP1 SRCIN1 STXBP5L UCN3	APLN DRD2 FFAR2 UCN3		ADCY5 APLN STX1A STXBP5L			CHGA STX1A STXBP5L		ADORA2A APLN CSF1R FFAR2				ISL1 ITPR1 STX1A UCN3									DRD2 RAPGEF4	APLN CSF1R ITPR1		ADORA2A ISL1 SNAP25			APLN ITPR1				ABCC8 BAIAP3 CACNA1A CACNA1C CHGA DRD2 ISL1 SNAP25 SRCIN1 STX1A STXBP5L UCN3		ISL1 STXBP5L		ADORA2A BAIAP3 CACNA1C GHRL ISL1 NEUROD1 RFX6							
GO_REGULATION_OF_PEPTIDE_TRANSPORT		BRSK2 SNAP25 SRCIN1 STX1A UCN3			BAIAP3 BRSK2 CACNA1C CDK5R1 KCNJ11 RAPGEF4 RFX6 RSAD2 SNAP25						ADCY5 APLN BCL2 STX1A STXBP5L					ADORA2A APLN CSF1R FFAR2 IFI27					CNR1 IFI27						CDK5R1 KCNJ11 SRCIN1			APLN BCL2 CSF1R ITPR1									ABCC8 BAIAP3 CACNA1A CACNA1C CHGA DRD2 ISL1 SNAP25 SRCIN1 STX1A STXBP5L UCN3		ISL1 STXBP5L		ADORA2A BAIAP3 CACNA1C GHRL ISL1 NEUROD1 RFX6							
