	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	MAFA	MAFB	NEUROD1	NEUROD2	NEUROG3	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
REACTOME_PHASE_2_PLATEAU_PHASE					CACNA1C CACNG6			CACNA1C CACNA2D2 CACNB2 CACNB4												CACNB4 KCNE4	CACNB4 KCNE4	CACNA1C CACNG6														CACNA2D1 CACNG4		CACNA1C CACNB4 CACNG7				CACNA1C CACNB4							CACNA1C CACNA2D2
REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL		KCNJ2 KCNK17		KCNJ2 KCNK17				KCNJ2 KCNK17																	KCNJ2 KCNK17											KCNK16 KCNK17													
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS											PODXL2 SULT2A1						GLYATL3 GSTA2 NNMT		NNMT SULT1A4 SULT2A1			GGT5 GSTM2 NNMT	GGT5 GSTA2 SULT1A4 SULT2A1									NNMT SULT1A4																GSTM2 PODXL2 SULT1A4 SULT2A1 TPST2	
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2																																						FGF17 FGF9											
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4								FGF17 KLB																				FGF17 KLB										FGF17 FGF9 KLB											
REACTOME_PI_3K_CASCADE_FGFR1																																						FGF17 FGF9											
REACTOME_PI_3K_CASCADE_FGFR2																																						FGF17 FGF9											
REACTOME_PI_3K_CASCADE_FGFR3																																						FGF17 FGF9											
REACTOME_PI_3K_CASCADE_FGFR4								FGF17 KLB																				FGF17 KLB										FGF17 FGF9 KLB											
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING											ADCY1 ADCY5																																						
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB											ADCY1 ADCY5																																						
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY								APOB APOC3																				APOA1 APOC3																					
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE																												APOA1 APOC3																		LIPC PLTP			
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE																					APOA1 LIPC																												
REACTOME_PLASMA_LIPOPROTEIN_REMODELING								APOB APOC3													APOA1 LIPC							APOA1 APOC3																		LIPC PLTP			
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION																ABCC4 ITPR1 PLCG2						ABCC4 PRKCH SPARC TRPC6 VAV3			APOA1 TRPC7									ITPR1 PRKCH															
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS							TRPC6 TRPC7	SLC8A1 TRPC6													ITPR1 P2RX6																					P2RX6 TRPC7						ITPR1 P2RX6	
REACTOME_PLATELET_HOMEOSTASIS							TRPC6 TRPC7	APOB KCNMB3 PDE2A SLC8A1 TRPC6												KCNMB3 TRPC6										GNG4 ITPR1								GNG2 GNG4 KCNMA1 KCNMB2 KCNMB3								GNG2 SLC8A1		ITPR1 P2RX6 PDE2A	
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY		TUBB2B TUBB3																																				TUBA1A TUBB2B								TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS							NTNG2 RTN4RL1																																										
REACTOME_POTASSIUM_CHANNELS		KCNB2 KCNJ2 KCNK17	KCNAB2 KCNF1 KCNMB2	KCNB2 KCNH7 KCNJ2 KCNK17	KCNG1 KCNH8 KCNJ11 KCNN3		HCN4 KCNG1 KCNH7 KCNJ3	KCNB2 KCNC1 KCNF1 KCNH8 KCNJ2 KCNJ3 KCNK17 KCNMB3			KCNC1 KCNMB3						GNG2 KCNH3 KCNH6		KCNC1 KCNJ3	KCNAB2 KCNMB3	KCNAB2 KCNJ3 KCNK17				KCNJ2 KCNK17	KCNC1 KCNF1 KCNG1 KCNJ3 KCNMB3	GABBR2 KCNJ11			GNG4 HCN4 KCNH6 KCNK3		GNG4 KCNAB2		KCNAB2 KCNH7		GABBR2 KCNB2 KCNH7 KCNK16 KCNK17		ABCC8 GNG2 GNG4 HCN4 KCNB2 KCNH3 KCNH6 KCNJ3 KCNMA1 KCNMB2 KCNMB3 KCNN3	HCN4 KCNAB2 KCNH3			KCNF1 KCNH2 KCNJ6 KCNK3				GNG2 KCNA6 KCNJ6		HCN4 KCNF1 KCNH2 KCNJ11	
REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING								CACNA1E CACNA2D2 CACNB2 CACNB4																						CACNA1E CACNA2D2								CACNA1A CACNB4											
REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS																																						GNG2 GNG4											
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR																																						GNG2 GNG4											
REACTOME_PROTEIN_FOLDING		RGS11 TUBB2B TUBB3																												GNG4 TUBB2B								GNAO1 GNG2 GNG4 TUBA1A TUBB2B								GNG2 TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES		DLG2 STX1A SYT2		DLG2 GRIN2C NRXN2	BEGAIN DLG2 LIN7A LRFN1 LRFN2 NRXN2					BEGAIN DLG2 SLITRK6					STX1A STXBP1						LRFN2 SLITRK6 STX1A		SLITRK6 SYT2									DLG2 LIN7A	LRFN2 SLITRK6					BEGAIN DLG2 LRRTM3 NRXN2 SLITRK6 STX1A				BEGAIN DLG2 LRFN2 NRXN2 SYT2							
REACTOME_RAP1_SIGNALLING																																				RAP1GAP2 RAPGEF4													
REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR		CAMK2B DLG2 NEFL																																														CAMK2B GRIN1	
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES																																														TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_RECYCLING_PATHWAY_OF_L1		TUBB2B TUBB3			DNM3 TUBB3																																									TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT																						AKT3 PAX6																				NEUROD1 NEUROG3 RFX6							
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS																						AKT3 PAX6																				NEUROD1 RFX6							
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS																																										NEUROD1 NEUROG3							
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE																												HSPA12A NUP210		HSPA2 HSPA6																			
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS_					CHGB NOTUM SCG3					EVA1A VCAN									MMP2 SCG3 SERPINA10		APOA1 PAPPA2 SCG2 SERPINA10				APOA1 PAPPA2			APOA1 SPP1 VGF	EVA1A FBN1							MMP2 SERPINA10 SPP1		PAPPA2 SERPINA10 SPP1 VCAN VGF										NOTUM SCG3 SERPINA10 VGF	
REACTOME_REGULATION_OF_INSULIN_SECRETION		SNAP25 STX1A			CACNA1C KCNJ11 RAPGEF4 SNAP25			CACNA1C CACNA1E CACNA2D2 CACNB2			ADCY5 STX1A				STX1A STXBP1 SYT5				CACNA1C CACNA1E SNAP25			CACNA1C CACNA1E								CACNA1E CACNA2D2 GNG4 ITPR1		GNG4 SNAP25						ABCC8 CACNA1A CACNA1C FFAR1 GNG2 GNG4 SNAP25 STX1A								GNG2 SYT5			CACNA1C CACNA2D2
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA																			AGT SULT2A1																														
REACTOME_REGULATION_OF_SIGNALING_BY_NODAL																					CFC1 LEFTY1																												
REACTOME_REPRODUCTION																																CATSPERB HSPA2 MSH5																	
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION												CENPE SPC25 TUBA1A																					CENPE DYNC1I1	DYNC1I1 TUBA1A												DYNC1I1 TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_RETINOID_CYCLE_DISEASE_EVENTS																	LRAT TTR					LRAT RBP1																											
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING					DNM3 NTRK1																																												
REACTOME_RET_SIGNALING								DOK6 GFRA1 GFRA3 RET													GFRA3 SHC3																	DOK6 RET SHC3											
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS											EVL TUBB4A	CENPE SPC25 TUBA1A																					CENPE DYNC1I1	DYNC1I1 TUBA1A												DYNC1I1 EVL TUBB2B TUBB3			
REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS		TUBB2B TUBB3																																												TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_RHO_GTPASE_EFFECTORS												CENPE CIT PPP1R14A SPC25 TUBA1A																																		DYNC1I1 EVL KIF5A TUBB2B TUBB3			
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS																ITPR1 PLCG2																																	
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN_1_SIGNALING							TRPC6 TRPC7																																										
REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES							ATP6V1B1 ATP6V1G2																																									ATP6V0E2 ATP6V1B1	
REACTOME_RUNX2_REGULATES_GENES_INVOLVED_IN_CELL_MIGRATION		AKT3 MMP13						ITGBL1 MMP13														AKT3 MMP13																AKT3 ITGBL1											
REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS								APOB COL1A2													APOA1 COL1A2																												
REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III		TUBB2B TUBB3																																												TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_SELECTIVE_AUTOPHAGY		TUBB2B TUBB3															DYNC1I1 TUBB2B																	DYNC1I1 TUBA1A												DYNC1I1 TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_SEMAPHORIN_INTERACTIONS			DPYSL3 DPYSL4						CRMP1 DPYSL3																												CDK5R1 PLXNC1												
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS												CENPE SPC25 TUBA1A			CENPE UBE2S																		CENPE DYNC1I1 UBE2S	DYNC1I1 TUBA1A												DYNC1I1 TUBB2B TUBB3			
REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE		SNAP25 STX1A SYN1			SNAP25 SYN1										STX1A STXBP1						STX1A SYN1																	SNAP25 STX1A											
REACTOME_SHC_MEDIATED_CASCADE_FGFR1																																						FGF17 FGF9											
REACTOME_SHC_MEDIATED_CASCADE_FGFR3																																						FGF17 FGF9											
REACTOME_SHC_MEDIATED_CASCADE_FGFR4								FGF17 KLB																				FGF17 KLB										FGF17 FGF9 KLB											
REACTOME_SIALIC_ACID_METABOLISM								ST6GALNAC5 ST8SIA3																																									
REACTOME_SIGNALING_BY_BRAF_AND_RAF_FUSIONS		CAMK2B FAM131B																				FAM131B KIAA1549																										CAMK2B FAM131B	
REACTOME_SIGNALING_BY_ERBB4									GABRB3 GABRG2 SPARC																																								
REACTOME_SIGNALING_BY_FGFR																												FGF17 KLB																					
REACTOME_SIGNALING_BY_FGFR4																												FGF17 KLB										FGF17 FGF9 KLB											
REACTOME_SIGNALING_BY_GPCR								AGT APOB APOC3 AVPR1B CCL19 CHRM4 CNR1 CRH CYSLTR2 GIP GPC2 MLN PDE2A PRKCG RGS11 RGS16 RGS4 SST SSTR3 TRPC6 UCN3	ADCY1 APLN BRS3 DRD2 FFAR2 GABBR2 PTCH1 PYY RGS11 RGS16 RGS9 SST SSTR5 TRPC6 UCN3															BRS3 FZD4 UTS2B			CCR6 CRH GABBR2 PTCH1 SSTR1 WNT9A		CLPS DRD2 GPC6 RBP2 TRPC6 TTR									ADCY2 AGT AKT3 BRS3 CCL19 DRD2 ECE2 FFAR1 FZD4 GAST GIP GNAO1 GNG2 GNG4 GPBAR1 GPC6 LRAT NPW NTS PDE6B PDE8B PYY RBP2 REEP2 RGS14 RGS4 TAC3 UCN3						AVPR1B CRH GAST GPC6 RGS16 RGS4 SCT TAC1			CHRM4 CNR1 CRH GAL PDE6B REEP2 SSTR3 WNT9A	AGT APLN BRS3 CAMK2B ECE2 GPBAR1 ITPR1 LRAT MLN NPW PDE2A PTHLH RGS11 SSTR5 TAC3	
REACTOME_SIGNALING_BY_HEDGEHOG											ADCY1 ADCY5 TUBB4A				ADCY1 DZIP1												DZIP1 PTCH1			ADCY1 BOC PTCH1 TUBB2B																			
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR							ATP6V1B1 ATP6V1G2	ATP6V1G2 FGF17 KLB												ATP6V1G2 KLB								FGF17 KLB									ATP6V0E2 KLB	ATP6V0E2 ATP6V1G2 FGF17 FGF9 KLB	ATP6V1B1 KL										
REACTOME_SIGNALING_BY_MET																						HGFAC LRIG1																											
REACTOME_SIGNALING_BY_NODAL																					CFC1 LEFTY1																												
REACTOME_SIGNALING_BY_NOTCH1					DNER DTX1 HEY1																		DLL1 DTX1																										
REACTOME_SIGNALING_BY_NOTCH1_HD_DOMAIN_MUTANTS_IN_CANCER																															DLL1 DLL4																		
REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER									DLL4 HEY1																						DLL1 DLL4					DLL4 HEY1													
REACTOME_SIGNALING_BY_NOTCH1_T_7_9_NOTCH1_M1580_K2555_TRANSLOCATION_MUTANT																															DLL1 DLL4																		
REACTOME_SIGNALING_BY_NOTCH2																															DLL1 DLL4 MDK					DLL4 MDK													
REACTOME_SIGNALING_BY_NOTCH3									DLL4 HEY1																						DLL1 DLL4					DLL4 HEY1													
REACTOME_SIGNALING_BY_NTRKS					ARC CDK5R1 CDK5R2 DNM3 ID4 NTRK1										ARC MAPK12										DNM3 TPH1		ARC CDK5R1 VGF					ADORA2A CDK5R2 NTRK2			DNM3 SHC3			CDK5R2 ID4 MAPK12 SHC3 VGF				ADORA2A ARC CDK5R2 ID4 NTRK2 VGF							
REACTOME_SIGNALING_BY_PDGF							PDGFD SPP1																															PDGFD SPP1 THBS4	PDGFD THBS4										
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES					ARC ATP6V1B1 CDK5R1 CDK5R2 DNM3 ID4 NTRK1 SOCS1		ADAM12 ATP6V1B1 ATP6V1G2 NTRK1 PDGFD SOCS1 SPP1		ARC ATP6V1G2 CDH5 FGF17 GABRB3 GABRG2 IGF2 LRIG1 PDGFD PGF SPARC					GABRB3 ITPR1						ATP6V1G2 FLT1 KLB LRIG1 SPARC		AKT3 ATP6V1B1 HGFAC LRIG1 NTRK1 NTRK2 PDGFD SPARC VAV3					ARC CDK5R1 GRAP2 VGF	FGF17 KLB LRIG1 MAPK12 SPP1 VGF		CDH5 FGF9 ITPR1 LRIG1 PGF	CDH5 DNM3 FGF9 FLT1 HGFAC PGF SOCS1			ADAM12 CDH5 ITPR1 NTRK2		ADAM12 AKT3 ARC ATP6V1G2 FLT1 ID4 SOCS1 SPP1		ADAM12 AKT3 ATP6V0E2 ATP6V1G2 CDK5R2 COL1A2 FGF17 FGF9 GABRA1 ID4 KLB MAPK12 PDGFD SHC3 SPP1 THBS4 VGF				ADORA2A ARC CDH5 CDK5R2 CXCL12 GABRA1 ID4 NTRK2 SOCS1 VAV3 VGF							
REACTOME_SIGNALING_BY_RHO_GTPASES												CENPE CIT PPP1R14A SPC25 TUBA1A						DYNC1I1 STARD8					ARHGAP24 CENPE CIT NOXO1 TUBB3 VAV3																							ARHGAP24 DYNC1I1 EVL KIF5A TUBB2B TUBB3			
REACTOME_SIGNALING_BY_SCF_KIT				GRAP2 SOCS1																																													
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR_																ITPR1 PLCG2																																	
REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R_									FGF17 IGF2																			FGF17 KLB										FGF17 FGF9 KLB											
REACTOME_SIGNALING_BY_VEGF																														CDH5 ITPR1 PGF	CDH5 FLT1 PGF			CDH5 ITPR1															
REACTOME_SIGNALLING_TO_RAS																																						MAPK12 SHC3											
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT																									SLC14A2 SLC18A1																								
REACTOME_STIMULI_SENSING_CHANNELS		NALCN TRPM2 UNC79		TRPC7 TRPM2			TRPC6 TRPC7 WNK2	ASIC4 CLCA4 CLCNKA NALCN TRPC6 TRPM3 UNC79 UNC80 WNK3	CLCA1 TRPC6 TRPM2	CLCA1 CLCA4 TRPM3	CLCA4 UNC80	ASIC1 CLCN4 CLCNKA WNK3									ASIC1 UNC79 UNC80 WNK2	CLCNKA MCOLN3 TRPC6																ASIC1 ASIC4 CLCA4 MCOLN3 NALCN TRPM3 UNC80											
REACTOME_STRIATED_MUSCLE_CONTRACTION							MYBPC2 MYBPC3	MYBPC2 TMOD2	MYBPC3 TMOD2		TMOD1 TMOD2																										MYBPC2 TMOD1											ACTN3 TMOD1	
REACTOME_SURFACTANT_METABOLISM																							PGA3 SFTPA2		PGA5 SFTPA2																	ADORA2A PGA3 PGA4							
REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES					LRFN1 LRFN2																																											GRIN1 LRFN1	
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS									CYP27A1 OSBPL6																																								
REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX_																																										DPEP1 GGT5							
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS																					ACSL6 ELOVL4																												
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN																																						MBOAT4 PCSK1 SEC11C				GHRL PCSK1 SEC11C							
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCAGON_LIKE_PEPTIDE_1_GLP_1_																						PAX6 PCSK1																FFAR1 PCSK1 SEC11C				PCSK1 SEC11C							
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP_								GIP PAX6			GIP PAX6										GIP ISL1	PAX6 PCSK1																FFAR1 GIP ISL1 PCSK1 SEC11C				ISL1 PCSK1 SEC11C							
REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS																																				KCNK16 KCNK17													
REACTOME_TCR_SIGNALING																																													EVL HLA-DQA2				
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS												MUC15 MUC5AC		MUC16 MUC5AC													MUC17 MUC5B																					MUC17 MUC3A MUC5B	
REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION_																	LRAT TTR					LRAT RBP1																											
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT		TUBB2B TUBB3																																												TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR																																						GNG2 GNG4											
REACTOME_TIGHT_JUNCTION_INTERACTIONS			CLDN6 PARD6A														CLDN6 PARD6A																																
REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS								CD70 TNFRSF6B																																		CD70 TNFRSF6B							
REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE				DNM3 SOCS1			PELI3 SFTPA2 SOCS1																		DNM3 SFTPA2						DNM3 PLCG2 SOCS1																		
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES				DNM3 SOCS1			PELI3 SFTPA2 SOCS1																		DNM3 SFTPA2																								
REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE							PELI3 SFTPA2 SOCS1																																										
REACTOME_TOXICITY_OF_BOTULINUM_TOXIN_TYPE_D_BONT_D_								SV2A SV2B																														SV2A SV2B											
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES																															E2F7 PCBP4																E2F7 PCBP4		
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST																															E2F7 PCBP4																E2F7 PCBP4		
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS		CAMK2B PRKCG																																															
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING							ATP6V1B1 ATP6V1G2																																									ATP6V0E2 ATP6V1B1	
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE		TUBB2B TUBB3																																												TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	CHRNB2 KCNJ2 PRKCG STXBP1	CAMK2B DLG2 KCNJ2 NEFL PRKCG SNAP25 STX1A SYN1 TUBB2B TUBB3		ADCY5 DLG2 GRIN2C KCNJ2	DLG2 LIN7A SNAP25 SYN1 TUBB3			CACNA1E CACNA2D2 CACNB2 CACNB4 CHRNA5 KCNJ2 KCNJ3 NCALD PRKCG	ADCY1 CACNA1E CHRNA5 GABBR2 GABRB3 GABRG2 SLC1A2	ADCY5 CHRNA1 DLG2 GABRG2	ADCY1 ADCY5 CHRNA3 CHRNA5 CHRNB2 NCALD STX1A TUBB4A				ADCY1 PPM1E PRKCG STX1A STXBP1				CACNA1E KCNJ3 SNAP25	CACNB4 CHRNA1 CPLX1	ADCY2 CACNB4 CAMK1 KCNJ3 NEFL STX1A SYN1				ADCY2 KCNJ2					ADCY1 CACNA1E CACNA2D2 GNG4 TUBB2B		DLG2 GNG4 GRIK5 LIN7A SNAP25	CACNA2D2 CPLX1 NEFL	NCALD TUBA1A				ADCY2 CACNA1A CACNB4 CHRNA5 DLG2 GABRA1 GNG2 GNG4 GRIK5 KCNJ3 SNAP25 STX1A TUBA1A TUBB2B	CHRNA1 CHRNB4 GABRG2 TUBB2B			ADCY2 CACNB4 DLG2 GABRA1 KCNJ6 SYN1			CACNA1B GRIK3 GRIN2C TSPAN7	GNG2 KCNJ6 NCALD TUBB2B TUBB3	GRIK5 STXBP1 TUBA1A TUBB3		
REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS		SLC18A1 SLC30A8																							SLC14A2 SLC18A1																								
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE		TUBB2B TUBB3																																				TUBA1A TUBB2B								TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES																													SLC1A2 SLC38A5								SLC12A5 SLC7A2												
REACTOME_TRANSPORT_OF_SMALL_MOLECULES		ABCA9 ATP6V0E2 CAMK2B NALCN SLC18A1 SLC30A8 SLC8A1 TRPM2 UNC79					ATP6V1B1 ATP6V1G2 CYGB SLC18A1 TRPC6 TRPC7 WNK2	APOB APOC3 ASIC4 ATP6V1G2 CLCA4 CLCNKA CYGB FXYD6 NALCN SLC14A1 SLC26A7 SLC30A8 SLC8A1 TRPC6 TRPM3 UNC79 UNC80 WNK3		ABCA9 ADCY5 CLCA1 CLCA4 SLC14A1 TRPM3	ABCA9 ADCY1 ADCY5 CLCA4 SLC18A1 UNC80	ASIC1 ATP6V1G2 CLCN4 CLCNKA CYGB PLTP WNK3									ABCC4 ADCY2 ADD2 APOA1 ASIC1 ATP1A3 ATP6V0E2 LIPC SLC30A8 SLC7A2 UNC79 UNC80 WNK2				ADCY2 APOA1 SLC14A2 SLC18A1 TRPC7																								
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION		CHST8 ST8SIA3 TUBB2B TUBB3			CHST8 CNIH2 ST8SIA3 TUBB3																							CHST10 ST8SIA3 TUBB3					CHST10 DYNC1I1	DYNC1I1 TUBA1A												DYNC1I1 TUBB2B TUBB3	SPTBN4 TUBA1A TUBB3		
REACTOME_TRP_CHANNELS				TRPC7 TRPM2			TRPC6 TRPC7	TRPC6 TRPM3	TRPC6 TRPM2													MCOLN3 TRPC6																MCOLN3 TRPM3											
REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION		CAMK2B DLG2 NEFL		DLG2 GRIN2C																																												CAMK2B GRIN1	
REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS		SNAP25 STX1A SV2B SYT2						SV2A SV2B SYT2													STX1A SV2B																	SNAP25 STX1A SV2A SV2B											
REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS											ADCY1 ADCY5																			ADCY1 GNG4								ADCY2 GNG2 GNG4											
REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY																						AKT3 VAV3																				CDH5 VAV3							
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS																															FLT1 PGF																		
REACTOME_VISUAL_PHOTOTRANSDUCTION											RBP2 TTR	PDE6B RBP1													APOA1 TTR			APOA1 APOC3 RBP2	CLPS GPC6 RBP2 TTR							GPC2 LRAT RGS9													
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS			KCNAB2 KCNF1	KCNB2 KCNH7	KCNG1 KCNH8		KCNG1 KCNH7	KCNB2 KCNC1 KCNF1 KCNH8									KCNH3 KCNH6									KCNC1 KCNF1 KCNG1								KCNAB2 KCNH7		KCNB2 KCNH7		KCNB2 KCNH3 KCNH6	KCNAB2 KCNH3			KCNF1 KCNH2						KCNF1 KCNH2	
REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4		FZD4 PRKCG																																															
SA_TRKA_RECEPTOR																						AKT3 NTRK1																											
SIG_BCR_SIGNALING_PATHWAY																ITPR1 PLCG2														BCL2 ITPR1						AKT3 PLCG2													
SIG_CD40PATHWAYMAP																																													MAPK10 MAPK8IP2				
SIG_CHEMOTAXIS		AKT3 PAK6																			ITPR1 PAK6																												
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES																																				AKT3 SOCS1													
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES																ITPR1 PLCG2																				AKT3 PLCG2													
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES		AKT3 PAK6															IFI27 PARD6A																																
ST_ADRENERGIC																					ITPR1 KCNJ3																	GAST KCNJ3 MAPK10											
ST_B_CELL_ANTIGEN_RECEPTOR																															NFAT5 PLCG2					AKT3 PLCG2						NFAT5 PLCG2							
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS												GAST TUBA1A											MAPK10 NTRK1															GAST MAP1B MAPK10 TUBA1A							MAPK10 MAPK8IP2				
ST_FAS_SIGNALING_PATHWAY								FAIM2 NFAT5 TNFRSF6B																															FAIM2 NFAT5 TNFRSF6B						MAPK10 MAPK8IP2				
ST_GRANULE_CELL_SURVIVAL_PATHWAY																																													MAPK10 MAPK8IP2				
ST_G_ALPHA_I_PATHWAY																					ITPR1 KCNJ3															AKT3 DRD2		AKT3 DRD2 KCNJ3											
ST_INTEGRIN_SIGNALING_PATHWAY		AKT3 PAK6														MAPK8IP2 PLCG2																						AKT3 ITGA7 MAPK10 PAK6							MAPK10 MAPK8IP2				
