	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF514	ZNF519	ZNF846	ZNF883
SIG_CHEMOTAXIS		AKT3 ITPR1																																																																			
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES																			AKT3 BCL2												AKT3 BCL2	AKT3 BCL2			AKT3 BCL2								AKT3 BCL2			AKT3 BCL2																							
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES		AKT3 ITPR1	AKT3 PLCG2																AKT3 ITPR1							ITPR1 PLCG2	AKT3 PLCG2					AKT3 ITPR1 PLCG2							AKT3 PLCG2				AKT3 ITPR1	ITPR1 PLCG2		AKT3 PLCG2									AKT3 ITPR1 PLCG2	ITPR1 PLCG2	AKT3 ITPR1 PLCG2	AKT3 PLCG2											
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES																																																						IFI27 PAK3															
ST_ADRENERGIC																			ITPR1 MAPK10																										ITPR1 MAPK10					ITPR1 MAPK10					ITPR1 MAPK10	ITPR1 MAPK10								ITPR1 MAPK10					
ST_B_CELL_ANTIGEN_RECEPTOR																											AKT3 PLCG2																			AKT3 PLCG2																							
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS			MAP1B MAPK8IP2 TUBA1A											MAP1B MAPK8IP1 TUBA1A	MAP1B MAPK8IP1 MAPK8IP2 TUBA1A																									MAPK10 MAPK8IP2	MAPK10 MAPK8IP1				MAPK10 TUBA1A					MAPK10 TUBA1A		MAP1B MAPK8IP1 TUBA1A					MAP1B MAPK10 TUBA1A							MAPK10 MAPK8IP2			MAPK10 TUBA1A		
ST_FAS_SIGNALING_PATHWAY																																								MAPK10 MAPK8IP2	MAPK10 MAPK8IP1																							MAPK10 MAPK8IP2					
ST_GA13_PATHWAY																		BCL2 PRKD1	AKT3 BCL2												AKT3 BCL2												AKT3 BCL2 PRKD1			AKT3 BCL2																					BCL2 PRKD1		
ST_GAQ_PATHWAY		AKT3 ITPR1													AKT3 ITPR1				AKT3 ITPR1													AKT3 ITPR1		AKT3 ITPR1									AKT3 ITPR1												AKT3 ITPR1														
ST_GRANULE_CELL_SURVIVAL_PATHWAY															MAPK8IP1 MAPK8IP2																				MAPK10 MAPK8IP1					MAPK10 MAPK8IP2	MAPK10 MAPK8IP1														MAPK10 MAPK8IP1	MAPK10 MAPK8IP1								MAPK10 MAPK8IP2					
ST_G_ALPHA_I_PATHWAY		AKT3 ITPR1	AKT3 DRD2																AKT3 ITPR1												AKT3 DRD2	AKT3 DRD2 ITPR1		AKT3 DRD2 ITPR1					AKT3 DRD2				AKT3 DRD2 ITPR1	DRD2 ITPR1		AKT3 DRD2									AKT3 DRD2 ITPR1		AKT3 DRD2 ITPR1	AKT3 DRD2											
ST_INTEGRIN_SIGNALING_PATHWAY			AKT3 ITGA7 MAPK8IP2 PAK3 PLCG2										ITGA4 MAPK10		AKT3 ITGA7 MAPK8IP1 MAPK8IP2											MAPK8IP2 PLCG2				ITGA4 MAPK8IP2 PAK3					AKT3 ITGA4 ITGA7 MAPK10 MAPK8IP1 PAK3	MAPK8IP2 PAK3		MAPK10 PLCG2	AKT3 ITGA4 MAPK10 PAK3 PLCG2	MAPK10 MAPK8IP2	MAPK10 MAPK8IP1					AKT3 ITGA7 MAPK10 PLCG2	ITGA4 ITGA7 MAPK10							ITGA4 MAPK8IP2 PAK3	AKT3 MAPK10 MAPK8IP1 PLCG2	ITGA4 ITGA7 MAPK10 MAPK8IP1 PLCG2	AKT3 ITGA7 MAPK10 PLCG2	AKT3 ITGA7 MAPK8IP1 PLCG2				ITGA7 MAPK8IP2 PLCG2		MAPK10 MAPK8IP2					
ST_JNK_MAPK_PATHWAY													MAP3K12 MAPK10			MAP3K12 MAPK10		GCK MAP3K12	GCK MAPK10																GCK MAP3K12 MAPK10			MAP3K12 MAPK10								MAP3K12 MAPK10																			GCK MAP3K12 MAPK10				
ST_WNT_BETA_CATENIN_PATHWAY		AKT3 NKD1	AKT3 SFRP1												AKT3 NKD1 SFRP1	CXXC4 NKD1 SFRP1			AKT3 CXXC4												AKT3 SFRP1	AKT3 CXXC4 SFRP1		AKT3 NKD1 SFRP1	AKT3 NKD1 SFRP1				AKT3 CXXC4 NKD1				AKT3 CXXC4 NKD1				CXXC4 SFRP1					CXXC4 NKD1 SFRP1				CXXC4 NKD1	AKT3 CXXC4 NKD1	AKT3 NKD1									NKD1 SFRP1		
ST_WNT_CA2_CYCLIC_GMP_PATHWAY																																CAMK2B ITPR1											CAMK2B ITPR1													CAMK2B ITPR1												CAMK2B ITPR1	
WNT_SIGNALING																CXXC4 NKD1 SFRP1 WNT9A																																																			NKD1 SFRP1 WNT9A		
WP_ADIPOGENESIS													AGT GATA2																																																								
WP_ALZHEIMERS_DISEASE																					CDK5R1 ITPR1																																																
WP_AMINO_ACID_METABOLISM		BHMT TPH1																																																													BCAT1 BHMT						
WP_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS																BCL2 NEFM			BCL2 NEFM																											BCL2 NEFM																							
WP_ANGIOPOIETIN_LIKE_PROTEIN_8_REGULATORY_PATHWAY													MAP3K12 MAPK10			MAP3K12 MAPK10 MAPK12 MAPK4									MAP3K12 MAPK12																																												
WP_APOPTOSIS																																														BCL2 MAPK10 TP73			BCL2 MAPK10																				
WP_APOPTOSIS_MODULATION_AND_SIGNALING																		BCL2 NAIP PRKD1								NAIP PRKD1																NAIP PRKD1							BCL2 NAIP		NAIP PRKD1																		
WP_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY			CACNA1C CACNA2D1 ITGA7 SLC8A1												CACNA1C CACNA2D1 CACNB2 ITGA7 SLC8A1														CACNA1C SGCD					CACNA1C CACNA2D1 CACNG4 ITGA7 SGCD SLC8A1	CACNA1C CACNG4 ITGA4 ITGA7 SGCD SLC8A1			CACNA2D1 SLC8A1	CACNA1C CACNA2D1 CACNG4 ITGA4 SLC8A1			CACNB2 ITGA4		CACNA1C CACNA2D1 CACNB2 SLC8A1			ITGA4 ITGA7 SLC8A1	CACNA1C ITGA7 SLC8A1				CACNB2 CACNG4 ITGA7 SLC8A1		CACNB2 ITGA4	CACNA2D1 CACNG4 SLC8A1	CACNA1C ITGA4 ITGA7 SGCD	CACNA1C CACNA2D1 ITGA7 SGCD SLC8A1	CACNA1C ITGA7 SLC8A1			CACNA1C CACNA2D1 CACNG4 ITGA7				CACNA1C CACNB2 SGCD SLC8A1				CACNA1C ITGA7
WP_ATM_SIGNALING_PATHWAY				AP3B2 TP73																																	AP3B2 TP73									AP3B2 TP73	AP3B2 TP73																						
WP_BIOGENIC_AMINE_SYNTHESIS																															GAD2 TPH1																																						
WP_BMP2WNT4FOXO1_PATHWAY_IN_HUMAN_PRIMARY_ENDOMETRIAL_STROMAL_CELL_DIFFERENTIATION														SFRP1 SST	SFRP1 SST	SFRP1 SST																		SFRP1 SST	SFRP1 SST												SFRP1 SST																						
WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY													GABRB3 MAPK10	CDK5R1 CNR1 GABRB3 NCAM1 SPP1 SYN1 VAV3						CNR1 NCAM1	CDK5R1 SYN1					CDK5R1 GABRB3 NCAM1		GABRB3 NCAM1											CDK5R1 GABRB3 MAPK10 NCAM1 VAV3		CDK5R1 MAPK10 VAV3															CDK5R1 CNR1 GABRB3 MAPK10 SYN1											CDK5R1 CNR1 MAPK10		
WP_BREAST_CANCER_PATHWAY		AKT3 DLL3 FGF9																																																																			
WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL		ITPR1 PRKCG PRKCH RGS5	ADCY1 CACNA1B CACNA1C CAMK2B CHRM4 GNG2 GNG4 PRKCG RGS4 RGS9 SLC8A1	ADCY1 ADCY5 CACNA1A CAMK2B RGS5 RGS9						GJD2 PRKD1 RGS4		CACNA1C GNAO1 ITPR1 PRKCG PRKD1 RGS17 RGS5 RGS9		CACNA1A CACNA1B CAMK2B CHRM4 GJD2 GNAO1 GNG2 GNG4 PRKCG RGS17 RGS4 RGS5 SLC8A1	ADCY1 ADCY2 ADCY5 CACNA1A CACNA1C CHRM4 GJD2 GNAO1 GNG2 GNG4 ITPR1 PRKCG PRKCH RGS17 RGS4 RGS9 SLC8A1	ADCY1 ADCY5 CACNA1A RGS17 RGS4 RGS5 RGS9	ADCY5 CACNA1C PRKCH RGS17	ADCY1 ADCY5 GNG2 ITPR1 PRKCH PRKD1	ADCY1 ADCY2 ADCY5 CACNA1A CACNA1C GJD2 ITPR1 PRKCH RGS17 RGS5		ITPR1 PRKCG PRKCH					CACNA1B ITPR1 PRKCH PRKD1 RGS17	ADCY1 ADCY2 ADCY5 CACNA1C GNG2 RGS17	CACNA1B CAMK2B	CACNA1C GNAO1 ITPR1 RGS4		ADCY2 ADCY5 CACNA1A CACNA1B CACNA1C CHRM4 GNG2 RGS17 RGS4 RGS5	ADCY1 ADCY2 CACNA1A CAMK2B CHRM4 ITPR1 PRKCH RGS17 RGS4 RGS5 RGS9		ADCY1 ADCY2 ADCY5 CACNA1C CHRM4 GNG2 GNG4 ITPR1 PRKCH RGS17 RGS5 SLC8A1	ADCY1 CACNA1A CACNA1C CHRM4 GNAO1 GNG2 GNG4 RGS17 SLC8A1	CACNA1B GJD2		ADCY2 ADCY5 GNAO1 SLC8A1	ADCY5 CACNA1A CACNA1C CAMK2B GNAO1 GNG4 RGS4 RGS9 SLC8A1	ADCY1 GJD2 PRKCH SLC8A1		GJD2 PRKD1	ADCY1 ADCY2 ADCY5 CACNA1B CAMK2B CHRM4 GNAO1 GNG4 ITPR1 PRKCG PRKD1 RGS9	ADCY2 ADCY5 CACNA1A CACNA1B CACNA1C ITPR1 PRKCH RGS17 SLC8A1	ADCY1 ADCY5 GNG4 ITPR1 RGS17	ADCY5 CHRM4 GNAO1 GNG2 RGS17 RGS4 RGS9	ADCY5 CACNA1A CHRM4 GNG2 GNG4 PRKCH RGS17 RGS4 SLC8A1	CACNA1C SLC8A1	ADCY1 CACNA1A RGS9	ADCY1 ADCY2 CHRM4 GNG2 ITPR1 PRKCH		CACNA1A CAMK2B GNG2 GNG4 PRKCG PRKCH RGS17 RGS5 RGS9 SLC8A1		CACNA1B GJD2	ADCY1 ADCY5 CACNA1A CACNA1B CHRM4 GNAO1 ITPR1 PRKCG PRKCH RGS17 RGS5 RGS9 SLC8A1	ADCY5 CACNA1B CACNA1C CAMK2B GNAO1 GNG4 ITPR1 PRKCG PRKCH RGS17 RGS9	ADCY1 ADCY2 CACNA1A CACNA1C CHRM4 GNAO1 GNG2 GNG4 ITPR1 RGS17 RGS4 RGS5 RGS9 SLC8A1	ADCY1 CACNA1A CACNA1C GJD2 GNAO1 GNG2 GNG4 RGS17 RGS5 SLC8A1			ADCY1 ADCY2 ADCY5 CACNA1C CHRM4 GNAO1 GNG4 ITPR1 PRKCG PRKCH PRKD1 RGS17 RGS5 RGS9	CAMK2B GNG4 PRKCH RGS17	ADCY5 RGS4	CACNA1B GNAO1 ITPR1	CACNA1C GNG2 RGS9 SLC8A1		CHRM4 PRKCG PRKD1 RGS9	ADCY5 CAMK2B CHRM4 GNG4 ITPR1 PRKCG RGS17 RGS9	CACNA1C PRKCH PRKD1
WP_CANNABINOID_RECEPTOR_SIGNALING			ADCY1 MAPK12										ADORA2A MAPK10		ADCY1 CNR1 MAPK12	ADCY1 MAPK10 MAPK12			ADCY1 ADORA2A MAPK10						ADCY1 MAPK12		ADCY1 ADORA2A							ADCY1 CNR1	ADCY1 ADORA2A CNR1 MAPK10					ADCY1 MAPK10			ADCY1 MAPK10 MAPK12		ADCY1 MAPK10		ADORA2A MAPK10		ADCY1 MAPK10	ADCY1 MAPK10					ADCY1 MAPK10	ADORA2A CNR1 MAPK10 MAPK12	ADCY1 MAPK10 MAPK12	ADCY1 ADORA2A CNR1 MAPK12			ADCY1 ADORA2A CNR1 MAPK10 MAPK12						CNR1 MAPK10	CNR1 MAPK12	
WP_CANONICAL_AND_NONCANONICAL_NOTCH_SIGNALING		DLL3 DNER		DLL1 DNER											DLL1 DLL3						DLL3 DNER	DLL3 DNER			DLL1 DNER							DLL1 DLL3		DLL1 DNER	DLL1 DNER																	DLL1 DLL3 DNER									DLL1 DNER			DLL3 DNER					
WP_CARDIAC_PROGENITOR_DIFFERENTIATION														ISL1 NCAM1 PAX6																	ISL1 NCAM1 PAX6								ISL1 KIT NCAM1																				ISL1 KIT										
WP_CELLS_AND_MOLECULES_INVOLVED_IN_LOCAL_ACUTE_INFLAMMATORY_RESPONSE																																											C7 ITGA4				C7 ITGA4																						
WP_CELLTYPE_DEPENDENT_SELECTIVITY_OF_CCK2R_SIGNALING															CNR1 ITPR1																			CNR1 ITPR1																						CNR1 ITPR1					CNR1 ITPR1							CNR1 ITPR1	
WP_CELL_MIGRATION_AND_INVASION_THROUGH_P75NTR			AKT3 MMP2																								AKT3 EFNB3					AKT3 MMP2		AKT3 EFNB3	AKT3 EFNB3 MMP2				AKT3 EFNB3 MMP2				AKT3 EFNB3 MMP2			AKT3 EFNB3 MMP2						EFNB3 MMP2			AKT3 EFNB3 MMP2														
WP_CHEMOKINE_SIGNALING_PATHWAY															ADCY1 ADCY2 ADCY5 AKT3 GNG2 GNG4												ADCY1 ADCY2 ADCY5 AKT3 GNG2							ADCY1 ADCY2 ADCY5 AKT3 GNG2 GNG4 VAV3									ADCY1 ADCY2 ADCY5 AKT3 GNG4							ADCY1 ADCY2 GNG2																			
WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER																			AKT3 BCL2 MAPK10																								AKT3 BCL2 MAPK10			AKT3 BCL2 MAPK10			BCL2 MAPK10																		BCL2 MAPK10		
WP_CILIOPATHIES																																																CCDC40 TTC25																					
WP_CIRCADIAN_RHYTHM_RELATED_GENES		CHRNB2 PRKCG TPH1		ADCY1 CHRNB2 KCNH7 TPH1		ADORA2A PAX4				ADORA2A PAX4			ADORA2A ARNT2 GHRL MAPK10	ARNT2 CHRNB2 GHRL KCNH7 KCNMA1 PRKCG PROX1 TPH1	ADCY1 CHRNB2 GHRL ID4 PRKCG PROX1 TPH1	ADCY1 ARNT2 DRD2 GHRL MAPK10 PROX1	ARNT2 CHRNB2 DRD2 GHRL	ADCY1 ARNT2 CHRNB2 KCNH7	ADCY1 ADORA2A ARNT2 GHRL ID4 KCNH7 KCNMA1 MAPK10 PROX1 TPH1									KCNMA1 PAX4							ADCY1 ADORA2A ARNT2 KCNH7 KCNMA1 MAPK10 PROX1 TPH1				ARNT2 DRD2 GHRL ID4 KCNH7 KCNMA1 MAPK10 PROX1 TPH1	ADCY1 ARNT2 KCNMA1 MAPK10			ADCY1 CHRNB2 DRD2 MAPK10 PRKCG PROX1	ARNT2 DRD2 KCNH7 KCNMA1	ADCY1 ARNT2 MAPK10 PROX1	ARNT2 CHRNB2 DRD2 KCNMA1 MAPK10 PROX1 TPH1	ADORA2A ARNT2 ID4 KCNH7 KCNMA1 MAPK10		ADCY1 KCNH7 MAPK10						ADCY1 ARNT2 DRD2 ID4 KCNH7 KCNMA1 MAPK10 PRKCG		ADCY1 CHRNB2 DRD2 ID4 KCNMA1 MAPK10 PROX1 TPH1				ADCY1 ADORA2A CHRNB2 GHRL ID4 KCNH7 MAPK10 PRKCG TPH1						ID4 MAPK10 PRKCG TPH1		ADORA2A ARNT2
WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION			ADCY1 DRD2 PRKCG												ADCY1 PPP1R1A PRKCG										ADCY1 PRKCG									ADCY1 DRD2 PPP1R1A									ADCY1 DRD2 PRKCG	DRD2 PPP1R1A											ADCY1 DRD2 PRKCG		ADCY1 DRD2 PPP1R1A	ADCY1 DRD2 PPP1R1A			ADCY1 PPP1R1A PRKCG								
WP_CORTICOTROPINRELEASING_HORMONE_SIGNALING_PATHWAY																																					CACNA1H GNAO1 PLCG2	GNAO1 PLCG2								BCL2 CACNA1H GNAO1 PLCG2		BCL2 CACNA1H														BCL2 PLCG2							
WP_DISRUPTION_OF_POSTSYNAPTIC_SIGNALLING_BY_CNV			CAMK2B DLG2 STX1A		CAMK2B DLG2											DLG2 STX1A		DLG2 STX1A	DLG2 STX1A																				CAMK2B DLG2 STX1A				CAMK2B DLG2 STX1A												DLG2 STX1A														
WP_DNA_DAMAGE_RESPONSE_ONLY_ATM_DEPENDENT																																											AKT3 BCL2 MAPK10 TP73			AKT3 BCL2 MAPK10 TP73																							
WP_DOPAMINERGIC_NEUROGENESIS		CDKN1C LMX1B													ASCL1 CDKN1C LMX1B RET														ASCL1 LMX1B		CDKN1C LMX1A	LMX1A NKX2-2		CDKN1C LMX1B	CDKN1C LMX1B		NEUROD1 NKX2-2 RET	LMX1B RET	LMX1A LMX1B NEUROD1		CDKN1C LMX1B		CDKN1C LMX1B			ASCL1 RET	CDKN1C LMX1A					LMX1A LMX1B NEUROD1 NKX2-2 RET				CDKN1C LMX1B RET	CDKN1C LMX1A RET	CDKN1C RET			CDKN1C NEUROD1 RET							CDKN1C RET	
WP_EBOLA_VIRUS_PATHWAY_ON_HOST																							BST2 HLA-DQA2		BST2 HLA-DQA2					HLA-DQA2 ITGA4												BST2 HLA-DQA2 ITGA4												BST2 HLA-DQA2 ITGA4										BST2 HLA-DQA2					
WP_ECTODERM_DIFFERENTIATION					CELSR2 ELOVL4 POU2F2 TRPM2								ARX PAX6 PLCXD3			BOC PAX6 PLCXD3 POU2F2 TRPM2	CELSR2 PAX6 POU2F2	CELSR2 PAX6 POU2F2 TRPM2											ARX PAX6 PLCXD3 TRPM2		ARX BOC CELSR2 GREB1 PAX6 PLCXD3 TRPM2	CELSR2 ELOVL4 GREB1 PLCXD3 POU2F2 TRPM2				ARX ELOVL4								CELSR2 PAX6 POU2F2 TRPM2				PAX6 POU2F2		BOC CELSR2 POU2F2				ARX ELOVL4															
WP_EDA_SIGNALLING_IN_HAIR_FOLLICLE_DEVELOPMENT																EDAR PTCH1		EDAR PTCH1	EDAR PTCH1													EDAR PTCH1		EDAR PTCH1							EDAR PTCH1				EDAR PTCH1							EDAR PTCH1				EDAR PTCH1	EDAR PTCH1				EDAR PTCH1								
WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE		AKT3 PRKCG																																												AKT3 BCL2 PLCG2																BCL2 PLCG2							
WP_EICOSANOID_METABOLISM_VIA_LIPO_OXYGENASES_LOX	DPEP1 TRPA1											GGT5 TRPA1							DPEP1 TRPA1																																	DPEP1 GGT5									DPEP1 GGT5								
WP_ENDOCHONDRAL_OSSIFICATION		CDKN1C PTCH1																																CDKN1C PTCH1 PTHLH							CDKN1C PTCH1		CDKN1C PTHLH SPP1														CDKN1C PTCH1 PTHLH SPP1	CDKN1C PTHLH SPP1						PTCH1 SPP1				CDKN1C PTCH1 PTHLH	
WP_ENDOCHONDRAL_OSSIFICATION_WITH_SKELETAL_DYSPLASIAS		CDKN1C PTCH1																																CDKN1C PTCH1 PTHLH							CDKN1C PTCH1		CDKN1C PTHLH SPP1														CDKN1C PTCH1 PTHLH SPP1	CDKN1C PTHLH SPP1						PTCH1 SPP1				CDKN1C PTCH1 PTHLH	
WP_ENDODERM_DIFFERENTIATION	PTHLH VAV3																																								ATP8B2 TOX VAV3																												ATP8B2 TET1
WP_ENDOPLASMIC_RETICULUM_STRESS_RESPONSE_IN_CORONAVIRUS_INFECTION																																												BCL2 PPP1R1A																									
WP_ENDOTHELIN_PATHWAYS																																											NPY RIIAD1																										
WP_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY				ADCY1 ADCY5	ADCY1 ADCY5										ADCY1 ADCY2 ADCY5			ADCY1 ADCY5	ADCY1 ADCY2 ADCY5								ADCY1 ADCY2 ADCY5							ADCY1 ADCY2 ADCY5				ADCY2 ADCY5					ADCY1 ADCY2 ADCY5	ADCY2 ADCY5	ADCY1 ADCY5					ADCY1 ADCY2											ADCY1 ADCY2 ADCY5								
WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER			AKT3 MAPK12 MMP2 PROX1 SPARC WNT9A												AKT3 DLL1 DLL3 MAPK12 PROX1 SPARC	MAPK12 MMP2 PROX1 SPARC WNT9A																																															MAPK12 WNT9A		DLL3 PROX1 WNT9A				
WP_ERBB_SIGNALING_PATHWAY		AKT3 PRKCG	AKT3 CAMK2B PAK3 PLCG2 PRKCG																																			MAPK10 PLCG2	AKT3 CAMK2B MAPK10 PAK3 PLCG2				AKT3 CAMK2B MAPK10 PRKCG												AKT3 MAPK10 PLCG2 PRKCG	CAMK2B MAPK10 PLCG2 PRKCG						CAMK2B PLCG2							
WP_ESC_PLURIPOTENCY_PATHWAYS			AKT3 FGF14 FGF17 MAPK12													FGF17 FGF9 MAPK12 MAPK4															AKT3 FGF14 FGF17 FGF9								AKT3 FGF14 FGF9 MAPK4							AKT3 FGF14 FGF17 FGF9											AKT3 FGF14 FGF17 FGF9 MAPK12 MAPK4	AKT3 FGF14 FGF9 MAPK12											
WP_FGF23_SIGNALLING_IN_HYPOPHOSPHATEMIC_RICKETS_AND_RELATED_DISORDERS														ROS1 SPP1	ROS1 SPP1																												ROS1 SPP1												ROS1 SPP1		ROS1 SPP1							ROS1 SPP1					
WP_FGFR3_SIGNALLING_IN_CHONDROCYTE_PROLIFERATION_AND_TERMINAL_DIFFERENTIATION														FGF9 PTHLH	MAPK12 PTHLH	FGF9 MAPK12																		FGF9 PTHLH	FGF9 PTHLH								MAPK12 PTHLH														FGF9 MAPK12 PTHLH	FGF9 MAPK12 PTHLH										MAPK12 PTHLH	
WP_FOCAL_ADHESION																								ITGA4 SPP1						ITGA4 PAK3					AKT3 BCL2 FLT1 ITGA4 ITGA7 MAPK10 PAK3 VAV3				AKT3 FLT1 ITGA4 MAPK10 PAK3 VAV3				AKT3 BCL2 ITGA4 MAPK10 PRKCG SPP1			AKT3 BCL2 FLT1 ITGA7 MAPK10 SPP1	FLT1 ITGA4 ITGA7 MAPK10 VAV3																						
WP_FOCAL_ADHESIONPI3KAKTMTORSIGNALING_PATHWAY			AKT3 ANGPT2 CSF1R FGF14 FGF17 GNG2 GNG4 ITGA7 SPP1															CSF1R CSH1 FGF9 FLT1 GNG2 ITGA7																AKT3 ANGPT2 CSF1R FGF17 FGF9 FLT1 GNG2 GNG4 ITGA7	AKT3 ANGPT2 FGF17 FGF9 FLT1 GNG2 GNG4 ITGA4 ITGA7				AKT3 CSF1R FGF14 FGF9 FLT1 GNG4 ITGA4 KIT							AKT3 FGF14 FGF17 FGF9 FLT1 GNG2 ITGA7 SPP1											AKT3 ANGPT2 CSF1R CSH1 FGF14 FGF17 FGF9 FLT1 GNG2 GNG4 ITGA7 SPP1	AKT3 ANGPT2 FGF14 FGF9 GNG2 GNG4 ITGA7 SPP1											
WP_FRAGILE_X_SYNDROME																																	CNR1 EPHA4																							CAMK2B CNR1 EPHA4 ITPR1												CAMK2B CNR1 EPHA4 ITPR1	
WP_G13_SIGNALING_PATHWAY																CIT MAPK10			CIT MAPK10																CIT MAPK10 PAK3			CIT MAPK10	CIT MAPK10 PAK3								CIT MAPK10			CIT MAPK10															CIT MAPK10				
WP_GABA_RECEPTOR_SIGNALING																GABBR2 GABRB3															GABRB3 GAD2								GABBR2 GABRB3													GABBR2 GAD2			GABBR2 GABRB3 GAD2	GABBR2 GABRB3		GABBR2 GAD2											
WP_GANGLIO_SPHINGOLIPID_METABOLISM			FUT1 ST8SIA3 ST8SIA5									FUT1 ST8SIA3		ST8SIA3 ST8SIA5																	FUT1 ST8SIA5	FUT1 ST8SIA5											FUT1 ST8SIA3 ST8SIA5												FUT1 ST8SIA3		FUT1 ST8SIA3	FUT1 ST8SIA3 ST8SIA5											
WP_GASTRIN_SIGNALING_PATHWAY																										PRKCH PRKD1														PRKCH TFF2											KIT PRKD1										CHGA KIT PRKCH PRKD1 TFF2	KIT PRKCH							PRKCH PRKD1
WP_GDNFRET_SIGNALLING_AXIS														GFRA1 RET	GFRA1 RET																															GFRA1 RET											GFRA1 RET	GFRA1 RET			GFRA1 RET								
WP_GENES_CONTROLLING_RENAL_NEPHROGENESIS																																						LMX1B RET														LMX1B RET				LMX1B RET													
WP_GENES_INVOLVED_IN_MALE_INFERTILITY																													GNAO1 MMP2 MSH5										APOB BHMT GNAO1 MMP2 RGS9				BCL2 GNAO1 MMP2 MSH5 RGS9						BCL2 MSH5 RGS9		APOB BHMT								BHMT MSH5								APOB BCL2 MMP2 RGS9		
WP_GENES_TARGETED_BY_MIRNAS_IN_ADIPOCYTES				HCN4 KCNJ2										HCN4 KCNJ2	HCN4 KCNJ2	HCN4 KCNJ2																			HCN4 KCNJ2											HCN4 KCNJ2										HCN4 KCNJ2		HCN4 KCNJ2										HCN4 KCNJ2	
WP_GENE_REGULATORY_NETWORK_MODELLING_SOMITOGENESIS																																DLL1 EPHA4			DLL1 EPHA4												DLL1 EPHA4					DLL1 EPHA4									DLL1 EPHA4								
WP_GENOTOXICITY_PATHWAY		ITPR1 MEX3B																E2F7 ITPR1							CENPE E2F7				CENPE ITPR1			CENPE E2F7 ITPR1 MEX3B					E2F7 MEX3B								ITPR1 MEX3B					E2F7 ITPR1					CENPE E2F7 ITPR1 MEX3B	CENPE E2F7 ITPR1 MEX3B	CENPE E2F7 ITPR1 MEX3B	CENPE E2F7 MEX3B			E2F7 ITPR1 MEX3B	CENPE E2F7					E2F7 MEX3B	CENPE E2F7 ITPR1 MEX3B	
WP_GLOBO_SPHINGOLIPID_METABOLISM			FUT1 ST6GALNAC5	FUT1 ST6GALNAC5																											FUT1 ST6GALNAC5	FUT1 ST6GALNAC5		FUT1 ST6GALNAC5	FUT1 ST6GALNAC5																						FUT1 ST6GALNAC5				FUT1 ST6GALNAC5								
WP_GPCRS_CLASS_A_RHODOPSINLIKE															AVPR1B BRS3 CHRM4 CNR1 FFAR2 GPR173 HRH3 SSTR1 SSTR3																																											ADORA2A BRS3 CNR1 DRD2 FFAR2 GPR173 HRH3									CHRM4 CNR1 GPR173 SSTR3		
WP_GPCRS_OTHER					CELSR2 CELSR3 GPR162									CELSR2 CELSR3 CNR1 GPR162 LGR6 SSTR2			CELSR2 LGR6 SSTR2		ADORA2A CELSR3 GPR162 LGR6		ADORA2A CELSR2 CELSR3		ADORA2A CELSR3									CELSR2 CELSR3 GPR162 LGR6 SSTR2			ADORA2A CELSR2 CNR1 GPR162															CELSR2 GPR162 LGR6						ADORA2A CELSR2 CELSR3 CNR1 LGR6		ADORA2A CELSR2 CELSR3 CNR1			ADORA2A CELSR2 CELSR3 CNR1 LGR6							CELSR2 CELSR3 CNR1	
WP_GPR40_PATHWAY					PLCG2 PLCL1																						PLCG2 PLCL1					PLCG2 PLCL1																								PLCG2 PLCL1	PLCG2 PLCL1				PLCG2 PLCL1								
