	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	PROX1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
GO_REGULATION_OF_TRANSPORTER_ACTIVITY	FHL1 GRIN1 MAPK8IP2		CACNA2D1 FGF14 FHL1 MAPK8IP2 RGS9 TRPC6	CACNB4 CNIH2 KCNJ11 RGS9 WNK2	ANK2 ARC CACNB4 KCNJ11 SCN1B WNK2							CACNB2 FHL1 HECW2 RGS9 S100A1	AHNAK FHL1 SCN3B	ANK2 ARC CACNA2D1 CACNG7 CNIH2 JPH4 SCN1B SCN3B WNK3	ARC CACNA2D1 CACNG7 CNIH2 FGF14 MAPK8IP2 RGS9 S100A1 WNK2				ANK2 CACNB4 CNIH2 FHL1 JPH4 SCN3B TRPC6 WNK2							AHNAK HECW2 WNK2	AHNAK ANK2 FGF14 TRPC6		AHNAK CACNB4 FGF14 TRPC6			ANK2 CACNA2D1 CNIH2 HECW2 RGS9 TRPC6	ANK2 ARC CACNA2D1 CACNG4 CNIH2 KCNJ11 S100A1 WNK2	ANK2 ARC CACNB4 CACNG4 CNIH2 HECW2 KCNJ11 S100A1 SCN3B TRPC6 WNK2						CACNB2 CACNG7 FHL1	ANK2 ARC CACNA2D1 GRIN1 HECW2 JPH4 RGS9 SCN3B TRPC6 WNK3	ANK2 CACNA2D1 CACNB2 FHL1 HECW2 JPH4	ARC CACNA2D1 CACNB4 CNIH2 FGF14 JPH4 KCNJ11	ARC CACNA2D1 CNIH2 FGF14 GRIN1 HECW2 JPH4 KCNJ11 RGS9 S100A1 SCN3B	AHNAK ANK2 CNIH2 HECW2 S100A1 WNK2	CACNA2D1 CACNB4 FGF14 RGS9 TRPC6 WNK2	ANK2 CACNA2D1 CACNB4 HECW2 WNK2		ANK2 ARC CACNB2 CACNB4 CACNG4 CNIH2 FGF14 GRIN1 HECW2 JPH4 KCNJ11 RGS9 WNK2	CACNB2 CACNG7 FHL1 MAPK8IP2	AHNAK ANK2 CACNB4 CACNG7 CNIH2 FHL1 GRIN1 S100A1 TRPC6	AHNAK ANK2 CACNB4 CACNG7 CNIH2 HECW2 KCNJ11 RGS9 S100A1 SCN1B WNK2	ARC CACNA2D1 FHL1 HECW2 RGS9 WNK2				AHNAK ANK2 CACNA2D1 CACNG4 CNIH2 HECW2 RGS9 SCN3B SHISA9 WNK2	ARC MAPK8IP2 S100A1 WNK2		AHNAK CACNB2 FHL1 SHISA9	AHNAK CACNB2 RGS9 SHISA9	ARC CACNB4 CNIH2 KCNJ11 RGS9 SCN1B		MAPK8IP2 SHISA9	
GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	CACNA1B GRIK3 GRIN1 MAPK8IP2 PCDH17 TAC1	BAIAP3 CACNG7 CPLX2 VGF	ADCY1 BAIAP3 CACNA1B CPLX1 EPHA4 FGF14 GRIK3 GRIK5 LZTS1 MAP1B MAPK8IP2 PRRT2 SCGN SCT STXBP5L UNC13A	BAIAP3 CACNA1A CAMK2B CHRNB2 CNIH2 GRIK3 MAP1A NPTXR	ADCY1 ARC BAIAP3 CAMK2B CHRNA3 CHRNB2 MAP1A NPTXR PRRT2 SCT	ADORA2A KIT	NPTX2 PCDH17 SHISA9 TAC1			ADORA2A CHRNA3 NPTX2 NPTXR RGS4		CACNB2 CHRNA5 CHRNB2 EFNB3 EPHA4 LZTS1 PRKCG	ADORA2A AGT CACNA1A GHRL PRRT2 SCT	ARC BAIAP3 BEGAIN CACNA1A CACNA1B CACNG7 CAMK2B CHRNA3 CHRNA5 CHRNB2 CNIH2 CPLX2 EFNB3 EPHA4 GHRL GIP GRIK5 JPH4 MAP1B MPP2 PRKCG PRRT2 RGS4 SCGN SCT STXBP5L SYN1 SYP VGF	ADCY1 ARC BEGAIN BRSK1 CACNA1A CACNG7 CHRNB2 CNIH2 EFNB3 FGF14 GHRL GRIK3 GRIK5 MAPK8IP2 NCS1 SCGN SCT SNAP25 STX1A SYN1 VGF	BAIAP3 BEGAIN CACNA1A CACNG7 GHRL GRIK5 MPP2 NPTXR PCDH17 PRRT2 RGS4 SCT SNAP25 STX1A STXBP5L SYP		BAIAP3 BEGAIN CPLX1 JPH4 RAB26	ADCY1 ADORA2A AGT BRSK1 CACNA1A CHRNA5 CNIH2 EPHA4 GHRL GRIK5 JPH4 PCDH17 PRRT2 SCGN SNAP25 STX1A STXBP5L SYP TAC1 VGF		ADORA2A AGT BRSK1 RAB26 SYN1 SYP		ADORA2A MAPK8IP2			CACNA1B LZTS1 SNAP25 TAC1	ADCY1 CPLX1 EFNB3 FGF14 SNAP25 STXBP5L	BAIAP3 CACNA1B CAMK2B CPLX1 PCDH17 SYP		CACNA1B GRIK3 KIT MAPK8IP2 PCDH17 SYT4 TAC1	AGT CACNA1A CACNA1B CNIH2 EPHA4 FGF14 GIP GRIK5 PCDH17 RGS4 SCGN SNAP25 STX1A STXBP5L SYN1 SYP TAC1 TUBB2B	ADCY1 BAIAP3 CACNA1A CAMK2B CNIH2 CPLX1 EPHA4 LZTS1 MPP2 PRRT2 RAB26 SCGN SNAP25 STXBP5L TUBB2B	ADCY1 ARC BAIAP3 BEGAIN BRSK1 CACNG4 CHRNA5 CHRNB2 CNIH2 CPLX1 CPLX2 GIP GRIK5 LZTS1 MAP1A NCS1 PRRT2 RGS14 SNAP25 STXBP5L SYN1 VGF	ADCY1 ADORA2A AGT ARC BAIAP3 CACNA1A CACNG4 CNIH2 CPLX1 CPLX2 EFNB3 EPHA4 GRIK5 MAP1A NCS1 PCDH17 PRRT2 RGS14 SCGN SCT SNAP25 STX1A SYN1 SYP VGF	CACNA1B CHRNA3 GRIK3 MAPK8IP2 NPTX2 PCDH17 SYT4 UNC13A	AGT ARC CAMK2B CHRNA3 CPLX1 MAP1A PRRT2 RAB26 VGF	KIT MAP1A MPP2 NPTX2 PRRT2 RAB26	BAIAP3 CACNA1A CACNG4 CAMK2B CPLX1 EFNB3 EPHA4 FGF14 GHRL KIT LZTS1 MPP2 NCS1 NPTXR RAB26 RGS14 RGS4 SCGN SCT SNAP25 STX1A	CAMK2B MAP1A NPTXR RAB26 SCT UNC13A	CACNB2 CACNG7 NPTX2 PCDH17 TUBB2B UNC13A	ADCY1 AGT ARC BRSK1 CACNA1B CAMK2B CHRNA3 CHRNB2 CPLX1 EFNB3 EPHA4 GIP GRIK5 GRIN1 JPH4 MAP1B MPP2 NCS1 NPTXR PCDH17 PRKCG SCT SNAP25 STX1A SYP UNC13A	AGT CACNA1A CACNA1B CACNB2 CPLX2 EPHA4 JPH4 MPP2 PCDH17 RAB26 SCGN SNAP25	ARC BAIAP3 CHRNA3 CNIH2 EFNB3 FGF14 GIP JPH4 MPP2 RAB26 SNAP25 SYP VGF	ARC BEGAIN CHRNB2 CNIH2 CPLX1 CPLX2 EFNB3 FGF14 GIP GRIK5 GRIN1 JPH4 MPP2 NPTX2 SCT SNAP25 STXBP5L SYP VGF	BAIAP3 BEGAIN CACNA1A CHRNA3 CNIH2 CPLX1 EPHA4 FABP5 LZTS1 MPP2 RGS14 RGS4 STXBP5L SYN1 SYP			ADORA2A KIT RGS14	ARC BAIAP3 CACNA1A CACNB2 CACNG4 CAMK2B CHRNA3 CNIH2 CPLX2 EFNB3 EPHA4 FGF14 GHRL GRIK5 GRIN1 JPH4 MAP1A MAP1B MPP2 NCS1 PRKCG PRRT2 RAB26 RGS14 SCGN SNAP25 STXBP5L VGF	CACNA1B CACNB2 CACNG7 GRIK3 MAPK8IP2 PCDH17 SYT4 TAC1 UNC13A	CACNA1A CACNA1B CACNG7 CNIH2 CPLX2 EFNB3 EPHA4 FABP5 GRIN1 MAP1A PRKCG RGS14 SCGN SCT STX1A STXBP5L TAC1	ADORA2A BAIAP3 BEGAIN BRSK1 CACNA1B CACNG7 CAMK2B CNIH2 CPLX1 CPLX2 EFNB3 EPHA4 GRIK5 LZTS1 MAP1A NCS1 PRKCG VGF		ADCY1 ADORA2A AGT BEGAIN CACNA1A CPLX1 FGF14 GRIK5 JPH4 MAP1B PCDH17 PRRT2 RGS14 SCT STXBP5L SYN1 VGF	GRIK3 KIT		ADCY1 CACNG4 CHRNB2 CNIH2 CPLX1 EPHA4 FABP5 GIP GRIK5 KIT MAP1A NCS1 NPTXR PRKCG SHISA9 STX1A STXBP5L SYP UNC13A	ARC BEGAIN CAMK2B CHRNA3 CHRNA5 FABP5 KIT MAPK8IP2 NCS1 NPTXR PRRT2 RAB26 VGF		CACNB2 PCDH17 SHISA9			ARC BEGAIN CHRNA5 EPHA4 PRKCG PRRT2 RAB26 RGS14 SHISA9 STXBP5L SYN1	MAPK8IP2 SHISA9	ADORA2A RAB26
GO_REGULATION_OF_TRIGLYCERIDE_CATABOLIC_PROCESS														APOA1 APOC3							APOA1 APOA4 APOC3																						APOA1 APOC3		APOA1 APOC3								APOA1 APOA4 APOC3	APOA1 APOA4 APOC3			APOA1 APOC3								
GO_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS																					APOA1 APOA4 APOC3																						APOA1 APOC3		APOA1 APOC3								APOA1 APOA4 APOC3	APOA1 APOA4 APOC3			APOA1 APOC3								
GO_REGULATION_OF_TUBE_SIZE	ACE SMTNL2												ADORA2A AGT NPPB	AVPR1B KCNMA1 KCNMB2 SLC8A1 SMTNL2					ADORA2A AGT KCNMA1 KCNMB2		ADORA2A AGT		ADORA2A NPPB						AVPR1B KCNMA1 KCNMB2				ACE AVPR1B KCNMB2 SLC8A1 UTS2B	ACE ADORA2A AGT AVPR1B CHGA GCH1 KCNMA1 KCNMB2 SLC8A1		AGT CHGA KCNMA1		AVPR1B GCH1 KCNMA1 KCNMB2 SLC8A1				AGT KCNMA1 KCNMB2 SLC8A1 UTS2B		ACE AVPR1B GCH1 KCNMA1 KCNMB2	GCH1 KCNMA1 SLC8A1 UTS2B					ACE CHGA	CHGA KCNMA1 KCNMB2 SLC8A1	ACE ADORA2A GCH1 KCNMB2 UTS2B	GCH1 SLC8A1 SMTNL2 UTS2B	ADORA2A AGT GCH1 NPPB SLC8A1			CHGA KCNMB2 SMTNL2 UTS2B								
GO_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY																																	APOA1 CLIP3 PELI3	APOA1 CLIP3 PELI3															APOA1 CLIP3 PELI3					APOA1 CLIP3 PELI3											
GO_REGULATION_OF_TYPE_B_PANCREATIC_CELL_PROLIFERATION			PTPRN SFRP1											PTPRN SFRP1																																			PTPRN SFRP1													PTPRN SFRP1	PTPRN SFRP1		
GO_REGULATION_OF_T_CELL_ACTIVATION			CD70 FOXJ1 GRAP2 MDK PAK3 PTPN22 SCGB1A1				CCL19 CLEC4G						ADORA2A DOCK8 FOXJ1										ADORA2A CCL19 IGF2									CD70 DOCK8 GRAP2 MDK SCGB1A1 TOX		ADORA2A CCL19 CLEC4G EFNB3 GRAP2 IGF2 MAPK8IP1 MDK PAK3 PTPN22 SCGB1A1																CCL19 CLEC4G IGF2 PAK3	CD70 CLEC4G EFNB3 FOXJ1 GRAP2 MAPK8IP1 PTPN22														
GO_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS																																							FOXJ1 TOX										FOXJ1 TOX				FOXJ1 TOX												
GO_REGULATION_OF_T_CELL_MIGRATION			CCR6 CD200																													CCR6 CD200 DOCK8									CCR6 CD200 DOCK8													CD200 DOCK8											
GO_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY														MAD2L2 UBE2S	MAD2L2 UBE2S																																																		
GO_REGULATION_OF_URINE_VOLUME													ADORA2A NPPB										ADORA2A NPPB																															ADORA2A NPPB											
GO_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION																																										AGT MMP2																							
GO_REGULATION_OF_VASCULAR_PERMEABILITY		C2CD4B NPPB											ADORA2A NPPB						ADORA2A C2CD4A PDE2A		ADORA2A C2CD4B		ADORA2A NPPB										C2CD4A C2CD4B PDE2A PTP4A3	ADORA2A C2CD4A C2CD4B PDE2A PTP4A3		PDE2A PTP4A3			C2CD4A C2CD4B		C2CD4A C2CD4B				C2CD4A PDE2A				C2CD4A C2CD4B PDE2A			ADORA2A C2CD4A C2CD4B		ADORA2A C2CD4B NPPB			C2CD4A C2CD4B								
GO_REGULATION_OF_VASCULATURE_DEVELOPMENT			ENPP2 GATA2 HEY1 ISL1 MDK PDGFD SFRP1 SPARC										AGT GATA2 GHRL HEY1 HHEX NPPB PGF		ADAM12 AKT3 DLL1 ENPP2 GHRL HEY1 ISL1 PGF PPP1R16B S100A1 SPARC THBS4															GATA2 KIT MIR29C	ADAM12 AGT AKT3 GATA2 HEY1 ISL1 MDK MIR29C PGF S100A1 SFRP1 THBS4	AKT3 ENPP2 HEY1 MDK PPP1R16B SFRP1 SPARC THBS4						AKT3 ENPP2 GHRL HHEX ISL1 KIT MDK PDGFD PPP1R16B SPARC						ADAM12 AKT3 HEY1 HHEX MIR29C PDGFD PPP1R16B S100A1 THBS4	ADAM12 DLL1 HEY1 PPP1R16B S100A1 SFRP1 THBS4									ADAM12 AGT AKT3 ENPP2 GATA2 ISL1 MDK NPPB PGF								DLL1 HEY1 HHEX MDK MIR29C SFRP1 THBS4			
GO_REGULATION_OF_VASOCONSTRICTION	ACE SMTNL2													AVPR1B KCNMB2 SMTNL2			KCNMB2 SMTNL2												AVPR1B KCNMB2				ACE AVPR1B KCNMB2	ACE AGT AVPR1B KCNMB2								AGT KCNMB2		ACE AVPR1B KCNMB2																					
GO_REGULATION_OF_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING														APOA1 APOC3							APOA1 APOC3																						APOA1 APOC3		APOA1 APOC3								APOA1 APOC3	APOA1 APOC3			APOA1 APOC3								
GO_REGULATION_OF_VESICLE_FUSION			CPLX1 GRIK5 PRRT2											CPLX2 GRIK5 PRRT2		GRIK5 PRRT2			GRIK5 PRRT2										PRRT2 SYT4			CPLX1 PRRT2	CPLX1 CPLX2 GRIK5 PRRT2	CPLX1 CPLX2 GRIK5 PRRT2		CPLX1 PRRT2					CPLX1 GRIK5			CPLX1 CPLX2 GRIK5					CPLX2 GRIK5 PRRT2			CPLX1 CPLX2 GRIK5		CPLX1 GRIK5 PRRT2			CPLX1 GRIK5								
GO_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT		BAIAP3 BRSK2 CACNA1H CPLX2 SYT2	ADCY1 APOA1 BAIAP3 BSN CALY CPLX1 FGF14 GATA2 GRIK5 LGI3 PRRT2 STXBP5L SYT5 USP6	BAIAP3 BRSK2 CDK5R2 CHRNB2 DLL1 SYT5 USP6	ADCY1 ARC BAIAP3 BRSK2 CADPS CDK5R2 CHRNB2 DLL1 LGI3 PRRT2 SYT2 USP6		CCL19 GATA2 PCDH17							ANKRD13B APOA1 APOC3 ARC BAIAP3 BSN CADPS CCL19 CDK5R2 CHRNA5 CHRNB2 CPLX2 DNM3 GRIK5 PRKCG PRRT2 RAB3C SLC30A8 STXBP5L SYN1 SYP SYT2 SYT5 TUB USP6	ADCY1 ARC BRSK1 BRSK2 CDK5R2 CHRNB2 DLL1 FGF14 GRIK5 NCS1 NDRG4 RAPGEF4 STX1A SYN1 SYT5 TUB	BAIAP3 BRSK2 CACNA1H GRIK5 LGI3 PCDH17 PRRT2 STX1A STXBP5L SYP SYT2		BAIAP3 CADPS CPLX1 RAB26 SYT2	ADCY1 ADORA2A ANKRD13B APOA1 BRSK1 BSN CALY CHRNA5 GRIK5 LGI3 NDRG4 PCDH17 PRRT2 RAB3C STX1A STXBP5L SYP USP6		ADORA2A APOA1 APOC3 BRSK1 RAB26 SYN1 SYP TUB USP6				BRSK2 CHRNA5 DLL1 LGI3		ADCY1 ANKRD13B CPLX1 DNM3 FGF14 RAB3C RAPGEF4 STXBP5L SYT2 USP6	ANKRD13B BAIAP3 CPLX1 GATA2 PCDH17 SYP	BAIAP3 BSN FGF14 GATA2 PRRT2 RAB3C SYT2 SYT4	GATA2 PCDH17 SYT4	APOA1 BSN CALY FGF14 GATA2 GRIK5 LGI3 NDRG4 PCDH17 RAB3C RAPGEF4 SLC30A8 STX1A STXBP5L SYN1 SYP SYT5	ADCY1 BAIAP3 BRSK2 BSN CADPS CALY CPLX1 DNM3 NDRG4 PRRT2 RAB26 RAB3C RAPGEF4 STXBP5L SYT2	ADCY1 APOA1 ARC BAIAP3 BRSK1 BRSK2 BSN CACNA1H CADPS CCL19 CDK5R2 CHRNA5 CHRNB2 CLIP3 CPLX1 CPLX2 DLL1 GRIK5 NCS1 NDRG4 PRRT2 RAB3C RAPGEF4 STXBP5L SYN1 SYT2 SYT5 TUB USP6	ADCY1 ADORA2A APOA1 ARC BAIAP3 CACNA1H CALY CCL19 CDK5R2 CLIP3 CPLX1 CPLX2 GATA2 GRIK5 NCS1 NDRG4 PCDH17 PRRT2 RAB3C RAPGEF4 SLC30A8 STX1A SYN1 SYP SYT5 TUB USP6		ANKRD13B APOA1 ARC BSN CACNA1H CADPS CPLX1 PRRT2 RAB26 RAPGEF4					ADCY1 ARC BRSK1 BRSK2 BSN CACNA1H CADPS CALY CHRNB2 CPLX1 GRIK5 LGI3 NCS1 PCDH17 PRKCG RAPGEF4 STX1A SYP SYT2 TUB USP6	CACNB2 CPLX2 PCDH17 RAB26 RAB3C USP6	APOA1 APOC3 ARC BAIAP3 BRSK2 CDK5R2 DLL1 DNM3 FGF14 NDRG4 RAB26 RAPGEF4 SYP	ANKRD13B ARC BRSK2 CADPS CHRNB2 CPLX1 CPLX2 FGF14 GRIK5 LGI3 RAB3C RAPGEF4 STXBP5L SYP	ANKRD13B APOA1 APOC3 BAIAP3 BRSK2 CLIP3 CPLX1 DLL1 DNM3 RAB3C STXBP5L SYN1 SYP SYT5	ADCY1 CLIP3 DNM3 FGF14 RAB26 RAB3C			APOA1 ARC BAIAP3 BRSK2 BSN CACNA1H CACNB2 CADPS CALY CDK5R2 CLIP3 CPLX2 DLL1 FGF14 GRIK5 LGI3 NCS1 NDRG4 PRKCG PRRT2 RAB26 RAB3C RAPGEF4 STXBP5L SYT5 TUB	CACNB2 CCL19 GATA2 PCDH17 SYT4	ANKRD13B BRSK2 CALY CPLX2 PRKCG RAB3C STX1A STXBP5L SYT2 SYT5 USP6	ADORA2A BAIAP3 BRSK1 BRSK2 BSN CALY CPLX1 CPLX2 DNM3 GRIK5 NCS1 NDRG4 PRKCG SYT2 SYT5	ADCY1 APOA1 APOC3 ARC BRSK2 CHRNB2 DLL1 PRRT2 RAPGEF4 SYT2 SYT5 TUB USP6	ADCY1 ADORA2A APOA1 APOC3 BSN CALY CCL19 CLIP3 CPLX1 FGF14 GATA2 GRIK5 LGI3 NDRG4 PCDH17 PRRT2 RAPGEF4 SLC30A8 STXBP5L SYN1 SYT2 SYT5 TUB			ADCY1 ANKRD13B APOA1 APOC3 BSN CADPS CHRNB2 CPLX1 DLL1 GRIK5 LGI3 NCS1 PRKCG STX1A STXBP5L SYP SYT5 USP6	ARC CHRNA5 NCS1 PRRT2 RAB26 RAB3C		CACNB2 CALY PCDH17 SYT2	CACNB2 CPLX1 NDRG4 RAPGEF4 USP6	ARC BAIAP3 DLL1 PRKCG STXBP5L SYT2 SYT5	ARC CDK5R2 CHRNA5 DNM3 LGI3 PRKCG PRRT2 RAB26 RAPGEF4 STXBP5L SYN1 USP6		
GO_REGULATION_OF_VESICLE_TRANSPORT_ALONG_MICROTUBULE														CNIH2 MAP2	CNIH2 MAP2				CNIH2 MAP2												CNIH2 MAP2	CNIH2 MAP2	CNIH2 MAP2	CNIH2 MAP2															CNIH2 MAP2																
GO_REGULATION_OF_VIRAL_GENOME_REPLICATION																						BST2 IFI27	BST2 IFI27																							BST2 IFI27				BST2 IFI27															
GO_REGULATION_OF_VIRAL_LIFE_CYCLE																						BST2 IFI27	BST2 IFI27																																										
GO_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY			CACNA2D1 FGF14									CACNB2 S100A1			CACNA2D1 FGF14 S100A1	AHNAK CACNB4											AHNAK FGF14		AHNAK CACNB4 FGF14		FGF14 S100A1						CACNA2D1 CACNB4	CACNA2D1 FGF14				CACNA2D1 CACNB2	CACNA2D1 CACNB4 FGF14	CACNA2D1 FGF14 S100A1	AHNAK S100A1	CACNA2D1 CACNB4 FGF14	CACNA2D1 CACNB4		CACNB2 CACNB4 FGF14		AHNAK CACNB4 S100A1	AHNAK CACNB4 S100A1		CACNB4 FGF14		AHNAK CACNA2D1	AHNAK CACNA2D1			AHNAK CACNB2	AHNAK CACNB2				
GO_REGULATION_OF_WNT_SIGNALING_PATHWAY																																															LGR6 MDK RNF213 WNK2																		
GO_REGULATION_OF_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY												DACT1 NKD1		NKD1 SFRP1																	DACT1 SFRP1														DACT1 SFRP1				NKD1 SFRP1																
GO_REGULATORY_REGION_NUCLEIC_ACID_BINDING																																													AEBP1 ARNT2 ATOH8 ETV1 FOXJ1 HEY1 LMX1A MAFB MYT1 NFAT5 PAX6 PBX3 PLAG1 POU5F1 SIM1 ST18 TFCP2L1 TP73 ZNF519																				
GO_REGULATORY_RNA_BINDING																			NEAT1 POU5F1																										NEAT1 POU5F1								NEAT1 POU5F1								NEAT1 POU5F1		NEAT1 POU5F1		
GO_REGULATORY_T_CELL_DIFFERENTIATION																																MDK TOX				FUT7 MDK	FUT7 TOX	MDK TOX	FUT7 TOX		FUT7 MDK			FUT7 TOX									FUT7 TOX	FUT7 MDK											
GO_RELAXATION_OF_CARDIAC_MUSCLE														KCNJ2 SLC8A1																			KCNJ2 SLC8A1	CHGA KCNJ2 SLC8A1											KCNJ2 SLC8A1						CHGA SLC8A1			KCNJ2 SLC8A1			CHGA KCNJ2								
GO_RELAXATION_OF_MUSCLE														KCNJ2 KCNMA1 SLC8A1																	KCNJ2 KCNMA1		KCNJ2 SLC8A1	CHGA KCNJ2 KCNMA1 SLC8A1		CHGA KCNMA1		KCNMA1 SLC8A1				KCNMA1 SLC8A1		KCNJ2 KCNMA1	KCNJ2 KCNMA1 SLC8A1						CHGA KCNMA1 SLC8A1			KCNJ2 SLC8A1			CHGA KCNJ2								
GO_RELAXATION_OF_SMOOTH_MUSCLE														KCNMA1 SLC8A1																				KCNMA1 SLC8A1				KCNMA1 SLC8A1				KCNMA1 SLC8A1			KCNMA1 SLC8A1						KCNMA1 SLC8A1														
GO_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_ENDOPLASMIC_RETICULUM																			ANK2 CACNA1C								ANK2 CACNA1C				ANK2 CACNA1C			ANK2 CACNA1C SLC8A1				CACNA1C SLC8A1				ANK2 CACNA1C SLC8A1			ANK2 SLC8A1				ANK2 SLC8A1		ANK2 SLC8A1	ANK2 CACNA1C		CACNA1C SLC8A1											
GO_RENAL_SODIUM_EXCRETION													ADORA2A AGT NPPB						ADORA2A AGT TAC1		ADORA2A AGT		ADORA2A NPPB			NPPB TAC1					AGT TAC1			ADORA2A AGT																				ADORA2A AGT NPPB											
GO_RENAL_SYSTEM_PROCESS		NPPB TBC1D8B			ADCY1 CHRNA3 CHRNB2					ADORA2A CHRNA3			ADORA2A AGT NPPB	AKR1B1 CHRNA3 CHRNB2 KCNMA1 SUCNR1					ADCY1 ADCY2 ADORA2A AGT KCNMA1 TAC1 TBC1D8B		ADORA2A AGT		ADORA2A NPPB			NPPB TAC1			AKR1B1 KCNMA1 TBC1D8B		ADCY2 AGT KCNMA1 TAC1			ADCY1 ADORA2A AGT KCNMA1 TBC1D8B	CHRNA3 SUCNR1	ADCY2 AGT AKR1B1 CHRNA3 KCNMA1					ADCY1 ADCY2 AGT CHRNA3 CHRNB2	ADCY2 AGT KCNMA1 SUCNR1			AKR1B1 CHRNA3 KCNMA1					SUCNR1 TAC1	AKR1B1 KCNMA1 SUCNR1 TAC1		ADCY1 CHRNB2 TAC1 TBC1D8B	ADCY1 ADORA2A AGT NPPB											
GO_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE																																										AGT SUCNR1																							
GO_RENAL_TUBULE_DEVELOPMENT				DCHS1 DLL1									AGT DCHS1 PGF		DCHS1 DLL1 PGF																																						DCHS1 DLL1 PGF												
GO_RENAL_WATER_HOMEOSTASIS			ADCY1 AKR1B1												ADCY1 ADCY2				ADCY1 ADCY2								ADCY1 ADCY2					ADCY1 AKR1B1	ADCY1 ADCY2 AKR1B1			ADCY2 AKR1B1					ADCY1 ADCY2						ADCY1 ADCY2																		
GO_REPRODUCTION	ACE ADAMTS2 GATA2 GRIN1 MAPK8IP2 TAC1 TDRD6	CACNA1H CATSPERB CCDC39 NPM2 PTGDR2 TACR3 TDRD6 TSSK4 VGF									TACR3 TRO		AGT FOXJ1 GATA2 GHRL HEY1 NPM2 PGF SPTBN4 TNP1										DNAH11 IGF2 MAPK8IP2 TDRD6 TNP1							ADAMTS2 CATSPER2 GATA2 KIT MAPK8IP2 TAC1		AKR1B1 CATSPERB CCDC39 CCR6 CELF3 DNAH11 HEY1 ID4 JAM3 MDK MMP2 SCGB1A1 SFRP1 SLC38A3 SPDYA SSTR1 SSTR2 TNP1 TRO TRPC6												ACE ASCL2 CATSPERB CLGN DACH1 DEFB1 FUT7 GIP GRIN1 HEY1 PCYT1B PTGDR2 PTPRN SPP1 SPTBN4 SSTR3 TPGS1 TRPC7 TSSK4 VGF				ASCL2 CATSPERB KIT														CCDC39 HEY1 ID4 MDK PLAG1 PTGDR2 PTPRN SFRP1 SLC38A3 SPDYA TAC3 TDRD6 TEKT2 TRPC7			
GO_REPRODUCTIVE_BEHAVIOR	GRIN1 MAPK8IP2																																																																
GO_REPRODUCTIVE_SYSTEM_DEVELOPMENT																																																ASCL2 KIT																	
GO_RESPIRATORY_GASEOUS_EXCHANGE_BY_RESPIRATORY_SYSTEM																																	DACH1 MAFB PBX3			DACH1 MAFB								DACH1 ECEL1 GRIN1 PBX3					DACH1 GRIN1 PBX3													ECEL1 PBX3	MAFB PBX3		
GO_RESPIRATORY_SYSTEM_DEVELOPMENT																																			ADAMTS2 ASCL1				ADAMTSL2 EIF4EBP1 FOXJ1												ADAMTS2 ADAMTSL2 CCDC39 EIF4EBP1 FOXJ1														
GO_RESPIRATORY_SYSTEM_PROCESS																																												ECEL1 PBX3																		ECEL1 PBX3			
