PeakID (cmd=annotatePeaks.pl NKX2_2_merged_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
13005	chr12	104020086	104020944	+	0	NA	intron (NM_017564, intron 5 of 68)	intron (NM_017564, intron 5 of 68)	39464	NM_017564	55576	Hs.408249	NM_017564	ENSG00000136011	STAB2	FEEL2|FELE-2|FELL2|FEX2|HARE|SCARH1	stabilin 2	protein-coding
12500	chr12	69550760	69551327	+	0	NA	Intergenic	LTR50|LTR|ERVL	-82306	NM_001300947	11052	Hs.369606	NM_007007	ENSG00000111605	CPSF6	CFIM|CFIM68|CFIM72|HPBRII-4|HPBRII-7	cleavage and polyadenylation specific factor 6	protein-coding
53220	chr8	144528813	144529401	+	0	NA	intron (NM_015117, intron 9 of 11)	intron (NM_015117, intron 9 of 11)	-16205	NM_201589	389692		NM_201589	ENSG00000182759	MAFA	INSDM|RIPE3b1|hMafA	MAF bZIP transcription factor A	protein-coding
38550	chr4	28262700	28263186	+	0	NA	Intergenic	Intergenic	-558261	NR_036237	100422937		NR_036237	ENSG00000283275	MIR4275	-	microRNA 4275	ncRNA
55232	chr9	130555363	130556239	+	0	NA	Intergenic	Intergenic	7488	NM_001261	1025	Hs.150423	NM_001261	ENSG00000136807	CDK9	C-2k|CDC2L4|CTK1|PITALRE|TAK	cyclin dependent kinase 9	protein-coding
12898	chr12	96883080	96883795	+	0	NA	promoter-TSS (NM_001367885)	promoter-TSS (NM_001367885)	82	NM_001306084	144535	Hs.382121	NM_198520	ENSG00000188596	CFAP54	C12orf55|C12orf63	cilia and flagella associated protein 54	protein-coding
18321	chr15	73921306	73922293	+	0	NA	intron (NM_001161363, intron 1 of 8)	intron (NM_001161363, intron 1 of 8)	3931	NM_017455	27020	Hs.744867	NM_012428	ENSG00000156642	NPTN	GP55|GP65|SDFR1|SDR1|np55|np65	neuroplastin	protein-coding
24652	chr19	919123	919851	+	0	NA	intron (NM_032551, intron 2 of 4)	CpG-12153	2154	NM_032551	84634	Hs.208229	NM_032551	ENSG00000116014	KISS1R	AXOR12|CPPB1|GPR54|HH8|HOT7T175|KISS-1R	KISS1 receptor	protein-coding
22991	chr17	71829807	71830823	+	0	NA	Intergenic	Intergenic	-5639	NR_027146	283982	Hs.464079	NM_182564		LINC00469	C17orf54	long intergenic non-protein coding RNA 469	ncRNA
19210	chr16	4731966	4732642	+	0	NA	intron (NM_001142290, intron 13 of 16)	CpG	10985	NR_106827	102466731		NR_106827	ENSG00000276641	MIR6769A	hsa-mir-6769a	microRNA 6769a	ncRNA
2024	chr1	65614827	65615341	+	0	NA	intron (NM_001330616, intron 1 of 4)	intron (NM_001330616, intron 1 of 4)	407	NM_001330616	205	Hs.10862	NM_013410	ENSG00000162433	AK4	AK 4|AK3|AK3L1|AK3L2	adenylate kinase 4	protein-coding
53977	chr9	72218281	72219252	+	0	NA	intron (NM_001163, intron 1 of 12)	MER94|DNA|hAT-Blackjack	68521	NM_001163	320	Hs.171939	NM_001163	ENSG00000107282	APBA1	D9S411E|LIN10|MINT1|X11|X11A|X11ALPHA	amyloid beta precursor protein binding family A member 1	protein-coding
34594	chr3	24754210	24755548	+	0	NA	Intergenic	Intergenic	-115935	NM_001290216	5915	Hs.543218	NM_000965	ENSG00000077092	RARB	HAP|MCOPS12|NR1B2|RARbeta1|RRB2	retinoic acid receptor beta	protein-coding
44752	chr6	26571868	26572531	+	0	NA	intron (NR_134611, intron 1 of 1)	intron (NR_134611, intron 1 of 1)	2647	NR_134611	105374988	Hs.551772	NR_134611	ENSG00000284607	LOC105374988	-	uncharacterized LOC105374988	ncRNA
25670	chr19	36705243	36706216	+	0	NA	promoter-TSS (NM_001366190)	promoter-TSS (NM_001366190)	-154	NM_152477	147929	Hs.596338	NM_152477	ENSG00000196357	ZNF565	-	zinc finger protein 565	protein-coding
29300	chr2	162622668	162623349	+	0	NA	intron (NM_001354443, intron 2 of 25)	intron (NM_001354443, intron 2 of 25)	142082	NM_022058	57282	Hs.333958	NM_022058	ENSG00000144290	SLC4A10	NBCn2|NCBE	solute carrier family 4 member 10	protein-coding
48339	chr7	30596098	30597148	+	0	NA	intron (NR_038889, intron 5 of 6)	intron (NR_038889, intron 5 of 6)	20772	NR_038889	401320	Hs.561708	NR_038889		GARS-DT	-	GARS divergent transcript	ncRNA
39107	chr4	77124643	77125298	+	0	NA	intron (NM_005506, intron 1 of 11)	intron (NM_005506, intron 1 of 11)	10007	NM_005506	950	Hs.349656	NM_005506	ENSG00000138760	SCARB2	AMRF|CD36L2|EPM4|HLGP85|LGP85|LIMP-2|LIMPII|SR-BII	scavenger receptor class B member 2	protein-coding
51214	chr8	29847788	29849372	+	0	NA	Intergenic	Intergenic	-33716	NR_036104	100422876		NR_036104	ENSG00000264788	MIR3148	mir-3148	microRNA 3148	ncRNA
51508	chr8	41909322	41910525	+	0	NA	promoter-TSS (NM_006766)	promoter-TSS (NM_006766)	-418	NM_006766	7994	Hs.491577	NM_006766	ENSG00000083168	KAT6A	MOZ|MRD32|MYST-3|MYST3|RUNXBP2|ZC2HC6A|ZNF220	lysine acetyltransferase 6A	protein-coding
5812	chr10	21866820	21867474	+	0	NA	intron (NM_001324297, intron 4 of 24)	L1MB7|LINE|L1	44046	NM_001195626	8028	Hs.30385	NM_004641	ENSG00000078403	MLLT10	AF10	MLLT10 histone lysine methyltransferase DOT1L cofactor	protein-coding
23323	chr17	80290549	80291193	+	0	NA	intron (NM_003004, intron 1 of 4)	intron (NM_003004, intron 1 of 4)	771	NM_003004	6398	Hs.558009	NM_003004	ENSG00000141574	SECTM1	K12|SECTM	secreted and transmembrane 1	protein-coding
36129	chr3	109704738	109705384	+	0	NA	Intergenic	Intergenic	383386	NR_039647	100616129		NR_039647	ENSG00000265956	MIR4445	-	microRNA 4445	ncRNA
22335	chr17	49004039	49004559	+	0	NA	Intergenic	Intergenic	-58960	NM_001243877	10140	Hs.703321	NM_005749	ENSG00000141232	TOB1	APRO5|APRO6|PIG49|TOB|TROB|TROB1	transducer of ERBB2, 1	protein-coding
34047	chr22	49857692	49858234	+	0	NA	intron (NR_110523, intron 1 of 4)	L1MD3|LINE|L1	79151	NR_037440	100500882		NR_037440	ENSG00000264139	MIR3667	-	microRNA 3667	ncRNA
26938	chr2	25194135	25195538	+	0	NA	promoter-TSS (NM_016544)	promoter-TSS (NM_016544)	-12	NM_016544	51277	Hs.434993	NM_016544	ENSG00000115137	DNAJC27	RBJ|RabJS	DnaJ heat shock protein family (Hsp40) member C27	protein-coding
4528	chr1	211694722	211695417	+	0	NA	Intergenic	CR1_Mam|LINE|CR1	-28810	NM_001164688	343035	Hs.632495	NM_183059	ENSG00000198570	RD3	C1orf36|LCA12	retinal degeneration 3, GUCY2D regulator	protein-coding
33226	chr22	23520522	23521132	+	0	NA	Intergenic	Intergenic	-1869	NM_021574	613	Hs.517461	NM_004327	ENSG00000186716	BCR	ALL|BCR1|CML|D22S11|D22S662|PHL	BCR activator of RhoGEF and GTPase	protein-coding
31542	chr20	30893900	30894530	+	0	NA	intron (NM_004798, intron 1 of 8)	intron (NM_004798, intron 1 of 8)	28761	NM_004798	9371	Hs.369670	NM_004798	ENSG00000101350	KIF3B	FLA8|HH0048|KLP-11	kinesin family member 3B	protein-coding
6859	chr10	80095004	80096331	+	0	NA	Intergenic	Intergenic	68568	NR_073447	414243	Hs.55047	NR_073447	ENSG00000230417	LINC00595	C10orf101	long intergenic non-protein coding RNA 595	ncRNA
18204	chr15	68912992	68913599	+	0	NA	intron (NM_001190456, intron 1 of 11)	intron (NM_001190456, intron 1 of 11)	4416	NM_001190456	10391	Hs.551213	NM_006091	ENSG00000103647	CORO2B	CLIPINC	coronin 2B	protein-coding
10966	chr11	128166572	128167562	+	0	NA	Intergenic	Intergenic	88406	NR_146647	105369564	Hs.591937	NR_146647	ENSG00000272575	LINC02098	-	long intergenic non-protein coding RNA 2098	ncRNA
54476	chr9	95491684	95492076	+	0	NA	intron (NM_001003800, intron 1 of 6)	intron (NM_001003800, intron 1 of 6)	35235	NM_001003800	23299	Hs.436939	NM_015250	ENSG00000185963	BICD2	SMALED2|SMALED2A|SMALED2B|bA526D8.1	BICD cargo adaptor 2	protein-coding
44231	chr6	6656280	6657044	+	0	NA	Intergenic	Intergenic	-33603	NR_026970	285780	Hs.655737	NM_173675	ENSG00000216863	LY86-AS1	LY86-AS|LY86AS	LY86 antisense RNA 1	ncRNA
52129	chr8	87883140	87883804	+	0	NA	intron (NM_173538, intron 1 of 10)	intron (NM_173538, intron 1 of 10)	4829	NM_173538	168975	Hs.246284	NM_173538	ENSG00000176571	CNBD1	-	cyclic nucleotide binding domain containing 1	protein-coding
7374	chr10	102259464	102259904	+	0	NA	intron (NM_015490, intron 11 of 25)	LTR87|LTR|ERVL?	19934	NM_015490	25956	Hs.18889	NM_015490	ENSG00000075826	SEC31B	SEC31B-1|SEC31L2	SEC31 homolog B, COPII coat complex component	protein-coding
15658	chr14	30885999	30886879	+	0	NA	Intergenic	Intergenic	-141890	NM_001308097	55632	Hs.509008	NM_017769	ENSG00000092140	G2E3	KIAA1333|PHF7B	G2/M-phase specific E3 ubiquitin protein ligase	protein-coding
51475	chr8	40691171	40691949	+	0	NA	intron (NM_024645, intron 1 of 6)	intron (NM_024645, intron 1 of 6)	63785	NM_001135731	79698	Hs.591850	NM_024645	ENSG00000165061	ZMAT4	-	zinc finger matrin-type 4	protein-coding
33643	chr22	37720751	37721484	+	0	NA	Intergenic	CpG	29762	NR_110515	100506271	Hs.220558	NR_110515	ENSG00000237862	LOC100506271	-	uncharacterized LOC100506271	ncRNA
22684	chr17	63058366	63059131	+	0	NA	Intergenic	MIRc|SINE|MIR	-5890	NM_006572	10672	Hs.515018	NM_006572	ENSG00000120063	GNA13	G13	G protein subunit alpha 13	protein-coding
12659	chr12	84657412	84658084	+	0	NA	Intergenic	Intergenic	648830	NM_182767	55117	Hs.44424	NM_018057	ENSG00000072041	SLC6A15	NTT73|SBAT1|V7-3|hv7-3	solute carrier family 6 member 15	protein-coding
19621	chr16	27541023	27541892	+	0	NA	intron (NM_001520, intron 5 of 36)	intron (NM_001520, intron 5 of 36)	19777	NM_001286242	2975	Hs.371718	NM_001520	ENSG00000077235	GTF3C1	TFIIIC|TFIIIC220|TFIIICalpha	general transcription factor IIIC subunit 1	protein-coding
40895	chr5	1545625	1546577	+	0	NA	Intergenic	Intergenic	-22026	NM_024830	79888	Hs.368853	NM_024830	ENSG00000153395	LPCAT1	AGPAT10|AGPAT9|AYTL2|LPCAT-1|PFAAP3|lpcat|lysoPAFAT	lysophosphatidylcholine acyltransferase 1	protein-coding
35049	chr3	47866178	47866709	+	0	NA	intron (NM_014966, intron 5 of 22)	GC_rich|Low_complexity|Low_complexity	21815	NM_138615	22907	Hs.517948	NM_014966	ENSG00000132153	DHX30	DDX30|NEDMIAL|RETCOR	DExH-box helicase 30	protein-coding
49123	chr7	80334351	80335061	+	0	NA	Intergenic	(GA)n|Simple_repeat|Simple_repeat	58737	NM_001289908	948	Hs.120949	NM_000072	ENSG00000135218	CD36	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	CD36 molecule	protein-coding
31427	chr20	23072519	23073614	+	0	NA	Intergenic	Intergenic	-6105	NM_012072	22918	Hs.97199	NM_012072	ENSG00000125810	CD93	C1QR1|C1qR(P)|C1qRP|CDw93|ECSM3|MXRA4|dJ737E23.1	CD93 molecule	protein-coding
46548	chr6	119747882	119748397	+	0	NA	Intergenic	Intergenic	64328	NR_046100	285762	Hs.571063	NR_046100		LOC285762	-	uncharacterized LOC285762	ncRNA
39399	chr4	89299774	89300773	+	0	NA	intron (NM_017912, intron 1 of 22)	CpG	382	NM_001165136	55008	Hs.529317	NM_017912	ENSG00000138642	HERC6	-	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6	protein-coding
48587	chr7	44162734	44163706	+	0	NA	promoter-TSS (NM_001256879)	promoter-TSS (NM_001256879)	-51	NM_006230	5425	Hs.306791	NM_006230	ENSG00000106628	POLD2	-	DNA polymerase delta 2, accessory subunit	protein-coding
48269	chr7	28768747	28770683	+	0	NA	intron (NM_182898, intron 7 of 10)	MIR|SINE|MIR	43965	NM_001011666	9586	Hs.437075	NM_004904	ENSG00000146592	CREB5	CRE-BPA|CREB-5|CREBPA	cAMP responsive element binding protein 5	protein-coding
18256	chr15	70589849	70590690	+	0	NA	Intergenic	Intergenic	-200013	NM_001105192	7090	Hs.287362	NM_005078	ENSG00000140332	TLE3	ESG|ESG3|GRG3|HsT18976	TLE family member 3, transcriptional corepressor	protein-coding
41903	chr5	67282515	67283087	+	0	NA	Intergenic	MIRc|SINE|MIR	193760	NR_130779	101928858	Hs.334066	NR_130779	ENSG00000249364	LOC101928858	-	uncharacterized LOC101928858	ncRNA
1254	chr1	37812634	37813448	+	0	NA	Intergenic	Intergenic	127003	NR_038842	728431	Hs.380738	NR_038842	ENSG00000233621	LINC01137	-	long intergenic non-protein coding RNA 1137	ncRNA
47384	chr6	156939439	156940457	+	0	NA	Intergenic	Intergenic	-159041	NM_001346813	57492	Hs.291587	NM_017519	ENSG00000049618	ARID1B	6A3-5|BAF250B|BRIGHT|CSS1|DAN15|ELD/OSA1|MRD12|OSA2|P250R	AT-rich interaction domain 1B	protein-coding
27984	chr2	67281700	67282356	+	0	NA	Intergenic	Intergenic	-31550	NR_110564	102800447	Hs.144196	NR_110564		LINC01828	-	long intergenic non-protein coding RNA 1828	ncRNA
25063	chr19	10766158	10766904	+	0	NA	intron (NM_017620, intron 1 of 19)	intron (NM_017620, intron 1 of 19)	1509	NM_001137673	3609	Hs.465885	NM_004516	ENSG00000129351	ILF3	CBTF|DRBF|DRBP76|MMP4|MPHOSPH4|MPP4|MPP4110|NF-AT-90|NF110|NF110b|NF90|NF90a|NF90b|NF90c|NF90ctv|NFAR|NFAR-1|NFAR-2|NFAR110|NFAR2|NFAR90|TCP110|TCP80	interleukin enhancer binding factor 3	protein-coding
45492	chr6	46592175	46592870	+	0	NA	intron (NM_001278739, intron 6 of 10)	intron (NM_001278739, intron 6 of 10)	28033	NM_016593	51302	Hs.387367	NM_016593	ENSG00000146233	CYP39A1	-	cytochrome P450 family 39 subfamily A member 1	protein-coding
2095	chr1	68185950	68186882	+	0	NA	intron (NM_018841, intron 2 of 3)	intron (NM_018841, intron 2 of 3)	35532	NM_001199741	1647	Hs.80409	NM_001924	ENSG00000116717	GADD45A	DDIT1|GADD45	growth arrest and DNA damage inducible alpha	protein-coding
41675	chr5	57367071	57367975	+	0	NA	Intergenic	Intergenic	50645	NR_104669	101928569	Hs.319708	NR_104669		LINC02101	-	long intergenic non-protein coding RNA 2101	ncRNA
9484	chr11	64901753	64903124	+	0	NA	promoter-TSS (NM_032431)	promoter-TSS (NM_032431)	-448	NM_172230	84447	Hs.75859	NM_032431	ENSG00000162298	SYVN1	DER3|HRD1	synoviolin 1	protein-coding
18539	chr15	81702423	81703160	+	0	NA	intron (NR_120365, intron 6 of 6)	intron (NR_120365, intron 6 of 6)	-36237	NM_001080532	342125	Hs.253489	NM_181841	ENSG00000188869	TMC3	-	transmembrane channel like 3	protein-coding
15462	chr13	114808865	114809287	+	0	NA	intron (NM_001320821, intron 5 of 25)	intron (NM_001320821, intron 5 of 25)	34354	NM_001320822	22821	Hs.593075	NM_007368	ENSG00000185989	RASA3	GAP1IP4BP|GAPIII	RAS p21 protein activator 3	protein-coding
13196	chr12	110035247	110036138	+	0	NA	3' UTR (NM_001301182, exon 10 of 10)	3' UTR (NM_001301182, exon 10 of 10)	24093	NM_001301182	4598	Hs.130607	NM_000431	ENSG00000110921	MVK	LRBP|MK|MVLK|POROK3	mevalonate kinase	protein-coding
20045	chr16	65861945	65862922	+	0	NA	Intergenic	Intergenic	-252230	NR_027755	283867	Hs.444774	NM_001101346	ENSG00000261742	LINC00922	-	long intergenic non-protein coding RNA 922	ncRNA
7430	chr10	104170137	104171024	+	0	NA	intron (NM_002779, intron 10 of 16)	CpG	-1546	NR_073110	5662	Hs.154658	NM_002779	ENSG00000059915	PSD	EFA6|EFA6A|PSD1|TYL	pleckstrin and Sec7 domain containing	protein-coding
4417	chr1	208405498	208406095	+	0	NA	intron (NM_025179, intron 1 of 31)	intron (NM_025179, intron 1 of 31)	11933	NM_025179	5362	Hs.497626	NM_025179	ENSG00000076356	PLXNA2	OCT|PLXN2	plexin A2	protein-coding
19464	chr16	15736221	15737349	+	0	NA	promoter-TSS (NM_001143979)	promoter-TSS (NM_001143979)	226	NM_001184999	9665	Hs.173524	NM_014647	ENSG00000166783	MARF1	KIAA0430|LKAP|LMKB|PPP1R34	meiosis regulator and mRNA stability factor 1	protein-coding
10733	chr11	119599796	119600403	+	0	NA	promoter-TSS (NR_120587)	promoter-TSS (NR_120587)	-189	NM_002855	5818	Hs.334846	NM_002855	ENSG00000110400	NECTIN1	CD111|CLPED1|ED4|HIgR|HV1S|HVEC|OFC7|PRR|PRR1|PVRL1|PVRR|PVRR1|SK-12|nectin-1	nectin cell adhesion molecule 1	protein-coding
726	chr1	22467823	22468674	+	0	NA	intron (NM_030761, intron 1 of 4)	intron (NM_030761, intron 1 of 4)	1342	NM_030761	54361	Hs.25766	NM_030761	ENSG00000162552	WNT4	SERKAL|WNT-4	Wnt family member 4	protein-coding
43382	chr5	145214534	145215370	+	0	NA	promoter-TSS (NM_205846)	promoter-TSS (NM_205846)	-47	NM_138492	153768	Hs.314261	NM_138492	ENSG00000186314	PRELID2	-	PRELI domain containing 2	protein-coding
12334	chr12	58988996	58989921	+	0	NA	intron (NR_126341, intron 1 of 1)	intron (NR_126341, intron 1 of 1)	3974	NR_126341	100506869	Hs.290456	NR_126341	ENSG00000258231	LOC100506869	-	uncharacterized LOC100506869	ncRNA
29296	chr2	162537295	162538030	+	0	NA	intron (NM_022058, intron 1 of 25)	intron (NM_022058, intron 1 of 25)	56736	NM_022058	57282	Hs.333958	NM_022058	ENSG00000144290	SLC4A10	NBCn2|NCBE	solute carrier family 4 member 10	protein-coding
31186	chr20	14941331	14941801	+	0	NA	intron (NM_001351661, intron 5 of 17)	intron (NM_001351661, intron 5 of 17)	-31402	NR_037841	100379174	Hs.407533	NR_037841	ENSG00000235914	MACROD2-AS1	BA318C17.1|NCRNA00186	MACROD2 antisense RNA 1	ncRNA
44965	chr6	33678716	33680032	+	0	NA	exon (NM_032340, exon 1 of 4)	exon (NM_032340, exon 1 of 4)	103	NM_032340	84300	Hs.732448	NM_032340	ENSG00000137288	UQCC2	C6orf125|C6orf126|Cbp6|M19|MC3DN7|MNF1|bA6B20.2	ubiquinol-cytochrome c reductase complex assembly factor 2	protein-coding
22080	chr17	41560641	41561794	+	0	NA	promoter-TSS (NM_001322218)	promoter-TSS (NM_001322218)	-16	NM_001322221	1659	Hs.463105	NM_004941	ENSG00000067596	DHX8	DDX8|Dhr2|HRH1|PRP22|PRPF22	DEAH-box helicase 8	protein-coding
54563	chr9	97951366	97952068	+	0	NA	intron (NM_001243743, intron 4 of 14)	intron (NM_001243743, intron 4 of 14)	-103341	NR_036109	100422842		NR_036109	ENSG00000207617	MIR3074	mir-3074	microRNA 3074	ncRNA
48611	chr7	44434495	44435158	+	0	NA	intron (NM_015332, intron 4 of 5)	Charlie5|DNA|hAT-Charlie	-69596	NM_172079	816	Hs.351887	NM_001220	ENSG00000058404	CAMK2B	CAM2|CAMK2|CAMKB|MRD54	calcium/calmodulin dependent protein kinase II beta	protein-coding
35672	chr3	71628899	71629659	+	0	NA	intron (NR_146142, intron 2 of 19)	intron (NR_146142, intron 2 of 19)	3600	NR_146143	27086	Hs.59368	NM_032682	ENSG00000114861	FOXP1	12CC4|HSPC215|MFH|QRF1|hFKH1B	forkhead box P1	protein-coding
21187	chr17	7789014	7789947	+	0	NA	promoter-TSS (NM_001330111)	promoter-TSS (NM_001330111)	-742	NM_001330111	84316	Hs.565094	NM_032356	ENSG00000183011	NAA38	LSMD1|MAK31|PFAAP2	N(alpha)-acetyltransferase 38, NatC auxiliary subunit	protein-coding
27230	chr2	37641497	37642179	+	0	NA	Intergenic	Intergenic	70065	NM_012413	25797	Hs.79033	NM_012413	ENSG00000115828	QPCT	GCT|QC|sQC	glutaminyl-peptide cyclotransferase	protein-coding
56319	chrX	53460924	53461679	+	0	NA	promoter-TSS (NM_001037811)	promoter-TSS (NM_001037811)	22	NM_001037811	3028	Hs.171280	NM_004493	ENSG00000072506	HSD17B10	17b-HSD10|ABAD|CAMR|DUPXp11.22|ERAB|HADH2|HCD2|HSD10MD|MHBD|MRPP2|MRX17|MRX31|MRXS10|SCHAD|SDR5C1	hydroxysteroid 17-beta dehydrogenase 10	protein-coding
35181	chr3	51000960	51001941	+	0	NA	intron (NM_004947, intron 5 of 52)	L1MEc|LINE|L1	288939	NR_039950	100616138		NR_039950	ENSG00000272543	MIR4787	mir-4787	microRNA 4787	ncRNA
4859	chr1	227750825	227751940	+	0	NA	non-coding (NR_102302, exon 1 of 6)	non-coding (NR_102302, exon 1 of 6)	125	NM_001367909	339500	Hs.30323	NM_032755	ENSG00000181450	ZNF678	-	zinc finger protein 678	protein-coding
44493	chr6	16559168	16559720	+	0	NA	intron (NM_001357857, intron 5 of 8)	L1MC4a|LINE|L1	200971	NR_152114	6310	Hs.434961	NM_000332	ENSG00000124788	ATXN1	ATX1|D6S504E|SCA1	ataxin 1	protein-coding
37198	chr3	159696022	159696769	+	0	NA	intron (NR_108088, intron 9 of 9)	L1MEg|LINE|L1	-10227	NM_001354582	3592	Hs.673	NM_000882	ENSG00000168811	IL12A	CLMF|IL-12A|NFSK|NKSF1|P35	interleukin 12A	protein-coding
36526	chr3	123772592	123773273	+	0	NA	Intergenic	Intergenic	-40596	NM_001024660	8997	Hs.8004	NM_003947	ENSG00000160145	KALRN	ARHGEF24|CHD5|CHDS5|DUET|DUO|HAPIP|TRAD	kalirin RhoGEF kinase	protein-coding
39229	chr4	83627712	83628346	+	0	NA	intron (NM_024906, intron 1 of 3)	MLT1K|LTR|ERVL-MaLR	46554	NR_030301	693160		NR_030301	ENSG00000207746	MIR575	MIRN575|hsa-mir-575	microRNA 575	ncRNA
22220	chr17	46024036	46024824	+	0	NA	3' UTR (NM_018129, exon 7 of 7)	3' UTR (NM_018129, exon 7 of 7)	5493	NM_018129	55163	Hs.631742	NM_018129	ENSG00000108439	PNPO	HEL-S-302|PDXPO	pyridoxamine 5'-phosphate oxidase	protein-coding
54335	chr9	90690890	90691788	+	0	NA	intron (NR_135138, intron 1 of 1)	CpG	1476	NR_135138	102724156	Hs.633031	NR_135137		LOC102724156	-	uncharacterized LOC102724156	ncRNA
23585	chr18	12656434	12656914	+	0	NA	promoter-TSS (NM_001128627)	promoter-TSS (NM_001128627)	57	NM_001128627	56907	Hs.515283	NM_020148	ENSG00000134278	SPIRE1	Spir-1	spire type actin nucleation factor 1	protein-coding
55874	chrX	17872548	17873226	+	0	NA	intron (NM_001172743, intron 1 of 2)	intron (NM_001172743, intron 1 of 2)	6060	NR_033349	10742	Hs.446680	NM_021785	ENSG00000131831	RAI2	-	retinoic acid induced 2	protein-coding
25736	chr19	38566853	38567570	+	0	NA	intron (NM_015073, intron 2 of 21)	Tigger2|DNA|TcMar-Tigger	-86525	NR_145800	109623473		NR_145800		SNORD152	-	small nucleolar RNA, C/D box 152	snoRNA
43190	chr5	139049848	139050853	+	0	NA	intron (NM_001317203, intron 2 of 3)	intron (NM_001317203, intron 2 of 3)	-4678	NM_001317211	51523	Hs.189119	NM_016463	ENSG00000171604	CXXC5	CF5|HSPC195|RINF|WID	CXXC finger protein 5	protein-coding
18614	chr15	85590177	85591085	+	0	NA	intron (NM_002605, intron 1 of 21)	intron (NM_002605, intron 1 of 21)	65426	NM_173454	5151	Hs.9333	NM_002605	ENSG00000073417	PDE8A	HsT19550	phosphodiesterase 8A	protein-coding
52640	chr8	118342272	118342847	+	0	NA	Intergenic	Intergenic	-190393	NM_001363182	90390	Hs.492612	NM_080651	ENSG00000164758	MED30	MED30S|THRAP6|TRAP25	mediator complex subunit 30	protein-coding
20802	chr16	89510574	89511062	+	0	NA	intron (NR_110931, intron 2 of 2)	intron (NR_110931, intron 2 of 2)	13492	NR_110932	101927817	Hs.667942	NR_110931		LOC101927817	-	uncharacterized LOC101927817	ncRNA
28320	chr2	86667490	86668855	+	0	NA	promoter-TSS (NM_001146688)	promoter-TSS (NM_001146688)	-322	NM_018433	55818	Hs.557425	NM_018433	ENSG00000115548	KDM3A	JHDM2A|JHMD2A|JMJD1|JMJD1A|TSGA	lysine demethylase 3A	protein-coding
29351	chr2	165744166	165744729	+	0	NA	Intergenic	L1MA9|LINE|L1	-45861	NM_001365670	22837	Hs.470457	NM_014900	ENSG00000082438	COBLL1	COBLR1	cordon-bleu WH2 repeat protein like 1	protein-coding
9494	chr11	65187114	65188137	+	0	NA	Intergenic	Intergenic	-2644	NR_131012	283131	Hs.523789	NR_002802	ENSG00000245532	NEAT1	LINC00084|NCRNA00084|TncRNA|VINC	nuclear paraspeckle assembly transcript 1	ncRNA
36488	chr3	121968300	121968654	+	0	NA	intron (NM_001178065, intron 1 of 6)	intron (NM_001178065, intron 1 of 6)	65303	NM_001178065	846	Hs.435615	NM_000388	ENSG00000036828	CASR	CAR|EIG8|FHH|FIH|GPRC2A|HHC|HHC1|HYPOC1|NSHPT|PCAR1|hCasR	calcium sensing receptor	protein-coding
52111	chr8	86109007	86110249	+	0	NA	intron (NM_001083589, intron 1 of 7)	MIR3|SINE|MIR	9728	NM_001083589	1875	Hs.445758	NM_001951	ENSG00000133740	E2F5	E2F-5	E2F transcription factor 5	protein-coding
18870	chr15	98502988	98505241	+	0	NA	exon (NM_183376, exon 1 of 8)	exon (NM_183376, exon 1 of 8)	181	NM_183376	91947	Hs.6093	NM_183376	ENSG00000140450	ARRDC4	-	arrestin domain containing 4	protein-coding
28238	chr2	80331968	80332714	+	0	NA	intron (NM_001164883, intron 7 of 16)	intron (NM_001164883, intron 7 of 16)	199536	NM_178839	347730	Hs.591580	NM_178839	ENSG00000162951	LRRTM1	-	leucine rich repeat transmembrane neuronal 1	protein-coding
55854	chrX	16783697	16784323	+	0	NA	TTS (NM_032796)	TTS (NM_032796)	-20545	NM_001168683	55787	Hs.555961	NM_018360	ENSG00000086712	TXLNG	CXorf15|ELRG|FIAT|LSR5|TXLNGX	taxilin gamma	protein-coding
7036	chr10	89413728	89414604	+	0	NA	Intergenic	Intergenic	-5469	NM_001015880	9060	Hs.524491	NM_004670	ENSG00000198682	PAPSS2	ATPSK2|BCYM4|SK2	3'-phosphoadenosine 5'-phosphosulfate synthase 2	protein-coding
4292	chr1	205289879	205291390	+	0	NA	exon (NM_030952, exon 1 of 7)	exon (NM_030952, exon 1 of 7)	239	NM_030952	81788	Hs.497512	NM_030952	ENSG00000163545	NUAK2	SNARK	NUAK family kinase 2	protein-coding
22023	chr17	40611750	40612824	+	0	NA	intron (NM_001130020, intron 1 of 20)	intron (NM_001130020, intron 1 of 20)	1391	NM_005177	535	Hs.463074	NM_005177	ENSG00000033627	ATP6V0A1	ATP6N1|ATP6N1A|Stv1|VPP1|Vph1|a1	ATPase H+ transporting V0 subunit a1	protein-coding
356	chr1	11072070	11073040	+	0	NA	promoter-TSS (NM_007375)	promoter-TSS (NM_007375)	-124	NM_007375	23435	Hs.300624	NM_007375	ENSG00000120948	TARDBP	ALS10|TDP-43	TAR DNA binding protein	protein-coding
