PeakID (cmd=annotatePeaks.pl FOXA1_PE_peaks_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
5093	chr4	54325447	54326447	+	0	NA	TTS (NM_032622)	TTS (NM_032622)	-40297	NR_046622	100873939	Hs.662372	NR_046622	ENSG00000250930	LNX1-AS1	-	LNX1 antisense RNA 1	ncRNA
2983	chr2	204933784	204934784	+	0	NA	Intergenic	Intergenic	132813	NM_012092	29851	Hs.56247	NM_012092	ENSG00000163600	ICOS	AILIM|CD278|CVID1	inducible T cell costimulator	protein-coding
16879	chr17	6946711	6947711	+	0	NA	promoter-TSS (NM_153357)	promoter-TSS (NM_153357)	25	NM_153357	162515	Hs.336564	NM_153357	ENSG00000174326	SLC16A11	MCT 11|MCT11	solute carrier family 16 member 11	protein-coding
16691	chr16	63762986	63763986	+	0	NA	Intergenic	Intergenic	1392480	NM_001308392	1009	Hs.116471	NM_001797	ENSG00000140937	CDH11	CAD11|CDHOB|ESWS|OB|OSF-4	cadherin 11	protein-coding
13927	chr12	67662141	67663141	+	0	NA	promoter-TSS (NM_018448)	promoter-TSS (NM_018448)	-497	NM_001329676	55832	Hs.546407	NM_018448	ENSG00000111530	CAND1	TIP120|TIP120A	cullin associated and neddylation dissociated 1	protein-coding
8364	chr6	113676957	113677957	+	0	NA	Intergenic	Intergenic	77192	NR_149098	105377957	Hs.25088	NR_149098	ENSG00000232316	LINC02518	-	long intergenic non-protein coding RNA 2518	ncRNA
7336	chr5	158890697	158891697	+	0	NA	intron (NR_027110, intron 2 of 6)	intron (NR_027110, intron 2 of 6)	2087	NR_027110	285627	Hs.552766	NR_027110	ENSG00000253298	LINC01845	-	long intergenic non-protein coding RNA 1845	ncRNA
12098	chr10	58545444	58546444	+	0	NA	Intergenic	Intergenic	-424910	NM_032997	11130	Hs.591363	NM_007057	ENSG00000122952	ZWINT	HZwint-1|KNTC2AP|SIP30|ZWINT1	ZW10 interacting kinetochore protein	protein-coding
15378	chr14	34929675	34930675	+	0	NA	intron (NM_138288, intron 1 of 1)	intron (NM_138288, intron 1 of 1)	1271	NM_138288	171546	Hs.740577	NM_138288	ENSG00000165389	SPTSSA	C14orf147|SSSPTA	serine palmitoyltransferase small subunit A	protein-coding
18122	chr20	3203205	3204205	+	0	NA	intron (NM_033453, intron 7 of 7)	intron (NM_033453, intron 7 of 7)	13561	NR_052002	3704	Hs.415299	NM_033453	ENSG00000125877	ITPA	C20orf37|HLC14-06-P|ITPase|My049|NTPase|dJ794I6.3	inosine triphosphatase	protein-coding
10777	chr8	120513793	120514793	+	0	NA	Intergenic	L2b|LINE|L2	85607	NM_002514	4856	Hs.235935	NM_002514	ENSG00000136999	CCN3	IBP-9|IGFBP-9|IGFBP9|NOV|NOVh	cellular communication network factor 3	protein-coding
16435	chr15	101299521	101300521	+	0	NA	Intergenic	Intergenic	-89936	NR_160702	105369201	Hs.612155	NR_160702	ENSG00000272808	LOC105369201	-	uncharacterized LOC105369201	ncRNA
11742	chr10	7837352	7838352	+	0	NA	intron (NM_001320886, intron 1 of 8)	intron (NM_001320886, intron 1 of 8)	7712	NM_001001973	509	Hs.271135	NM_005174	ENSG00000165629	ATP5F1C	ATP5C|ATP5C1|ATP5CL1	ATP synthase F1 subunit gamma	protein-coding
4388	chr3	153566156	153567156	+	0	NA	Intergenic	Intergenic	-86341	NR_146713	105374165	Hs.637991	NR_146713		LINC02006	-	long intergenic non-protein coding RNA 2006	ncRNA
9899	chr7	150477983	150478983	+	0	NA	Intergenic	Intergenic	18969	NM_001101312	28959	Hs.647090	NM_014020	ENSG00000106565	TMEM176B	LR8|MS4B2	transmembrane protein 176B	protein-coding
2275	chr2	121376829	121377829	+	0	NA	Intergenic	MER63A|DNA|hAT-Blackjack	-116115	NM_001371271								
16095	chr15	55104353	55105353	+	0	NA	Intergenic	Intergenic	-244092	NR_135679	105370829	Hs.174934	NR_135679	ENSG00000260937	LOC105370829	-	uncharacterized LOC105370829	ncRNA
11317	chr9	83364108	83365108	+	0	NA	Intergenic	Intergenic	774670	NR_121212	101927477	Hs.571630	NR_121212		LINC01507	XLOC_000303	long intergenic non-protein coding RNA 1507	ncRNA
6788	chr5	94034847	94035847	+	0	NA	Intergenic	Intergenic	80973	NM_032290	84250	Hs.657315	NM_032290	ENSG00000133302	SLF1	ANKRD32|BRCTD1|BRCTx	SMC5-SMC6 complex localization factor 1	protein-coding
10112	chr8	27460506	27461506	+	0	NA	intron (NR_045494, intron 6 of 8)	intron (NR_045494, intron 6 of 8)	7262	NR_106902	102465508		NR_106902	ENSG00000284280	MIR6843	hsa-mir-6843	microRNA 6843	ncRNA
18781	chr22	28820392	28821392	+	0	NA	intron (NM_001145418, intron 2 of 22)	intron (NM_001145418, intron 2 of 22)	-34965	NR_106713	102466081		NR_106713	ENSG00000276162	MIR5739	hsa-mir-5739	microRNA 5739	ncRNA
1800	chr2	42151721	42152721	+	0	NA	Intergenic	MER124|DNA?|DNA?	8642	NR_110263	101929723	Hs.369330	NR_110262	ENSG00000234362	LINC01914	-	long intergenic non-protein coding RNA 1914	ncRNA
10238	chr8	41487790	41488790	+	0	NA	Intergenic	Intergenic	16588	NM_152568	157848		NM_152568	ENSG00000165066	NKX6-3	NKX6.3	NK6 homeobox 3	protein-coding
1500	chr1	245528226	245529226	+	0	NA	intron (NM_018012, intron 2 of 14)	intron (NM_018012, intron 2 of 14)	-130907	NR_151721	111216275	Hs.663694	NR_151721	ENSG00000232192	KIF26B-AS1	-	KIF26B antisense RNA 1	ncRNA
11381	chr9	89019791	89020791	+	0	NA	Intergenic	Intergenic	-50966	NM_024617	79670	Hs.597057	NM_024617	ENSG00000083223	TUT7	PAPD6|TENT3B|ZCCHC6	terminal uridylyl transferase 7	protein-coding
15273	chr14	21851822	21852822	+	0	NA	promoter-TSS (NM_007192)	promoter-TSS (NM_007192)	-144	NM_007192	11198	Hs.213724	NM_007192	ENSG00000092201	SUPT16H	CDC68|FACTP140|SPT16|SPT16/CDC68	SPT16 homolog, facilitates chromatin remodeling subunit	protein-coding
5732	chr4	133358936	133359936	+	0	NA	Intergenic	Intergenic	-152808	NR_126401	104355285	Hs.123483	NR_126401	ENSG00000251398	LINC01256	TCONS_l2_00021715	long intergenic non-protein coding RNA 1256	ncRNA
1168	chr1	205090886	205091886	+	0	NA	promoter-TSS (NM_001193272)	promoter-TSS (NM_001193272)	-280	NM_005057	5929	Hs.519230	NM_005057	ENSG00000117222	RBBP5	RBQ3|SWD1	RB binding protein 5, histone lysine methyltransferase complex subunit	protein-coding
2427	chr2	144708023	144709023	+	0	NA	intron (NM_001284238, intron 13 of 13)	intron (NM_001284238, intron 13 of 13)	13889	NR_110237	101928386	Hs.668251	NR_110237	ENSG00000232377	LOC101928386	-	uncharacterized LOC101928386	ncRNA
6957	chr5	114014580	114015580	+	0	NA	intron (NR_130785, intron 1 of 12)	intron (NR_130785, intron 1 of 12)	94030	NR_130785	101927078	Hs.160027	NR_130785		LOC101927078	-	uncharacterized LOC101927078	ncRNA
12607	chr10	123064237	123065237	+	0	NA	Intergenic	Intergenic	226091	NM_001320654	2263	Hs.533683	NM_000141	ENSG00000066468	FGFR2	BBDS|BEK|BFR-1|CD332|CEK3|CFD1|ECT1|JWS|K-SAM|KGFR|TK14|TK25	fibroblast growth factor receptor 2	protein-coding
1910	chr2	55843427	55844427	+	0	NA	intron (NM_001282850, intron 1 of 15)	intron (NM_001282850, intron 1 of 15)	830	NM_001122964	57223	Hs.516182	NM_020463	ENSG00000275052	PPP4R3B	FLFL2|PP4R3B|PSY2|SMEK2|smk1	protein phosphatase 4 regulatory subunit 3B	protein-coding
14918	chr13	75624530	75625530	+	0	NA	Intergenic	Intergenic	189487	NR_027466	647288	Hs.567920	NR_027466	ENSG00000214249	CTAGE11P	-	CTAGE family member 11, pseudogene	pseudo
10822	chr8	125681006	125682006	+	0	NA	intron (NM_001363301, intron 3 of 12)	intron (NM_001363301, intron 3 of 12)	59208	NM_001363302	9788	Hs.336994	NM_014751	ENSG00000170873	MTSS1	MIM|MIMA|MIMB	MTSS I-BAR domain containing 1	protein-coding
14077	chr12	86604266	86605266	+	0	NA	intron (NM_001351285, intron 5 of 8)	L2c|LINE|L2	45403	NM_001351291	25834	Hs.589093	NM_013244	ENSG00000182050	MGAT4C	GNTIVH|HGNT-IV-H	MGAT4 family member C	protein-coding
18907	chrX	13005968	13006968	+	0	NA	Intergenic	Intergenic	13239	NM_021109	7114	Hs.437277	NM_021109	ENSG00000205542	TMSB4X	FX|PTMB4|TB4X|TMSB4	thymosin beta 4 X-linked	protein-coding
2528	chr2	151196275	151197275	+	0	NA	Intergenic	Intergenic	-83254	NR_146972	105373683		NR_146972	ENSG00000231420	LINC01817	-	long intergenic non-protein coding RNA 1817	ncRNA
17545	chr18	30517493	30518493	+	0	NA	exon (NM_001371121, exon 24 of 24)	exon (NM_001371121, exon 24 of 24)	-165007	NM_020805	57565	Hs.446164	NM_020805	ENSG00000197705	KLHL14	-	kelch like family member 14	protein-coding
2919	chr2	197471446	197472446	+	0	NA	Intergenic	Intergenic	-13668	NM_001348768	57520	Hs.633212	NM_020760	ENSG00000138411	HECW2	NDHSAL|NEDL2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2	protein-coding
10703	chr8	110345878	110346878	+	0	NA	promoter-TSS (NM_020189)	promoter-TSS (NM_020189)	-62	NM_032869	84955	Hs.380291	NM_032869	ENSG00000120526	NUDCD1	CML66|OVA66	NudC domain containing 1	protein-coding
5036	chr4	42614710	42615710	+	0	NA	intron (NM_006095, intron 5 of 36)	intron (NM_006095, intron 5 of 36)	43912	NM_006095	10396	Hs.435052	NM_006095	ENSG00000124406	ATP8A1	ATPASEII|ATPIA|ATPP2	ATPase phospholipid transporting 8A1	protein-coding
6497	chr5	59881106	59882106	+	0	NA	Intergenic	MamRep1879|DNA|hAT?	-89493	NM_001364599	5144	Hs.117545	NM_006203	ENSG00000113448	PDE4D	ACRDYS2|DPDE3|HSPDE4D|PDE43|PDE4DN2|STRK1	phosphodiesterase 4D	protein-coding
1666	chr2	22239634	22240634	+	0	NA	Intergenic	Intergenic	-306610	NR_038837	645949	Hs.456782	NR_038837	ENSG00000229621	LINC01822	-	long intergenic non-protein coding RNA 1822	ncRNA
9753	chr7	126663331	126664331	+	0	NA	intron (NM_000845, intron 3 of 10)	intron (NM_000845, intron 3 of 10)	34407	NR_030323	693177		NR_030323	ENSG00000207692	MIR592	MIRN592|hsa-mir-592|mir-592	microRNA 592	ncRNA
16988	chr17	29925732	29926732	+	0	NA	Intergenic	Intergenic	23802	NR_029856	100126356		NR_029856	ENSG00000283978	MIR365B	MIR365-2|MIRN365-2|hsa-mir-365b|mir-365b	microRNA 365b	ncRNA
16802	chr16	79948905	79949905	+	0	NA	Intergenic	Intergenic	120259	NR_104661	101928248	Hs.659802	NR_104660	ENSG00000260876	LINC01229	-	long intergenic non-protein coding RNA 1229	ncRNA
13517	chr12	7695426	7696426	+	0	NA	Intergenic	Intergenic	-39512	NM_004244	9332	Hs.504641	NM_004244	ENSG00000177575	CD163	M130|MM130|SCARI1	CD163 molecule	protein-coding
5440	chr4	96297960	96298960	+	0	NA	intron (NM_003728, intron 1 of 15)	intron (NM_003728, intron 1 of 15)	171664	NM_003728	8633	Hs.388565	NM_003728	ENSG00000182168	UNC5C	UNC5H3	unc-5 netrin receptor C	protein-coding
9852	chr7	139570591	139571591	+	0	NA	intron (NM_030984, intron 1 of 11)	intron (NM_030984, intron 1 of 11)	42028	NM_001366537	6916	Hs.520757	NM_001061	ENSG00000059377	TBXAS1	BDPLT14|CYP5|CYP5A1|GHOSAL|THAS|TS|TXAS|TXS	thromboxane A synthase 1	protein-coding
978	chr1	179233750	179234750	+	0	NA	Intergenic	Intergenic	-28599	NM_001252511	6646	Hs.445588	NM_003101	ENSG00000057252	SOAT1	ACACT|ACAT|ACAT-1|ACAT1|SOAT|STAT	sterol O-acyltransferase 1	protein-coding
18151	chr20	8189415	8190415	+	0	NA	intron (NM_182734, intron 2 of 32)	intron (NM_182734, intron 2 of 32)	-39436	NR_046809	100874337	Hs.662218	NR_046809	ENSG00000225479	PLCB1-IT1	-	PLCB1 intronic transcript 1	ncRNA
7722	chr6	24341086	24342086	+	0	NA	intron (NM_016356, intron 2 of 9)	intron (NM_016356, intron 2 of 9)	-15545	NM_181337	353219	Hs.697888	NM_181337	ENSG00000146049	KAAG1	RU2AS	kidney associated antigen 1	protein-coding
13841	chr12	58540405	58541405	+	0	NA	Intergenic	L1M4|LINE|L1	59230	NR_135022	105369785	Hs.539353	NR_135022	ENSG00000257541	LINC02403	-	long intergenic non-protein coding RNA 2403	ncRNA
2578	chr2	157195140	157196140	+	0	NA	non-coding (NR_147695, exon 1 of 1)	non-coding (NR_147695, exon 1 of 1)	2992	NR_147695	440918	Hs.641142	NR_147695		FLJ46875	-	uncharacterized LOC440918	ncRNA
16215	chr15	68318039	68319039	+	0	NA	Intergenic	Intergenic	-27978	NM_016166	8554	Hs.162458	NM_016166	ENSG00000033800	PIAS1	DDXBP1|GBP|GU/RH-II|ZMIZ3	protein inhibitor of activated STAT 1	protein-coding
4218	chr3	125084676	125085676	+	0	NA	intron (NM_001348427, intron 1 of 9)	intron (NM_001348427, intron 1 of 9)	8377	NM_001348432	7707	Hs.592591	NM_021964	ENSG00000163848	ZNF148	BERF-1|BFCOL1|GDACCF|HT-BETA|ZBP-89|ZFP148|pHZ-52	zinc finger protein 148	protein-coding
2557	chr2	154668829	154669829	+	0	NA	Intergenic	Intergenic	-59106	NM_052917	114805	Hs.470277	NM_052917	ENSG00000144278	GALNT13	GalNAc-T13	polypeptide N-acetylgalactosaminyltransferase 13	protein-coding
951	chr1	175140526	175141526	+	0	NA	intron (NM_001319230, intron 1 of 2)	intron (NM_001319230, intron 1 of 2)	20886	NM_014656	9674	Hs.518138	NM_014656	ENSG00000235750	KIAA0040	-	KIAA0040	protein-coding
9485	chr7	91748339	91749339	+	0	NA	intron (NM_001146152, intron 7 of 9)	L1MB7|LINE|L1	14952	NM_000786	1595	Hs.417077	NM_000786	ENSG00000001630	CYP51A1	CP51|CYP51|CYPL1|LDM|P450-14DM|P450L1	cytochrome P450 family 51 subfamily A member 1	protein-coding
15230	chr13	108882448	108883448	+	0	NA	3' UTR (NM_032859, exon 2 of 2)	3' UTR (NM_032859, exon 2 of 2)	12208	NM_032859	84945	Hs.183528	NM_032859	ENSG00000139826	ABHD13	BEM46L1|C13orf6|bA153I24.2	abhydrolase domain containing 13	protein-coding
14547	chr13	35141452	35142452	+	0	NA	intron (NR_047036, intron 1 of 2)	LTR22A|LTR|ERVK	72870	NR_047036	100874179	Hs.569253	NR_047036	ENSG00000225179	LINC00457	-	long intergenic non-protein coding RNA 457	ncRNA
3030	chr2	208771320	208772320	+	0	NA	intron (NM_001080475, intron 6 of 7)	intron (NM_001080475, intron 6 of 7)	118431	NM_001080475	389072	Hs.159188	NM_001080475	ENSG00000178385	PLEKHM3	DAPR|PLEKHM1L	pleckstrin homology domain containing M3	protein-coding
14240	chr12	103643170	103644170	+	0	NA	intron (NR_103526, intron 10 of 10)	intron (NR_103526, intron 10 of 10)	98050	NR_126333	101929058	Hs.171310	NR_126333	ENSG00000257860	LOC101929058	-	uncharacterized LOC101929058	ncRNA
3871	chr3	77252762	77253762	+	0	NA	intron (NM_001128929, intron 1 of 24)	intron (NM_001128929, intron 1 of 24)	106099	NM_001128929	6092	Hs.13305	NM_002942	ENSG00000185008	ROBO2	SAX3	roundabout guidance receptor 2	protein-coding
2078	chr2	76241803	76242803	+	0	NA	Intergenic	Tigger15a|DNA|TcMar-Tigger	-304262	NM_001201335	6936	Hs.303808	NM_003203	ENSG00000005436	GCFC2	C2orf3|DNABF|GCF|TCF9	GC-rich sequence DNA-binding factor 2	protein-coding
2756	chr2	174849255	174850255	+	0	NA	Intergenic	Intergenic	-19325	NM_003111	6670	Hs.531587	NM_003111	ENSG00000172845	SP3	SPR2	Sp3 transcription factor	protein-coding
6571	chr5	71537178	71538178	+	0	NA	intron (NM_001286748, intron 4 of 11)	intron (NM_001286748, intron 4 of 11)	62064	NM_001324255	4131	Hs.335079	NM_005909	ENSG00000131711	MAP1B	FUTSCH|MAP5|PPP1R102	microtubule associated protein 1B	protein-coding
15057	chr13	92013925	92014925	+	0	NA	Intergenic	Intergenic	10857	NR_029508	407048	Hs.24115	NR_029508	ENSG00000283705	MIR92A1	C13orf25|MIR17HG|MIR92-1|MIRH1|MIRHG1|MIRN92-1|MIRN92A-1|MIRN92A1|miRNA92-1|mir-92a-1	microRNA 92a-1	ncRNA
5822	chr4	148722672	148723672	+	0	NA	intron (NM_024605, intron 1 of 22)	intron (NM_024605, intron 1 of 22)	19426	NR_039962	100616246		NR_039962	ENSG00000264274	MIR4799	-	microRNA 4799	ncRNA
16857	chr17	1645514	1646514	+	0	NA	promoter-TSS (NM_000934)	promoter-TSS (NM_000934)	-116	NM_000934	5345	Hs.159509	NM_000934	ENSG00000167711	SERPINF2	A2AP|AAP|ALPHA-2-PI|API|PLI	serpin family F member 2	protein-coding
2968	chr2	202977898	202978898	+	0	NA	non-coding (NR_135244, exon 3 of 4)	non-coding (NR_135244, exon 3 of 4)	3383	NR_135243	729224	Hs.623895	NR_135243		KIAA2012-AS1	-	KIAA2012 antisense RNA 1	ncRNA
1186	chr1	208688565	208689565	+	0	NA	Intergenic	Intergenic	-212968	NR_146914	105372893	Hs.568720	NR_146914	ENSG00000232812	LINC01717	-	long intergenic non-protein coding RNA 1717	ncRNA
17625	chr18	39071744	39072744	+	0	NA	intron (NR_002838, intron 3 of 5)	L2a|LINE|L2	28397	NR_002838	641516	Hs.116612	NR_002838	ENSG00000267313	KC6	-	keratoconus gene 6	ncRNA
3448	chr3	26881448	26882448	+	0	NA	Intergenic	Intergenic	145900	NM_001317811	116135	Hs.517868	NM_052953	ENSG00000179796	LRRC3B	LRP15	leucine rich repeat containing 3B	protein-coding
7198	chr5	141566482	141567482	+	0	NA	Intergenic	Intergenic	78638	NM_030571	80762	Hs.9788	NM_030571	ENSG00000131507	NDFIP1	N4WBP5	Nedd4 family interacting protein 1	protein-coding
18665	chr21	35474637	35475637	+	0	NA	3' UTR (NM_006933, exon 2 of 2)	3' UTR (NM_006933, exon 2 of 2)	29259	NM_032476	64968	Hs.302742	NM_032476	ENSG00000243927	MRPS6	C21orf101|MRP-S6|RPMS6|S6mt	mitochondrial ribosomal protein S6	protein-coding
9055	chr7	22390467	22391467	+	0	NA	intron (NM_012294, intron 1 of 25)	intron (NM_012294, intron 1 of 25)	5806	NM_012294	9771	Hs.174768	NM_012294	ENSG00000136237	RAPGEF5	GFR|MR-GEF|REPAC	Rap guanine nucleotide exchange factor 5	protein-coding
12898	chr11	36146591	36147591	+	0	NA	intron (NM_174902, intron 4 of 5)	L2a|LINE|L2	-47640	NR_135064	101928510	Hs.675857	NR_135064		LOC101928510	-	uncharacterized LOC101928510	ncRNA
10764	chr8	118903196	118904196	+	0	NA	intron (NM_000127, intron 1 of 10)	intron (NM_000127, intron 1 of 10)	29456	NR_145799	109623457		NR_145799		SNORD168	-	small nucleolar RNA, C/D box 168	snoRNA
16554	chr16	27375547	27376547	+	0	NA	TTS (NM_001257997)	TTS (NM_001257997)	-37448	NM_181079	50615	Hs.210546	NM_021798	ENSG00000103522	IL21R	CD360|IMD56|NILR	interleukin 21 receptor	protein-coding
5688	chr4	125823117	125824117	+	0	NA	Intergenic	Intergenic	-189730	NM_001167882	57182	Hs.480694	NM_020337	ENSG00000151458	ANKRD50	-	ankyrin repeat domain 50	protein-coding
11641	chr9	128277210	128278210	+	0	NA	intron (NM_001006617, intron 7 of 11)	intron (NM_001006617, intron 7 of 11)	191777	NM_001006618	79109	Hs.495138	NM_024117	ENSG00000119487	MAPKAP1	JC310|MIP1|SIN1|SIN1b|SIN1g	MAPK associated protein 1	protein-coding
14400	chr12	128935757	128936757	+	0	NA	intron (NM_001136103, intron 2 of 8)	intron (NM_001136103, intron 2 of 8)	157620	NR_037406	100500817		NR_037406	ENSG00000265635	MIR3612	-	microRNA 3612	ncRNA
14242	chr12	103868596	103869596	+	0	NA	intron (NR_103526, intron 2 of 10)	intron (NR_103526, intron 2 of 10)	20650	NM_001278419	374470	Hs.534649	NM_198521	ENSG00000179088	C12orf42	-	chromosome 12 open reading frame 42	protein-coding
3390	chr3	18487327	18488327	+	0	NA	promoter-TSS (NM_001322874)	promoter-TSS (NM_001322874)	-743	NM_001322872	6304	Hs.517717	NM_002971	ENSG00000182568	SATB1	-	SATB homeobox 1	protein-coding
13271	chr11	106390870	106391870	+	0	NA	Intergenic	Intergenic	269236	NR_120551	101928535	Hs.409078	NR_120551	ENSG00000254811	LOC101928535	-	uncharacterized LOC101928535	ncRNA
10510	chr8	84945118	84946118	+	0	NA	Intergenic	Intergenic	-149404	NM_001354325	138046	Hs.121663	NM_173848	ENSG00000184672	RALYL	HNRPCL3	RALY RNA binding protein like	protein-coding
12945	chr11	45488041	45489041	+	0	NA	Intergenic	Intergenic	95593	NR_122071	399886	Hs.559970	NR_122071	ENSG00000255267	LINC02687	-	long intergenic non-protein coding RNA 2687	ncRNA
18124	chr20	3388785	3389785	+	0	NA	promoter-TSS (NM_001009984)	promoter-TSS (NM_001009984)	-976	NM_001009984	25943	Hs.516853	NM_001009984	ENSG00000088854	C20orf194	-	chromosome 20 open reading frame 194	protein-coding
10334	chr8	61596265	61597265	+	0	NA	intron (NM_017780, intron 1 of 37)	intron (NM_017780, intron 1 of 37)	5466	NM_017780	55636	Hs.20395	NM_017780	ENSG00000171316	CHD7	CRG|HH5|IS3|KAL5	chromodomain helicase DNA binding protein 7	protein-coding
17190	chr17	61274769	61275769	+	0	NA	intron (NM_025185, intron 5 of 25)	intron (NM_025185, intron 5 of 25)	231673	NM_025185	26115	Hs.410889	NM_015623	ENSG00000170921	TANC2	ROLSA|rols	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	protein-coding
17017	chr17	36069744	36070744	+	0	NA	intron (NM_001304286, intron 5 of 6)	intron (NM_001304286, intron 5 of 6)	34806	NM_001165923	6928	Hs.191144	NM_000458	ENSG00000275410	HNF1B	FJHN|HNF-1-beta|HNF-1B|HNF1beta|HNF2|HPC11|LF-B3|LFB3|MODY5|TCF-2|TCF2|VHNF1	HNF1 homeobox B	protein-coding
7728	chr6	25327271	25328271	+	0	NA	intron (NM_017640, intron 2 of 36)	intron (NM_017640, intron 2 of 36)	48169	NM_001173977	55604	Hs.649550	NM_017640	ENSG00000079691	CARMIL1	CARMIL|CARMIL1a|LRRC16|LRRC16A|dJ501N12.1|dJ501N12.5	capping protein regulator and myosin 1 linker 1	protein-coding
4797	chr4	2420126	2421126	+	0	NA	promoter-TSS (NM_001172656)	promoter-TSS (NM_001172656)	-56	NM_001193282	402160	Hs.443116	NM_001193282	ENSG00000206113	CFAP99	-	cilia and flagella associated protein 99	protein-coding
6263	chr5	19855307	19856307	+	0	NA	intron (NM_001349562, intron 2 of 13)	intron (NM_001349562, intron 2 of 13)	30574	NM_001291957	1016	Hs.317632	NM_004934	ENSG00000145526	CDH18	CDH14|CDH14L|CDH24	cadherin 18	protein-coding
8059	chr6	76978044	76979044	+	0	NA	Intergenic	Intergenic	-196149	NM_001282368	3617	Hs.590893	NM_001563	ENSG00000112706	IMPG1	GP147|IPM150|SPACR|VMD4	interphotoreceptor matrix proteoglycan 1	protein-coding
3200	chr2	228315780	228316780	+	0	NA	Intergenic	Intergenic	-20568	NR_049888	100847081		NR_049888	ENSG00000284092	MIR5703	mir-5703	microRNA 5703	ncRNA
11788	chr10	13343690	13344690	+	0	NA	Intergenic	Intergenic	-2060	NM_001323083	5264	Hs.498732	NM_006214	ENSG00000107537	PHYH	LN1|LNAP1|PAHX|PHYH1|RD	phytanoyl-CoA 2-hydroxylase	protein-coding
15136	chr13	99068368	99069368	+	0	NA	intron (NM_001286839, intron 16 of 27)	intron (NM_001286839, intron 16 of 27)	105511	NM_003576	8428	Hs.508514	NM_003576	ENSG00000102572	STK24	HEL-S-95|MST3|MST3B|STE20|STK3	serine/threonine kinase 24	protein-coding
11476	chr9	107507946	107508946	+	0	NA	Intergenic	HAL1|LINE|L1	-1518	NM_015469	25934	Hs.530275	NM_015469	ENSG00000136783	NIPSNAP3A	HSPC299|NIPSNAP4|TASSC	nipsnap homolog 3A	protein-coding
18673	chr21	36391779	36392779	+	0	NA	intron (NM_001754, intron 2 of 8)	intron (NM_001754, intron 2 of 8)	19444	NR_026812	80215	Hs.672131	NM_025143		RUNX1-IT1	C21orf96	RUNX1 intronic transcript 1	ncRNA
15559	chr14	57868567	57869567	+	0	NA	intron (NM_001011713, intron 4 of 4)	L2a|LINE|L2	11763	NM_001011713	122830	Hs.165465	NM_001011713	ENSG00000139977	NAA30	C14orf35|MAK3|Mak3p|NAT12|NAT12P	N(alpha)-acetyltransferase 30, NatC catalytic subunit	protein-coding
15926	chr15	33001237	33002237	+	0	NA	Intergenic	Intergenic	-8468	NM_001191323	26585	Hs.40098	NM_013372	ENSG00000166923	GREM1	C15DUPq|CKTSF1B1|CRAC1|CRCS4|DAND2|DRM|DUP15q|GREMLIN|HMPS|HMPS1|IHG-2|MPSH|PIG2	gremlin 1, DAN family BMP antagonist	protein-coding
3236	chr2	236760493	236761493	+	0	NA	intron (NM_014914, intron 9 of 16)	intron (NM_014914, intron 9 of 16)	316036	NM_001485	2637	Hs.184945	NM_001485	ENSG00000168505	GBX2	-	gastrulation brain homeobox 2	protein-coding
4138	chr3	114128510	114129510	+	0	NA	intron (NM_001348802, intron 7 of 10)	intron (NM_001348802, intron 7 of 10)	-26521	NM_001164342	26137	Hs.202577	NM_015642	ENSG00000181722	ZBTB20	DPZF|HOF|ODA-8S|PRIMS|ZNF288	zinc finger and BTB domain containing 20	protein-coding
8263	chr6	103189677	103190677	+	0	NA	Intergenic	Intergenic	1343316	NM_001166247	2898	Hs.98262	NM_021956	ENSG00000164418	GRIK2	EAA4|GLR6|GLUK6|GLUR6|GluK2|MRT6	glutamate ionotropic receptor kainate type subunit 2	protein-coding
3085	chr2	214303484	214304484	+	0	NA	intron (NR_047660, intron 8 of 14)	MLT1E1A-int|LTR|ERVL-MaLR	154796	NR_047659	79582	Hs.743365	NM_024532	ENSG00000144451	SPAG16	PF20|WDR29	sperm associated antigen 16	protein-coding
11487	chr9	108180428	108181428	+	0	NA	intron (NM_001330731, intron 15 of 15)	intron (NM_001330731, intron 15 of 15)	-29387	NM_001287191	83856	Hs.136901	NM_031919	ENSG00000106701	FSD1L	CCDC10|CSDUFD1|FSD1CL|FSD1NL|MIR1	fibronectin type III and SPRY domain containing 1 like	protein-coding
10508	chr8	84097772	84098772	+	0	NA	Intergenic	Intergenic	-217721	NR_122034	103352670	Hs.399852	NR_122034	ENSG00000253898	LINC01419	LVCAT7|TCONS_00014497	long intergenic non-protein coding RNA 1419	ncRNA
2061	chr2	73611604	73612604	+	0	NA	promoter-TSS (NM_015120)	promoter-TSS (NM_015120)	-782	NM_015120	7840	Hs.184720	NM_015120	ENSG00000116127	ALMS1	ALSS	ALMS1 centrosome and basal body associated protein	protein-coding
16550	chr16	25934627	25935627	+	0	NA	intron (NM_006040, intron 1 of 1)	intron (NM_006040, intron 1 of 1)	-101431	NR_036146	100422923		NR_036146	ENSG00000265005	MIR548W	-	microRNA 548w	ncRNA
