PeakID (cmd=annotatePeaks.pl MAFB_merged_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
15861	chr5	102269272	102269685	+	0	NA	intron (NM_001364584, intron 7 of 25)	intron (NM_001364584, intron 7 of 25)	67951	NM_000919	5066	Hs.369430	NM_000919	ENSG00000145730	PAM	PAL|PHM	peptidylglycine alpha-amidating monooxygenase	protein-coding
838	chr1	105433840	105434366	+	0	NA	Intergenic	L1M4b|LINE|L1	727454	NR_125955	101928476	Hs.563856	NR_125954	ENSG00000230768	LINC01676	-	long intergenic non-protein coding RNA 1676	ncRNA
959	chr1	119030500	119031001	+	0	NA	Intergenic	Intergenic	-302899	NM_206996	200162	Hs.528821	NM_206996	ENSG00000155761	SPAG17	CT143|PF6	sperm associated antigen 17	protein-coding
8660	chr18	35040415	35040868	+	0	NA	intron (NM_001353710, intron 2 of 12)	intron (NM_001353710, intron 2 of 12)	5826	NR_132967	106635546		NR_132967		SNORA111	-	small nucleolar RNA, H/ACA box 111	snoRNA
197	chr1	20757518	20757869	+	0	NA	Intergenic	Intergenic	-2406	NR_033887	339505	Hs.633269	NR_033887		LINC01141	-	long intergenic non-protein coding RNA 1141	ncRNA
7756	chr17	7122824	7123300	+	0	NA	promoter-TSS (NM_001033859)	promoter-TSS (NM_001033859)	-88	NM_001270448	37	Hs.437178	NM_000018	ENSG00000072778	ACADVL	ACAD6|LCACD|VLCAD	acyl-CoA dehydrogenase very long chain	protein-coding
19377	chr8	29380069	29380847	+	0	NA	Intergenic	Intergenic	-172257	NM_001394	1846	Hs.417962	NM_001394	ENSG00000120875	DUSP4	HVH2|MKP-2|MKP2|TYP	dual specificity phosphatase 4	protein-coding
21158	chr9	139118760	139119294	+	0	NA	intron (NM_181701, intron 1 of 11)	intron (NM_181701, intron 1 of 11)	18660	NM_181701	169714	Hs.144073	NM_181701	ENSG00000165661	QSOX2	QSCN6L1|SOXN	quiescin sulfhydryl oxidase 2	protein-coding
20659	chr9	79782312	79782671	+	0	NA	Intergenic	Intergenic	-9870	NM_015186	23230	Hs.459790	NM_015186	ENSG00000197969	VPS13A	CHAC|CHOREIN	vacuolar protein sorting 13 homolog A	protein-coding
1663	chr1	231787438	231787887	+	0	NA	intron (NM_001164556, intron 1 of 4)	L1PA5|LINE|L1	25101	NM_001164555	27185	Hs.13318	NM_018662	ENSG00000162946	DISC1	C1orf136|SCZD9	DISC1 scaffold protein	protein-coding
8931	chr18	72168601	72169229	+	0	NA	intron (NM_001168499, intron 2 of 8)	intron (NM_001168499, intron 2 of 8)	2092	NM_001168499	55748	Hs.149185	NM_018235	ENSG00000133313	CNDP2	CN2|CPGL|HEL-S-13|HsT2298|PEPA	carnosine dipeptidase 2	protein-coding
13379	chr3	141196036	141196546	+	0	NA	Intergenic	Intergenic	-9578	NM_001303245	5922	Hs.98445	NM_006506	ENSG00000155903	RASA2	GAP1M	RAS p21 protein activator 2	protein-coding
13074	chr3	108896594	108897098	+	0	NA	promoter-TSS (NR_026767)	promoter-TSS (NR_026767)	-166	NR_026767	677779	Hs.618669	NM_001040054	ENSG00000214381	LINC00488	C3orf66	long intergenic non-protein coding RNA 488	ncRNA
7808	chr17	14277122	14277504	+	0	NA	Intergenic	LTR16C|LTR|ERVL	70256	NR_026880	84815	Hs.597458	NM_032729	ENSG00000266709	MGC12916	-	uncharacterized protein MGC12916	ncRNA
7918	chr17	30918369	30918978	+	0	NA	intron (NM_015194, intron 21 of 21)	intron (NM_015194, intron 21 of 21)	104662	NM_003885	8851	Hs.500015	NM_003885	ENSG00000176749	CDK5R1	CDK5P35|CDK5R|NCK5A|p23|p25|p35|p35nck5a	cyclin dependent kinase 5 regulatory subunit 1	protein-coding
422	chr1	45136819	45137222	+	0	NA	promoter-TSS (NR_145816)	promoter-TSS (NR_145816)	-292	NR_145816	109623472		NR_145816		SNORD145	-	small nucleolar RNA, C/D box 145	snoRNA
21485	chrX	95976277	95976719	+	0	NA	intron (NM_007309, intron 1 of 26)	intron (NM_007309, intron 1 of 26)	36657	NM_006729	1730	Hs.226483	NM_006729	ENSG00000147202	DIAPH2	DIA|DIA2|DRF2|POF|POF2|POF2A	diaphanous related formin 2	protein-coding
10356	chr2	138126667	138127218	+	0	NA	intron (NM_001316349, intron 12 of 27)	intron (NM_001316349, intron 12 of 27)	558560	NR_120402	101928273	Hs.560928	NR_120402		LOC101928273	-	uncharacterized LOC101928273	ncRNA
3005	chr11	8228213	8228749	+	0	NA	Intergenic	Intergenic	-37909	NM_001346694	79608	Hs.231850	NM_024557	ENSG00000166405	RIC3	AYST720|PRO1385	RIC3 acetylcholine receptor chaperone	protein-coding
6392	chr14	100938048	100938644	+	0	NA	intron (NM_001350947, intron 3 of 6)	intron (NM_001350947, intron 3 of 6)	95524	NM_024515	79446	Hs.497599	NM_024515	ENSG00000176473	WDR25	C14orf67	WD repeat domain 25	protein-coding
15016	chr4	176463941	176464540	+	0	NA	Intergenic	Intergenic	244587	NM_001261448	2823	Hs.75819	NM_005277	ENSG00000150625	GPM6A	GPM6|M6A	glycoprotein M6A	protein-coding
1586	chr1	223990396	223990671	+	0	NA	exon (NM_001031685, exon 8 of 18)	exon (NM_001031685, exon 8 of 18)	43116	NM_001031685	7159	Hs.523968	NM_005426	ENSG00000143514	TP53BP2	53BP2|ASPP2|BBP|P53BP2|PPP1R13A	tumor protein p53 binding protein 2	protein-coding
4250	chr12	24375476	24376400	+	0	NA	promoter-TSS (NR_120473)	promoter-TSS (NR_120473)	-267	NR_120473	101928471	Hs.569156	NR_120472	ENSG00000256120	SOX5-AS1	-	SOX5 antisense RNA 1	ncRNA
17619	chr6	134571563	134571936	+	0	NA	intron (NM_001143676, intron 2 of 13)	intron (NM_001143676, intron 2 of 13)	67447	NM_001143676	6446	Hs.510078	NM_005627	ENSG00000118515	SGK1	SGK	serum/glucocorticoid regulated kinase 1	protein-coding
1683	chr1	232949741	232950345	+	0	NA	Intergenic	L1MB1|LINE|L1	9405	NM_019090	54627	Hs.160373	NM_019090	ENSG00000212916	MAP10	KIAA1383|MTR120	microtubule associated protein 10	protein-coding
10850	chr2	208174460	208175610	+	0	NA	Intergenic	Intergenic	-40887	NR_031633	100302130		NR_031633	ENSG00000221628	MIR1302-4	MIRN1302-4|hsa-mir-1302-4	microRNA 1302-4	ncRNA
15310	chr5	31731640	31732391	+	0	NA	intron (NM_178140, intron 1 of 24)	L1MB5|LINE|L1	92777	NM_178140	23037	Hs.481819	NM_015022	ENSG00000133401	PDZD2	AIPC|PAPIN|PDZK3|PIN1	PDZ domain containing 2	protein-coding
2208	chr10	50871704	50872259	+	0	NA	intron (NM_001142933, intron 15 of 15)	intron (NM_001142933, intron 15 of 15)	-15716	NM_182554	282966	Hs.131287	NM_182554	ENSG00000178645	C10orf53	-	chromosome 10 open reading frame 53	protein-coding
17142	chr6	71108338	71109496	+	0	NA	intron (NR_125857, intron 3 of 3)	intron (NR_125857, intron 3 of 3)	5012	NR_125857	101928353		NR_125857		EVADR	-	uncharacterized LOC101928353	ncRNA
9787	chr2	47596957	47597414	+	0	NA	intron (NM_002354, intron 1 of 8)	CpG	898	NM_002354	4072	Hs.542050	NM_002354	ENSG00000119888	EPCAM	DIAR5|EGP-2|EGP314|EGP40|ESA|HNPCC8|KS1/4|KSA|M4S1|MIC18|MK-1|TACSTD1|TROP1	epithelial cell adhesion molecule	protein-coding
11049	chr2	228380244	228380728	+	0	NA	intron (NM_001135187, intron 2 of 13)	L2|LINE|L2	43598	NM_001135189	3267	Hs.352962	NM_004504	ENSG00000173744	AGFG1	HRB|RAB|RIP	ArfGAP with FG repeats 1	protein-coding
9267	chr19	47236663	47236961	+	0	NA	intron (NM_001039877, intron 4 of 17)	intron (NM_001039877, intron 4 of 17)	-12502	NM_001039885	79147	Hs.515493	NM_024301	ENSG00000181027	FKRP	LGMD2I|LGMDR9|MDC1C|MDDGA5|MDDGB5|MDDGC5	fukutin related protein	protein-coding
16504	chr5	176874739	176875321	+	0	NA	promoter-TSS (NM_001174102)	promoter-TSS (NM_001174102)	-85	NR_038916	340037	Hs.570879	NR_038915		PRR7-AS1	-	PRR7 antisense RNA 1	ncRNA
13511	chr3	160336141	160336648	+	0	NA	Intergenic	Intergenic	-53035	NM_002268	3840	Hs.467866	NM_002268	ENSG00000186432	KPNA4	IPOA3|QIP1|SRP3	karyopherin subunit alpha 4	protein-coding
16450	chr5	170749921	170750361	+	0	NA	Intergenic	Intergenic	13889	NM_021025	30012	Hs.249125	NM_021025	ENSG00000164438	TLX3	HOX11L2|RNX	T cell leukemia homeobox 3	protein-coding
1824	chr1	243868689	243869460	+	0	NA	intron (NM_001370074, intron 2 of 13)	intron (NM_001370074, intron 2 of 13)	137510	NM_181690	10000	Hs.498292	NM_005465	ENSG00000117020	AKT3	MPPH|MPPH2|PKB-GAMMA|PKBG|PRKBG|RAC-PK-gamma|RAC-gamma|STK-2	AKT serine/threonine kinase 3	protein-coding
19543	chr8	53209434	53210067	+	0	NA	intron (NM_001352827, intron 2 of 26)	MIRb|SINE|MIR	-42698	NM_001352848	9705	Hs.655499	NM_014682	ENSG00000147488	ST18	NZF-3|NZF3|ZC2H2C3|ZC2HC10|ZNF387	ST18 C2H2C-type zinc finger transcription factor	protein-coding
21351	chrX	40028642	40029187	+	0	NA	intron (NM_001123384, intron 1 of 13)	intron (NM_001123384, intron 1 of 13)	7616	NM_001123384	54880	Hs.659681	NM_017745	ENSG00000183337	BCOR	ANOP2|MAA2|MCOPS2	BCL6 corepressor	protein-coding
18235	chr7	29415160	29416045	+	0	NA	intron (NM_001293072, intron 3 of 12)	intron (NM_001293072, intron 3 of 12)	-103726	NM_001293073	1124	Hs.654611	NM_004067	ENSG00000106069	CHN2	ARHGAP3|BCH|CHN2-3|RHOGAP3	chimerin 2	protein-coding
1930	chr10	6321352	6321754	+	0	NA	Intergenic	Intergenic	-46954	NR_040079	399715		NR_040079	ENSG00000215244	LINC02649	-	long intergenic non-protein coding RNA 2649	ncRNA
2923	chr10	131967794	131968344	+	0	NA	intron (NM_001199868, intron 7 of 11)	intron (NM_001199868, intron 7 of 11)	33396	NM_001321980	10539	Hs.42644	NM_006541	ENSG00000108010	GLRX3	GLRX4|GRX3|GRX4|PICOT|TXNL2|TXNL3	glutaredoxin 3	protein-coding
12409	chr3	15975303	15975702	+	0	NA	Intergenic	MER5A|DNA|hAT-Charlie	60224	NR_030289	693148		NR_030289	ENSG00000207815	MIR563	MIRN563|hsa-mir-563	microRNA 563	ncRNA
12688	chr3	52524713	52525400	+	0	NA	intron (NM_007184, intron 19 of 20)	intron (NM_007184, intron 19 of 20)	-4298	NM_015136	23166	Hs.301989	NM_015136	ENSG00000010327	STAB1	CLEVER-1|FEEL-1|FELE-1|FEX1|SCARH2|STAB-1	stabilin 1	protein-coding
7665	chr16	89548607	89549076	+	0	NA	intron (NM_001256182, intron 1 of 13)	L1MD3|LINE|L1	8128	NM_001256183	29123	Hs.335003	NM_013275	ENSG00000167522	ANKRD11	ANCO-1|ANCO1|LZ16|T13	ankyrin repeat domain 11	protein-coding
10257	chr2	120191300	120191997	+	0	NA	intron (NM_183240, intron 1 of 1)	intron (NM_183240, intron 1 of 1)	2218	NM_183240	140738	Hs.26216	NM_183240	ENSG00000171227	TMEM37	PR|PR1	transmembrane protein 37	protein-coding
15397	chr5	42876367	42877074	+	0	NA	Intergenic	Intergenic	-64542	NM_001093726	6414	Hs.275775	NM_005410	ENSG00000250722	SELENOP	SELP|SEPP|SEPP1|SeP	selenoprotein P	protein-coding
8536	chr18	18942833	18943226	+	0	NA	intron (NM_001142966, intron 1 of 32)	intron (NM_001142966, intron 1 of 32)	120826	NM_001142966	80000	Hs.149020	NM_024935	ENSG00000141449	GREB1L	C18orf6|KIAA1772|RHDA3	GREB1 like retinoic acid receptor coactivator	protein-coding
15872	chr5	103054580	103055127	+	0	NA	Intergenic	Intergenic	-156363	NM_001300741	83594	Hs.434289	NM_031438	ENSG00000112874	NUDT12	-	nudix hydrolase 12	protein-coding
14072	chr4	38430459	38430726	+	0	NA	intron (NR_110951, intron 7 of 7)	intron (NR_110951, intron 7 of 7)	62057	NR_149123	105374410		NR_149123	ENSG00000248227	LINC02513	-	long intergenic non-protein coding RNA 2513	ncRNA
10481	chr2	160908655	160909083	+	0	NA	intron (NM_001007267, intron 1 of 26)	intron (NM_001007267, intron 1 of 26)	10257	NM_001007267	22925	Hs.410477	NM_007366	ENSG00000153246	PLA2R1	CLEC13C|PLA2-R|PLA2G1R|PLA2IR|PLA2R	phospholipase A2 receptor 1	protein-coding
11775	chr21	20406887	20407281	+	0	NA	Intergenic	L3|LINE|CR1	-274954	NR_109925	101927797	Hs.551743	NR_109925		MIR548XHG	-	MIR548X host gene	ncRNA
1599	chr1	225881655	225882451	+	0	NA	Intergenic	Intergenic	-41228	NM_018212	55740	Hs.497893	NM_018212	ENSG00000154380	ENAH	ENA|MENA|NDPP1	ENAH actin regulator	protein-coding
18777	chr7	109184099	109184459	+	0	NA	Intergenic	(TA)n|Simple_repeat|Simple_repeat	415991	NR_003024	442720	Hs.530096	NR_003024	ENSG00000237064	EIF3IP1	RG208K23	eukaryotic translation initiation factor 3 subunit I pseudogene 1	pseudo
5062	chr12	130034901	130035625	+	0	NA	intron (NM_133448, intron 2 of 8)	intron (NM_133448, intron 2 of 8)	342117	NR_110058	101927735	Hs.569212	NR_110058	ENSG00000256699	TMEM132D-AS2	-	TMEM132D antisense RNA 2	ncRNA
2532	chr10	88517169	88517497	+	0	NA	intron (NM_004329, intron 1 of 12)	intron (NM_004329, intron 1 of 12)	937	NM_004329	657	Hs.524477	NM_004329	ENSG00000107779	BMPR1A	10q23del|ACVRLK3|ALK3|CD292|SKR5	bone morphogenetic protein receptor type 1A	protein-coding
18717	chr7	103452448	103452831	+	0	NA	intron (NM_173054, intron 3 of 63)	intron (NM_173054, intron 3 of 63)	177324	NM_173054	5649	Hs.655654	NM_005045	ENSG00000189056	RELN	ETL7|LIS2|PRO1598|RL	reelin	protein-coding
1789	chr1	240262461	240263413	+	0	NA	intron (NM_001348094, intron 1 of 14)	intron (NM_001348094, intron 1 of 14)	7754	NM_001348094	56776	Hs.24889	NM_020066	ENSG00000155816	FMN2	-	formin 2	protein-coding
21149	chr9	137305473	137306304	+	0	NA	intron (NM_001291920, intron 4 of 9)	intron (NM_001291920, intron 4 of 9)	7482	NM_001291921	6256	Hs.590886	NM_002957	ENSG00000186350	RXRA	NR2B1	retinoid X receptor alpha	protein-coding
4741	chr12	95806650	95807068	+	0	NA	Intergenic	Intergenic	-61069	NM_001317183	10988	Hs.444986	NM_006838	ENSG00000111142	METAP2	MAP2|MNPEP|p67eIF2	methionyl aminopeptidase 2	protein-coding
1266	chr1	180614678	180615098	+	0	NA	intron (NR_137330, intron 1 of 12)	Charlie3|DNA|hAT-Charlie	13730	NM_004736	9213	Hs.227656	NM_004736	ENSG00000143324	XPR1	IBGC6|SLC53A1|SYG1|X3	xenotropic and polytropic retrovirus receptor 1	protein-coding
7535	chr16	75360047	75360748	+	0	NA	intron (NM_006324, intron 5 of 6)	intron (NM_006324, intron 5 of 6)	-58492	NM_001170715	9564	Hs.479747	NM_014567	ENSG00000050820	BCAR1	CAS|CAS1|CASS1|CRKAS|P130Cas	BCAR1 scaffold protein, Cas family member	protein-coding
17115	chr6	58385892	58386227	+	0	NA	Intergenic	Intergenic	-98335	NR_132997	106660613	Hs.561539	NR_003660	ENSG00000283352	LINC00680-GUSBP4	-	LINC00680-GUSBP4 readthrough	pseudo
4992	chr12	123650028	123650823	+	0	NA	intron (NR_103517, intron 17 of 23)	intron (NR_103517, intron 17 of 23)	-55389	NM_001300801	57605	Hs.272759	NM_020845	ENSG00000090975	PITPNM2	NIR-3|NIR3|RDGB2|RDGBA2	phosphatidylinositol transfer protein membrane associated 2	protein-coding
15629	chr5	73082057	73082937	+	0	NA	intron (NM_001177693, intron 7 of 35)	intron (NM_001177693, intron 7 of 35)	-26874	NM_001244364	64283	Hs.482521	NM_001080479	ENSG00000214944	ARHGEF28	RGNEF|RIP2|p190RHOGEF	Rho guanine nucleotide exchange factor 28	protein-coding
7136	chr16	2021492	2021938	+	0	NA	promoter-TSS (NM_006453)	promoter-TSS (NM_006453)	-339	NM_006453	10607	Hs.513267	NM_006453	ENSG00000183751	TBL3	SAZD|UTP13	transducin beta like 3	protein-coding
9477	chr2	18709134	18709646	+	0	NA	Intergenic	Intergenic	32529	NM_020905	57665	Hs.120319	NM_020905	ENSG00000240857	RDH14	PAN2|SDR7C4	retinol dehydrogenase 14	protein-coding
6369	chr14	96561914	96562722	+	0	NA	Intergenic	Intergenic	56619	NM_001282463	56967	Hs.6434	NM_020215	ENSG00000227051	C14orf132	C14orf88	chromosome 14 open reading frame 132	protein-coding
18988	chr7	136794777	136795323	+	0	NA	intron (NR_046103, intron 1 of 3)	intron (NR_046103, intron 1 of 3)	54038	NR_046103	349160	Hs.660713	NR_046103	ENSG00000234352	LOC349160	-	uncharacterized LOC349160	ncRNA
18176	chr7	21405791	21406230	+	0	NA	Intergenic	Intergenic	-61691	NM_001326543	6671	Hs.88013	NM_003112	ENSG00000105866	SP4	HF1B|SPR-1	Sp4 transcription factor	protein-coding
11167	chr20	665212	665624	+	0	NA	Intergenic	Intergenic	-8972	NM_033129	85508	Hs.355284	NM_033129	ENSG00000215397	SCRT2	ZNF898B	scratch family transcriptional repressor 2	protein-coding
2267	chr10	61239050	61239703	+	0	NA	Intergenic	Intergenic	-116437	NM_001347842	220965	Hs.607594	NM_198215	ENSG00000148541	FAM13C	FAM13C1	family with sequence similarity 13 member C	protein-coding
2255	chr10	60425827	60426298	+	0	NA	intron (NM_001080512, intron 2 of 20)	MER57A1|LTR|ERV1	-48713	NR_027508	728640	Hs.729209	NR_027508		FAM133CP	-	family with sequence similarity 133, member A pseudogene	pseudo
3381	chr11	58312776	58313287	+	0	NA	intron (NM_004811, intron 7 of 8)	intron (NM_004811, intron 7 of 8)	30359	NM_004811	9404	Hs.125474	NM_004811	ENSG00000110031	LPXN	LDPL	leupaxin	protein-coding
5697	chr13	103606901	103607404	+	0	NA	Intergenic	Intergenic	74703	NR_026965	121952	Hs.660773	NR_026965	ENSG00000250878	METTL21EP	METTL21CP1	methyltransferase like 21E, pseudogene	pseudo
7257	chr16	15108187	15108821	+	0	NA	intron (NM_001324019, intron 8 of 22)	intron (NM_001324019, intron 8 of 22)	-4250	NR_036265	100422922		NR_036265	ENSG00000239118	MIR1972-2	-	microRNA 1972-2	ncRNA
716	chr1	85039377	85039962	+	0	NA	intron (NM_004388, intron 1 of 6)	MIRb|SINE|MIR	454	NM_004388	1486	Hs.513557	NM_004388	ENSG00000117151	CTBS	CTB	chitobiase	protein-coding
9319	chr19	56590969	56591317	+	0	NA	TTS (NR_110741)	TTS (NR_110741)	13093	NR_110741	101928886	Hs.434652	NR_110741	ENSG00000267522	LINC01864	-	long intergenic non-protein coding RNA 1864	ncRNA
2672	chr10	102827501	102827851	+	0	NA	non-coding (NR_135067, exon 5 of 5)	non-coding (NR_135067, exon 5 of 5)	1620	NR_135068	81621	Hs.534859	NM_030929	ENSG00000107821	KAZALD1	BONO1|FKSG28|FKSG40|IGFBP-rP10	Kazal type serine peptidase inhibitor domain 1	protein-coding
13384	chr3	142150807	142151127	+	0	NA	intron (NM_001282859, intron 2 of 11)	(TA)n|Simple_repeat|Simple_repeat	15912	NM_001282857	54464	Hs.435103	NM_019001	ENSG00000114127	XRN1	SEP1	5'-3' exoribonuclease 1	protein-coding
16215	chr5	142389840	142390211	+	0	NA	intron (NR_146198, intron 11 of 22)	intron (NR_146198, intron 11 of 22)	-141550	NR_046680	100874239	Hs.570896	NR_046680	ENSG00000226272	ARHGAP26-AS1	-	ARHGAP26 antisense RNA 1	ncRNA
17888	chr6	157111875	157113058	+	0	NA	intron (NM_001346813, intron 1 of 19)	intron (NM_001346813, intron 1 of 19)	-11601	NR_039676	100616154		NR_039676	ENSG00000271899	MIR4466	mir-4466	microRNA 4466	ncRNA
4933	chr12	119687696	119688013	+	0	NA	Intergenic	Intergenic	53331	NR_024246	144742	Hs.524782	NR_024246	ENSG00000281196	LINC00934	-	long intergenic non-protein coding RNA 934	ncRNA
14884	chr4	154036633	154037341	+	0	NA	Intergenic	Intergenic	-36499	NM_001351056	23321	Hs.435711	NM_015271	ENSG00000109654	TRIM2	CMT2R|RNF86	tripartite motif containing 2	protein-coding
3673	chr11	93303628	93304378	+	0	NA	Intergenic	Intergenic	-27446	NM_020179	56935	Hs.438064	NM_020179	ENSG00000166002	SMCO4	C11orf75|FN5	single-pass membrane protein with coiled-coil domains 4	protein-coding
15307	chr5	31669769	31670365	+	0	NA	intron (NM_178140, intron 1 of 24)	MIRb|SINE|MIR	30829	NM_178140	23037	Hs.481819	NM_015022	ENSG00000133401	PDZD2	AIPC|PAPIN|PDZK3|PIN1	PDZ domain containing 2	protein-coding
14678	chr4	128526487	128526897	+	0	NA	Intergenic	Intergenic	-27420	NM_015693	27152	Hs.391481	NM_015693	ENSG00000164066	INTU	CPLANE4|INT|OFD17|PDZD6|PDZK6|SRTD20	inturned planar cell polarity protein	protein-coding
11644	chr20	52961744	52962300	+	0	NA	Intergenic	Intergenic	-130110	NM_177959	55816	Hs.473133	NM_018431	ENSG00000101134	DOK5	C20orf180|IRS-6|IRS6	docking protein 5	protein-coding
21318	chrX	30730937	30731409	+	0	NA	intron (NM_203391, intron 13 of 19)	intron (NM_203391, intron 13 of 19)	59697	NM_203391	2710	Hs.1466	NM_000167	ENSG00000198814	GK	GK1|GKD	glycerol kinase	protein-coding
19799	chr8	94371001	94371545	+	0	NA	intron (NR_033858, intron 10 of 10)	intron (NR_033858, intron 10 of 10)	-192194	NR_161372	389676	Hs.386711	NR_161372		C8orf87	-	chromosome 8 open reading frame 87	ncRNA
3393	chr11	60527570	60527825	+	0	NA	intron (NM_152717, intron 1 of 5)	intron (NM_152717, intron 1 of 5)	3357	NM_001278242	219995	Hs.207465	NM_152717	ENSG00000166961	MS4A15	-	membrane spanning 4-domains A15	protein-coding
11287	chr20	15581016	15581822	+	0	NA	intron (NM_001351661, intron 8 of 17)	intron (NM_001351661, intron 8 of 17)	322540	NR_130925	613266	Hs.309149	NR_130924		LOC613266	-	uncharacterized LOC613266	ncRNA
13238	chr3	124490952	124491925	+	0	NA	intron (NM_001354766, intron 10 of 13)	intron (NM_001354766, intron 10 of 13)	40152	NR_036088	100422864		NR_036088	ENSG00000265981	MIR544B	-	microRNA 544b	ncRNA
11665	chr20	57240644	57241091	+	0	NA	intron (NM_001001433, intron 2 of 8)	intron (NM_001001433, intron 2 of 8)	14528	NM_001134773	8675	Hs.307913	NM_003763	ENSG00000124222	STX16	SYN16	syntaxin 16	protein-coding
15298	chr5	30501158	30501680	+	0	NA	Intergenic	MIRb|SINE|MIR	620752	NR_134264	105374704	Hs.151157	NR_134264		LOC105374704	-	uncharacterized LOC105374704	ncRNA
13584	chr3	171514721	171515560	+	0	NA	intron (NM_001130081, intron 1 of 25)	L2c|LINE|L2	13133	NM_001130081	5337	Hs.382865	NM_002662	ENSG00000075651	PLD1	CVDD	phospholipase D1	protein-coding
240	chr1	25853135	25853631	+	0	NA	Intergenic	Intergenic	-16693	NM_015627	26119	Hs.590911	NM_015627	ENSG00000157978	LDLRAP1	ARH|ARH1|ARH2|FHCB1|FHCB2	low density lipoprotein receptor adaptor protein 1	protein-coding
208	chr1	21625344	21625776	+	0	NA	non-coding (NR_038404, exon 3 of 3)	non-coding (NR_038404, exon 3 of 3)	5777	NR_038404	100506801	Hs.663049	NR_038404	ENSG00000231105	LOC100506801	-	uncharacterized LOC100506801	ncRNA
8014	chr17	40829847	40830710	+	0	NA	TTS (NM_016602)	TTS (NM_016602)	-1266	NM_024927	79990	Hs.632251	NM_024927	ENSG00000068137	PLEKHH3	-	pleckstrin homology, MyTH4 and FERM domain containing H3	protein-coding
12167	chr22	41681308	41681715	+	0	NA	intron (NM_001278651, intron 1 of 16)	intron (NM_001278651, intron 1 of 16)	680	NM_001278651	5905	Hs.183800	NM_002883	ENSG00000100401	RANGAP1	Fug1|RANGAP|SD	Ran GTPase activating protein 1	protein-coding
15202	chr5	13316209	13316558	+	0	NA	Intergenic	LTR52|LTR|ERVL	-283385	NR_147005	105374658		NR_147005		LINC02220	-	long intergenic non-protein coding RNA 2220	ncRNA
2098	chr10	29409019	29409626	+	0	NA	Intergenic	Intergenic	-168677	NM_032517	84569	Hs.558572	NM_032517	ENSG00000120563	LYZL1	KAAG648|LYC2|LYZD1|PRO1278|bA534G20.1	lysozyme like 1	protein-coding
2077	chr10	27129167	27129513	+	0	NA	intron (NM_001178116, intron 1 of 11)	MSTB1|LTR|ERVL-MaLR	20676	NM_001178124	10006	Hs.508148	NM_005470	ENSG00000136754	ABI1	ABI-1|ABLBP4|E3B1|NAP1BP|SSH3BP|SSH3BP1	abl interactor 1	protein-coding
6124	chr14	67091017	67091530	+	0	NA	intron (NM_020806, intron 1 of 22)	HERVL40-int|LTR|ERVL	117148	NM_020806	10243	Hs.208765	NM_020806	ENSG00000171723	GPHN	GEPH|GPH|GPHRYN|HKPX1|MOCODC	gephyrin	protein-coding
8632	chr18	32239555	32240238	+	0	NA	intron (NM_001128175, intron 1 of 11)	intron (NM_001128175, intron 1 of 11)	-50366	NM_032978	1837	Hs.643454	NM_001390	ENSG00000134769	DTNA	D18S892E|DRP3|DTN|DTN-A|LVNC1	dystrobrevin alpha	protein-coding
13420	chr3	148716061	148716673	+	0	NA	intron (NM_001184720, intron 4 of 6)	intron (NM_001184720, intron 4 of 6)	7172	NM_001184720	2992	Hs.477892	NM_004130	ENSG00000163754	GYG1	GSD15|GYG	glycogenin 1	protein-coding
11740	chr21	16545355	16545819	+	0	NA	Intergenic	Intergenic	-108266	NM_003489	8204	Hs.155017	NM_003489	ENSG00000180530	NRIP1	CAKUT3|RIP140	nuclear receptor interacting protein 1	protein-coding
15285	chr5	25483650	25484439	+	0	NA	Intergenic	Intergenic	292982	NR_136209	105374693	Hs.628714	NR_136209		LINC02211	-	long intergenic non-protein coding RNA 2211	ncRNA
2827	chr10	118011099	118011545	+	0	NA	intron (NM_005264, intron 4 of 10)	intron (NM_005264, intron 4 of 10)	3985	NM_001348099	2674	Hs.388347	NM_005264	ENSG00000151892	GFRA1	GDNFR|GDNFRA|GFR-ALPHA-1|RET1L|RETL1|TRNR1	GDNF family receptor alpha 1	protein-coding
21214	chrX	10158269	10159044	+	0	NA	intron (NM_001830, intron 4 of 12)	intron (NM_001830, intron 4 of 12)	33641	NM_001830	1183	Hs.495674	NM_001830	ENSG00000073464	CLCN4	CLC4|ClC-4|ClC-4A|MRX15|MRX49|MRXSRC	chloride voltage-gated channel 4	protein-coding
15870	chr5	103005221	103005761	+	0	NA	Intergenic	L2a|LINE|L2	-107001	NM_001300741	83594	Hs.434289	NM_031438	ENSG00000112874	NUDT12	-	nudix hydrolase 12	protein-coding
19318	chr8	22448552	22448980	+	0	NA	intron (NM_198042, intron 7 of 7)	intron (NM_198042, intron 7 of 7)	-8346	NM_173686	541565	Hs.743508	NM_173686	ENSG00000241852	C8orf58	-	chromosome 8 open reading frame 58	protein-coding
19088	chr7	151368609	151369085	+	0	NA	intron (NM_001040633, intron 4 of 15)	intron (NM_001040633, intron 4 of 15)	-39143	NM_001304531	51422	Hs.647072	NM_016203	ENSG00000106617	PRKAG2	AAKG|AAKG2|CMH6|H91620p|WPWS	protein kinase AMP-activated non-catalytic subunit gamma 2	protein-coding
