PeakID (cmd=annotatePeaks.pl NKX6_1_merged_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
6424	chr18	65955508	65956241	+	0	NA	Intergenic	Intergenic	426471	NM_001350512	54495	Hs.440534	NM_019022	ENSG00000166479	TMX3	PDIA13|TXNDC10	thioredoxin related transmembrane protein 3	protein-coding
9485	chr3	115039968	115040948	+	0	NA	Intergenic	Tigger12c|DNA|TcMar-Tigger	-174323	NM_001348800	26137	Hs.202577	NM_015642	ENSG00000181722	ZBTB20	DPZF|HOF|ODA-8S|PRIMS|ZNF288	zinc finger and BTB domain containing 20	protein-coding
13740	chr7	152373108	152373759	+	0	NA	promoter-TSS (NM_005431)	promoter-TSS (NM_005431)	-207	NM_005431	7516	Hs.647093	NM_005431	ENSG00000196584	XRCC2	FANCU	X-ray repair cross complementing 2	protein-coding
5655	chr17	17184312	17185157	+	0	NA	promoter-TSS (NM_001316358)	promoter-TSS (NM_001316358)	-117	NM_001316357	8533	Hs.6076	NM_003653	ENSG00000141030	COPS3	CSN3|SGN3	COP9 signalosome subunit 3	protein-coding
8450	chr20	58063649	58064699	+	0	NA	Intergenic	L1ME3B|LINE|L1	-88390	NM_001199505	116154	Hs.473218	NM_080672	ENSG00000087495	PHACTR3	C20orf101|H17739|PPP1R123|SCAPIN1|SCAPININ	phosphatase and actin regulator 3	protein-coding
8096	chr20	1757789	1758224	+	0	NA	intron (NR_037142, intron 2 of 3)	CpG	2386	NR_037142	100289473	Hs.641525	NR_037142	ENSG00000232528	LOC100289473	-	cytoskeleton associated protein 2-like pseudogene	pseudo
2947	chr12	12552624	12553310	+	0	NA	intron (NM_058169, intron 2 of 3)	intron (NM_058169, intron 2 of 3)	42955	NM_001300742	118426	Hs.504805	NM_058169	ENSG00000165714	BORCS5	LOH12CR1|LOH1CR12	BLOC-1 related complex subunit 5	protein-coding
6628	chr19	32581966	32582836	+	0	NA	Intergenic	Intergenic	14421	NR_110694	101927411	Hs.515337	NR_110694	ENSG00000267204	LINC01782	-	long intergenic non-protein coding RNA 1782	ncRNA
15225	chrX	22545217	22545800	+	0	NA	intron (NR_073010, intron 4 of 11)	intron (NR_073010, intron 4 of 11)	254478	NM_152577	158506	Hs.132485	NM_152577	ENSG00000175809	CBLL2	CT138|HAKAIL|ZNF645	Cbl proto-oncogene like 2	protein-coding
685	chr1	108114776	108115912	+	0	NA	3' UTR (NM_006113, exon 27 of 27)	3' UTR (NM_006113, exon 27 of 27)	115777	NM_001079874	10451	Hs.267659	NM_006113	ENSG00000134215	VAV3	-	vav guanine nucleotide exchange factor 3	protein-coding
10500	chr4	99945864	99946711	+	0	NA	intron (NM_015143, intron 1 of 10)	MER1B|DNA|hAT-Charlie	27749	NR_037455	100500867		NR_037455	ENSG00000265213	MIR3684	-	microRNA 3684	ncRNA
7051	chr2	42596570	42597244	+	0	NA	promoter-TSS (NM_001319037)	promoter-TSS (NM_001319037)	-810	NM_001319036	9167	Hs.339639	NM_004718	ENSG00000115944	COX7A2L	COX7AR|COX7RP|EB1|SIG81	cytochrome c oxidase subunit 7A2 like	protein-coding
12282	chr6	43667127	43668006	+	0	NA	Intergenic	Intergenic	-12017	NM_001193343	55168	Hs.520149	NM_018135	ENSG00000096080	MRPS18A	HumanS18b|MRP-S18-3|MRP-S18-a|MRPS18-3|S18bmt|S18mt-a	mitochondrial ribosomal protein S18A	protein-coding
10735	chr4	143275581	143276193	+	0	NA	intron (NM_001101669, intron 7 of 25)	intron (NM_001101669, intron 7 of 25)	491801	NM_003866	8821	Hs.176376	NM_003866	ENSG00000109452	INPP4B	-	inositol polyphosphate-4-phosphatase type II B	protein-coding
6581	chr19	16830160	16831087	+	0	NA	promoter-TSS (NM_001007525)	promoter-TSS (NM_001007525)	-35	NM_001290355	284434	Hs.406014	NM_001007525	ENSG00000188039	NWD1	-	NACHT and WD repeat domain containing 1	protein-coding
13954	chr8	33922504	33923591	+	0	NA	Intergenic	Intergenic	-465423	NM_001305115	78986	Hs.8719	NM_024025	ENSG00000133878	DUSP26	DSP-4|DUSP24|LDP-4|LDP4|MKP-8|MKP8|NATA1|NEAP|SKRP3	dual specificity phosphatase 26	protein-coding
12089	chr6	19382779	19383577	+	0	NA	Intergenic	Intergenic	-66874	NR_134615	105374960	Hs.519913	NR_134615		LOC105374960	-	uncharacterized LOC105374960	ncRNA
11812	chr5	151314310	151315331	+	0	NA	Intergenic	MLT1K|LTR|ERVL-MaLR	-10408	NM_001146040	2741	Hs.121490	NM_000171	ENSG00000145888	GLRA1	HKPX1|STHE	glycine receptor alpha 1	protein-coding
13188	chr7	34263492	34264395	+	0	NA	Intergenic	Intergenic	318792	NM_001365308	168667	Hs.660998	NM_133468	ENSG00000164619	BMPER	CRIM3|CV-2|CV2	BMP binding endothelial regulator	protein-coding
4623	chr14	100969479	100969988	+	0	NA	intron (NM_001350947, intron 4 of 6)	intron (NM_001350947, intron 4 of 6)	64674	NM_001159531	57596	Hs.211751	NM_020836	ENSG00000183092	BEGAIN	-	brain enriched guanylate kinase associated	protein-coding
10919	chr4	185697878	185698548	+	0	NA	intron (NM_001286711, intron 4 of 19)	intron (NM_001286711, intron 4 of 19)	21987	NR_003542	643036	Hs.689630	NR_003542	ENSG00000249138	SLED1	-	proteoglycan 3, pro eosinophil major basic protein 2 pseudogene	pseudo
10023	chr3	197212216	197213189	+	0	NA	Intergenic	Intergenic	23830	NR_145451	100129516	Hs.635286	NR_145451		LINC02012	-	long intergenic non-protein coding RNA 2012	ncRNA
5360	chr16	69373145	69374076	+	0	NA	promoter-TSS (NM_016101)	promoter-TSS (NM_016101)	-65	NM_016101	51388	Hs.585728	NM_016101	ENSG00000132603	NIP7	CGI-37|HSPC031|KD93	nucleolar pre-rRNA processing protein NIP7	protein-coding
4013	chr13	77902800	77903722	+	0	NA	Intergenic	Intergenic	-2032	NM_015057	23077	Hs.591221	NM_015057	ENSG00000005810	MYCBP2	Myc-bp2|PAM|PHR1|Phr	MYC binding protein 2	protein-coding
14275	chr8	98336658	98337633	+	0	NA	intron (NR_125390, intron 2 of 2)	intron (NR_125390, intron 2 of 2)	-33348	NR_145760	109617016		NR_145760	ENSG00000207215	SNORD3H	-	small nucleolar RNA, C/D box 3H	snoRNA
6161	chr18	13382123	13382849	+	0	NA	intron (NM_181482, intron 2 of 5)	intron (NM_181482, intron 2 of 5)	45047	NR_040031	100288122	Hs.646264	NR_040031	ENSG00000267690	LDLRAD4-AS1	-	LDLRAD4 antisense RNA 1	ncRNA
2329	chr11	32113030	32113659	+	0	NA	intron (NM_002901, intron 1 of 5)	intron (NM_002901, intron 1 of 5)	724	NM_002901	5954	Hs.97887	NM_002901	ENSG00000049449	RCN1	HEL-S-84|PIG20|RCAL|RCN	reticulocalbin 1	protein-coding
5324	chr16	58663461	58664246	+	0	NA	promoter-TSS (NM_016284)	promoter-TSS (NM_016284)	-123	NR_049763	23019	Hs.460923	NM_016284	ENSG00000125107	CNOT1	AD-005|CDC39|NOT1|NOT1H	CCR4-NOT transcription complex subunit 1	protein-coding
2719	chr11	109609355	109610162	+	0	NA	Intergenic	Tigger6a|DNA|TcMar-Tigger	316842	NM_207645	399947	Hs.172982	NM_207645	ENSG00000185742	C11orf87	LOH11CR1A|NEURIM1	chromosome 11 open reading frame 87	protein-coding
8856	chr3	1665620	1666022	+	0	NA	Intergenic	Intergenic	-474666	NM_001350095	152330	Hs.298705	NM_175607	ENSG00000144619	CNTN4	AXCAM|BIG-2	contactin 4	protein-coding
7476	chr2	123718303	123719203	+	0	NA	Intergenic	Intergenic	112304	NR_147208	107985818	Hs.580182	NR_147208	ENSG00000232740	LINC01826	lnc-MKI67IP-3	long intergenic non-protein coding RNA 1826	ncRNA
2717	chr11	109378404	109379576	+	0	NA	Intergenic	Mam_R4|LINE|Dong-R4	86074	NM_207645	399947	Hs.172982	NM_207645	ENSG00000185742	C11orf87	LOH11CR1A|NEURIM1	chromosome 11 open reading frame 87	protein-coding
10115	chr4	22943088	22944102	+	0	NA	Intergenic	Intergenic	227883	NM_001277225	57733	Hs.653107	NM_020973	ENSG00000249948	GBA3	CBG|CBGL1|GLUC|KLRP	glucosylceramidase beta 3 (gene/pseudogene)	protein-coding
6764	chr19	50379668	50381139	+	0	NA	promoter-TSS (NM_001168222)	promoter-TSS (NM_001168222)	209	NM_001098633	84335	Hs.515542	NM_032375	ENSG00000204673	AKT1S1	Lobe|PRAS40	AKT1 substrate 1	protein-coding
10260	chr4	56320977	56321871	+	0	NA	intron (NM_004898, intron 13 of 22)	intron (NM_004898, intron 13 of 22)	59300	NM_018475	55858	Hs.479766	NM_018475	ENSG00000134851	TMEM165	CDG2K|FT27|GDT1|TMPT27|TPARL	transmembrane protein 165	protein-coding
11634	chr5	124081513	124082224	+	0	NA	Intergenic	(CA)n|Simple_repeat|Simple_repeat	-1063	NM_020747	57507	Hs.266616	NM_020747	ENSG00000168916	ZNF608	NY-REN-36	zinc finger protein 608	protein-coding
12856	chr6	148358450	148359360	+	0	NA	Intergenic	Intergenic	-234559	NM_001346505	23328	Hs.193133	NM_015278	ENSG00000111961	SASH1	CAPOK|DUH1|SH3D6A|dJ323M4.1	SAM and SH3 domain containing 1	protein-coding
6282	chr18	40218132	40218722	+	0	NA	intron (NR_046174, intron 7 of 9)	L1ME3B|LINE|L1	451794	NR_046456	284260	Hs.652819	NR_046174	ENSG00000267586	LINC00907	-	long intergenic non-protein coding RNA 907	ncRNA
12503	chr6	99318973	99319451	+	0	NA	non-coding (NR_103836, exon 8 of 8)	non-coding (NR_103836, exon 8 of 8)	36762	NM_005604	5454	Hs.182505	NM_005604	ENSG00000184486	POU3F2	BRN2|N-Oct3|OCT7|OTF-7|OTF7|POUF3|brn-2|oct-7	POU class 3 homeobox 2	protein-coding
14949	chr9	102369275	102370227	+	0	NA	intron (NR_109802, intron 3 of 6)	UCON27|Unknown|Unknown	212420	NR_109802	101928438	Hs.637767	NR_109802	ENSG00000237461	LOC101928438	-	uncharacterized LOC101928438	ncRNA
9288	chr3	73562075	73563068	+	0	NA	intron (NM_015009, intron 3 of 9)	intron (NM_015009, intron 3 of 9)	-7902	NR_121660	101927296	Hs.662049	NR_121660		LOC101927296	-	uncharacterized LOC101927296	ncRNA
1799	chr10	76192724	76193717	+	0	NA	intron (NM_001369124, intron 6 of 9)	intron (NM_001369124, intron 6 of 9)	95862	NR_120673	102723439		NR_120673		LOC102723439	-	uncharacterized LOC102723439	ncRNA
12974	chr6	170747240	170748052	+	0	NA	Intergenic	Intergenic	107797	NR_039787	100616430		NR_039787	ENSG00000266245	MIR4644	-	microRNA 4644	ncRNA
6267	chr18	38982405	38983132	+	0	NA	Intergenic	Intergenic	117873	NR_002838	641516	Hs.116612	NR_002838	ENSG00000267313	KC6	-	keratoconus gene 6	ncRNA
3506	chr12	110864017	110864647	+	0	NA	Intergenic	Intergenic	-22797	NM_016238	51434	Hs.719935	NM_016238	ENSG00000196510	ANAPC7	APC7	anaphase promoting complex subunit 7	protein-coding
9730	chr3	151908322	151908902	+	0	NA	intron (NR_136178, intron 1 of 2)	MLT1L|LTR|ERVL-MaLR	14606	NR_136178	101928166		NR_136178		LOC101928166	-	uncharacterized LOC101928166	ncRNA
2698	chr11	105901226	105901969	+	0	NA	Intergenic	Intergenic	-8583	NM_001318747	84437	Hs.266782	NM_032424	ENSG00000170903	MSANTD4	KIAA1826	Myb/SANT DNA binding domain containing 4 with coiled-coils	protein-coding
1636	chr10	35054791	35055761	+	0	NA	intron (NM_001184791, intron 1 of 20)	intron (NM_001184791, intron 1 of 20)	48948	NM_001184793	56288	Hs.131489	NM_019619	ENSG00000148498	PARD3	ASIP|Baz|PAR3|PAR3alpha|PARD-3|PARD3A|PPP1R118|SE2-5L16|SE2-5LT1|SE2-5T2	par-3 family cell polarity regulator	protein-coding
7331	chr2	83568322	83568809	+	0	NA	Intergenic	(TATAA)n|Simple_repeat|Simple_repeat	-181373	NR_146482	101928031	Hs.547548	NR_146482	ENSG00000232548	LINC01809	-	long intergenic non-protein coding RNA 1809	ncRNA
1853	chr10	79702735	79703649	+	0	NA	Intergenic	L2b|LINE|L2	16622	NR_024585	100128292	Hs.547908	NR_024585		DLG5-AS1	-	DLG5 antisense RNA 1	ncRNA
8619	chr21	42010240	42011077	+	0	NA	intron (NR_073202, intron 3 of 32)	intron (NR_073202, intron 3 of 32)	-7965	NR_046774	100874326	Hs.679746	NR_046774	ENSG00000233756	DSCAM-IT1	zag4	DSCAM intronic transcript 1	ncRNA
13723	chr7	146587310	146587961	+	0	NA	intron (NM_014141, intron 2 of 22)	Charlie19a|DNA|hAT-Charlie	116272	NM_014141	26047	Hs.655684	NM_014141	ENSG00000174469	CNTNAP2	AUTS15|CASPR2|CDFE|NRXN4|PTHSL1	contactin associated protein like 2	protein-coding
10578	chr4	114702403	114703251	+	0	NA	Intergenic	Intergenic	-19744	NM_172114	817	Hs.144114	NM_001221	ENSG00000145349	CAMK2D	CAMKD	calcium/calmodulin dependent protein kinase II delta	protein-coding
3582	chr12	124990689	124991702	+	0	NA	intron (NM_001206654, intron 2 of 47)	intron (NM_001206654, intron 2 of 47)	60963	NM_001206654	9612	Hs.137510	NM_006312	ENSG00000196498	NCOR2	CTG26|N-CoR2|SMAP270|SMRT|SMRTE|SMRTE-tau|TNRC14|TRAC|TRAC-1|TRAC1	nuclear receptor corepressor 2	protein-coding
8133	chr20	8512609	8513398	+	0	NA	intron (NM_182734, intron 3 of 32)	intron (NM_182734, intron 3 of 32)	283652	NR_046809	100874337	Hs.662218	NR_046809	ENSG00000225479	PLCB1-IT1	-	PLCB1 intronic transcript 1	ncRNA
10167	chr4	39045156	39046104	+	0	NA	promoter-TSS (NM_001007075)	promoter-TSS (NM_001007075)	-821	NM_001171654	51088	Hs.272251	NM_015990	ENSG00000109790	KLHL5	-	kelch like family member 5	protein-coding
11271	chr5	64064050	64065076	+	0	NA	promoter-TSS (NM_001364478)	promoter-TSS (NM_001364478)	-45	NM_173829	285672	Hs.69504	NM_173829	ENSG00000153006	SREK1IP1	P18SRP|SFRS12IP1	SREK1 interacting protein 1	protein-coding
10785	chr4	153229874	153230632	+	0	NA	Intergenic	Intergenic	-28554	NR_104273	102191832	Hs.712524	NR_104273	ENSG00000270751	FBXW7-AS1	DEAR|DEspR	FBXW7 antisense RNA 1	ncRNA
4523	chr14	81901460	81902215	+	0	NA	intron (NM_001366850, intron 1 of 7)	MIR|SINE|MIR	972	NM_001366850	85439	Hs.14248	NM_033104	ENSG00000140022	STON2	STN2|STNB|STNB2	stonin 2	protein-coding
11021	chr5	13994602	13995444	+	0	NA	Intergenic	Intergenic	-50434	NM_001369	1767	Hs.212360	NM_001369	ENSG00000039139	DNAH5	CILD3|DNAHC5|HL1|KTGNR|PCD	dynein axonemal heavy chain 5	protein-coding
6599	chr19	19103656	19104562	+	0	NA	non-coding (NR_147915, exon 12 of 12)	non-coding (NR_147915, exon 12 of 12)	40217	NM_014884	10147	Hs.77876	NM_014884	ENSG00000064607	SUGP2	SFRS14|SRFS14	SURP and G-patch domain containing 2	protein-coding
796	chr1	150960177	150961012	+	0	NA	exon (NM_003568, exon 11 of 14)	exon (NM_003568, exon 11 of 14)	5826	NM_003568	8416	Hs.3346	NM_003568	ENSG00000143412	ANXA9	ANX31	annexin A9	protein-coding
2245	chr11	16321857	16322361	+	0	NA	intron (NM_001367873, intron 3 of 15)	intron (NM_001367873, intron 3 of 15)	55983	NM_001367873	55553	Hs.368226	NM_017508	ENSG00000110693	SOX6	HSSOX6|SOXD	SRY-box transcription factor 6	protein-coding
6020	chr17	71114774	71115901	+	0	NA	Intergenic	(A)n|Simple_repeat|Simple_repeat	-26510	NM_001159770	201266	Hs.221127	NM_139177	ENSG00000133195	SLC39A11	C17orf26|ZIP-11|ZIP11	solute carrier family 39 member 11	protein-coding
10268	chr4	57546895	57547633	+	0	NA	intron (NM_032495, intron 1 of 3)	intron (NM_032495, intron 1 of 3)	198	NM_032495	84525	Hs.619396	NM_032495	ENSG00000171476	HOPX	CAMEO|HOD|HOP|LAGY|NECC1|OB1|SMAP31|TOTO	HOP homeobox	protein-coding
15425	chrY	16358683	16359364	+	0	NA	Intergenic	Intergenic	190916	NM_181880	353513	Hs.170076	NM_181880	ENSG00000129862	VCY1B	BPY1B	variable charge Y-linked 1B	protein-coding
1379	chr1	238838080	238838846	+	0	NA	Intergenic	Intergenic	-189146	NR_015407	339535	Hs.532047	NR_015407	ENSG00000215808	LINC01139	LINK-A|LINKA	long intergenic non-protein coding RNA 1139	ncRNA
6998	chr2	34569796	34570575	+	0	NA	Intergenic	Intergenic	277892	NR_132381	106144585	Hs.580486	NR_132381	ENSG00000237790	LINC01318	-	long intergenic non-protein coding RNA 1318	ncRNA
6011	chr17	70849745	70850287	+	0	NA	intron (NM_001352691, intron 6 of 10)	intron (NM_001352691, intron 6 of 10)	-213405	NR_033876	400619	Hs.447555	NR_033876	ENSG00000227036	LINC00511	LCAL5|onco-lncRNA-12	long intergenic non-protein coding RNA 511	ncRNA
82	chr1	10567245	10568141	+	0	NA	intron (NM_004565, intron 2 of 8)	intron (NM_004565, intron 2 of 8)	32686	NM_004565	5195	Hs.149983	NM_004565	ENSG00000142655	PEX14	NAPP2|PBD13A|Pex14p|dJ734G22.2	peroxisomal biogenesis factor 14	protein-coding
12125	chr6	24855418	24856700	+	0	NA	intron (NM_001286446, intron 8 of 13)	AluJo|SINE|Alu	21439	NM_015864	9750	Hs.559459	NM_014722	ENSG00000111913	RIPOR2	C6orf32|DFNB104|DIFF40|DIFF48|FAM65B|MYONAP|PL48	RHO family interacting cell polarization regulator 2	protein-coding
747	chr1	116745812	116746702	+	0	NA	Intergenic	Intergenic	91881	NM_152367	126868	Hs.376194	NM_152367	ENSG00000173212	MAB21L3	C1orf161	mab-21 like 3	protein-coding
6169	chr18	18747401	18748417	+	0	NA	Intergenic	Intergenic	-56135	NM_005406	6093	Hs.306307	NM_005406	ENSG00000067900	ROCK1	P160ROCK|ROCK-I	Rho associated coiled-coil containing protein kinase 1	protein-coding
5774	chr17	39464361	39465260	+	0	NA	exon (NM_001146182, exon 1 of 1)	exon (NM_001146182, exon 1 of 1)	695	NM_001146182	100505753	Hs.721600	NM_001146182	ENSG00000212657	KRTAP16-1	KAP16.1	keratin associated protein 16-1	protein-coding
7256	chr2	67264574	67265567	+	0	NA	Intergenic	Intergenic	-48508	NR_110564	102800447	Hs.144196	NR_110564		LINC01828	-	long intergenic non-protein coding RNA 1828	ncRNA
1593	chr10	26456111	26457100	+	0	NA	intron (NM_017433, intron 27 of 34)	intron (NM_017433, intron 27 of 34)	-48631	NM_000818	2572	Hs.231829	NM_000818	ENSG00000136750	GAD2	GAD65	glutamate decarboxylase 2	protein-coding
13083	chr7	16840653	16841107	+	0	NA	intron (NM_006408, intron 3 of 7)	intron (NM_006408, intron 3 of 7)	3743	NM_006408	10551	Hs.530009	NM_006408	ENSG00000106541	AGR2	AG-2|AG2|GOB-4|HAG-2|HEL-S-116|HPC8|PDIA17|XAG-2	anterior gradient 2, protein disulphide isomerase family member	protein-coding
1709	chr10	61612744	61613196	+	0	NA	intron (NM_005436, intron 1 of 8)	intron (NM_005436, intron 1 of 8)	53344	NM_005436	8030	Hs.591360	NM_005436	ENSG00000108091	CCDC6	D10S170|H4|PTC|TPC|TST1	coiled-coil domain containing 6	protein-coding
4071	chr13	97578127	97578965	+	0	NA	Intergenic	Intergenic	57880	NR_051966	100887754	Hs.617003	NR_051966		LINC00359	-	long intergenic non-protein coding RNA 359	ncRNA
13067	chr7	14928455	14929062	+	0	NA	intron (NM_001350722, intron 1 of 25)	intron (NM_001350722, intron 1 of 25)	13618	NM_001350716	1607	Hs.567255	NM_004080	ENSG00000136267	DGKB	DAGK2|DGK|DGK-BETA	diacylglycerol kinase beta	protein-coding
11826	chr5	152098345	152099116	+	0	NA	intron (NR_109877, intron 3 of 4)	MER34C_|LTR|ERV1	253179	NR_109877	101927134	Hs.531423	NR_109877	ENSG00000249484	LINC01470	-	long intergenic non-protein coding RNA 1470	ncRNA
2578	chr11	83283903	83284785	+	0	NA	intron (NM_001142699, intron 19 of 27)	intron (NM_001142699, intron 19 of 27)	109124	NM_001142702	1740	Hs.367656	NM_001364	ENSG00000150672	DLG2	PPP1R58|PSD-93|PSD93|chapsyn-110	discs large MAGUK scaffold protein 2	protein-coding
1655	chr10	45921483	45922331	+	0	NA	intron (NM_000698, intron 6 of 13)	intron (NM_000698, intron 6 of 13)	26662	NR_120674	102724323	Hs.559151	NR_120674	ENSG00000231964	LOC102724323	-	uncharacterized LOC102724323	ncRNA
4862	chr15	64636641	64637659	+	0	NA	intron (NM_001329606, intron 1 of 11)	intron (NM_001329606, intron 1 of 11)	11222	NM_022048	53944	Hs.646508	NM_022048	ENSG00000169118	CSNK1G1	CK1gamma1	casein kinase 1 gamma 1	protein-coding
11653	chr5	124747718	124749176	+	0	NA	Intergenic	Intergenic	-80507	NR_109887	101927460	Hs.407582	NR_109887	ENSG00000260192	LINC02240	-	long intergenic non-protein coding RNA 2240	ncRNA
15044	chr9	122813037	122813616	+	0	NA	Intergenic	Intergenic	115988	NR_132393	106146149	Hs.638938	NR_132393	ENSG00000261432	LINC01613	n341773	long intergenic non-protein coding RNA 1613	ncRNA
7005	chr2	36504897	36505682	+	0	NA	Intergenic	Intergenic	77424	NR_037631	100288911	Hs.432924	NR_037631		CRIM1-DT	-	CRIM1 divergent transcript	ncRNA
4834	chr15	62208140	62208922	+	0	NA	intron (NM_001018088, intron 60 of 81)	MIRc|SINE|MIR	144115	NM_020821	54832	Hs.511668	NM_017684	ENSG00000129003	VPS13C	PARK23	vacuolar protein sorting 13 homolog C	protein-coding
10501	chr4	100340467	100341239	+	0	NA	intron (NM_001166504, intron 6 of 8)	intron (NM_001166504, intron 6 of 8)	15438	NM_001166504	131	Hs.389	NM_000673	ENSG00000196344	ADH7	ADH4	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	protein-coding
2449	chr11	60425702	60426487	+	0	NA	intron (NR_026946, intron 5 of 6)	intron (NR_026946, intron 5 of 6)	-40991	NM_031457	83661	Hs.150878	NM_031457	ENSG00000166959	MS4A8	4SPAN4|CD20L5|MS4A4|MS4A8B	membrane spanning 4-domains A8	protein-coding
3311	chr12	82960448	82961212	+	0	NA	Intergenic	MIRc|SINE|MIR	-119855	NM_152588	160335	Hs.577775	NM_152588	ENSG00000179104	TMTC2	IBDBP1	transmembrane O-mannosyltransferase targeting cadherins 2	protein-coding
5417	chr16	77324296	77325308	+	0	NA	intron (NM_199355, intron 21 of 22)	intron (NM_199355, intron 21 of 22)	91497	NM_001129979	100130958	Hs.734779	NM_001129979	ENSG00000205078	SYCE1L	MRP2	synaptonemal complex central element protein 1 like	protein-coding
6055	chr17	74733177	74733882	+	0	NA	promoter-TSS (NM_001242533)	promoter-TSS (NM_001242533)	-36	NM_003016	6427	Hs.584801	NM_003016	ENSG00000161547	SRSF2	PR264|SC-35|SC35|SFRS2|SFRS2A|SRp30b	serine and arginine rich splicing factor 2	protein-coding
10009	chr3	194785233	194785795	+	0	NA	Intergenic	Intergenic	-29803	NR_104188	100874528	Hs.581659	NR_104188	ENSG00000233303	XXYLT1-AS1	-	XXYLT1 antisense RNA 1	ncRNA
9738	chr3	152498239	152498955	+	0	NA	Intergenic	Intergenic	-54323	NM_002563	5028	Hs.79881	NM_002563	ENSG00000169860	P2RY1	P2Y1|SARCC	purinergic receptor P2Y1	protein-coding
7157	chr2	54292268	54293197	+	0	NA	intron (NM_001320587, intron 3 of 5)	intron (NM_001320587, intron 3 of 5)	-50020	NM_138448	98	Hs.516173	NM_138448	ENSG00000170634	ACYP2	ACYM|ACYP	acylphosphatase 2	protein-coding
4397	chr14	64009738	64010511	+	0	NA	promoter-TSS (NR_104104)	promoter-TSS (NR_104104)	-11	NM_001354926	5529	Hs.334868	NM_006246	ENSG00000154001	PPP2R5E	B56E|B56epsilon	protein phosphatase 2 regulatory subunit B'epsilon	protein-coding
5847	chr17	48881862	48882463	+	0	NA	Intergenic	Intergenic	-29783	NM_001330341	124857	Hs.211475	NM_175575	ENSG00000173714	WFIKKN2	GASP-1|WFDC20B|WFIKKNRP|hGASP-1	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2	protein-coding
11647	chr5	124610624	124611608	+	0	NA	intron (NR_109882, intron 4 of 5)	intron (NR_109882, intron 4 of 5)	-217838	NR_109887	101927460	Hs.407582	NR_109887	ENSG00000260192	LINC02240	-	long intergenic non-protein coding RNA 2240	ncRNA
791	chr1	150656117	150656444	+	0	NA	intron (NM_018178, intron 2 of 4)	intron (NM_018178, intron 2 of 4)	13350	NM_018178	55204	Hs.203699	NM_018178	ENSG00000143457	GOLPH3L	GPP34R	golgi phosphoprotein 3 like	protein-coding
10382	chr4	84953406	84954544	+	0	NA	intron (NR_125909, intron 7 of 8)	MIR|SINE|MIR	266347	NR_125909	101928978	Hs.647977	NR_125909	ENSG00000250546	LOC101928978	-	uncharacterized LOC101928978	ncRNA
9746	chr3	153997700	153998550	+	0	NA	intron (NM_020865, intron 22 of 24)	intron (NM_020865, intron 22 of 24)	44151	NM_020865	170506	Hs.446270	NM_020865	ENSG00000174953	DHX36	DDX36|G4R1|MLEL1|RHAU	DEAH-box helicase 36	protein-coding
15243	chrX	31854388	31855224	+	0	NA	intron (NM_000109, intron 49 of 78)	intron (NM_000109, intron 49 of 78)	318780	NM_004023	1756	Hs.495912	NM_000109	ENSG00000198947	DMD	BMD|CMD3B|DXS142|DXS164|DXS206|DXS230|DXS239|DXS268|DXS269|DXS270|DXS272|MRX85	dystrophin	protein-coding
7763	chr2	184089269	184090389	+	0	NA	Intergenic	Intergenic	100658	NM_138285	129401	Hs.180591	NM_138285	ENSG00000163002	NUP35	MP-44|MP44|NP44|NUP53	nucleoporin 35	protein-coding
2676	chr11	100906711	100907607	+	0	NA	non-coding (NR_073143, exon 6 of 6)	non-coding (NR_073143, exon 6 of 6)	92635	NR_073141	5241	Hs.32405	NM_000926	ENSG00000082175	PGR	NR3C3|PR	progesterone receptor	protein-coding
1687	chr10	59766547	59767525	+	0	NA	Intergenic	Intergenic	260618	NM_152230	253430	Hs.30280	NM_152230	ENSG00000151151	IPMK	-	inositol polyphosphate multikinase	protein-coding
13864	chr8	20871016	20871663	+	0	NA	Intergenic	Intergenic	39842	NR_033894	286114	Hs.651884	NR_033894	ENSG00000253199	LINC02153	-	long intergenic non-protein coding RNA 2153	ncRNA
7697	chr2	170969323	170970391	+	0	NA	Intergenic	HERVK22-int|LTR|ERVK	-64800	NR_045682	140469	Hs.671900	NM_138995	ENSG00000071909	MYO3B	-	myosin IIIB	protein-coding
8905	chr3	9464088	9465144	+	0	NA	intron (NM_001080517, intron 1 of 22)	intron (NM_001080517, intron 1 of 22)	25232	NM_001080517	55209	Hs.288164	NM_018187	ENSG00000168137	SETD5	-	SET domain containing 5	protein-coding
7009	chr2	37187108	37187937	+	0	NA	intron (NM_003162, intron 1 of 17)	intron (NM_003162, intron 1 of 17)	6157	NM_003162	6801	Hs.127486	NM_003162	ENSG00000115808	STRN	PPP2R6A|SG2NA|STRN1	striatin	protein-coding
3499	chr12	110327262	110327983	+	0	NA	Intergenic	Intergenic	-9276	NM_016433	51228	Hs.381256	NM_016433	ENSG00000139433	GLTP	-	glycolipid transfer protein	protein-coding
