PeakID (cmd=annotatePeaks.pl FOXA2_merged_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1383	chr1	64504961	64505644	+	0	NA	intron (NM_005012, intron 2 of 8)	intron (NM_005012, intron 2 of 8)	72586	NR_110666	101927034	Hs.680824	NR_110665	ENSG00000223949	ROR1-AS1	-	ROR1 antisense RNA 1	ncRNA
40426	chr5	133801834	133802629	+	0	NA	Intergenic	Intergenic	-31493	NR_105044	102546229		NR_105044		LOC102546229	-	uncharacterized LOC102546229	ncRNA
1109	chr1	54150782	54151496	+	0	NA	intron (NM_001367484, intron 2 of 10)	intron (NM_001367484, intron 2 of 10)	48738	NM_147193	148979	Hs.306691	NM_147193	ENSG00000174332	GLIS1	-	GLIS family zinc finger 1	protein-coding
51237	chr9	8521054	8521613	+	0	NA	exon (NM_001171025, exon 7 of 29)	exon (NM_001171025, exon 7 of 29)	212613	NM_130392	5789	Hs.446083	NM_002839	ENSG00000153707	PTPRD	HPTP|HPTPD|HPTPDELTA|PTPD|RPTPDELTA	protein tyrosine phosphatase receptor type D	protein-coding
26116	chr2	171168585	171169198	+	0	NA	intron (NR_045682, intron 7 of 35)	intron (NR_045682, intron 7 of 35)	38562	NR_110576	101929753	Hs.534101	NR_110576		MYO3B-AS1	-	MYO3B antisense RNA 1	ncRNA
13446	chr13	68236361	68236924	+	0	NA	Intergenic	Intergenic	290123	NR_130792	100874145	Hs.508194	NR_130792	ENSG00000230040	LINC00364	LncRNA00364	long intergenic non-protein coding RNA 364	ncRNA
5010	chr10	15838517	15839343	+	0	NA	intron (NM_024948, intron 10 of 14)	intron (NM_024948, intron 10 of 14)	63576	NM_024948	80013	Hs.158870	NM_024948	ENSG00000148481	MINDY3	C10orf97|CARP|DERP5|FAM188A|MST126|MSTP126|my042	MINDY lysine 48 deubiquitinase 3	protein-coding
32689	chr3	131049635	131050344	+	0	NA	intron (NR_038976, intron 2 of 3)	intron (NR_038976, intron 2 of 3)	-30700	NR_002949	152195	Hs.380350	NM_194289	ENSG00000246082	NUDT16P1	NUDT16P	nudix hydrolase 16 pseudogene 1	pseudo
44795	chr6	157130172	157130899	+	0	NA	intron (NM_001346813, intron 1 of 19)	intron (NM_001346813, intron 1 of 19)	-29670	NR_039676	100616154		NR_039676	ENSG00000271899	MIR4466	mir-4466	microRNA 4466	ncRNA
51984	chr9	80417296	80418542	+	0	NA	intron (NM_002072, intron 3 of 6)	L2b|LINE|L2	-154681	NM_004297	9630	Hs.657795	NM_004297	ENSG00000156049	GNA14	-	G protein subunit alpha 14	protein-coding
8652	chr11	78618346	78619262	+	0	NA	intron (NM_001098816, intron 6 of 33)	intron (NM_001098816, intron 6 of 33)	-332895	NM_001243251	79731	Hs.503389	NM_024678	ENSG00000137513	NARS2	DFNB94|SLM5|asnRS	asparaginyl-tRNA synthetase 2, mitochondrial	protein-coding
35000	chr4	44209942	44210675	+	0	NA	intron (NM_198353, intron 1 of 1)	intron (NM_198353, intron 1 of 1)	191229	NR_131958	100506827	Hs.156197	NR_131958	ENSG00000251350	LINC02475	LVCAT1	long intergenic non-protein coding RNA 2475	ncRNA
36903	chr4	143516366	143517245	+	0	NA	intron (NM_003866, intron 2 of 26)	MER94|DNA|hAT-Blackjack	250883	NM_001331040	8821	Hs.176376	NM_003866	ENSG00000109452	INPP4B	-	inositol polyphosphate-4-phosphatase type II B	protein-coding
38014	chr5	13956991	13957603	+	0	NA	Intergenic	Intergenic	-12708	NM_001369	1767	Hs.212360	NM_001369	ENSG00000039139	DNAH5	CILD3|DNAHC5|HL1|KTGNR|PCD	dynein axonemal heavy chain 5	protein-coding
926	chr1	45558938	45559380	+	0	NA	intron (NM_020883, intron 1 of 13)	intron (NM_020883, intron 1 of 13)	81233	NR_158184	7389	Hs.78601	NM_000374	ENSG00000126088	UROD	PCT|UPD	uroporphyrinogen decarboxylase	protein-coding
6137	chr10	80019925	80020531	+	0	NA	Intergenic	LTR80B|LTR|ERVL	-6871	NR_073447	414243	Hs.55047	NR_073447	ENSG00000230417	LINC00595	C10orf101	long intergenic non-protein coding RNA 595	ncRNA
32992	chr3	148735738	148736460	+	0	NA	intron (NM_001184721, intron 5 of 5)	intron (NM_001184721, intron 5 of 5)	26904	NM_004130	2992	Hs.477892	NM_004130	ENSG00000163754	GYG1	GSD15|GYG	glycogenin 1	protein-coding
22340	chr19	13261048	13261594	+	0	NA	promoter-TSS (NM_003765)	promoter-TSS (NM_003765)	96	NM_004907	9592	Hs.501629	NM_004907	ENSG00000160888	IER2	ETR101	immediate early response 2	protein-coding
6293	chr10	88883127	88883476	+	0	NA	intron (NM_001330112, intron 2 of 9)	intron (NM_001330112, intron 2 of 9)	28338	NM_001330112	54537	Hs.500419	NM_019054	ENSG00000122376	SHLD2	FAM35A|FAM35A1|RINN2|bA163M19.1	shieldin complex subunit 2	protein-coding
54134	chrX	110165502	110166084	+	0	NA	Intergenic	Tigger5|DNA|TcMar-Tigger	-21676	NM_001128166	5063	Hs.593599	NM_002578	ENSG00000077264	PAK3	ARA|MRX30|MRX47|OPHN3|PAK-3|PAK3beta|bPAK|beta-PAK	p21 (RAC1) activated kinase 3	protein-coding
14621	chr14	33214655	33215097	+	0	NA	intron (NM_004274, intron 11 of 13)	L1MA2|LINE|L1	-193209	NM_001165893	64067	Hs.657892	NM_022123	ENSG00000151322	NPAS3	MOP6|PASD6|bHLHe12	neuronal PAS domain protein 3	protein-coding
12879	chr13	37403557	37404193	+	0	NA	TTS (NM_000538)	TTS (NM_000538)	10536	NM_000538	5994	Hs.24422	NM_000538	ENSG00000133111	RFXAP	-	regulatory factor X associated protein	protein-coding
13279	chr13	52493392	52494304	+	0	NA	Intergenic	L1ME3C|LINE|L1	57743	NM_001346075	83446	Hs.120573	NM_031290	ENSG00000123171	CCDC70	-	coiled-coil domain containing 70	protein-coding
27321	chr2	229963263	229963769	+	0	NA	intron (NM_001330157, intron 1 of 1)	intron (NM_001330157, intron 1 of 1)	133292	NM_001330156	55022	Hs.745038	NM_017933	ENSG00000153823	PID1	HMFN2073|NYGGF4|P-CLI1|PCLI1	phosphotyrosine interaction domain containing 1	protein-coding
7929	chr11	33082782	33083342	+	0	NA	intron (NM_001145541, intron 6 of 9)	intron (NM_001145541, intron 6 of 9)	-14634	NR_015451	283267	Hs.533701	NR_015451	ENSG00000280798	LINC00294	NCRNA00294	long intergenic non-protein coding RNA 294	ncRNA
47386	chr7	115665335	115666030	+	0	NA	intron (NM_012252, intron 1 of 7)	MIR3|SINE|MIR	5135	NM_012252	22797	Hs.125962	NM_012252	ENSG00000105967	TFEC	TCFEC|TFE-C|TFEC-L|TFECL|bHLHe34|hTFEC-L	transcription factor EC	protein-coding
50924	chr8	140995654	140996218	+	0	NA	intron (NM_001160372, intron 19 of 22)	intron (NM_001160372, intron 19 of 22)	114698	NR_144431	359809	Hs.26814	NR_144431	ENSG00000282164	PEG13	-	paternally expressed 13	ncRNA
15254	chr14	64324167	64324862	+	0	NA	intron (NM_015180, intron 1 of 114)	L1ME1|LINE|L1	4792	NM_015180	23224	Hs.745014	NM_015180	ENSG00000054654	SYNE2	EDMD5|KASH2|NUA|NUANCE|Nesp2|Nesprin-2|SYNE-2|TROPH	spectrin repeat containing nuclear envelope protein 2	protein-coding
12103	chr12	117392502	117393220	+	0	NA	intron (NM_012174, intron 4 of 10)	intron (NM_012174, intron 4 of 10)	32281	NR_103809	100506551	Hs.657861	NR_103809	ENSG00000257279	LOC100506551	-	uncharacterized LOC100506551	ncRNA
46586	chr7	81802206	81802622	+	0	NA	intron (NM_001302890, intron 3 of 10)	intron (NM_001302890, intron 3 of 10)	163921	NR_110077	101927356	Hs.571348	NR_110076	ENSG00000223770	LOC101927356	-	uncharacterized LOC101927356	ncRNA
10949	chr12	58758280	58759007	+	0	NA	Intergenic	Intergenic	-226841	NR_126341	100506869	Hs.290456	NR_126341	ENSG00000258231	LOC100506869	-	uncharacterized LOC100506869	ncRNA
26474	chr2	190214931	190215777	+	0	NA	Intergenic	Intergenic	-90805	NM_001303096	84128	Hs.399984	NM_032168	ENSG00000115368	WDR75	NET16|UTP17	WD repeat domain 75	protein-coding
1756	chr1	84526205	84526960	+	0	NA	Intergenic	L2c|LINE|L2	-17076	NM_002731	5567	Hs.487325	NM_002731	ENSG00000142875	PRKACB	PKA C-beta|PKACB	protein kinase cAMP-activated catalytic subunit beta	protein-coding
37214	chr4	158288421	158288979	+	0	NA	Intergenic	Intergenic	146820	NM_000826	2891	Hs.32763	NM_000826	ENSG00000120251	GRIA2	GLUR2|GLURB|GluA2|GluR-K2|HBGR2	glutamate ionotropic receptor AMPA type subunit 2	protein-coding
1829	chr1	86900880	86901389	+	0	NA	intron (NM_006536, intron 6 of 13)	intron (NM_006536, intron 6 of 13)	11280	NM_006536	9635	Hs.241551	NM_006536	ENSG00000137975	CLCA2	CACC|CACC3|CLCRG2|CaCC-3	chloride channel accessory 2	protein-coding
32061	chr3	105158841	105159588	+	0	NA	intron (NM_001243280, intron 1 of 14)	intron (NM_001243280, intron 1 of 14)	73461	NM_001243280	214	Hs.591293	NM_001627	ENSG00000170017	ALCAM	CD166|MEMD	activated leukocyte cell adhesion molecule	protein-coding
20068	chr17	58704244	58704896	+	0	NA	intron (NM_003620, intron 2 of 5)	intron (NM_003620, intron 2 of 5)	27026	NM_003620	8493	Hs.286073	NM_003620	ENSG00000170836	PPM1D	IDDGIP|PP2C-DELTA|WIP1	protein phosphatase, Mg2+/Mn2+ dependent 1D	protein-coding
14813	chr14	43728413	43728874	+	0	NA	Intergenic	Intergenic	1247843	NM_032135	84075	Hs.307086	NM_032135	ENSG00000189139	FSCB	C14orf155	fibrous sheath CABYR binding protein	protein-coding
30790	chr3	39390578	39391014	+	0	NA	Intergenic	HERV15-int|LTR|ERV1	19596	NM_005201	1237	Hs.113222	NM_005201	ENSG00000179934	CCR8	CC-CKR-8|CCR-8|CDw198|CKRL1|CMKBR8|CMKBRL2|CY6|GPRCY6|TER1	C-C motif chemokine receptor 8	protein-coding
45637	chr7	25155238	25155795	+	0	NA	Intergenic	Intergenic	9464	NM_018947	54205	Hs.437060	NM_018947	ENSG00000172115	CYCS	CYC|HCS|THC4	cytochrome c, somatic	protein-coding
51967	chr9	79526511	79527384	+	0	NA	Intergenic	Intergenic	-5917	NM_015225	158471	Hs.262857	NM_015225	ENSG00000106772	PRUNE2	BMCC1|BNIPXL|C9orf65|KIAA0367	prune homolog 2 with BCH domain	protein-coding
19280	chr17	15862262	15862848	+	0	NA	intron (NM_000676, intron 1 of 1)	intron (NM_000676, intron 1 of 1)	14324	NM_000676	136	Hs.167046	NM_000676	ENSG00000170425	ADORA2B	ADORA2	adenosine A2b receptor	protein-coding
49658	chr8	80361605	80362443	+	0	NA	Intergenic	Intergenic	117601	NR_162137	113219456		NR_162137		MIR12123	-	microRNA 12123	ncRNA
35041	chr4	46842163	46842928	+	0	NA	intron (NM_130902, intron 2 of 2)	intron (NM_130902, intron 2 of 2)	68717	NM_130902	170712	Hs.479656	NM_130902	ENSG00000170516	COX7B2	-	cytochrome c oxidase subunit 7B2	protein-coding
17206	chr15	77625024	77625465	+	0	NA	intron (NM_024776, intron 1 of 7)	L1M5|LINE|L1	87202	NM_024776	79834	Hs.9587	NM_024776	ENSG00000173517	PEAK1	SGK269	pseudopodium enriched atypical kinase 1	protein-coding
45425	chr7	15828540	15829037	+	0	NA	Intergenic	L1MA3|LINE|L1	100785	NR_110094	101927524	Hs.386790	NR_110094		LINC02587	MEOX2-AS1	long intergenic non-protein coding RNA 2587	ncRNA
53627	chrX	31878616	31879170	+	0	NA	intron (NM_004006, intron 48 of 78)	intron (NM_004006, intron 48 of 78)	294693	NM_004020	1756	Hs.495912	NM_000109	ENSG00000198947	DMD	BMD|CMD3B|DXS142|DXS164|DXS206|DXS230|DXS239|DXS268|DXS269|DXS270|DXS272|MRX85	dystrophin	protein-coding
828	chr1	40311250	40311732	+	0	NA	intron (NR_132413, intron 1 of 3)	intron (NR_132413, intron 1 of 3)	37685	NM_017646	54802	Hs.356554	NM_017646	ENSG00000043514	TRIT1	COXPD35|GRO1|IPPT|IPT|IPTase|MOD5|hGRO1	tRNA isopentenyltransferase 1	protein-coding
45220	chr7	7133136	7134318	+	0	NA	non-coding (NR_034022, exon 1 of 1)	non-coding (NR_034022, exon 1 of 1)	2690	NR_034022	100131257	Hs.551110	NR_034022		LOC100131257	-	zinc finger protein 655 pseudogene	pseudo
3690	chr1	209476472	209477265	+	0	NA	Intergenic	Intergenic	-21933	NR_135085	105372897	Hs.116154	NR_135085	ENSG00000227940	LINC01696	-	long intergenic non-protein coding RNA 1696	ncRNA
14975	chr14	54833590	54834434	+	0	NA	Intergenic	LTR88c|LTR|Gypsy?	-29574	NM_001330173	1033	Hs.84113	NM_005192	ENSG00000100526	CDKN3	CDI1|CIP2|KAP|KAP1	cyclin dependent kinase inhibitor 3	protein-coding
3047	chr1	178919784	178920794	+	0	NA	Intergenic	Intergenic	-74650	NM_001324310	9917	Hs.5737	NM_014864	ENSG00000116199	FAM20B	gxk1	FAM20B glycosaminoglycan xylosylkinase	protein-coding
43485	chr6	109267559	109269269	+	0	NA	intron (NM_032131, intron 12 of 17)	intron (NM_032131, intron 12 of 17)	-23108	NR_104137	101929716		NR_104137		ARMC2-AS1	-	ARMC2 antisense RNA 1	ncRNA
23703	chr2	40121035	40121595	+	0	NA	Intergenic	Intergenic	-23459	NR_038441	100128590	Hs.744988	NR_038441	ENSG00000227028	SLC8A1-AS1	-	SLC8A1 antisense RNA 1	ncRNA
4848	chr10	6557392	6558023	+	0	NA	intron (NM_001323265, intron 1 of 17)	intron (NM_001323265, intron 1 of 17)	64531	NM_001323266	5588	Hs.498570	NM_006257	ENSG00000065675	PRKCQ	PRKCT|nPKC-theta	protein kinase C theta	protein-coding
37109	chr4	153963737	153964677	+	0	NA	Intergenic	Tigger3a|DNA|TcMar-Tigger	100072	NM_033393	85462	Hs.132629	NM_033393	ENSG00000137460	FHDC1	-	FH2 domain containing 1	protein-coding
9786	chr11	129034297	129034914	+	0	NA	intron (NM_001142685, intron 1 of 21)	intron (NM_001142685, intron 1 of 21)	27488	NM_001142685	9743	Hs.440379	NM_014715	ENSG00000134909	ARHGAP32	GC-GAP|GRIT|PX-RICS|RICS|p200RhoGAP|p250GAP	Rho GTPase activating protein 32	protein-coding
20638	chr17	80376589	80376981	+	0	NA	promoter-TSS (NR_033265)	promoter-TSS (NR_033265)	-323	NM_175902	79701	Hs.187505	NM_024648	ENSG00000181396	OGFOD3	C17orf101	2-oxoglutarate and iron dependent oxygenase domain containing 3	protein-coding
13758	chr13	83484274	83484803	+	0	NA	Intergenic	Intergenic	971990	NM_052910	114798	Hs.415478	NM_052910	ENSG00000178235	SLITRK1	LRRC12|TTM	SLIT and NTRK like family member 1	protein-coding
42389	chr6	43884411	43885545	+	0	NA	intron (NR_024478, intron 1 of 1)	intron (NR_024478, intron 1 of 1)	26213	NR_024478	100132354	Hs.376232	NR_024478		LINC01512	HI-LNC77	long intergenic non-protein coding RNA 1512	ncRNA
9336	chr11	111601278	111602157	+	0	NA	TTS (NM_015191)	TTS (NM_015191)	35396	NM_181700	5519	Hs.269128	NM_002716	ENSG00000137713	PPP2R1B	PP2A-Abeta|PR65B	protein phosphatase 2 scaffold subunit Abeta	protein-coding
17575	chr15	99196787	99197369	+	0	NA	intron (NM_000875, intron 1 of 20)	intron (NM_000875, intron 1 of 20)	-2628	NR_126453	104472848	Hs.349049	NR_126453		IRAIN	IGF1R-AS	IGF1R antisense imprinted non-protein coding RNA	ncRNA
38874	chr5	60476549	60477316	+	0	NA	intron (NR_109908, intron 3 of 3)	intron (NR_109908, intron 3 of 3)	-18637	NM_001048249	643155	Hs.508479	NM_001048249	ENSG00000188725	SMIM15	C5orf43	small integral membrane protein 15	protein-coding
41728	chr6	16174635	16175202	+	0	NA	Intergenic	Intergenic	33131	NR_039782	100616269		NR_039782	ENSG00000263712	MIR4639	-	microRNA 4639	ncRNA
34142	chr3	195478398	195478982	+	0	NA	intron (NM_001322468, intron 42 of 45)	MIRb|SINE|MIR	30841	NM_001282506	200958	Hs.308992	NM_020790	ENSG00000176945	MUC20	MUC-20	mucin 20, cell surface associated	protein-coding
27886	chr20	15184079	15184563	+	0	NA	intron (NM_001033087, intron 1 of 13)	intron (NM_001033087, intron 1 of 13)	6835	NM_001351664	140733	Hs.661576	NM_080676	ENSG00000172264	MACROD2	C20orf133|C2orf133	mono-ADP ribosylhydrolase 2	protein-coding
48552	chr8	22231376	22231919	+	0	NA	intron (NM_001135153, intron 1 of 8)	Tigger13a|DNA|TcMar-Tigger	6596	NM_001135153	23516	Hs.491232	NM_015359	ENSG00000104635	SLC39A14	HCIN|HMNDYT2|LZT-Hs4|NET34|ZIP14|cig19	solute carrier family 39 member 14	protein-coding
28809	chr21	16494159	16495096	+	0	NA	Intergenic	Intergenic	-57306	NM_003489	8204	Hs.155017	NM_003489	ENSG00000180530	NRIP1	CAKUT3|RIP140	nuclear receptor interacting protein 1	protein-coding
53582	chrX	25744654	25744999	+	0	NA	Intergenic	L1M1|LINE|L1	-411634	NM_173699	286514	Hs.350683	NM_173699	ENSG00000176774	MAGEB18	-	MAGE family member B18	protein-coding
48444	chr8	17752730	17754296	+	0	NA	promoter-TSS (NM_147203)	promoter-TSS (NM_147203)	-466	NM_201552	2267	Hs.491143	NM_004467	ENSG00000104760	FGL1	HFREP1|HP-041|HPS|LFIRE-1|LFIRE1	fibrinogen like 1	protein-coding
16379	chr15	38096378	38097297	+	0	NA	Intergenic	L2a|LINE|L2	-129971	NM_001330255	145942	Hs.179646	NM_152453	ENSG00000166069	TMCO5A	TMCO5	transmembrane and coiled-coil domains 5A	protein-coding
12715	chr13	33161508	33162463	+	0	NA	intron (NM_015032, intron 1 of 34)	intron (NM_015032, intron 1 of 34)	1396	NM_015032	23047	Hs.744901	NM_015032	ENSG00000083642	PDS5B	APRIN|AS3|CG008	PDS5 cohesin associated factor B	protein-coding
8480	chr11	69707657	69708419	+	0	NA	Intergenic	Intergenic	-73854	NM_005247	2248	Hs.37092	NM_005247	ENSG00000186895	FGF3	HBGF-3|INT2	fibroblast growth factor 3	protein-coding
39759	chr5	105472424	105473057	+	0	NA	Intergenic	Intergenic	873975	NR_104671	102467213	Hs.570923	NR_104671	ENSG00000251027	LINC01950	-	long intergenic non-protein coding RNA 1950	ncRNA
38234	chr5	27450397	27451394	+	0	NA	Intergenic	L1MA9|LINE|L1	-21504	NR_038848	643401	Hs.533212	NR_038848	ENSG00000250337	PURPL	LINC01021	p53 upregulated regulator of p53 levels	ncRNA
45871	chr7	33931167	33931745	+	0	NA	Intergenic	Intergenic	-13071	NM_133468	168667	Hs.660998	NM_133468	ENSG00000164619	BMPER	CRIM3|CV-2|CV2	BMP binding endothelial regulator	protein-coding
42710	chr6	56348714	56349385	+	0	NA	intron (NM_001144769, intron 82 of 96)	intron (NM_001144769, intron 82 of 96)	-90123	NM_001318752	81578	Hs.47629	NM_030820	ENSG00000124749	COL21A1	COLA1L|FP633	collagen type XXI alpha 1 chain	protein-coding
11452	chr12	90326669	90327587	+	0	NA	Intergenic	Intergenic	-14342	NR_135019	105369891	Hs.148998	NR_135019	ENSG00000257725	LINC02399	-	long intergenic non-protein coding RNA 2399	ncRNA
54150	chrX	110645586	110646103	+	0	NA	intron (NM_178152, intron 2 of 6)	intron (NM_178152, intron 2 of 6)	8530	NM_000555	1641	Hs.34780	NM_000555	ENSG00000077279	DCX	DBCN|DC|LISX|SCLH|XLIS	doublecortin	protein-coding
53304	chrX	9445068	9445945	+	0	NA	intron (NM_005647, intron 1 of 17)	intron (NM_005647, intron 1 of 17)	12408	NM_005647	6907	Hs.495656	NM_005647	ENSG00000101849	TBL1X	EBI|SMAP55|TBL1	transducin beta like 1 X-linked	protein-coding
39369	chr5	84966869	84967610	+	0	NA	Intergenic	Intergenic	-611023	NR_003719	285622	Hs.449272	NR_003719		NBPF22P	-	NBPF member 22, pseudogene	pseudo
21965	chr18	69349557	69350533	+	0	NA	Intergenic	Intergenic	99417	NR_126324	102724913		NR_126324	ENSG00000265352	LINC01899	-	long intergenic non-protein coding RNA 1899	ncRNA
924	chr1	45428314	45428989	+	0	NA	intron (NM_001261418, intron 3 of 10)	AluJb|SINE|Alu	23616	NM_020365	8891	Hs.533549	NM_020365	ENSG00000070785	EIF2B3	EIF-2B|EIF2Bgamma	eukaryotic translation initiation factor 2B subunit gamma	protein-coding
28679	chr20	56983504	56984118	+	0	NA	intron (NR_036633, intron 1 of 3)	intron (NR_036633, intron 1 of 3)	19526	NR_036633	9217	Hs.182625	NM_004738	ENSG00000124164	VAPB	ALS8|VAMP-B|VAP-B	VAMP associated protein B and C	protein-coding
33161	chr3	155470633	155471295	+	0	NA	Intergenic	L2c|LINE|L2	-8104	NM_001349252	23007	Hs.567423	NM_014996	ENSG00000114805	PLCH1	PLCL3	phospholipase C eta 1	protein-coding
27435	chr2	238201013	238201618	+	0	NA	Intergenic	Intergenic	121492	NM_057166	1293	Hs.233240	NM_004369	ENSG00000163359	COL6A3	BTHLM1|DYT27|UCMD1	collagen type VI alpha 3 chain	protein-coding
14763	chr14	39187973	39188798	+	0	NA	Intergenic	MLT1I|LTR|ERVL-MaLR	-163414	NR_135256	105370457	Hs.128254	NR_135256		LOC105370457	-	uncharacterized LOC105370457	ncRNA
38414	chr5	40208209	40208936	+	0	NA	Intergenic	Intergenic	156179	NR_104633	102467077	Hs.148993	NR_104633		LINC00603	-	long intergenic non-protein coding RNA 603	ncRNA
52843	chr9	117868217	117868871	+	0	NA	intron (NM_002160, intron 1 of 27)	MIRb|SINE|MIR	11892	NM_002160	3371	Hs.143250	NM_002160	ENSG00000041982	TNC	150-225|DFNA56|GMEM|GP|HXB|JI|TN|TN-C	tenascin C	protein-coding
24726	chr2	82473571	82474123	+	0	NA	Intergenic	Intergenic	-610080	NR_033423	1720	Hs.169235	NR_033423		DHFRP3	-	dihydrofolate reductase pseudogene 3	pseudo
1492	chr1	68663006	68664132	+	0	NA	intron (NM_024911, intron 1 of 11)	intron (NM_024911, intron 1 of 11)	-14276	NR_031664	100302279		NR_031664	ENSG00000221203	MIR1262	MIRN1262|hsa-mir-1262|mir-1262	microRNA 1262	ncRNA
22250	chr19	7410442	7410734	+	0	NA	Intergenic	L2a|LINE|L2	-3254	NM_001367823	23370	Hs.465761	NM_015318	ENSG00000104880	ARHGEF18	P114-RhoGEF|RP78|SA-RhoGEF|p114RhoGEF	Rho/Rac guanine nucleotide exchange factor 18	protein-coding
19414	chr17	27554912	27555577	+	0	NA	Intergenic	Intergenic	-18631	NM_005208	1411	Hs.46275	NM_005208	ENSG00000108255	CRYBA1	CRYB1|CTRCT10	crystallin beta A1	protein-coding
18169	chr16	50839910	50840590	+	0	NA	promoter-TSS (NR_146573)	promoter-TSS (NR_146573)	-333	NR_146573	105371252		NR_146573	ENSG00000261703	LINC02168	-	long intergenic non-protein coding RNA 2168	ncRNA
5791	chr10	65240863	65241823	+	0	NA	intron (NM_001318154, intron 1 of 25)	intron (NM_001318154, intron 1 of 25)	-15606	NM_032776	221037	Hs.413416	NM_004241	ENSG00000171988	JMJD1C	KDM3C|TRIP-8|TRIP8	jumonji domain containing 1C	protein-coding
16479	chr15	42897397	42898193	+	0	NA	intron (NM_020759, intron 3 of 32)	intron (NM_020759, intron 3 of 32)	29991	NM_020759	57519	Hs.122061	NM_020759	ENSG00000159433	STARD9	KIF16A	StAR related lipid transfer domain containing 9	protein-coding
32970	chr3	147946255	147946721	+	0	NA	Intergenic	Intergenic	-52190	NR_146712	105374149	Hs.274837	NR_146712		LINC02046	-	long intergenic non-protein coding RNA 2046	ncRNA
2427	chr1	144940618	144941959	+	0	NA	intron (NM_001198834, intron 5 of 43)	intron (NM_001198834, intron 5 of 43)	-8923	NM_001002811	9659	Hs.584841	NM_014644	ENSG00000178104	PDE4DIP	CMYA2|MMGL	phosphodiesterase 4D interacting protein	protein-coding
11710	chr12	97930183	97930744	+	0	NA	intron (NR_152618, intron 8 of 10)	intron (NR_152618, intron 8 of 10)	-27127	NR_029678	406926		NR_029678	ENSG00000207586	MIR135A2	MIRN135-2|MIRN135A2|mir-135a-2	microRNA 135a-2	ncRNA
27964	chr20	18614862	18615587	+	0	NA	intron (NM_080820, intron 4 of 5)	intron (NM_080820, intron 4 of 5)	46526	NM_001318043	92675	Hs.659442	NM_080820	ENSG00000125821	DTD1	C20orf88|DTD|DUE-B|DUEB|HARS2|pqn-68	D-aminoacyl-tRNA deacylase 1	protein-coding
18312	chr16	57505543	57506469	+	0	NA	TTS (NM_032940)	TTS (NM_032940)	7663	NM_001369621	55715	Hs.279832	NM_018110	ENSG00000125170	DOK4	IRS-5|IRS5	docking protein 4	protein-coding
34629	chr4	25972187	25972870	+	0	NA	Intergenic	Intergenic	56714	NM_001145432	389203	Hs.479386	NM_001145432	ENSG00000250317	SMIM20	C4orf52|MITRAC7|PNX	small integral membrane protein 20	protein-coding
20868	chr18	9737192	9738003	+	0	NA	intron (NM_006868, intron 1 of 6)	intron (NM_006868, intron 1 of 6)	29299	NM_006868	11031	Hs.99528	NM_006868	ENSG00000168461	RAB31	Rab22B	RAB31, member RAS oncogene family	protein-coding
29226	chr21	40629628	40630708	+	0	NA	intron (NM_018963, intron 18 of 41)	intron (NM_018963, intron 18 of 41)	55390	NM_018963	54014	Hs.627139	NM_018963	ENSG00000185658	BRWD1	C21orf107|DCAF19|N143|WDR9|WRD9	bromodomain and WD repeat domain containing 1	protein-coding
23771	chr2	42444351	42445095	+	0	NA	intron (NM_019063, intron 1 of 22)	intron (NM_019063, intron 1 of 22)	-47352	NR_110584	102723824	Hs.639826	NR_110584		LOC102723824	-	uncharacterized LOC102723824	ncRNA
10426	chr12	26275709	26276285	+	0	NA	exon (NM_030762, exon 5 of 5)	exon (NM_030762, exon 5 of 5)	1973	NM_030762	79365	Hs.177841	NM_030762	ENSG00000123095	BHLHE41	BHLHB3|DEC2|SHARP1|hDEC2	basic helix-loop-helix family member e41	protein-coding
22495	chr19	30715320	30716055	+	0	NA	Intergenic	CpG	-147604	NM_014717	9745	Hs.378901	NM_014717	ENSG00000198597	ZNF536	-	zinc finger protein 536	protein-coding
11576	chr12	93861059	93861633	+	0	NA	promoter-TSS (NM_172177)	promoter-TSS (NM_172177)	56	NR_038159	28977	Hs.199579	NM_014050	ENSG00000198015	MRPL42	HSPC204|L31MT|L42MT|MRP-L31|MRP-L42|MRP-S32|MRPL31|MRPS32|PTD007|RPML31|S32MT	mitochondrial ribosomal protein L42	protein-coding
7454	chr11	11691050	11691614	+	0	NA	Intergenic	Intergenic	-13063	NR_036184	100423026		NR_036184	ENSG00000266645	MIR4299	-	microRNA 4299	ncRNA
50951	chr8	141538178	141538872	+	0	NA	3' UTR (NM_001164623, exon 18 of 18)	3' UTR (NM_001164623, exon 18 of 18)	16430	NR_040712	54108	Hs.279704	NM_017444	ENSG00000104472	CHRAC1	CHARC1|CHARC15|CHRAC-1|CHRAC-15|CHRAC15|YCL1	chromatin accessibility complex subunit 1	protein-coding
469	chr1	22029715	22030384	+	0	NA	exon (NM_001330394, exon 21 of 26)	exon (NM_001330394, exon 21 of 26)	-34199	NM_002885	5909	Hs.148178	NM_002885	ENSG00000076864	RAP1GAP	RAP1GA1|RAP1GAP1|RAP1GAPII|RAPGAP	RAP1 GTPase activating protein	protein-coding
