PeakID (cmd=annotatePeaks.pl FOXA2_PE_peaks_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
6741	chr2	42180243	42181243	+	0	NA	intron (NR_161189, intron 1 of 3)	L2a|LINE|L2	203	NR_161189	400950	Hs.738713	NM_001242815	ENSG00000205086	C2orf91	-	chromosome 2 open reading frame 91	ncRNA
26077	chr9	131038452	131039452	+	0	NA	promoter-TSS (NM_004486)	promoter-TSS (NM_004486)	527	NM_001040011	375757	Hs.259594	NM_001040011	ENSG00000175854	SWI5	C9orf119|SAE3	SWI5 homologous recombination repair protein	protein-coding
52972	chr20	45951138	45952138	+	0	NA	intron (NM_001281781, intron 2 of 20)	intron (NM_001281781, intron 2 of 20)	4392	NR_024594	100131496	Hs.662547	NR_024594	ENSG00000267882	LOC100131496	-	uncharacterized LOC100131496	ncRNA
38014	chr14	90526429	90527429	+	0	NA	Intergenic	CpG	-1409	NM_022054	56659	Hs.510191	NM_022054	ENSG00000152315	KCNK13	K2p13.1|THIK-1|THIK1	potassium two pore domain channel subfamily K member 13	protein-coding
55920	chr22	41985178	41986178	+	0	NA	intron (NM_002676, intron 1 of 7)	CpG	166	NM_002676	5372	Hs.75835	NM_002676	ENSG00000100417	PMM1	PMM 1|PMMH-22|Sec53	phosphomannomutase 1	protein-coding
4316	chr1	175139491	175140491	+	0	NA	intron (NM_001319230, intron 1 of 2)	L2a|LINE|L2	21921	NM_014656	9674	Hs.518138	NM_014656	ENSG00000235750	KIAA0040	-	KIAA0040	protein-coding
45804	chr17	56004424	56005424	+	0	NA	intron (NM_001271875, intron 1 of 10)	intron (NM_001271875, intron 1 of 10)	-24174	NM_001292025	404093	Hs.46679	NM_001271875	ENSG00000180891	CUEDC1	-	CUE domain containing 1	protein-coding
40544	chr15	90563278	90564278	+	0	NA	intron (NM_198526, intron 1 of 4)	intron (NM_198526, intron 1 of 4)	13791	NR_036135	100422841		NR_036135	ENSG00000265871	MIR3174	-	microRNA 3174	ncRNA
34385	chr12	56401293	56402293	+	0	NA	intron (NM_001351089, intron 1 of 11)	intron (NM_001351089, intron 1 of 11)	505	NM_001351091	64375	Hs.553221	NM_022465	ENSG00000123411	IKZF4	EOS|ZNFN1A4	IKAROS family zinc finger 4	protein-coding
16101	chr5	158524370	158525370	+	0	NA	promoter-TSS (NM_001364159)	promoter-TSS (NM_001364159)	94	NM_001364158	1879	Hs.573143	NM_024007	ENSG00000164330	EBF1	COE1|EBF|O/E-1|OLF1	EBF transcription factor 1	protein-coding
55175	chr22	27783311	27784311	+	0	NA	Intergenic	(CA)n|Simple_repeat|Simple_repeat	77199	NR_134581	100507657	Hs.537371	NR_134581	ENSG00000226741	LINC02554	-	long intergenic non-protein coding RNA 2554	ncRNA
51213	chr19	48698256	48699256	+	0	NA	exon (NM_199341, exon 4 of 4)	exon (NM_199341, exon 4 of 4)	24819	NM_199341	374920	Hs.664054	NM_199341	ENSG00000185453	ZSWIM9	C19orf68	zinc finger SWIM-type containing 9	protein-coding
13716	chr4	82963791	82964791	+	0	NA	Intergenic	Intergenic	330853	NM_031370	3184	Hs.480073	NM_002138	ENSG00000138668	HNRNPD	AUF1|AUF1A|HNRPD|P37|hnRNPD0	heterogeneous nuclear ribonucleoprotein D	protein-coding
26954	chr9	140008463	140009463	+	0	NA	exon (NM_013379, exon 2 of 13)	exon (NM_013379, exon 2 of 13)	222	NM_013379	29952	Hs.37916	NM_013379	ENSG00000176978	DPP7	DPP2|DPPII|QPP	dipeptidyl peptidase 7	protein-coding
34281	chr12	53718435	53719435	+	0	NA	Intergenic	CpG	-3541	NM_001173466	8086	Hs.369144	NM_015665	ENSG00000094914	AAAS	AAA|AAASb|ADRACALA|ADRACALIN|ALADIN|GL003	aladin WD repeat nucleoporin	protein-coding
6471	chr2	26797386	26798386	+	0	NA	intron (NM_001322426, intron 2 of 4)	intron (NM_001322426, intron 2 of 4)	12431	NM_001105519	339778	Hs.407083	NM_001105519	ENSG00000173557	C2orf70	-	chromosome 2 open reading frame 70	protein-coding
40971	chr16	982714	983714	+	0	NA	non-coding (NR_110945, exon 2 of 3)	non-coding (NR_110945, exon 2 of 3)	12181	NR_110946	101929387	Hs.737087	NR_110945	ENSG00000260439	LMF1-AS1	LA16c-366D3.1	LMF1 antisense RNA 1	ncRNA
30596	chr11	12936263	12937263	+	0	NA	intron (NM_021961, intron 10 of 12)	intron (NM_021961, intron 10 of 12)	74332	NR_038904	100506305	Hs.153408	NR_038904	ENSG00000251381	LINC00958	BLACAT2	long intergenic non-protein coding RNA 958	ncRNA
55317	chr22	30178275	30179275	+	0	NA	Intergenic	Intergenic	15417	NM_001003684	29796	Hs.284292	NM_013387	ENSG00000184076	UQCR10	HSPC051|HSPC119|HSPC151|QCR9|UCCR7.2|UCRC	ubiquinol-cytochrome c reductase, complex III subunit X	protein-coding
46521	chr17	74981911	74982911	+	0	NA	Intergenic	Intergenic	-17130	NR_136416	105371899	Hs.634683	NR_136416	ENSG00000267568	LOC105371899	-	uncharacterized LOC105371899	ncRNA
18609	chr6	110797015	110798015	+	0	NA	intron (NM_033125, intron 1 of 7)	CpG	301	NM_033125	85413	Hs.520319	NM_033125	ENSG00000004809	SLC22A16	CT2|FLIPT2|HEL-S-18|OAT6|OCT6|OKB1|dJ261K5.1	solute carrier family 22 member 16	protein-coding
39804	chr15	68611322	68612322	+	0	NA	intron (NM_001004439, intron 20 of 29)	intron (NM_001004439, intron 20 of 29)	41739	NM_015322	10116	Hs.362733	NM_015322	ENSG00000169018	FEM1B	F1A-ALPHA|F1AA|FEM1-beta	fem-1 homolog B	protein-coding
29324	chr10	120677911	120678911	+	0	NA	Intergenic	MIR3|SINE|MIR	-110815	NM_199461	340719	Hs.591918	NM_199461	ENSG00000188613	NANOS1	EC_Rep1a|NOS-1|NOS1|SPGF12|ZC2HC12A	nanos C2HC-type zinc finger 1	protein-coding
41626	chr16	20752512	20753512	+	0	NA	exon (NM_017736, exon 1 of 4)	exon (NM_017736, exon 1 of 4)	128	NM_017736	55623	Hs.700004	NM_017736	ENSG00000066654	THUMPD1	Tan1	THUMP domain containing 1	protein-coding
53871	chr20	62685366	62686366	+	0	NA	Intergenic	Intergenic	-2459	NM_198723	6919	Hs.505004	NM_003195	ENSG00000171703	TCEA2	TFIIS	transcription elongation factor A2	protein-coding
19659	chr7	2085022	2086022	+	0	NA	intron (NM_001304523, intron 11 of 17)	intron (NM_001304523, intron 11 of 17)	43165	NR_145797	109623488		NR_145797		SNORA114	-	small nucleolar RNA, H/ACA box 114	snoRNA
52529	chr20	33296319	33297319	+	0	NA	intron (NM_021202, intron 3 of 4)	CpG	4296	NM_001329431	58476	Hs.516994	NM_021202	ENSG00000078804	TP53INP2	C20orf110|DOR|PIG-U|PIGU|PINH|dJ1181N3.1	tumor protein p53 inducible nuclear protein 2	protein-coding
8624	chr2	173600443	173601443	+	0	NA	promoter-TSS (NR_026995)	promoter-TSS (NR_026995)	-9	NR_026995	91149	Hs.711021	NR_026995	ENSG00000228016	RAPGEF4-AS1	-	RAPGEF4 antisense RNA 1	ncRNA
29802	chr10	131987962	131988962	+	0	NA	Intergenic	CpG	53789	NM_001321980	10539	Hs.42644	NM_006541	ENSG00000108010	GLRX3	GLRX4|GRX3|GRX4|PICOT|TXNL2|TXNL3	glutaredoxin 3	protein-coding
24867	chr9	71745121	71746121	+	0	NA	intron (NM_001369871, intron 1 of 24)	intron (NM_001369871, intron 1 of 24)	7690	NM_001369871	9414	Hs.50382	NM_004817	ENSG00000119139	TJP2	C9DUPq21.11|DFNA51|DUP9q21.11|PFIC4|X104|ZO2	tight junction protein 2	protein-coding
26525	chr9	136410353	136411353	+	0	NA	intron (NM_014694, intron 8 of 18)	intron (NM_014694, intron 8 of 18)	11027	NM_014694	9719	Hs.522543	NM_014694	ENSG00000197859	ADAMTSL2	ADAMTSL-2|GPHYSD1	ADAMTS like 2	protein-coding
224	chr1	2866893	2867893	+	0	NA	Intergenic	Intergenic	-70638	NM_080431	140625	Hs.236635	NM_080431	ENSG00000169717	ACTRT2	ARPM2|ARPT2|Arp-T2|HARPM2	actin related protein T2	protein-coding
46637	chr17	76108510	76109510	+	0	NA	TTS (NM_001127198)	TTS (NM_001127198)	-1130	NR_040071	100131096	Hs.635442	NR_040071	ENSG00000204282	TNRC6C-AS1	TMC6|lnc	TNRC6C antisense RNA 1	ncRNA
26473	chr9	135939286	135940286	+	0	NA	intron (NM_001807, intron 1 of 10)	intron (NM_001807, intron 1 of 10)	2417	NM_001807	1056	Hs.533258	NM_001807	ENSG00000170835	CEL	BAL|BSDL|BSSL|CELL|CEase|FAP|FAPP|LIPA|MODY8	carboxyl ester lipase	protein-coding
20362	chr7	44349076	44350076	+	0	NA	intron (NM_172078, intron 1 of 20)	CpG	15617	NM_172082	816	Hs.351887	NM_001220	ENSG00000058404	CAMK2B	CAM2|CAMK2|CAMKB|MRD54	calcium/calmodulin dependent protein kinase II beta	protein-coding
49402	chr19	10664310	10665310	+	0	NA	TTS (NR_104025)	TTS (NR_104025)	2012	NR_031603	100302226		NR_031603	ENSG00000221410	MIR1238	MIRN1238|hsa-mir-1238	microRNA 1238	ncRNA
20259	chr7	36834340	36835340	+	0	NA	Intergenic	Intergenic	-70686	NM_001177507	313	Hs.488007	NM_001637	ENSG00000136250	AOAH	-	acyloxyacyl hydrolase	protein-coding
47296	chr18	7645760	7646760	+	0	NA	intron (NM_001105244, intron 1 of 32)	intron (NM_001105244, intron 1 of 32)	78946	NM_001105244	5797	Hs.49774	NM_002845	ENSG00000173482	PTPRM	PTPRL1|R-PTP-MU|RPTPM|RPTPU|hR-PTPu	protein tyrosine phosphatase receptor type M	protein-coding
27385	chr10	13329956	13330956	+	0	NA	exon (NM_001323084, exon 5 of 8)	exon (NM_001323084, exon 5 of 8)	11290	NM_001037537	5264	Hs.498732	NM_006214	ENSG00000107537	PHYH	LN1|LNAP1|PAHX|PHYH1|RD	phytanoyl-CoA 2-hydroxylase	protein-coding
45722	chr17	54674435	54675435	+	0	NA	Intergenic	CpG	3875	NM_005450	9241	Hs.248201	NM_005450	ENSG00000183691	NOG	SYM1|SYNS1|SYNS1A	noggin	protein-coding
20882	chr7	76026647	76027647	+	0	NA	exon (NM_080744, exon 6 of 11)	exon (NM_080744, exon 6 of 11)	308	NM_007155	7784	Hs.656137	NM_007155	ENSG00000188372	ZP3	OOMD3|ZP3A|ZP3B|ZPC|Zp-3	zona pellucida glycoprotein 3	protein-coding
14617	chr5	5306913	5307913	+	0	NA	intron (NR_136935, intron 20 of 21)	intron (NR_136935, intron 20 of 21)	-115377	NM_015325	23379	Hs.449296	NM_015325	ENSG00000164151	ICE1	KIAA0947	interactor of little elongation complex ELL subunit 1	protein-coding
39512	chr15	61341669	61342669	+	0	NA	intron (NM_134261, intron 1 of 10)	MER103C|DNA|hAT-Charlie	179332	NM_134261	6095	Hs.560343	NM_002943	ENSG00000069667	RORA	IDDECA|NR1F1|ROR1|ROR2|ROR3|RZR-ALPHA|RZRA	RAR related orphan receptor A	protein-coding
37635	chr14	69412341	69413341	+	0	NA	intron (NM_001130005, intron 1 of 20)	intron (NM_001130005, intron 1 of 20)	33178	NM_001130005	87	Hs.235750	NM_001102	ENSG00000072110	ACTN1	BDPLT15	actinin alpha 1	protein-coding
14497	chr5	1867301	1868301	+	0	NA	Intergenic	Intergenic	-11119	NR_104602	101929034	Hs.128032	NR_104602	ENSG00000250417	LINC02116	-	long intergenic non-protein coding RNA 2116	ncRNA
18509	chr6	106606988	106607988	+	0	NA	Intergenic	Intergenic	60672	NM_182907	639	Hs.436023	NM_001198	ENSG00000057657	PRDM1	BLIMP1|PRDI-BF1	PR/SET domain 1	protein-coding
23411	chr8	73840902	73841902	+	0	NA	intron (NM_004770, intron 2 of 2)	MIRc|SINE|MIR	-79697	NM_003218	7013	Hs.442707	NM_003218	ENSG00000147601	TERF1	PIN2|TRBF1|TRF|TRF1|hTRF1-AS|t-TRF1	telomeric repeat binding factor 1	protein-coding
27330	chr10	10953005	10954005	+	0	NA	intron (NM_001326325, intron 2 of 16)	LTR86B1|LTR|ERVL	40621	NR_015413	254312	Hs.498620	NR_015413	ENSG00000229240	LINC00710	-	long intergenic non-protein coding RNA 710	ncRNA
25251	chr9	96927533	96928533	+	0	NA	Intergenic	MIR3|SINE|MIR	-10206	NR_029476	406881		NR_029476	ENSG00000199165	MIRLET7A1	LET7A1|MIRNLET7A1|let-7a-1	microRNA let-7a-1	ncRNA
30796	chr11	28129469	28130469	+	0	NA	promoter-TSS (NM_031217)	promoter-TSS (NM_031217)	34	NM_001297775	196074	Hs.243326	NM_152636	ENSG00000169519	METTL15	METT5D1	methyltransferase like 15	protein-coding
36255	chr13	42623220	42624220	+	0	NA	intron (NM_152910, intron 1 of 28)	intron (NM_152910, intron 1 of 28)	936	NM_178009	160851	Hs.630380	NM_152910	ENSG00000102780	DGKH	DGKeta	diacylglycerol kinase eta	protein-coding
16937	chr6	3894863	3895863	+	0	NA	Intergenic	L2b|LINE|L2	45756	NM_012135	26240	Hs.140944	NM_012135	ENSG00000145945	FAM50B	D6S2654E|X5L	family with sequence similarity 50 member B	protein-coding
36648	chr13	106752591	106753591	+	0	NA	Intergenic	Intergenic	-275821	NR_163477	728192	Hs.559194	NR_034119		LINC00460	-	long intergenic non-protein coding RNA 460	ncRNA
11397	chr3	113950601	113951601	+	0	NA	Intergenic	Intergenic	5324	NM_007136	7634	Hs.271079	NM_007136	ENSG00000174255	ZNF80	pT17	zinc finger protein 80	protein-coding
56394	chr22	47015692	47016692	+	0	NA	promoter-TSS (NM_015124)	promoter-TSS (NM_015124)	-91	NM_015124	23151	Hs.475150	NM_015124	ENSG00000075240	GRAMD4	DIP	GRAM domain containing 4	protein-coding
25257	chr9	97389304	97390304	+	0	NA	intron (NM_000507, intron 1 of 6)	intron (NM_000507, intron 1 of 6)	11996	NM_000507	2203	Hs.494496	NM_000507	ENSG00000165140	FBP1	FBP	fructose-bisphosphatase 1	protein-coding
17024	chr6	7235811	7236811	+	0	NA	intron (NM_001003698, intron 10 of 11)	intron (NM_001003698, intron 10 of 11)	77121	NM_001292008	6745	Hs.114033	NM_003144	ENSG00000124783	SSR1	TRAPA	signal sequence receptor subunit 1	protein-coding
45907	chr17	61042873	61043873	+	0	NA	promoter-TSS (NM_025185)	promoter-TSS (NM_025185)	-223	NM_025185	26115	Hs.410889	NM_015623	ENSG00000170921	TANC2	ROLSA|rols	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	protein-coding
14886	chr5	50258560	50259560	+	0	NA	Intergenic	Intergenic	6961	NR_104653	100287592	Hs.519298	NR_104653	ENSG00000251573	LINC02106	-	long intergenic non-protein coding RNA 2106	ncRNA
1687	chr1	25028607	25029607	+	0	NA	Intergenic	Intergenic	-42831	NM_013943	25932	Hs.440544	NM_013943	ENSG00000169504	CLIC4	CLIC4L|H1|MTCLIC|huH1|p64H1	chloride intracellular channel 4	protein-coding
16176	chr5	167850461	167851461	+	0	NA	exon (NM_001161661, exon 11 of 23)	exon (NM_001161661, exon 11 of 23)	-62515	NM_002887	5917	Hs.654907	NM_002887	ENSG00000113643	RARS	ArgRS|DALRD1|HLD9	arginyl-tRNA synthetase	protein-coding
47048	chr17	79700332	79701332	+	0	NA	Intergenic	(TGAA)n|Simple_repeat|Simple_repeat	21518	NM_001270888	1468	Hs.548187	NM_012140	ENSG00000183048	SLC25A10	DIC	solute carrier family 25 member 10	protein-coding
54684	chr21	47511582	47512582	+	0	NA	Intergenic	Intergenic	-5944	NM_058174	1292	Hs.420269	NM_001849	ENSG00000142173	COL6A2	BTHLM1|PP3610|UCMD1	collagen type VI alpha 2 chain	protein-coding
49536	chr19	12806733	12807733	+	0	NA	exon (NM_032301, exon 1 of 10)	exon (NM_032301, exon 1 of 10)	212	NM_032301	84261	Hs.515154	NM_032301	ENSG00000132004	FBXW9	Fbw9|MEC-15	F-box and WD repeat domain containing 9	protein-coding
43912	chr17	5184976	5185976	+	0	NA	promoter-TSS (NM_001291581)	promoter-TSS (NM_001291581)	-103	NM_001291582	9135	Hs.584784	NM_004703	ENSG00000029725	RABEP1	RAB5EP|RABPT5	rabaptin, RAB GTPase binding effector protein 1	protein-coding
27521	chr10	23446239	23447239	+	0	NA	Intergenic	Intergenic	-34502	NM_178161	256297	Hs.351503	NM_178161	ENSG00000168267	PTF1A	PACA|PAGEN2|PTF1-p48|bHLHa29|p48	pancreas associated transcription factor 1a	protein-coding
28959	chr10	103538246	103539246	+	0	NA	intron (NM_001206389, intron 1 of 4)	(CA)n|Simple_repeat|Simple_repeat	1380	NM_001206389	2253	Hs.57710	NM_006119	ENSG00000107831	FGF8	AIGF|FGF-8|HBGF-8|HH6|KAL6	fibroblast growth factor 8	protein-coding
41396	chr16	8973722	8974722	+	0	NA	Intergenic	Intergenic	-11353	NM_001278260	23589	Hs.632184	NM_014316	ENSG00000153048	CARHSP1	CRHSP-24|CRHSP24|CSDC1	calcium regulated heat stable protein 1	protein-coding
24013	chr8	139867879	139868879	+	0	NA	intron (NM_152888, intron 3 of 64)	intron (NM_152888, intron 3 of 64)	57905	NM_152888	169044	Hs.117169	NM_152888	ENSG00000169436	COL22A1	-	collagen type XXII alpha 1 chain	protein-coding
40285	chr15	79102367	79103367	+	0	NA	intron (NM_014272, intron 1 of 23)	CpG	939	NM_014272	11173	Hs.16441	NM_014272	ENSG00000136378	ADAMTS7	ADAM-TS 7|ADAM-TS7|ADAMTS-7	ADAM metallopeptidase with thrombospondin type 1 motif 7	protein-coding
54773	chr22	18592688	18593688	+	0	NA	promoter-TSS (NM_001193414)	promoter-TSS (NM_001193414)	-387	NM_001193414	51807	Hs.137400	NM_018943	ENSG00000183785	TUBA8	CDCBM8|TUBAL2	tubulin alpha 8	protein-coding
3766	chr1	150551519	150552519	+	0	NA	promoter-TSS (NM_021960)	promoter-TSS (NM_021960)	67	NM_021960	4170	Hs.632486	NM_021960	ENSG00000143384	MCL1	BCL2L3|EAT|MCL1-ES|MCL1L|MCL1S|Mcl-1|TM|bcl2-L-3|mcl1/EAT	MCL1 apoptosis regulator, BCL2 family member	protein-coding
53384	chr20	56157594	56158594	+	0	NA	Intergenic	Intergenic	21928	NM_002591	5105	Hs.1872	NM_002591	ENSG00000124253	PCK1	PCKDC|PEPCK-C|PEPCK1|PEPCKC	phosphoenolpyruvate carboxykinase 1	protein-coding
20726	chr7	72936379	72937379	+	0	NA	promoter-TSS (NM_032408)	promoter-TSS (NM_032408)	-256	NM_032408	9031	Hs.743372	NM_023005	ENSG00000009954	BAZ1B	WBSCR10|WBSCR9|WSTF	bromodomain adjacent to zinc finger domain 1B	protein-coding
22506	chr8	11420810	11421810	+	0	NA	intron (NM_001715, intron 12 of 12)	intron (NM_001715, intron 12 of 12)	-12734	NR_040035	83655	Hs.742430	NR_040035	ENSG00000170983	LINC00208	C8orf14|NCRNA00208|VIR35	long intergenic non-protein coding RNA 208	ncRNA
41407	chr16	9221844	9222844	+	0	NA	Intergenic	MIR3|SINE|MIR	36843	NM_014117	29035	Hs.221497	NM_014117	ENSG00000182831	C16orf72	PRO0149	chromosome 16 open reading frame 72	protein-coding
17827	chr6	37527815	37528815	+	0	NA	Intergenic	Intergenic	-5117	NR_039669	100616413		NR_039669	ENSG00000263926	MIR4462	-	microRNA 4462	ncRNA
26072	chr9	130980067	130981067	+	0	NA	exon (NM_001288738, exon 2 of 23)	exon (NM_001288738, exon 2 of 23)	-14066	NM_001131015	25792	Hs.212395	NM_012127	ENSG00000148337	CIZ1	LSFR1|NP94|ZNF356	CDKN1A interacting zinc finger protein 1	protein-coding
23005	chr8	37592550	37593550	+	0	NA	non-coding (NR_125821, exon 2 of 2)	non-coding (NR_125821, exon 2 of 2)	-1102	NM_007175	11160	Hs.669261	NM_007175	ENSG00000147475	ERLIN2	C8orf2|Erlin-2|NET32|SPFH2|SPG18	ER lipid raft associated 2	protein-coding
11700	chr3	128037097	128038097	+	0	NA	intron (NM_021937, intron 4 of 6)	intron (NM_021937, intron 4 of 6)	-144840	NR_037890	285224	Hs.683815	NR_037890	ENSG00000242049	DNAJB8-AS1	-	DNAJB8 antisense RNA 1	ncRNA
25674	chr9	123482413	123483413	+	0	NA	Intergenic	Intergenic	-6165	NM_001080497	1955	Hs.744903	NM_001080497	ENSG00000106780	MEGF9	EGFL5	multiple EGF like domains 9	protein-coding
42224	chr16	56889009	56890009	+	0	NA	Intergenic	Intergenic	-2921	NR_029680	406930		NR_029680	ENSG00000207649	MIR138-2	MIRN138-2|mir-138-2	microRNA 138-2	ncRNA
9651	chr2	239834033	239835033	+	0	NA	Intergenic	Intergenic	13432	NR_034162	401039	Hs.516791	NM_001001698	ENSG00000227744	LINC01940	-	long intergenic non-protein coding RNA 1940	ncRNA
51523	chr19	53445237	53446237	+	0	NA	intron (NM_001202473, intron 3 of 3)	CpG	110	NR_037805	399669	Hs.745445	NM_203307	ENSG00000213801	ZNF321P	ZNF321	zinc finger protein 321, pseudogene	pseudo
7988	chr2	120134704	120135704	+	0	NA	Intergenic	Intergenic	9953	NM_001079863	1622	Hs.78888	NM_020548	ENSG00000155368	DBI	ACBD1|ACBP|CCK-RP|EP	diazepam binding inhibitor, acyl-CoA binding protein	protein-coding
43222	chr16	86912182	86913182	+	0	NA	Intergenic	Intergenic	156985	NR_135182	102724344	Hs.585769	NR_135182	ENSG00000261175	LINC02188	-	long intergenic non-protein coding RNA 2188	ncRNA
13269	chr4	8395569	8396569	+	0	NA	intron (NM_001101667, intron 10 of 16)	intron (NM_001101667, intron 10 of 16)	46381	NM_003501	8310	Hs.479122	NM_003501	ENSG00000087008	ACOX3	-	acyl-CoA oxidase 3, pristanoyl	protein-coding
34002	chr12	48275775	48276775	+	0	NA	intron (NM_001017535, intron 3 of 10)	intron (NM_001017535, intron 3 of 10)	22502	NM_000376	7421	Hs.524368	NM_000376	ENSG00000111424	VDR	NR1I1|PPP1R163	vitamin D receptor	protein-coding
13688	chr4	79860177	79861177	+	0	NA	promoter-TSS (NR_146462)	promoter-TSS (NR_146462)	-85	NM_001350105	152559	Hs.657312	NM_177453	ENSG00000163291	PAQR3	RKTG	progestin and adipoQ receptor family member 3	protein-coding
22957	chr8	37159597	37160597	+	0	NA	intron (NR_031672, intron 2 of 2).2	intron (NR_031672, intron 2 of 2).2	180626	NR_031672	100302233		NR_031672	ENSG00000221641	MIR1268A	MIR1268|MIRN1268|hsa-mir-1268|hsa-mir-1268a	microRNA 1268a	ncRNA
38667	chr14	103523168	103524168	+	0	NA	5' UTR (NM_006035, exon 1 of 37)	5' UTR (NM_006035, exon 1 of 37)	218	NM_006035	9578	Hs.654634	NM_006035	ENSG00000198752	CDC42BPB	MRCKB	CDC42 binding protein kinase beta	protein-coding
10280	chr3	15419013	15420013	+	0	NA	Intergenic	MER66C|LTR|ERV1	-36626	NM_001018009	9467	Hs.257761	NM_004844	ENSG00000131370	SH3BP5	SAB|SH3BP-5	SH3 domain binding protein 5	protein-coding
28413	chr10	80166983	80167983	+	0	NA	Intergenic	Intergenic	140384	NR_073447	414243	Hs.55047	NR_073447	ENSG00000230417	LINC00595	C10orf101	long intergenic non-protein coding RNA 595	ncRNA
46568	chr17	75453048	75454048	+	0	NA	intron (NM_001293698, intron 1 of 9)	intron (NM_001293698, intron 1 of 9)	3439	NM_001293698	10801	Hs.440932	NM_006640	ENSG00000184640	SEPTIN9	AF17q25|MSF|MSF1|NAPB|PNUTL4|SEPT9|SINT1|SeptD1	septin 9	protein-coding
25111	chr9	93880027	93881027	+	0	NA	promoter-TSS (NR_135306)	promoter-TSS (NR_135306)	-817	NR_135306	100129347	Hs.522287	NR_135306	ENSG00000229694	LINC00484	C9orf73	long intergenic non-protein coding RNA 484	ncRNA
28505	chr10	81151928	81152928	+	0	NA	intron (NM_153367, intron 3 of 3)	L2b|LINE|L2	45203	NM_005729	10105	Hs.381072	NM_005729	ENSG00000108179	PPIF	CYP3|CyP-M|Cyp-D|CypD	peptidylprolyl isomerase F	protein-coding
38079	chr14	92348667	92349667	+	0	NA	intron (NM_006329, intron 8 of 10)	intron (NM_006329, intron 8 of 10)	-15287	NM_001128596	123036	Hs.510262	NM_152332	ENSG00000165929	TC2N	C14orf47|C2CD1|MTAC2D1|Tac2-N	tandem C2 domains, nuclear	protein-coding
51925	chr20	3653373	3654373	+	0	NA	intron (NM_153202, intron 11 of 20)	CpG-16363	9464	NM_153202	80332	Hs.173716	NM_025220	ENSG00000149451	ADAM33	C20orf153|DJ964F7.1	ADAM metallopeptidase domain 33	protein-coding
38912	chr15	22905004	22906004	+	0	NA	intron (NM_001324125, intron 1 of 27)	intron (NM_001324125, intron 1 of 27)	12804	NM_001324125	23191	Hs.26704	NM_014608	ENSG00000273749	CYFIP1	P140SRA-1|SHYC|SRA-1|SRA1	cytoplasmic FMR1 interacting protein 1	protein-coding
30449	chr11	7694858	7695858	+	0	NA	promoter-TSS (NR_126508)	promoter-TSS (NR_126508)	140	NM_001302826	51700	Hs.414362	NM_016229	ENSG00000166394	CYB5R2	B5R.2	cytochrome b5 reductase 2	protein-coding
25947	chr9	129392293	129393293	+	0	NA	intron (NM_001174147, intron 2 of 7)	MIR|SINE|MIR	16071	NM_001174146	4010	Hs.129133	NM_002316	ENSG00000136944	LMX1B	LMX1.2|NPS1	LIM homeobox transcription factor 1 beta	protein-coding
46668	chr17	76343421	76344421	+	0	NA	Intergenic	Intergenic	12239	NM_003955	9021	Hs.527973	NM_003955	ENSG00000184557	SOCS3	ATOD4|CIS3|Cish3|SOCS-3|SSI-3|SSI3	suppressor of cytokine signaling 3	protein-coding
56996	chrX	67906127	67907127	+	0	NA	intron (NM_014725, intron 2 of 13)	intron (NM_014725, intron 2 of 13)	-6854	NM_001142504	9754	Hs.95140	NM_014725	ENSG00000130052	STARD8	ARHGAP38|DLC3|STARTGAP3	StAR related lipid transfer domain containing 8	protein-coding
55766	chr22	39318248	39319248	+	0	NA	Intergenic	Intergenic	-34779	NM_001193289	100913187	Hs.226307	NM_001193289		APOBEC3A_B	A3A|APOBEC3A	APOBEC3A and APOBEC3B deletion hybrid	protein-coding
50853	chr19	42721029	42722029	+	0	NA	intron (NM_001270614, intron 1 of 4)	CpG-13832	300	NR_073046	162989	Hs.515432	NM_133328	ENSG00000160570	DEDD2	FLAME-3|FLAME3	death effector domain containing 2	protein-coding
28332	chr10	78010839	78011839	+	0	NA	intron (NM_001305581, intron 5 of 6)	intron (NM_001305581, intron 5 of 6)	468820	NM_032024	83938	Hs.118161	NM_032024	ENSG00000148655	LRMDA	C10orf11|CDA017	leucine rich melanocyte differentiation associated	protein-coding
24875	chr9	72374074	72375074	+	0	NA	intron (NM_001099666, intron 1 of 7)	CpG	353	NM_001366936	375743	Hs.744192	NM_001099666	ENSG00000188647	PTAR1	-	protein prenyltransferase alpha subunit repeat containing 1	protein-coding
27641	chr10	32383657	32384657	+	0	NA	Intergenic	Intergenic	-38804	NM_004521	3799	Hs.327736	NM_004521	ENSG00000170759	KIF5B	HEL-S-61|KINH|KNS|KNS1|UKHC	kinesin family member 5B	protein-coding
56108	chr22	44388697	44389697	+	0	NA	intron (NM_015380, intron 14 of 14)	intron (NM_015380, intron 14 of 14)	-5894	NM_001003828	29780	Hs.475074	NM_013327	ENSG00000188677	PARVB	CGI-56	parvin beta	protein-coding
5078	chr1	221100423	221101423	+	0	NA	Intergenic	Intergenic	-47441	NR_046901	100873924	Hs.645593	NR_046901	ENSG00000257551	HLX-AS1	-	HLX antisense RNA 1	ncRNA
