	ARNT2	ARX	ASCL1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	HIC1	HLF	ISL1	LMX1A	LMX1B	MAFA	MAFB	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
GO_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT				CNIH2 HSPA2 KCNJ11			AGT CLCNKA HECW2 KCNF1 RGS4 SCN1B		HECW2 HSPA2				AGT RGS4		GAL RGS4							DRD2 SCN1B		CACNA1H HSPA2 KCNH6	CACNA1H DRD2 HSPA2 PLCG2 RGS4 SCN1B				CACNG4 DRD2 HECW2 PLCG2 RGS9		AGT CNIH2 DRD2 KCNH6 RGS4 SCN1B			AGT GAL KCNF1 PLCG2		RGS4 SCN1B				AGT CNIH2 KCNF1 KCNJ11 SCN1B
GO_REGULATION_OF_ION_TRANSPORT							AGT CLCNKA GABRE HECW2 KCNF1 RGS4 SCN1B		CHRNA3 CHRNB2 HECW2 HSPA2		SLC38A3 SYT5											DRD2 SCN1B SLC38A3			CACNA1H DRD2 GABRE HSPA2 PLCG2 RGS4 SCN1B				CACNG4 DRD2 HECW2 NKAIN1 PLCG2 RGS9		AGT CNIH2 DRD2 GABRE KCNH6 RGS4 SCN1B			ADORA2A AGT GAL KCNF1 NKAIN1 PLCG2	CLCNKA NKAIN1	RGS4 SCN1B				AGT CAMK2B CNIH2 KCNF1 KCNJ11 SCN1B
GO_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS																															JAM3 MDK			JAM3 MDK						
GO_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION						MDK SOCS1																			MDK SOCS1 SOX4				MDK SOCS1 TOX								LTF SOX4			HMGB3 MDK SOCS1
GO_REGULATION_OF_LEUKOCYTE_MIGRATION		CD99L2 DOCK8										CD200 CD99L2																												
GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION																																							CSF1R GAL	
GO_REGULATION_OF_LIPID_KINASE_ACTIVITY			FLT1 SOCS1																						FLT1 SOCS1				FLT1 SOCS1											
GO_REGULATION_OF_LIPID_LOCALIZATION										OSBPL6 PLTP																					AGT PLTP			AGT GAL OSBPL6						AGT PLTP
GO_REGULATION_OF_LIPID_TRANSPORT										OSBPL6 PLTP																					AGT PLTP			AGT GAL OSBPL6						AGT PLTP
GO_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY							AGT SYP																								AGT DRD2 SYP									AGT CAMK2B SYP
GO_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION																															DRD2 SCGN									
GO_REGULATION_OF_LYASE_ACTIVITY																													DRD2 GABBR2											
GO_REGULATION_OF_LYMPHOCYTE_ACTIVATION		DOCK8 HMGB3				MDK SOCS1																												ADORA2A GAL MDK SOCS1				DOCK8 SOCS1		HMGB3 MAD2L2 MDK SOCS1
GO_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION						MDK SOCS1																			MDK SOCS1 SOX4				MDK SOCS1 TOX											HMGB3 MDK SOCS1
GO_REGULATION_OF_LYMPHOCYTE_MIGRATION		CD99L2 DOCK8										CD200 CD99L2																												
GO_REGULATION_OF_MACROPHAGE_MIGRATION																									CD200 MDK															
GO_REGULATION_OF_MAPK_CASCADE																														AMBP GADD45G		DRD2 GADD45G TP73				RGS4 TP73				
GO_REGULATION_OF_MAP_KINASE_ACTIVITY		GADD45G RGS4					AGT RGS4 SFRP1						AGT RGS4				NTRK1 SFRP1 TP73															GADD45G TP73				RGS4 TP73				
GO_REGULATION_OF_MEMBRANE_DEPOLARIZATION							MLLT11 SCN1B															MLLT11 SCN1B									MLLT11 SCN1B									
GO_REGULATION_OF_MEMBRANE_POTENTIAL		MPP2 RGS4					GABRE MLLT11 RGS4 SCN1B		CHRNA3 CHRNB2				MLLT11 RGS4	CHRNA1 DRD2 MPP2	P2RX6 RGS4							DRD2 MLLT11 SCN1B		CACNA1H KCNH6 KCNK3	CACNA1H DRD2 GABRE RGS4 SCN1B	ADORA2A MLLT11		CHRNA1 P2RX6			CNIH2 DRD2 GABRE KCNH6 MLLT11 MPP2 RGS4 SCN1B	CHRNA1 DRD2 MPP2		ADORA2A KCNK3 MLLT11 MPP2 P2RX6		RGS4 SCN1B				CNIH2 KCNJ11 MPP2 P2RX6 SCN1B
GO_REGULATION_OF_METAL_ION_TRANSPORT		CAMK2B RGS4					AGT HECW2 RGS4 SCN1B		HECW2 HSPA2				AGT RGS4		GAL RGS4							DRD2 SCN1B			DRD2 HSPA2 PLCG2 RGS4 SCN1B	ADORA2A HSPA2			DRD2 HECW2 NKAIN1 PLCG2 RGS9		AGT DRD2 RGS4 SCN1B			ADORA2A AGT GAL NKAIN1 PLCG2		RGS4 SCN1B				AGT CAMK2B SCN1B
GO_REGULATION_OF_MICROTUBULE_BASED_PROCESS				CNIH2 MAP6																														CDH5 MAP6 STMN3						
GO_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION																																		CDH5 MAP6 STMN3						
GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION																																		CDH5 STMN3						
GO_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL																										ADORA2A MLLT11								ADORA2A MLLT11						
GO_REGULATION_OF_MITOCHONDRION_ORGANIZATION							MLLT11 PDE2A															MLLT11 PDE2A										PDE2A TP73								
GO_REGULATION_OF_MITOTIC_CELL_CYCLE	CDKN1C PCBP4			CDKN1C HSPA2 MAD2L2 PCBP4					HECW2 HSPA2 TUBB4A																HSPA2 MAD2L2 PCBP4 SMOC2 SOX4 TP73	HSPA2 SMOC2 SOX4	HSPA2 TUBA1A												PCBP4 TUBA1A WNT9A	
GO_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM							AGT SFRP1										NKD1 SFRP1												GRHL3 MDK		AGT MDK									AGT MDK
GO_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE							AGT SFRP1																								AGT MDK			AGT MDK						AGT MDK
GO_REGULATION_OF_MUSCLE_ADAPTATION		CAMK2B RGS4					AGT RGS4						AGT RGS4												ACTN3 RGS4						AGT RGS4									ACTN3 AGT CAMK2B
GO_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION															DLL1 RGS4										DLL1 PROX1 RGS4															
GO_REGULATION_OF_MUSCLE_HYPERTROPHY							AGT RGS4						AGT RGS4																		AGT RGS4									
GO_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT															DLL1 RGS4		DLL1 TP73								ACTN3 DLL1 RGS4 TP73											RGS4 TP73				
GO_REGULATION_OF_MUSCLE_SYSTEM_PROCESS		CAMK2B RGS4					AGT RGS4						AGT RGS4 SSTR2																		AGT CHGA RGS4									ACTN3 AGT CAMK2B
GO_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION																	DLL1 SFRP1																							
GO_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT				GRHL3 LRFN1 MAP6 NTRK1	GPC2 PMP22	MDK NEUROD2 NTRK1	AGT GPC2 HECW2 NEUROD2 SCN1B SFRP1		CHRNA3 CHRNB2 HECW2					DLL4 DRD2 EPHB3 LZTS1 PMP22	DLL1 GPC2 SLITRK6		DLL1 EPHB3 NTRK1 SFRP1 SLITRK6 TP73					DRD2 EPHB3 NREP SCN1B	DPYSL3 DRD2 GRHL3 PMP22 SLITRK6	DLL4 EPHB3 GRHL3 KIF1A LZTS1 PROX1 SEMA6B	DLL1 DLL4 DRD2 HES6 MDK PMP22 PROX1 SCN1B SERPINI1 TP73				DLL4 DRD2 GPC2 GRHL3 HECW2 MDK SERPINI1 TOX		AGT DRD2 LINGO1 MAP6 MDK NEUROD2 SCN1B SLITRK6			AGT GPC2 HES6 MAP6 MDK NEUROD1 NEUROG3 PMP22		NEUROG3 SCN1B TP73		DPYSL3 HECW2 NREP		AGT CAMK2B HES6 LINGO1 LRFN1 LZTS1 MAP6 MDK SCN1B
GO_REGULATION_OF_NERVOUS_SYSTEM_PROCESS							AGT RGS4						AGT RGS4																		AGT CNIH2 RGS4									AGT CNIH2
GO_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION														DLL4 DRD2										DLL4 PROX1	DLL4 DRD2 MDK PROX1				DLL4 DRD2 MDK TOX		DRD2 MDK									
GO_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY							AGT SYP																								AGT DRD2 SYP									AGT CAMK2B SYP
GO_REGULATION_OF_NEURON_DIFFERENTIATION			DPYSL3 GPC2 SCN1B		GPC2 PMP22	MDK NEUROD2 NTRK1	AGT GPC2 HECW2 NEUROD2 SCN1B SFRP1		CHRNA3 CHRNB2 HECW2					EPHB3 LZTS1 PMP22		NTRK1 PMP22 PROX1	DLL1 EPHB3 NTRK1 SFRP1 TP73					EPHB3 NREP SCN1B		EPHB3 KIF1A LZTS1 PROX1 SEMA6B	DLL1 MDK PMP22 PROX1 SCN1B SERPINI1 TP73				GPC2 HECW2 MDK SERPINI1 TOX		AGT LINGO1 MAP6 MDK NEUROD2 SCN1B			AGT GPC2 MAP6 MDK NEUROD1 NEUROG3 PMP22		NEUROG3 SCN1B TP73		DPYSL3 HECW2 NREP		AGT CAMK2B LINGO1 LZTS1 MAP6 MDK SCN1B
GO_REGULATION_OF_NEURON_MIGRATION																																								CAMK2B MDK
GO_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT		CAMK2B PMP22	DPYSL3 GPC2 SCN1B		GPC2 PMP22	MDK NTRK1	AGT GPC2 HECW2 SCN1B SFRP1		CHRNA3 CHRNB2 HECW2				AGT MAP6	EPHB3 LZTS1 PMP22			EPHB3 NTRK1 SFRP1					EPHB3 SCN1B		EPHB3 KIF1A LZTS1 SEMA6B					GPC2 HECW2 MDK SERPINI1 TOX		AGT LINGO1 MAP6 MDK SCN1B			AGT GPC2 MAP6 MDK NEUROG3 PMP22		NEUROG3 SCN1B		DPYSL3 HECW2		AGT CAMK2B LINGO1 LZTS1 MAP6 MDK SCN1B
GO_REGULATION_OF_NEUROTRANSMITTER_LEVELS				SYNGR3 SYP					CHRNA3 CHRNB2					CPLX1 DRD2			CADPS SLC1A2						DRD2 SLC1A2	CADPS SYNGR3								CADPS DRD2								
GO_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY																													CACNG4 RGS9											
GO_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT									CHRNA3 CHRNB2					CPLX1 DRD2															CPLX1 DRD2		DRD2 SYP									
GO_REGULATION_OF_NEUTROPHIL_CHEMOTAXIS																															JAM3 MDK			JAM3 MDK						
GO_REGULATION_OF_NEUTROPHIL_EXTRAVASATION																																								CD99L2 MDK
GO_REGULATION_OF_NEUTROPHIL_MIGRATION																															JAM3 MDK			JAM3 MDK						CD99L2 MDK
GO_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY																	NKD1 SFRP1																							
GO_REGULATION_OF_NOTCH_SIGNALING_PATHWAY																									DLL1 DLL4															
GO_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS			ACTN3 CBFA2T3																						ACTN3 CBFA2T3															
GO_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION																									MDK TP73															
GO_REGULATION_OF_ORGANELLE_ORGANIZATION				GRHL3 LRFN1 MAD2L2 MAP6 PDE2A			HECW2 JAM3 MLLT11 PDE2A RGS4 SFRP1		HECW2 TMOD1 TUBB4A																									CDH5 JAM3 MAP6 MDK MLLT11 STMN3 TMOD1						
GO_REGULATION_OF_ORGANIC_ACID_TRANSPORT							AGT RGS4						AGT RGS4																		AGT RGS4			ADORA2A AGT						
GO_REGULATION_OF_ORGAN_GROWTH																									PROX1 RGS4 TP73											RGS4 TP73				
GO_REGULATION_OF_OSSIFICATION																													GDF10 MDK											
GO_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY							AGT CYGB																																	
GO_REGULATION_OF_PEPTIDASE_ACTIVITY													AGT ST18								AMBP WNT9A													ADORA2A AGT DPEP1 TFPI2			AGT LTF			
GO_REGULATION_OF_PEPTIDE_HORMONE_SECRETION				KCNJ11 RFX6																											ABCC8 CHGA DRD2									
GO_REGULATION_OF_PEPTIDE_SECRETION				KCNJ11 RFX6 SOCS1																					CD200 DRD2 SOCS1 SOX4	ADORA2A SOX4								ADORA2A NEUROD1 RFX6 SOCS1				FFAR2 SOCS1		
GO_REGULATION_OF_PEPTIDE_TRANSPORT																									CD200 DRD2 SOCS1 SOX4 TP73															
GO_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION																	CRLF1 SFRP1																	AGT CSH1 SOCS1				CSH1 SOCS1		AGT CRLF1 SOCS1
GO_REGULATION_OF_PHOSPHATASE_ACTIVITY			ELFN1 PPP1R16B RIMBP2												PPP1R14A RIMBP2								DRD2 PPP1R14A					PPP1R14A RIMBP2			DRD2 PPP1R14A									
GO_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING			FLT1 PPP1R16B																																		AGT PPP1R16B			
GO_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS			FLT1 SOCS1																						FLT1 SOCS1				FLT1 SOCS1											
GO_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY			ELFN1 PPP1R16B																				DRD2 PPP1R14A								DRD2 PPP1R14A									
GO_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS			ACTN3 CBFA2T3 ELFN1 FLT1 LEFTY1 PPP1R16B RIMBP2 SOCS1	CDKN1C HSPA2 LEFTY1 MAD2L2 NTRK1 SOCS1											AMBP LEFTY1 PPP1R14A RGS4 RIMBP2									CDH5 CSF1R EPHB3 HSPA2 LEFTY1 LTF PROX1	ACTN3 CBFA2T3 CDH5 CRLF1 DRD2 FLT1 GDF10 HSPA2 MAD2L2 PROX1 RGS4 SH3RF3 SOCS1 TP73												AGT LTF PPP1R16B			
GO_REGULATION_OF_PHOSPHORYLATION		GADD45G GDF10 LEFTY1 RGS4		CDKN1C HSPA2 LEFTY1 MAD2L2 NTRK1 SOCS1											AMBP LEFTY1 PPP1R14A RGS4							CRLF1 DRD2 EPHB3 LTF		CDH5 CSF1R EPHB3 HSPA2 LEFTY1 LTF PROX1	ACTN3 CBFA2T3 CDH5 CRLF1 DRD2 FLT1 GDF10 HSPA2 MAD2L2 PROX1 RGS4 SH3RF3 SOCS1 TP73		CDH5 GADD45G HSPA2		DRD2 FLT1 GDF10 ITPRIP LEFTY1 SH3RF3 SOCS1	AMBP GADD45G INSM1										ACTN3 AGT CDKN1C CRLF1 ITPRIP MAD2L2 PPP1R14A SOCS1
GO_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS																															AGT PLTP									AGT PLTP
GO_REGULATION_OF_POSTSYNAPSE_ORGANIZATION																																								CAMK2B LRFN1
GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS																													CACNG4 CPLX1											
GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL		MPP2 RGS4					GABRE RGS4		CHRNA3 CHRNB2					CHRNA1 DRD2 MPP2	P2RX6 RGS4										DRD2 GABRE RGS4			CHRNA1 P2RX6			DRD2 GABRE MPP2 RGS4	CHRNA1 DRD2 MPP2		ADORA2A MPP2 P2RX6						MPP2 P2RX6
GO_REGULATION_OF_POTASSIUM_ION_TRANSPORT															GAL RGS4										DRD2 RGS4						DRD2 RGS4									
GO_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE																									MAD2L2 SPON2															MAD2L2 SPON2
GO_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY								CDH5 TMOD1	TMOD1 TUBB4A																					INSM1 TMOD1										
GO_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION			ELFN1 PPP1R16B					CDH5 PPP1R14A		CDH5 PPP1R14A													DRD2 PPP1R14A		CDH5 DRD2						DRD2 PPP1R14A			CDH5 PPP1R14A						
GO_REGULATION_OF_PROTEIN_KINASE_ACTIVITY																									DRD2 FLT1 PROX1 RGS4 SOCS1 TP73							DRD2 GADD45G TP73				RGS4 TP73	AGT LTF			
GO_REGULATION_OF_PROTEIN_LOCALIZATION				CNIH2 KCNJ11 RFX6 SOCS1																																				
GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS																								CDH5 CSF1R HSPA2 LEFTY1 LTF PROX1	CDH5 CRLF1 DRD2 FLT1 GDF10 HSPA2 MAD2L2 PROX1 RGS4 SH3RF3 SOCS1 SOX4 TP73												AGT LTF PPP1R16B SOX4			
GO_REGULATION_OF_PROTEIN_POLYMERIZATION								CDH5 TMOD1	TMOD1 TUBB4A																															
GO_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY							AGT RGS4 SFRP1						AGT RGS4				NTRK1 SFRP1 TP73							CSF1R LTF PROX1												RGS4 TP73	AGT LTF			
GO_REGULATION_OF_PROTEOLYSIS																					AMBP WNT9A																AGT LTF			
GO_REGULATION_OF_RECEPTOR_INTERNALIZATION																									DRD2 PLCG2				DRD2 PLCG2											
GO_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS																									DRD2 PLCG2				DRD2 PLCG2											
GO_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT							AGT AKR1B1										AKR1B1 CRLF1								CRLF1 SOCS1						AGT AKR1B1			AGT AKR1B1 CSH1 NEUROD1 SOCS1				CSH1 SOCS1		AGT AKR1B1 CRLF1 SOCS1
GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY														CPLX1 DRD2															CPLX1 DRD2		DRD2 SYP									
GO_REGULATION_OF_RENAL_SYSTEM_PROCESS																															AGT DRD2			ADORA2A AGT						
GO_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS										LTF MUC15 MUC5AC				DRD2 HMGB3 MUC15								DRD2 LTF							DRD2 PLCG2 SOCS1									FFAR2 SOCS1		
GO_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS										CDH5 CSF1R LTF MUC15 MUC5AC PDE6B		CD200 PLCG2												CDH5 CSF1R LTF SEMA6B	C2CD4A CD200 CDH5 DRD2 MDK PLCG2 SMOC2 SOCS1									ADORA2A AGT CDH5 JAM3 MDK PLCG2 SOCS1			AGT LTF			AGT C2CD4A HMGB3 MDK PDE2A SOCS1
GO_REGULATION_OF_RESPONSE_TO_STRESS																									C2CD4A CD200 CDH5 DRD2 MAD2L2 MDK PLCG2 SH3RF3 SMOC2 SOCS1															AGT C2CD4A CAMK2B HMGB3 MAD2L2 MDK PDE2A SOCS1
GO_REGULATION_OF_SECRETION				KCNJ11 RFX6 SOCS1 SYP							CHGA SYT5																		CPLX1 DRD2 RAB26 SOCS1		ABCC8 AGT CHGA DRD2 RAB26 SYP			ADORA2A AGT GAL NEUROD1 RAB26 RFX6 SOCS1			AGT SOX4	FFAR2 SOCS1 SYT5	CSF1R GAL SYP	
GO_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY																													CACNG4 RGS9											
GO_REGULATION_OF_SKELETAL_MUSCLE_ADAPTATION																																								ACTN3 CAMK2B
GO_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT																									ACTN3 DLL1															
GO_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_GROWTH																									ACTN3 DLL1															
GO_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS										ACTN3 PPP1R3C PROX1																														
GO_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY																	SFRP1 WNT9A																							
GO_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT							HECW2 SCN1B																																	
GO_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY							HECW2 SCN1B																																	
GO_REGULATION_OF_SODIUM_ION_TRANSPORT							HECW2 SCN1B															DRD2 SCN1B			DRD2 SCN1B				DRD2 HECW2 NKAIN1		DRD2 SCN1B									
GO_REGULATION_OF_SOMITOGENESIS																	DLL1 NKD1																							
GO_REGULATION_OF_SPROUTING_ANGIOGENESIS																									DLL1 DLL4															
GO_REGULATION_OF_STEROID_METABOLIC_PROCESS																																		AGT GAL						
GO_REGULATION_OF_STEROL_TRANSPORT										OSBPL6 PLTP																														
GO_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE																														AMBP GADD45G										
GO_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION															DLL1 RGS4										DLL1 PROX1 RGS4															
GO_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION								CDH5 TMOD1	TMOD1 TUBB4A																															
GO_REGULATION_OF_SYMBIOTIC_PROCESS										CSF1R LTF PROX1														CSF1R LTF PROX1																
GO_REGULATION_OF_SYNAPSE_ASSEMBLY				LRFN1 NTRK1													EPHB3 NTRK1 SLITRK6																							
GO_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY				LRFN1 NTRK1		NEUROD2 NTRK1								DRD2 EPHB3 SPARC		NTRK1 SPARC	EPHB3 NTRK1 SLITRK6					DRD2 EPHB3	DRD2 SLITRK6	EPHB3 KIF1A							DRD2 NEUROD2 SLITRK6 TUBA1A	DRD2 SLITRK6								
GO_REGULATION_OF_SYNAPTIC_PLASTICITY		CAMK2B MPP2					AGT NEUROD2 SYP							DRD2 LZTS1 MPP2																	AGT DRD2 MPP2 NEUROD2 SCGN SYP	DRD2 MPP2		ADORA2A AGT MPP2						AGT CAMK2B LZTS1 MPP2 SCGN SYP
GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC																													CACNG4 DRD2											
GO_REGULATION_OF_SYNAPTIC_VESICLE_CYCLE														CPLX1 DRD2															CPLX1 DRD2		DRD2 SYP									
GO_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS														CPLX1 DRD2															CPLX1 DRD2		DRD2 SYP									
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE																															AGT DRD2									
GO_REGULATION_OF_SYSTEM_PROCESS			ACTN3 NPTX1 SCN1B										AGT GNAO1 RGS4 SSTR2											CACNA1H KCNH6 KCNK3	ACTN3 CACNA1H DRD2 RGS4 SCN1B			HSPB7 NPTX1			AGT CHGA CNIH2 DRD2 GNAO1 KCNH6 RGS4 SCN1B			ADORA2A AGT GAL KCNK3 NEUROD1		RGS4 SCN1B	AGT GNAO1			ACTN3 AGT CAMK2B CNIH2 KCNJ11 SCN1B
GO_REGULATION_OF_TISSUE_REMODELING							AGT SFRP1																								AGT MDK			AGT MDK						AGT MDK
GO_REGULATION_OF_TRANSFERASE_ACTIVITY				CDKN1C MAD2L2 NTRK1 SOCS1													EPHB3 NTRK1 SFRP1 TP73					DRD2 EPHB3 LTF		CSF1R EPHB3 LTF PROX1	CD200 DRD2 FLT1 MAD2L2 PROX1 RGS4 SOCS1 TP73											RGS4 TP73	AGT LTF			
GO_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY		GDF10 LEFTY1		CDKN1C LEFTY1			ADAMTSL2 SFRP1										RASL11B SFRP1							CDH5 LEFTY1 RASL11B																
GO_REGULATION_OF_TRANSMEMBRANE_TRANSPORT				CNIH2 HSPA2 KCNJ11			AGT CLCNKA HECW2 KCNF1 RGS4 SCN1B		HECW2 HSPA2															CACNA1H HSPA2 KCNH6	CACNA1H DRD2 HSPA2 PLCG2 RGS4 SCN1B				CACNG4 DRD2 HECW2 PLCG2 RGS9		AGT CNIH2 DRD2 KCNH6 RGS4 SCN1B			AGT GAL KCNF1 PLCG2		RGS4 SCN1B				AGT CNIH2 KCNF1 KCNJ11 SCN1B
GO_REGULATION_OF_TRANSPORT				CNIH2 HSPA2 KCNJ11 RFX6 SOCS1 SYNGR3 SYP			AGT CLCNKA GABRE HECW2 KCNF1 RGS4 SCN1B SFRP1 SYP		CHRNA3 CHRNB2 HECW2 HSPA2		CHGA SLC38A3 SYT5						CADPS DLL1 PLTP SFRP1 SLC1A2 TP73							CACNA1H CADPS CSF1R HSPA2 KCNH6 SYNGR3	CACNA1H CD200 DLL1 DRD2 GABRE HSPA2 PLCG2 RGS4 SCN1B SOCS1 SOX4 TP73				CACNG4 CPLX1 DRD2 HECW2 NKAIN1 PLCG2 RAB26 RGS9 SOCS1		ABCC8 AGT CHGA CNIH2 DRD2 GABRE KCNH6 PLTP RAB26 RGS4 SCN1B SYP			ADORA2A AGT GAL KCNF1 NEUROD1 NKAIN1 OSBPL6 PLCG2 RAB26 RFX6 SOCS1 SYNGR3		RGS4 SCN1B TP73		FFAR2 HECW2 PLTP SOCS1 SYT5		AGT CAMK2B CNIH2 KCNF1 KCNJ11 PLTP SCN1B SOCS1 SYP
GO_REGULATION_OF_TRANSPORTER_ACTIVITY				CNIH2 HSPA2 KCNJ11 SYNGR3					HECW2 HSPA2													DRD2 SCN1B		HSPA2 SYNGR3	DRD2 HSPA2 PLCG2 SCN1B				CACNG4 DRD2 HECW2 PLCG2 RGS9		CNIH2 DRD2 SCN1B			GAL PLCG2 SYNGR3						CNIH2 KCNJ11 SCN1B
GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING		CAMK2B MPP2 RGS4		CNIH2 NTRK1 SYP		NEUROD2 NTRK1	AGT NEUROD2 RGS4 SYP		CHRNA3 CHRNB2				AGT RGS4	CPLX1 DRD2 LZTS1 MPP2	RGS4 SYP														CACNG4 CPLX1 DRD2 RAB26		AGT CNIH2 DRD2 MPP2 NEUROD2 RAB26 RGS4 SCGN SYP			ADORA2A AGT MPP2 RAB26						AGT CAMK2B CNIH2 LZTS1 MPP2 SCGN SYP
GO_REGULATION_OF_TUBE_SIZE																															AGT CHGA			ADORA2A AGT						
GO_REGULATION_OF_T_CELL_ACTIVATION						MDK SOCS1																				ADORA2A SOX4			MDK SOCS1 TOX					ADORA2A MDK SOCS1				DOCK8 SOCS1		
GO_REGULATION_OF_T_CELL_DIFFERENTIATION						MDK SOCS1																			MDK SOCS1 SOX4				MDK SOCS1 TOX					MDK SOCS1						MDK SOCS1
GO_REGULATION_OF_T_CELL_MIGRATION		CD99L2 DOCK8										CD200 CD99L2																												
GO_REGULATION_OF_URINE_VOLUME																							AKR1B1 DRD2								AKR1B1 DRD2	AKR1B1 DRD2		ADORA2A AKR1B1						
GO_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION													AGT MMP2																					AGT MMP2						
GO_REGULATION_OF_VASCULAR_PERMEABILITY																									C2CD4A CDH5									ADORA2A CDH5						C2CD4A PDE2A
GO_REGULATION_OF_VASCULATURE_DEVELOPMENT														DLL4 ENPP2 FLT1 SPARC											CDH5 DLL1 DLL4 FLT1 MDK SMOC2	DLL4 SMOC2			DLL4 FLT1 MDK								AGT PPP1R16B			
GO_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT																													CPLX1 DRD2 PLCG2 RAB26											
GO_REGULATION_OF_VIRAL_GENOME_REPLICATION										LTF PROX1														LTF PROX1	BTBD17 PROX1															
GO_REGULATION_OF_VIRAL_LIFE_CYCLE										LTF PROX1														LTF PROX1																
GO_REGULATION_OF_WNT_SIGNALING_PATHWAY				MAD2L2 NOTUM TMEM198			NOTUM SFRP1 TMEM198																		MAD2L2 MDK NOTUM SOX4	SOX4 TMEM198														AMER3 MAD2L2 MDK NOTUM
