	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	DACH1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	PROX1	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY			FAIM2 ITPRIP SFRP1								FAIM2 G0S2 ITPRIP SFRP1		FAIM2 ITPRIP													AGT ITPRIP SCG2 SFRP1			FAIM2 ITPRIP SCG2 SFRP1	AGT FAIM2 SCG2		AGT ITPRIP SCG2							FAIM2 ITPRIP							FAIM2 G0S2												
GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS			FAIM2 ITPRIP SFRP1								FAIM2 ITPRIP SFRP1		FAIM2 ITPRIP													ITPRIP SFRP1	ITPRIP SFRP1		FAIM2 ITPRIP SFRP1										FAIM2 ITPRIP																			
GO_REGULATION_OF_FAT_CELL_DIFFERENTIATION			MMP11 SFRP1 WIF1						CCDC85B MMP11																															CCDC85B MMP11																		
GO_REGULATION_OF_FILOPODIUM_ASSEMBLY													DPYSL3 PPP1R16B														DPYSL3 PPP1R16B					DPYSL3 PPP1R16B		DPYSL3 PPP1R16B																								
GO_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY																																																				ACTN3 CBFA2T3 PPP1R3C						
GO_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION																											MDK NKX2-2					MDK NKX2-2 TP73		MDK TP73			MDK TP73							NKX2-2 TP73														
GO_REGULATION_OF_GLIOGENESIS																																MDK NKX2-2 TP73																										
GO_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS			ACTN3 PPP1R3C																							ACTN3 PPP1R3C																																
GO_REGULATION_OF_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY				CNIH2 RGS9								CNIH2 RGS9															CNIH2 RGS9		CACNG4 CNIH2	CACNG4 CNIH2				CACNG4 RGS9						CNIH2 RGS9				CACNG4 CNIH2 RGS9			CNIH2 RGS9					CACNG4 CNIH2 RGS9					CNIH2 RGS9	
GO_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS			CSF1R JAM3 MDK											CSF1R JAM3												JAM3 MDK	JAM3 MDK		CSF1R JAM3	JAM3 MDK				CSF1R MDK																								
GO_REGULATION_OF_GROWTH			ACTN3 DRD2 GNG4 PROX1 SEMA6B SFRP1					CSH1 CSH2 IGFBPL1 RGS4			ACTN3 GNG4 IGFBPL1 MAD2L2 NKD1 PROX1 RGS4 SEMA6B SFRP1 TP73	ACTN3 CCDC85B DLL1 GNG4 MAD2L2 NKD1 PROX1 SEMA6B SOCS1																						DRD2 GNG4 NKD1 PROX1 RGS4 SEMA6B SOCS1 TP73			AGT CCDC85B GNG4 NKD1 PROX1 SEMA6B SOCS1 TP73								CSH1 CSH2		CCDC85B GNG4 MAD2L2 NKD1 PROX1 SEMA6B SOCS1 TP73											
GO_REGULATION_OF_GTPASE_ACTIVITY										ARHGAP9 DOCK8	ARHGAP9 DOCK8 EPHB3 GRHL3 RGS16 RGS4 RGS5 SFRP1 STMN3															GRHL3 RGS4 RGS5 SFRP1	DOCK8 EPHB3 GRHL3 RGS16 RGS5 RGS9 SFRP1							ARHGAP9 DOCK8 EPHB3 RGS4 RGS9 STMN3		ARHGAP9 GRHL3 RGS9 STMN3					EPHB3 GRHL3 RGS16 RGS4 SFRP1							ARHGAP9 EPHB3 GRHL3 RGS5 RGS9 STMN3 TBC1D3C				EPHB3 GRHL3 NTRK1 RGS16 RGS5 RGS9					ARHGAP9 DOCK8 GRHL3 RGS9 SFRP1	
GO_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY		PDE6B PTGDR2 RGS5	DRD2 GNG4 RGS16 RGS9	RGS5 RGS9					RGS5 RGS9		GNG4 PDE6B RGS16 RGS4 RGS5 SYP	GNG4 PTGDR2 RGS9					PDE6B SYP									PTGDR2 RGS4 RGS5 SYP	DRD2 RGS16 RGS5 RGS9		DRD2 GNG4 PDE6B PTGDR2 RGS16 RGS5	CHGA GNG4 PTGDR2 RGS16 SYP				DRD2 GNG4 PDE6B RGS4 RGS9		PTGDR2 RGS9	GNG4 PDE6B RGS16 RGS9 SYP			PDE6B PTGDR2 RGS9 SYP	PTGDR2 RGS16 RGS4 SYP			GNG4 PTGDR2 RGS5 RGS9		CHGA PTGDR2 RGS5	GNG4 PTGDR2 RGS9		GNG4 PTGDR2 RGS5			CHGA GNG4 PDE6B PTGDR2 RGS16 RGS5 RGS9 SYP	GNG4 PTGDR2				PTGDR2 RGS9	GNG4 RGS9
GO_REGULATION_OF_HEART_GROWTH											PROX1 RGS4 TP73																							PROX1 RGS4 TP73			PROX1 TP73				RGS4 TP73						PROX1 TP73											
GO_REGULATION_OF_HEART_RATE											KCNH6 RGS4 SCN1B				AGT KCNH6											AGT RGS4																															KCNH6 SCN1B	
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION											KCNH6 SCN1B																																				KCNH6 SCN1B										KCNH6 SCN1B	
GO_REGULATION_OF_HEMOPOIESIS				DLL1 LTF TP73								DLL1 HMGB3 LTF SOCS1 SOX4																							LTF SOX4																						DLL1 HMGB3 MDK SFRP1	
GO_REGULATION_OF_HORMONE_LEVELS			ABCC8 AKR1B1 CPLX1 DRD2 GAL PCSK1 SFRP1 SOX4	ABCC8 GAL KCNJ11						ABCC8 AGT MAFA	ABCC8 AKR1B1 FFAR2 GAL PCSK1 RFX6 SFRP1 SOX4	ABCC8 FFAR2 GAL PCSK1 RBP1 RFX6 SOX4			ABCC8 AGT CPE FFAR2 PCSK1 SOX4									AKR1B1 GAL PCSK1		ABCC8 AGT CPE FFAR2 GAL PCSK1 SFRP1 SOX4	ABCC8 AKR1B1 CPLX1 DRD2 SFRP1 SOX4		AKR1B1 CACNA1H CPLX1 DRD2 FFAR2 GAL KCNJ11 SFRP1 SOX4	AGT CACNA1H CHGA CPE CPLX1 GAL KCNJ11 RBP1 RFX6 SOX4		ABCC8 AGT AKR1B1 CACNA1H CHGA CPLX1 GAL KCNJ11 NEUROD1 PCSK1 SOX4		ABCC8 CPLX1 DRD2 GAL NEUROD1 PCSK1 RBP1 RFX6		CACNA1H FFAR2 GAL RFX6 SOX4	AGT CACNA1H CPLX1 GAL MAFA RBP1 SOX4	AGT CPE FFAR2		CPE CPLX1 KCNJ11 PCSK1 RFX6	AKR1B1 CPE CPLX1 MAFA RBP1 SFRP1			CACNA1H FFAR2 KCNJ11 MAFA NEUROD1 PCSK1 RBP1 SFRP1			ABCC8 CPE CPLX1 KCNJ11 MAFA PCSK1 RFX6 SOX4		AGT CPE CPLX1 FFAR2 GAL PCSK1 RFX6 SOX4									ABCC8 GAL MAFA RFX6 SFRP1
GO_REGULATION_OF_HORMONE_SECRETION			ABCC8 DRD2 GAL SFRP1 SOX4	ABCC8 GAL KCNJ11	ABCC8 FFAR2 GAL KCNJ11					ABCC8 AGT	ABCC8 FFAR2 GAL RFX6 SFRP1 SOX4	ABCC8 FFAR2 GAL RFX6 SOX4	DRD2 FFAR2		ABCC8 AGT FFAR2 SOX4											ABCC8 AGT FFAR2 GAL SFRP1 SOX4	ABCC8 DRD2 SFRP1 SOX4		DRD2 FFAR2 GAL KCNJ11 SFRP1 SOX4	AGT CHGA GAL KCNJ11 RFX6 SOX4		ABCC8 AGT CHGA GAL KCNJ11 NEUROD1 SOX4		ABCC8 DRD2 GAL NEUROD1 RFX6		FFAR2 GAL RFX6 SOX4		AGT FFAR2						FFAR2 KCNJ11 NEUROD1 SFRP1			ABCC8 KCNJ11 RFX6 SOX4		AGT FFAR2 GAL RFX6 SOX4								KCNJ11 SFRP1	ABCC8 GAL RFX6 SFRP1
GO_REGULATION_OF_HYDROLASE_ACTIVITY			AMBP CD200 DRD2 GRHL3 RGS16 RGS9 SFRP1 SPINK4 TFPI2 WNT9A	LTF RGS5 RGS9 SERPINI1 WNT9A	AMBP DPEP1 EPHB3 LTF PPP1R16B RGS16 RIMBP2 ST18 STMN3 WNT9A	ADORA2A DPEP1 ELFN1 KIT				ADORA2A AGT ARHGAP9 DOCK8 TFPI2	ARHGAP9 DOCK8 EPHB3 FLT1 GRHL3 HSPA2 PPP1R14A RGS16 RGS4 RGS5 RIMBP2 SERPINI1 SFRP1 ST18 STMN3 TFPI2 WNT9A				ADORA2A AGT AMBP DPEP1 FLT1 GRHL3 PPP1R16B RIMBP2 TFPI2											AGT AMBP CD200 DPEP1 GRHL3 HSPA2 PPP1R14A RGS4 RGS5 SFRP1	CD200 DOCK8 DPEP1 DRD2 EPHB3 GRHL3 HSPA2 PPP1R16B RGS16 RGS5 RGS9 SFRP1 SPINK4		AMBP DRD2 ELFN1 EPHB3 FLT1 GRHL3 LTF PPP1R14A RGS16 RGS5 SERPINI1 SFRP1 SPINK4 TFPI2			AGT AMBP ARHGAP9 FLT1 HSPA2 LTF NTRK1 PPP1R14A PPP1R16B SERPINI1 SPINK4 ST18 WNT9A	AMBP ARHGAP9 DOCK8 HSPA2 KIT NTRK1 PPP1R16B SERPINI1 ST18 WNT9A	ARHGAP9 DOCK8 DRD2 EPHB3 FLT1 KIT LTF PPP1R16B RGS4 RGS9 RIMBP2 SERPINI1 SPINK4 ST18 STMN3	LTF SPINK4 ST18 TFPI2		AGT AMBP CD200 DOCK8 GRHL3 HSPA2 NTRK1 PPP1R14A RGS16 RGS9 RIMBP2 SERPINI1	AGT DOCK8 ELFN1 FLT1 LTF			DPEP1 EPHB3 FLT1 GRHL3 PPP1R14A PPP1R16B RGS16 RGS4 SFRP1 ST18 TFPI2							AMBP ARHGAP9 CD200 EPHB3 FLT1 GRHL3 HSPA2 LTF RGS5 RGS9 SERPINI1 SPINK4 ST18 STMN3 TBC1D3C TFPI2 WNT9A	ADORA2A AGT AMBP CD200 DOCK8 GRHL3 HSPA2 NTRK1 RGS5 SERPINI1 TFPI2			AMBP EPHB3 FLT1 GRHL3 HSPA2 KIT NTRK1 RGS16 RGS5 RGS9 RIMBP2 SERPINI1 WNT9A					ARHGAP9 DOCK8 GRHL3 RGS9 RIMBP2 SFRP1	GRHL3 HSPA2 RGS9 SFRP1 TFPI2 WNT9A
GO_REGULATION_OF_IMMUNE_RESPONSE																			IGHG1 MUC5AC									IGHG1 MUC5AC															KIT MUC5AC															
GO_REGULATION_OF_IMMUNE_SYSTEM_PROCESS			AMBP CD200 CSF1R DRD2 GAL JAM3 MDK MUC15 PLCG2 SFRP1 SOX4	CHRNB2 CSF1R DLL1 GAL LTF TP73						ADORA2A DOCK8 HMGB3 MUC5AC									ADORA2A IGHG1 MUC5AC										AMBP CD99L2 CHRNB2 CSF1R DLL1 DRD2 FFAR2 GAL IGHG1 JAM3 LTF MUC15 SFRP1 SOX4 SPON2 TP73														ADORA2A KIT MUC5AC														DLL1 DOCK8 HMGB3 MAD2L2 MDK SFRP1	
GO_REGULATION_OF_INFLAMMATORY_RESPONSE										ADORA2A AGT					ADORA2A AGT C2CD4A FFAR2 PDE2A		ADORA2A AGT									AGT CD200 FFAR2 MDK				ADORA2A AGT C2CD4A CDH5 MDK PDE2A							AGT C2CD4A CD200 CDH5 MDK	AGT CDH5 FFAR2				C2CD4A MDK							ADORA2A AGT CD200 CDH5 FFAR2 MDK									
GO_REGULATION_OF_INNATE_IMMUNE_RESPONSE										HMGB3 MUC5AC		FFAR2 HMGB3 MUC15 SOCS1															DRD2 HMGB3 MUC15 PLCG2											FFAR2 PLCG2																				
GO_REGULATION_OF_INSULIN_SECRETION			ABCC8 DRD2 SFRP1 SOX4	ABCC8 KCNJ11							ABCC8 RFX6 SFRP1 SOX4	ABCC8 RFX6 SOX4			ABCC8 SOX4											ABCC8 SFRP1 SOX4	ABCC8 DRD2 SFRP1 SOX4		DRD2 KCNJ11 SFRP1 SOX4	CHGA KCNJ11 RFX6 SOX4		ABCC8 CHGA KCNJ11 NEUROD1 SOX4		ABCC8 DRD2 NEUROD1 RFX6						KCNJ11 RFX6				KCNJ11 NEUROD1 SFRP1			ABCC8 KCNJ11 RFX6 SOX4										KCNJ11 SFRP1	ABCC8 RFX6 SFRP1
GO_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY											HEYL SFRP1																		HEYL SFRP1												HEYL SFRP1			HEYL SFRP1														HEYL SFRP1
GO_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT		CACNA1H HSPA2 KCNF1		CNIH2 GAL KCNJ11 RGS9 SCN3A	CLCNKA GAL KCNF1 KCNJ11 PLCG2 SCN1B						CLCNKA CNIH2 GAL HSPA2 KCNF1 KCNH6 RGS4 SCN1B SCN3A	CNIH2 GAL HSPA2 KCNH6 RGS9										HECW2 HSPA2				AGT CNIH2 GAL HECW2 HSPA2 RGS4	CNIH2 DRD2 HECW2 HSPA2 PLCG2 RGS9		CACNA1H CACNG4 CNIH2 DRD2 GAL KCNH6 KCNJ11	AGT CACNA1H CACNG4 CNIH2 GAL HECW2 HSPA2 KCNH6 KCNJ11		AGT CACNA1H CLCNKA GAL HSPA2 KCNF1 KCNJ11 PLCG2		CACNG4 DRD2 GAL PLCG2 RGS4 RGS9 SCN3A		CACNA1H CLCNKA GAL RGS9 SCN1B	AGT CACNA1H GAL HECW2 HSPA2 KCNH6 RGS9	AGT HECW2 PLCG2		CNIH2 HECW2 KCNJ11 RGS9				CACNA1H CACNG4 CNIH2 HECW2 KCNH6 KCNJ11 RGS9			CLCNKA CNIH2 HECW2 HSPA2 KCNF1 KCNH6 KCNJ11 PLCG2 RGS9 SCN1B		AGT CLCNKA GAL HECW2 HSPA2 PLCG2 SCN3A								CNIH2 KCNH6 KCNJ11 RGS9 SCN1B	
GO_REGULATION_OF_ION_TRANSPORT			DRD2 GAL PLCG2 RGS9 SLC38A3 SYT5	CAMK2B CHRNB2 CNIH2 GAL KCNJ11 RGS9 SCN3A SYT5	CAMK2B CHRNA3 CHRNB2 CLCNKA GAL KCNF1 KCNJ11 PLCG2 SCN1B			ADORA2A CHRNA3 RGS4	CHRNB2 GAL HECW2 RGS9 SLC38A3		CAMK2B CHRNA3 CHRNB2 CLCNKA CNIH2 GABRE GAL HSPA2 KCNF1 KCNH6 NKAIN1 RGS4 SCN1B SCN3A SYT5	CHRNB2 CNIH2 GAL HSPA2 KCNH6 NKAIN1 RGS9 SYT5			ADORA2A AGT CNIH2 KCNH6		ADORA2A AGT KCNF1 NKAIN1					GABRE HECW2 HSPA2				AGT CNIH2 GABRE GAL HECW2 HSPA2 NKAIN1 RGS4 SYT5	CAMK2B CNIH2 DRD2 GABRE HECW2 HSPA2 NKAIN1 PLCG2 RGS9 SLC38A3		CACNA1H CACNG4 CHRNB2 CNIH2 DRD2 GABRE GAL KCNH6 KCNJ11 SYT5	ADORA2A AGT CACNA1H CACNG4 CNIH2 GABRE GAL HECW2 HSPA2 KCNH6 KCNJ11 NKAIN1 SYT5	CHRNA3 SCN3A	AGT CACNA1H CAMK2B CHRNA3 CLCNKA GAL HSPA2 KCNF1 KCNJ11 NKAIN1 PLCG2		CACNG4 CAMK2B DRD2 GAL NKAIN1 PLCG2 RGS4 RGS9 SCN3A		CACNA1H CAMK2B CLCNKA GAL RGS9 SCN1B	AGT CACNA1H CAMK2B CHRNA3 CHRNB2 GABRE GAL HECW2 HSPA2 KCNH6 NKAIN1 RGS9	AGT HECW2 PLCG2 SLC38A3	CHRNA3 CNIH2 GABRE KCNJ11 SLC38A3	CHRNB2 CNIH2 HECW2 KCNJ11 RGS9	CHRNA3 CNIH2 HECW2 RGS4 SLC38A3 SYT5			CACNA1H CACNG4 CAMK2B CHRNA3 CNIH2 HECW2 KCNH6 KCNJ11 RGS9 SYT5			ADORA2A CAMK2B CLCNKA CNIH2 HECW2 HSPA2 KCNF1 KCNH6 KCNJ11 PLCG2 RGS9 SCN1B SLC38A3 SYT5	CHRNB2 CLCNKA HECW2 HSPA2 KCNF1 NKAIN1 PLCG2 RGS9 SYT5	ADORA2A AGT CLCNKA GABRE GAL HECW2 HSPA2 NKAIN1 PLCG2 SCN3A SYT5			CACNG4 CHRNB2 CNIH2 HECW2 HSPA2 RGS9 SLC38A3 SYT5					CNIH2 KCNH6 KCNJ11 NKAIN1 RGS9 SCN1B SLC38A3 SYT5	GAL HSPA2 NKAIN1 RGS9 SLC38A3
GO_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS			CSF1R JAM3 MDK											CSF1R JAM3												JAM3 MDK																																
GO_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION												HMGB3 LTF SOCS1 SOX4														MDK SFRP1 SOX4	HMGB3 MDK SFRP1 SOX4 TOX								LTF SOX4	SOCS1 SOX4 TOX						HMGB3 MDK															HMGB3 MDK SFRP1	
GO_REGULATION_OF_LEUKOCYTE_MIGRATION			CD200 CSF1R JAM3 MDK											CD99L2 CSF1R DOCK8 JAM3												CD200 JAM3 MDK	CD200 CD99L2 DOCK8 JAM3 MDK										CD200 CD99L2 DOCK8 MDK												CD200 DOCK8 MDK								DOCK8 MDK	
GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION				CHRNB2 CSF1R GAL	CHRNB2 CSF1R GAL				CHRNB2 CSF1R GAL																																																	
GO_REGULATION_OF_LIPASE_ACTIVITY															AGT FLT1																							AGT FLT1																				
GO_REGULATION_OF_LIPID_KINASE_ACTIVITY																																FLT1 SOCS1		FLT1 KIT SOCS1																		FLT1 KIT						
GO_REGULATION_OF_LIPID_LOCALIZATION									GAL OSBPL6 PLTP																							AGT GAL PLTP					AGT GAL PLTP												AGT GAL OSBPL6 PLTP									
GO_REGULATION_OF_LIPID_METABOLIC_PROCESS						G0S2 KIT																															AGT G0S2 GAL PROX1 SOCS1																					
GO_REGULATION_OF_LIPID_TRANSPORT									GAL OSBPL6 PLTP																	AGT GAL						AGT GAL PLTP					AGT GAL PLTP												AGT GAL OSBPL6 PLTP									
GO_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY											CAMK2B SYP				AGT SYP		AGT SYP						CAMK2B SYP			AGT SYP	CAMK2B DRD2			AGT SYP		AGT CAMK2B		CAMK2B DRD2 KIT			AGT CAMK2B SYP															KIT SYP	CAMK2B KIT					
GO_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION			DRD2 SCGN												ADORA2A SCGN												DRD2 SCGN			ADORA2A SCGN				DRD2 SCGN																								
GO_REGULATION_OF_LYASE_ACTIVITY													DRD2 GABBR2														DRD2 GABBR2							DRD2 GABBR2																								
GO_REGULATION_OF_LYMPHOCYTE_ACTIVATION						ADORA2A IGHG1				ADORA2A DOCK8 HMGB3		CHRNB2 GAL HMGB3 MAD2L2 SOCS1 SOX4							ADORA2A IGHG1								DOCK8 HMGB3 MDK SFRP1 SOX4 TOX									GAL MAD2L2 SOCS1 SOX4 TOX	CHRNB2 DOCK8 GAL MDK SOCS1 SOX4												ADORA2A DOCK8 GAL MDK SOX4								DOCK8 HMGB3 MAD2L2 MDK SFRP1	
GO_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION			MDK SFRP1 SOX4									HMGB3 SOCS1 SOX4														MDK SFRP1 SOX4	HMGB3 MDK SFRP1 SOX4 TOX									SOCS1 SOX4 TOX	MDK SOCS1 SOX4					HMGB3 MDK															HMGB3 MDK SFRP1	
GO_REGULATION_OF_LYMPHOCYTE_MIGRATION														CD99L2 DOCK8													CD200 CD99L2 DOCK8										CD200 CD99L2 DOCK8											CD200 CD99L2	CD200 DOCK8									
GO_REGULATION_OF_MACROPHAGE_CHEMOTAXIS			CSF1R MDK																															CSF1R MDK																								
GO_REGULATION_OF_MACROPHAGE_MIGRATION			CD200 CSF1R MDK																							CD200 MDK	CD200 MDK							CSF1R MDK			CD200 MDK											CD200 CSF1R	CD200 MDK									
GO_REGULATION_OF_MAPK_CASCADE																																									FLT1 GADD45G RGS4 SFRP1 SH3RF3 TP73									KIT SH3RF3								
GO_REGULATION_OF_MAP_KINASE_ACTIVITY											FLT1 GADD45G RGS4 SFRP1 TP73						AGT GADD45G															AGT FLT1 GADD45G NTRK1 TP73		FLT1 GADD45G KIT RGS4 TP73				AGT FLT1			FLT1 GADD45G RGS4 SFRP1 TP73											FLT1 GADD45G KIT NTRK1 TP73						
GO_REGULATION_OF_MEMBRANE_DEPOLARIZATION											MLLT11 SCN1B																									MLLT11 SCN1B											MLLT11 SCN1B										MLLT11 SCN1B	
GO_REGULATION_OF_MEMBRANE_POTENTIAL				CHRNB2 CNIH2 KCNJ11 SCN3A	CHRNA3 CHRNB2 KCNJ11 SCN1B			ADORA2A CHRNA3 RGS4			CHRNA1 CHRNA3 CHRNB2 CNIH2 GABRE KCNH6 MLLT11 MPP2 P2RX6 RGS4 SCN1B SCN3A	CHRNA1 CHRNB2 CNIH2 KCNH6 P2RX6			ADORA2A CNIH2 KCNH6 KCNK3											CNIH2 GABRE P2RX6 RGS4	CHRNA1 CNIH2 DRD2 GABRE KCNK3 MPP2		CACNA1H CACNG4 CHRNA1 CHRNB2 CNIH2 DRD2 GABRE KCNH6 KCNJ11 KCNK3 MLLT11 P2RX6	ADORA2A CACNA1H CACNG4 CNIH2 GABRE KCNH6 KCNJ11 KCNK3 MLLT11	CHRNA3 SCN3A	CACNA1H CHRNA1 CHRNA3 KCNJ11 KCNK3 P2RX6	CHRNA1 KCNK3 MPP2 P2RX6	CACNG4 CHRNA1 DRD2 KCNK3 MPP2 P2RX6 RGS4 SCN3A		CACNA1H KCNK3 MLLT11 SCN1B	CACNA1H CHRNA3 CHRNB2 GABRE KCNH6 KCNK3 MPP2 P2RX6		CHRNA3 CNIH2 GABRE KCNJ11 MPP2	CHRNB2 CNIH2 KCNJ11 MLLT11 MPP2 P2RX6	CHRNA3 CNIH2 KCNK3 MPP2 RGS4			CACNA1H CACNG4 CHRNA3 CNIH2 KCNH6 KCNJ11 MPP2			ADORA2A CHRNA1 CNIH2 KCNH6 KCNJ11 KCNK3 MLLT11 SCN1B		ADORA2A GABRE MLLT11 P2RX6 SCN3A								CNIH2 KCNH6 KCNJ11 KCNK3 MLLT11 P2RX6 SCN1B	
GO_REGULATION_OF_METAL_ION_TRANSPORT			DRD2 GAL PLCG2 RGS9	CAMK2B GAL RGS9	CAMK2B GAL PLCG2 SCN1B			ADORA2A RGS4		ADORA2A AGT	CAMK2B GAL HSPA2 NKAIN1 RGS4 SCN1B						ADORA2A AGT NKAIN1					HECW2 HSPA2				AGT GAL HECW2 HSPA2 NKAIN1 RGS4	CAMK2B DRD2 HECW2 HSPA2 NKAIN1 PLCG2 RGS9			ADORA2A AGT GAL HECW2 HSPA2 NKAIN1		AGT CAMK2B GAL HSPA2 NKAIN1 PLCG2		CAMK2B DRD2 GAL NKAIN1 PLCG2 RGS4 RGS9		CAMK2B GAL RGS9 SCN1B	AGT CAMK2B GAL HECW2 HSPA2 NKAIN1 RGS9	AGT HECW2 PLCG2				HECW2 NKAIN1					ADORA2A CAMK2B HECW2 HSPA2 PLCG2 RGS9 SCN1B		ADORA2A AGT GAL HECW2 HSPA2 NKAIN1 PLCG2								NKAIN1 RGS9 SCN1B	GAL HSPA2 NKAIN1 RGS9
GO_REGULATION_OF_MICROTUBULE_BASED_PROCESS				CDH5 CNIH2	CDH5 STMN3 TUBB4A																																		CNIH2 TUBB4A														STMN3 TUBB4A					
GO_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION					CDH5 STMN3 TUBB4A																																																STMN3 TUBB4A					
GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION					CDH5 TUBB4A																											CDH5 TUBB4A	CDH5 TUBB4A																									
GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION					CDH5 STMN3 TUBB4A																												CDH5 TUBB4A																				STMN3 TUBB4A					
GO_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL																														ADORA2A MLLT11																	ADORA2A MLLT11		ADORA2A MLLT11									
GO_REGULATION_OF_MITOTIC_CELL_CYCLE					CDKN1C PCBP4 TP73 TUBB4A WNT9A																CDKN1C HSPA2 PCBP4					CDKN1C HECW2 HSPA2 SMOC2 SOX4 TUBA1A										CDKN1C MAD2L2 PCBP4 SOX4 TP73	CDKN1C HECW2 HSPA2 PCBP4 SMOC2 SOX4 TP73										CDKN1C HECW2 HSPA2 MAD2L2 PCBP4 SMOC2 SOX4 TP73 WNT9A					CDKN1C HECW2 HSPA2 MAD2L2 SMOC2 SOX4 TP73 TUBA1A TUBB4A WNT9A						
GO_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION			CSF1R MDK																															CSF1R MDK																								
GO_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM			GRHL3 MDK SFRP1												AGT GRHL3											AGT GRHL3 MDK SFRP1	GRHL3 MDK SFRP1			AGT GRHL3 MDK							AGT GRHL3 MDK NKD1							GRHL3 NKD1 SFRP1					AGT GRHL3 MDK								GRHL3 MDK SFRP1	GRHL3 SFRP1
GO_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE			MDK SFRP1																							AGT MDK SFRP1	MDK SFRP1			AGT MDK		AGT MDK					AGT MDK												AGT MDK								MDK SFRP1	
GO_REGULATION_OF_MULTI_ORGANISM_PROCESS		CACNA1H PTGDR2																											CACNA1H PTGDR2	CACNA1H PTGDR2						CACNA1H PTGDR2								CACNA1H PTGDR2														
GO_REGULATION_OF_MUSCLE_ADAPTATION					ACTN3 CAMK2B						ACTN3 CAMK2B RGS4															ACTN3 AGT RGS4										ACTN3 CAMK2B					ACTN3 RGS4																	
GO_REGULATION_OF_MUSCLE_CONTRACTION																																CHGA CHRNA3 SSTR2																				ACTN3 CHGA KIT	CHRNA3 KIT					
GO_REGULATION_OF_MUSCLE_HYPERTROPHY																										AGT RGS4																																
GO_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT				DLL1 TP73	ACTN3 DLL1 TP73						ACTN3 RGS4 TP73																														ACTN3 DLL1 RGS4 TP73											ACTN3 DLL1 TP73						
GO_REGULATION_OF_MUSCLE_SYSTEM_PROCESS					ACTN3 CAMK2B CHRNA3			CHRNA3 RGS4			ACTN3 CAMK2B CHRNA3 RGS4 SSTR2															ACTN3 AGT RGS4						AGT CAMK2B CHGA CHRNA3 SSTR2		CAMK2B KIT RGS4 SSTR2							ACTN3 CHRNA3 RGS4												CAMK2B CHRNA3 KIT					
GO_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION				DLL1 LTF																																					DLL1 HMGB3 SFRP1																DLL1 HMGB3 SFRP1	
