	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
WP_ATM_SIGNALING_PATHWAY	1	1	1	0.02553532378802914	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.038137978077899204	1	1	1	1	1	0.07561549180518023	1	1	1	0.050346787913579716	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08000828706923557	1	1	1	1	1	1	1
WP_BIOGENIC_AMINE_SYNTHESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01680865448803126	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_BMP2WNT4FOXO1_PATHWAY_IN_HUMAN_PRIMARY_ENDOMETRIAL_STROMAL_CELL_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01673237142750794	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	0.06438914257255668	0.02489140205436846	1	1	1	1	1	1	0.042137955804038674	1	1	1	1	0.004571810959848044	1	0.025747608880802075	1	1	1	1	1	1	1	1	1	1	0.051081483249829196	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05521909746492115	1
WP_BREAST_CANCER_PATHWAY	1	0.008692628403539904	1	1	0.07305756527722518	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL	1	0.06435129834345232	0.004533176715163734	0.002539331571932646	1	1	1	1	1	0.0022397193248118175	1	0.00019060053229125185	1	6.902569549271931e-07	2.0698707570154795e-07	0.010568898698527396	1	0.016021582850322624	0.00012770704861619908	1	0.04644811933512283	1	1	1	1	0.005315198612113492	0.0012575583760794373	0.028458626230156048	1	1	2.184709296815246e-05	0.009913833888366197	1	4.5857570387664026e-05	0.0003795978068036332	0.06435129834345232	1	0.03179587190667932	0.0002773943877951712	1	1	0.05218279024550265	1.551386538123367e-07	2.013761679520165e-06	1	0.009843287031295223	0.0025213750279589053	0.03081502615875653	0.02421753159160489	0.009044118287748093	1	4.1726464656166584e-05	1	0.08415334584917133	6.868930486625402e-07	1.947039353966673e-06	0.0013255620033715276	6.842036383181149e-05	1	1	1.7163849401757858e-06	0.016777418918752174	1	1	0.09466122152601586	0.03179587190667932	0.0002940988543526091	0.017866142779208505
WP_CANNABINOID_RECEPTOR_SIGNALING	1	1	0.03474182402201831	1	1	1	1	1	1	1	1	1	0.003120541978922531	1	0.044715051372286374	0.026217922057087062	1	1	0.002829585600863438	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05963576945421922	0.008385188701020563	1	1	1	1	1	1	1	0.04264298833790736	1	1	1	1	1	0.006215517424907668	0.010547678311799924	1	1	1	1	1	0.00036302609304506017	1	0.00032907784246083427	1	1	0.00034575281793725043	1	1	1	1	1	0.012936596016773882	1
WP_CANONICAL_AND_NONCANONICAL_NOTCH_SIGNALING	1	1	1	0.012102990338895836	1	1	1	1	1	1	1	1	1	1	0.03924378334926748	1	1	1	1	1	0.001692372596791225	0.00026267068315422026	1	1	1	1	1	1	1	1	1	1	1	0.05247513937689974	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0056481884004329075	1	1	1	1	1	1	1	1	0.039707377784765185	1	1	0.0006745696556577085	1	1	1	1
WP_CARDIAC_PROGENITOR_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	0.049093141821933584	1	1	1	1	0.0959191673570795	1	1	1	1	1	1	1	1	1	1	1	0.02894042032386568	1	1	1	1	1	1	1	0.03755885486090116	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_CELLS_AND_MOLECULES_INVOLVED_IN_LOCAL_ACUTE_INFLAMMATORY_RESPONSE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01003579419957723	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_CELLTYPE_DEPENDENT_SELECTIVITY_OF_CCK2R_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.013209987225701658	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010063653676291473	1	1	1	1	0.009818963101666633	1	1	1	1	1	1	1
WP_CELL_MIGRATION_AND_INVASION_THROUGH_P75NTR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05044956555409086	1	1	1	1	1	1	1	1	1	1	1	0.011676288157999148	1	1	1	1	0.052808940275644534	1	1	0.010098679674822586	1	1	1	0.008994932951722379	1	1	1	0.005122950268049098	1	1	0.028747054567032082	1	1	1	1	1	0.06581896519315289	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_CHEMOKINE_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012842332223863995	1	1	1	0.08014641273484668	1	1	1	1	1	1	1	0.011395138100641855	1	1	1	1	1	1	0.07685628125112598	1	1	1	1	1	1	1	1	0.04009871368192375	1	1	1	1	1	1	0.05920911828728226	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0364884963135208	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05199246824918535	1	1	0.02553178499809805	1	1	0.036793472738404276	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04454737005477094	1	1
WP_CILIOPATHIES	1	0.0894913141692858	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_CIRCADIAN_RHYTHM_RELATED_GENES	1	1	1	1	1	0.010140430293919978	1	1	1	0.04991603345834572	1	1	0.0028581829066962605	0.04287907045145001	0.09502736463803951	1	0.06791016230356117	1	0.00020666262559154713	1	1	1	1	1	1	1	1	0.04991603345834572	1	1	1	0.03829996390473034	1	1	0.03179550598142389	1	1	1	0.0024852443956466796	0.058002771172557255	0.07340170705332993	1	0.08728827790220617	1	1	0.03255589966863348	0.03934320479834208	1	0.05263688928257815	1	1	1	1	1	1	1	1	1	1	1	0.035387325151062576	1	1	1	0.03332021364346538	0.014464773221755878	1	0.031761068389731806
WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION	1	1	0.06769532280658819	1	1	1	1	1	1	1	1	1	1	1	0.086052037434448	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0898885514705996	1	0.01968775692837743	1	1	1	1	1	1	1	1	0.08226801183549004	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08510103674980207	1	1	0.013049538741773392	1	1	1	1	1	1	1
WP_CORTICOTROPINRELEASING_HORMONE_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.035267720128124624	0.06682795454672519	1	1	1	1	0.08936906703651548	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04326250677038013	1	1	1	1	1	1
WP_DISRUPTION_OF_POSTSYNAPTIC_SIGNALLING_BY_CNV	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05951228909911088	0.03522468349931529	1	1	0.04399773189980116	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08724388353447643	1	1	1	0.011615681282601154	1	1	1	0.006652963277793189	1	1	1	1	1	1	1	1	1	1	1	0.03411319495102094	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_DNA_DAMAGE_RESPONSE_ONLY_ATM_DEPENDENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04096839230337612	1	1	0.07435504423738293	1	1	0.07919397772444092	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09479590080352918	1	1
WP_DOPAMINERGIC_NEUROGENESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005020837376329967	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05436313560997852	1	1	0.06333503210994307	0.07021423601227217	1	0.0015636139263598414	1	0.008207397613807843	1	0.008679082969496266	1	0.045355657516949366	1	1	0.027041239068649747	0.029752467410774086	1	1	1	1	4.696812736415534e-05	1	1	1	0.005297725417924726	1	0.046998021021882996	1	1	0.04810510037599136	1	1	1	1	1	1	1
WP_EBOLA_VIRUS_PATHWAY_ON_HOST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.007099215325981678	1	0.027200157696289917	1	1	1	1	0.023397894097797356	1	1	1	1	1	1	1	1	1	1	1	0.0038411224608714267	1	1	1	1	1	1	1	1	1	1	1	0.00827329793364695	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_ECTODERM_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	0.008117263469120672	0.07390663697200572	1	0.03710362182386295	0.02769747283673374	0.06401601660701417	1	1	1	1	1	1	1	1	1	1	0.02769747283673374	1	0.0022819599390707657	1	1	1	1	0.058514401866866406	1	1	1	1	1	1	1	0.023047375963749173	1	1	1	1	1	1	1	1	1	0.07669455107926604	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_EDA_SIGNALLING_IN_HAIR_FOLLICLE_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0029832057509668886	0.0069947105216570105	1	1	1	1	1	1	1	1	1	1	1	1	0.01018702306565733	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012933198443743077	1	1	1	0.010063653676291473	0.00840869435443281	1	1	1	0.009818963101666633	1	1	1	1	1	1	1
WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07963022362201866	1	1	1	1	1	1	1	1	1	1	0.07051725006645881	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.035967747854064314	1	1	1	0.05587210787372021	1	1
WP_EICOSANOID_METABOLISM_VIA_LIPO_OXYGENASES_LOX	0.0010479522363443516	1	1	1	1	1	1	1	1	1	1	0.011124484000510693	1	1	1	1	1	1	0.03286727798119704	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_ENDOCHONDRAL_OSSIFICATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04024092016957659	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0334077076343382	0.03959246938451377	1	1	1	1	1	0.003869323379170675	1	1	1	1
WP_ENDOCHONDRAL_OSSIFICATION_WITH_SKELETAL_DYSPLASIAS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04024092016957659	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0334077076343382	0.03959246938451377	1	1	1	1	1	0.003869323379170675	1	1	1	1
WP_ENDODERM_DIFFERENTIATION	0.023982731575059146	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06507924281572408	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.030672985069908898	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07276559480487388	1	1	1	1	1	1	1	1	1	1	1
WP_ENDOPLASMIC_RETICULUM_STRESS_RESPONSE_IN_CORONAVIRUS_INFECTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04840643934847233	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_ENDOTHELIN_PATHWAYS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05680910382201887	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01639617815875294	1	1	1	0.010412146037596104	1	1	1	1	1	1	1	0.0018422373884472432	1	1	1	1	1	1	0.02502258000189861	1	1	1	1	1	1	1	1	0.015289947963267103	0.046569027407938	1	1	1	1	1	0.025359472575539277	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER	1	0.07345864445532424	0.025860269033348482	1	1	1	1	1	1	1	1	1	1	1	0.012492177791897374	0.0551056149867728	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.043973767493040716	1	1	1	1	1
WP_ERBB_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09572229777427799	1	1	1	1	1	0.0643348257107893	0.008832505989504802	1	0.06813510198295014	1	0.01999087531064947	1	1	1	1	1	1	1	1	1	1	1	1	0.023185189147463592	1	1	1	1	1	0.04159678512279741	1	1	1	0.0643348257107893	1	1
WP_ESC_PLURIPOTENCY_PATHWAYS	1	0.040985402338664545	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06164291106038389	1	1	1	1	1	1	1	0.0829076756221444	1	1	1	1	1	1	0.0805804377615742	1	1	1	1	1	1	1	1	1	1	1	0.048348621570393546	1	1	1	1	1	1	1	1	1	1
WP_FGF23_SIGNALLING_IN_HYPOPHOSPHATEMIC_RICKETS_AND_RELATED_DISORDERS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.026820798694457304	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_FGFR3_SIGNALLING_IN_CHONDROCYTE_PROLIFERATION_AND_TERMINAL_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06538622930071769	0.03924378334926748	0.02292274118524018	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05247513937689974	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.003643364895661305	1	1	1	1	1	1	1	1	1	1
WP_FOCAL_ADHESION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07667340739232675	1	1	1	1	1	0.05160729320486013	1	1	1	1	0.07485949822804461	1	1	1	0.06369493922639102	1	1	1	0.08058724314127064	1	1	0.09530400542651296	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08969139340951526	1	1	1	1	0.06407885504124122	1	1
WP_FOCAL_ADHESIONPI3KAKTMTORSIGNALING_PATHWAY	1	1	0.038153967191943305	1	1	1	1	1	1	1	1	1	1	1	0.07022117532456296	1	1	0.047038351784689625	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06789042860579597	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.027559672649163813	1	1	1	0.09716252708574724	1	1	1	1	1	1
WP_FRAGILE_X_SYNDROME	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05036912237027136	1	1	1	1	1	1	1	1	1	1	1	1	0.057712607968192886	1	1	1	1	1	1	1	1	1	1	1	1
WP_G13_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01418953577272608	0.018049438452173105	1	1	1	1	1	1	1	0.050346787913579716	1	1	0.019509687027309597	1	1	1	1	0.04589203130551889	1	1	1	1	1	1	1	1	1	0.008166405758152528	1	1	1
WP_GABA_RECEPTOR_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0644065103371323	1	1	1	1	1	1	1	0.07703148718990316	1	1	1	1	1	1	1	1	1	1	1	1	0.07344887035081493	1	1	0.03228385757752761	0.05839076621838546	0.049461467817307536	0.05578487380007768	1	1	1	1	1	1	1	1	1	1
WP_GANGLIO_SPHINGOLIPID_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01018702306565733	1	1	1	1	1	1	1	1	1	1	0.00921924261283169	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00040119229063262374	1	1	1	1	1	1	1	1	1	1
WP_GASTRIN_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.007215721109566586	1	1	1	0.07435504423738293	1	1	1	1	1	0.04528943620388015	0.062167894218655984	1	1	1	1	1	0.010338498530755968
WP_GDNFRET_SIGNALLING_AXIS	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04905611717233982	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016348671138270876	1	1	1	1	1	1	1	1	1	1	1	0.02880533751869485	1	1	0.029503911169296404	1	1	1	1	1	1	1
WP_GENES_CONTROLLING_RENAL_NEPHROGENESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09365207414904475	1	1	1	0.07484045261339034	1	1	1	1	1	1	1	1	1	1	1	1
WP_GENES_INVOLVED_IN_MALE_INFERTILITY	1	1	1	1	1	1	1	1	1	1	1	0.054464750087442004	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.038599801231530395	1	1	1	1	1	1	0.06585045365389308	1	1	1	0.0319202548868337	1	1	1	1	1	1	1	0.01301644709702543	1	1	1	1	1	1	1	0.011367812476399841	1	1	1	1	1	0.097829238859523	0.03341060271879703	1	1
WP_GENES_TARGETED_BY_MIRNAS_IN_ADIPOCYTES	1	1	1	0.006088642029298708	1	1	1	1	1	1	1	1	1	1	1	0.011683486090215967	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.030605897044017505	1	1	1	1	1	1	1	1	1	1	0.011298170375627858	1	1	1	1	1	1	1	1	1	0.021058786845850386	1	1	1	1	1	1	1	1	1	1	1	1
WP_GENE_REGULATORY_NETWORK_MODELLING_SOMITOGENESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004204363461314697	1	1	1	1	0.009283152669041339	1	1	1	1	1	1	1	1	0.007030953533857742	1	1	1	1	1	1	1
WP_GENOTOXICITY_PATHWAY	1	0.012728145150594727	1	1	1	1	1	1	1	1	1	0.04745999096197129	1	1	1	1	1	0.06090720682906703	1	1	1	1	1	1	1	1	1	1	0.03324462641158976	1	1	1	1	1	1	1	0.08528214661558164	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004799524038787362	1	1	1	0.03780740945992611	0.021120240334797313	1	1	1	1	0.00633396011079701	1
WP_GLOBO_SPHINGOLIPID_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03311089125100031	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.024865385085814373	1	1	1	1	1	1	1
WP_GPCRS_CLASS_A_RHODOPSINLIKE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06501698205306616	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_GPCRS_OTHER	1	1	1	1	0.020671316368489512	1	1	1	1	1	1	1	1	0.0034218512274577506	1	1	0.00893187737164225	1	0.013863810351244732	1	0.019181132035113402	1	0.0037198489947096736	1	1	1	1	1	1	1	1	0.026277003504596275	1	1	0.04819653743833907	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09097643714273085	1	1	1	1	1	0.005245295850604292	0.08206433394506929	0.09579721891134518	1	1	0.024709892125602817	1	1	1	1	1	0.018740840039033535	1
WP_GPR40_PATHWAY	1	1	1	1	0.004324600404367218	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01530884883794692	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.015125707797762455	1	1	1	1	1	1	1	1	1	1	1	1
WP_G_PROTEIN_SIGNALING_PATHWAYS	1	1	0.07408908244888801	1	1	1	1	1	1	1	1	0.0019496776413004957	1	0.062377210329285226	1.5938304961826688e-05	1	0.07062739894516223	0.0232578539633852	0.0025652317541315917	1	0.01995459357103635	1	1	1	1	1	0.0016698628415180439	1	1	1	1	1	1	0.010280654334197115	0.05136393877191903	1	1	0.07062739894516223	0.045168060641124774	1	1	1	1.3906161799859262e-06	0.005843147468840515	1	1	1	1	1	0.09427402086300163	1	1	1	1	0.0013856063739365876	0.0009890823564543405	1	1	1	1	0.00013377290899152516	0.0047972413449171025	1	1	1	0.07062739894516223	0.019807851017983213	0.0074260957693693674
WP_HEDGEHOG_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06966055725921239	1	1	1	1	1	1	1	1	1	1	1	1	0.0972727313517715	1	1	1	1	1	1	1	1	1	1	0.08909288918175995	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08211850397751852	1	1	1	0.0941801415446002	1	1	1	1	1	1	1
WP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION	1	1	1	1	0.056743455914182284	1	1	1	1	1	1	1	0.013693094675341522	1	0.03572417558219132	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08297886776193453	1	1	1	0.03428415579170996	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02960580353746456	1	1	1	1	1	0.007066645553396977	1	1	1	1	1
WP_HEPATITIS_B_INFECTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09858978230268634	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.032867658132029076	1	1
WP_HIPPOMERLIN_SIGNALING_DYSREGULATION	1	1	1	0.007182972615921934	0.041104843055090656	1	1	1	1	1	1	1	1	1	1	1	1	0.04364501093360584	1	1	1	1	1	1	1	1	1	1	1	0.0013856947538593012	1	1	1	0.08896704109803089	0.033763608455513405	1	1	1	0.007495524067061665	1	1	1	1	1	1	1	1	0.020799329115116727	1	1	0.008356058687480128	1	1	0.05824774614715589	1	1	1	1	1	1	0.014947666837997309	0.07099030880960888	1	1	1	1	1	1
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONA_VIRUSES_APOPTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02714425056940517	0.0027400488923380317	1	1	1	1	1	1
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONA_VIRUSES_MAPK_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	0.004781225151730517	1	1	0.03911664879466903	1	1	0.048788287184948764	1	1	0.0004693212604980346	0.0005537011528177205	1	1	1	1	1	1	1	1	1	1	1	0.09617492628745739	1	1	1	1	0.0020862490875879214	1	1	0.06287389714851188	1	1	0.037889697325025895	1	1	1.337848949423126e-05	1	1	1	1	0.005815921270448499	1	0.06809624384827329	0.057798643726092225	0.06509444943467435	1	1	0.0008045197644228619	0.0072399101906555074	1	1	1	0.011594568792401394	1	1
WP_HUMAN_THYROID_STIMULATING_HORMONE_TSH_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008143091921911094	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.015626309886005996	1	1	1	1	1	1	1	1	0.02047584067508501	1	1	1	0.051772941542367557	1	1	1	1	1	1	1	0.044313908641128386	1	1	1	1	1	1	1	1	1	1
WP_HYPOTHESIZED_PATHWAYS_IN_PATHOGENESIS_OF_CARDIOVASCULAR_DISEASE	1	1	1	1	1	1	1	1	1	1	1	0.008337895071875767	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00570072756523865	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.029718335001803986	0.033647631623102914	1	1	1	0.0035344070296092767	1	1	1	1	1	1
