	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING			GNG2 GNG4 MMP2												AKT3 GNG2 GNG4																AKT3 BCL2 GNG2	AKT3 BCL2 MMP2			AKT3 BCL2 GNG2 GNG4 MMP2				AKT3 GNG4 MMP2				AKT3 BCL2 GNG4 MMP2			AKT3 BCL2 GNG2						GNG2 GNG4 MMP2						AKT3 GNG2 GNG4				BCL2 GNG4						
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	DOCK4 GATA2		CENPE GATA2 KIF1A KIF5A TUBA1A										DOCK8 GATA2 TUBB4A														DOCK8 KIF5A TUBB4A				CENPE GATA2 KIF5A TUBA1A TUBB2B					GATA2 KIF1A						DOCK4 KIF1A TUBB2B																				CENPE DOCK8 TUBB4A						
REACTOME_FATTY_ACID_METABOLISM		ACBD7 ELOVL4																																																																		
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS																																																				ACSL6 ELOVL4																
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION												ITPR1 VAV3																										GRAP2 PLCG2																		GRAP2 ITPR1 PLCG2	GRAP2 ITPR1 PLCG2											
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION																																						GRAP2 MAPK10 PLCG2			MAPK10 VAV3															GRAP2 MAPK10 PLCG2									GRAP2 MAPK10			
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS															ADCY1 ADCY2 ADCY5 ITPR1				ADCY1 ADCY2 ADCY5 ITPR1								ADCY1 ADCY2 ADCY5							ADCY1 ADCY2 ADCY5 ITPR1				ADCY5 PLCG2					ADCY1 ADCY2 ADCY5 ITPR1	ADCY2 ADCY5 ITPR1 PLCG2						ADCY1 ADCY2							ADCY1 ITPR1 PLCG2											
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING																																						GRAP2 MAPK10 PLCG2																														
REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION														FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9		FGF17 FGF9																					FGF17 FGF9													
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION														FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9		FGF17 FGF9																					FGF17 FGF9													
REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION														FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9		FGF17 FGF9																					FGF17 FGF9													
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION														FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9		FGF17 FGF9																					FGF17 FGF9													
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION														FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9		FGF17 FGF9																					FGF17 FGF9													
REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION														FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9		FGF17 FGF9																					FGF17 FGF9													
REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION														FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9		FGF17 FGF9																					FGF17 FGF9													
REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION														FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9		FGF17 FGF9																					FGF17 FGF9													
REACTOME_FLT3_SIGNALING														CAMK2B FGF17 FGF9 GFRA1 GFRA3 KSR2 NCAM1 RET SPRED3 SPTBN4		DLG2 FGF9 KSR2 MAPK12 RASAL1 SPRED3			DLG2 KSR2 NCAM1 RASAL1 SPRED3 SPTBN4									CAMK2B NCAM1			FGF17 FGF9 GFRA3 KSR2 NCAM1 RASAL1 SPTBN4												CAMK2B DLG2 GFRA1 NCAM1 RASAL1 SPRED3 SPTBN4			FGF17 GFRA1 KSR2 NCAM1 RASAL1 RET SPTBN4		MAPK12 SPRED3							DLG2 FGF17 FGF9 GFRA1 GFRA3 NCAM1 RASAL1 SPTBN4							CAMK2B KIT MAPK12						
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC																															TUBA1A TUBB2B	TUBA1A TUBB2B													TUBA1A TUBB4A							TUBA1A TUBB4A									TUBA1A TUBB4A							
REACTOME_FOXO_MEDIATED_TRANSCRIPTION																																			AKT3 GCK NPY																																	
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES																																			GCK NPY																																	
REACTOME_FRS_MEDIATED_FGFR1_SIGNALING														FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9		FGF17 FGF9																					FGF17 FGF9													
REACTOME_FRS_MEDIATED_FGFR2_SIGNALING														FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9		FGF17 FGF9																					FGF17 FGF9													
REACTOME_FRS_MEDIATED_FGFR3_SIGNALING														FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9		FGF17 FGF9																					FGF17 FGF9													
REACTOME_FRS_MEDIATED_FGFR4_SIGNALING														FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9		FGF17 FGF9																					FGF17 FGF9													
REACTOME_GABA_B_RECEPTOR_ACTIVATION			ADCY1 GNG2 GNG4	ADCY5 GABBR2 KCNJ2 KCNJ6										GNG2 GNG4 KCNJ2 KCNJ6	ADCY1 ADCY2 ADCY5 GNG2 GNG4	ADCY5 KCNJ2 KCNJ6		GABBR2 GNG2	ADCY1 ADCY2 ADCY5 KCNJ6								ADCY1 ADCY2 ADCY5 KCNJ6				ADCY2 ADCY5 GNG2 KCNJ2	ADCY1 GABBR2		ADCY1 ADCY2 ADCY5 GNG2 GNG4 KCNJ2	ADCY1 GABBR2 GNG2 GNG4 KCNJ2				ADCY5 GABBR2 GNG4 KCNJ6				ADCY1 ADCY2 ADCY5 GNG4 KCNJ2	ADCY2 ADCY5	ADCY5 KCNJ6	ADCY5 GABBR2 GNG2 KCNJ2 KCNJ6	ADCY5 GABBR2 GNG2 KCNJ2		ADCY1 KCNJ6	ADCY1 ADCY2 GNG2		GABBR2 GNG2 GNG4				ADCY5 GABBR2 GNG4 KCNJ2 KCNJ6	ADCY1 GABBR2 KCNJ6	ADCY1 GABBR2 GNG2 GNG4 KCNJ2 KCNJ6			ADCY1 ADCY5 GABBR2 GNG4 KCNJ2						ADCY5 GNG4 KCNJ2	
REACTOME_GABA_RECEPTOR_ACTIVATION			ADCY1 GNG2 GNG4	ADCY5 GABBR2 KCNJ2 KCNJ6										GABRB3 GNG2 GNG4 KCNJ2 KCNJ6	ADCY1 ADCY2 ADCY5 GNG2 GNG4	ADCY5 KCNJ2 KCNJ6		GABBR2 GNG2	ADCY1 ADCY2 ADCY5 GABRB3 KCNJ6								ADCY1 ADCY2 ADCY5 KCNJ6				ADCY2 ADCY5 GABRB3 GNG2 KCNJ2			ADCY1 ADCY2 ADCY5 GNG2 GNG4 KCNJ2	ADCY1 GABBR2 GNG2 GNG4 KCNJ2				ADCY5 GABBR2 GABRB3 GNG4 KCNJ6				ADCY1 ADCY2 ADCY5 GNG4 KCNJ2	ADCY2 ADCY5 GABRB3	ADCY5 KCNJ6	ADCY5 GABBR2 GNG2 KCNJ2 KCNJ6	ADCY5 GABBR2 GNG2 KCNJ2		ADCY1 KCNJ6	ADCY1 ADCY2 GNG2		GABBR2 GNG2 GNG4			ADCY5 GABRB3	ADCY5 GABBR2 GABRB3 GNG4 KCNJ2 KCNJ6	ADCY1 GABBR2 GABRB3 KCNJ6	ADCY1 GABBR2 GNG2 GNG4 KCNJ2 KCNJ6			ADCY1 ADCY5 GABBR2 GNG4 KCNJ2						ADCY5 GNG4 KCNJ2	
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION			CPLX1 GAD2 STXBP1												SNAP25 STX1A	SNAP25 STX1A			SNAP25 STX1A								CPLX1 SNAP25				GAD2 SNAP25 STX1A	CPLX1 SNAP25 STXBP1		CPLX1 SNAP25	CPLX1 SNAP25 STX1A		CPLX1 STXBP1		CPLX1 SNAP25 STX1A				CPLX1 GAD2 SNAP25 STX1A			CPLX1 SNAP25						GAD2 SNAP25			GAD2 STX1A STXBP1	CPLX1 STXBP1		CPLX1 GAD2			CPLX1 STX1A				CPLX1 STXBP1			
REACTOME_GAP_JUNCTION_ASSEMBLY															GJD2 TUBA1A																TUBA1A TUBB2B	TUBA1A TUBB2B										GJD2 TUBB2B			TUBA1A TUBB4A							TUBA1A TUBB4A									TUBA1A TUBB4A							
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION																																										GJD2 TUBB2B			TUBA1A TUBB4A																							
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES			GRAP2 HLA-DQA2 PAK3 PLCG2																								EVL GRAP2			HLA-DQA2 PAK3	GRAP2 HLA-DQA2 PAK3	EVL GRAP2 PLCG2			EVL GRAP2 PAK3	HLA-DQA2 PAK3	GRAP2 PLCG2	EVL GRAP2 PLCG2	EVL PAK3 PLCG2															HLA-DQA2 PAK3	EVL GRAP2	EVL GRAP2 PLCG2	EVL GRAP2 PLCG2				EVL GRAP2	EVL PLCG2						
REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION																																																				BOC PTCH1																
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION			GNG2 GNG4												ADCY5 GNG2 GNG4 ITPR1 RAPGEF4			GNG2 ITPR1	ADCY5 ITPR1								ADCY5 RAPGEF4				ADCY5 GNG2 RAPGEF4			ADCY5 GNG2 GNG4 ITPR1 RAPGEF4	GNG2 GNG4 RAPGEF4								ADCY5 GNG4 ITPR1 RAPGEF4	ADCY5 ITPR1	ADCY5 RAPGEF4	ADCY5 GNG2 RAPGEF4	ADCY5 GNG2					GNG2 GNG4 RAPGEF4			ADCY5 ITPR1	ADCY5 GNG4 ITPR1	ITPR1 RAPGEF4	GNG2 GNG4 RAPGEF4			ADCY5 GNG4 ITPR1						ADCY5 GNG4 RAPGEF4	
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION			ADCY1 GNG2 GNG4											GNG2 GNG4	ADCY1 ADCY2 ADCY5 GNG2 GNG4				ADCY1 ADCY2 ADCY5								ADCY1 ADCY2 ADCY5				ADCY2 ADCY5 GNG2			ADCY1 ADCY2 ADCY5 GNG2 GNG4	ADCY1 GNG2 GNG4				ADCY5 GNG4				ADCY1 ADCY2 ADCY5 GNG4	ADCY2 ADCY5		ADCY5 GNG2	ADCY5 GNG2			ADCY1 ADCY2 GNG2		GNG2 GNG4				ADCY5 GNG4		ADCY1 GNG2 GNG4			ADCY1 ADCY5 GNG4						ADCY5 GNG4	
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS			GNG2 GNG4											GNG2 GNG4	GNG2 GNG4																			GNG2 GNG4	GNG2 GNG4																	GNG2 GNG4						GNG2 GNG4										
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE			CPLX1 STXBP1												SNAP25 STX1A	SNAP25 STX1A			SNAP25 STX1A								CPLX1 SNAP25				SNAP25 STX1A	CPLX1 SNAP25 STXBP1		CPLX1 SNAP25	CPLX1 SNAP25 STX1A		CPLX1 STXBP1		CPLX1 SNAP25 STX1A				CPLX1 SNAP25 STX1A			CPLX1 SNAP25									STX1A STXBP1	CPLX1 STXBP1					CPLX1 STX1A				CPLX1 STXBP1			
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM																																									BGN GPC2 PRELP																											
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT			CENPE KIF1A KIF5A TUBA1A																												CENPE KIF5A TUBA1A TUBB2B						KIF19 KIF5A TUBB4A					KIF1A TUBB2B																				CENPE TUBB4A						
REACTOME_GPCR_LIGAND_BINDING			APLN DRD2 GNG2 GNG4 MLN SSTR1 SSTR3 WNT9A					PTHLH SUCNR1 TACR3	PTHLH SSTR3		ADORA2A GABBR2			APLN AVPR1B CHRM4 CNR1 FFAR2 GHRL GNG2 GNG4 MLN PTHLH SST SSTR2 SUCNR1 TACR3 UCN3 WNT9A			APLN DRD2 FFAR2 GABBR2 PTCH1 SSTR2		ADORA2A AGT FFAR2 GHRL PTCH1 SSTR1 TAC3 TACR3 UCN3	CNR1 PTHLH	ADORA2A AGT BRS3 MLN													APLN AVPR1B CHRM4 CNR1 DRD2 FFAR2 GNG2 GNG4 PTHLH SSTR1 TAC3	ADORA2A AGT APLN AVPR1B BRS3 CHRM4 CNR1 GABBR2 GNG2 GNG4 NPY SST											APLN AVPR1B BRS3 GABBR2 GNG2 MLN NPY SSTR3										ADORA2A APLN BRS3 CNR1 GABBR2 GNG4 PTCH1 SSTR1 TAC3 UCN3 WNT9A	APLN CHRM4 FFAR2 GABBR2 PTCH1 PTHLH SSTR2 SSTR3 WNT9A	ADORA2A AGT BRS3 CNR1 FFAR2 GABBR2 GNG2 GNG4 HRH3 MLN PTHLH UCN3		AVPR1B PTCH1 TACR3							CHRM4 CNR1 GNG4 PTCH1 UCN3 WNT9A	
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE																																							PLCG2 VAV3																													
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS																		GNG2 MCF2L																							MCF2L VAV3									GNG2 MCF2L		GNG2 GNG4 MCF2L VAV3										GNG4 MCF2L						
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS			ADCY1 APLN GNG2 GNG4 LRAT RGS9 SSTR1 SSTR3					APOB SUCNR1	APOB SSTR3			APLN GNAO1 GPC2 ITPR1 PRKCG RGS5 RGS9 SSTR1		APLN CAMK2B CHRM4 CNR1 GNAO1 GNG2 GNG4 GPC2 PRKCG RGS17 RGS4 RGS5 SST SSTR2 SUCNR1	ADCY1 ADCY2 ADCY5 CLPS GNAO1 GNG2 GNG4 HRH3 ITPR1 LRAT RBP1 RGS17 RGS9 SSTR1						AGT ITPR1 LRAT						ADCY1 ADCY2 ADCY5 APOB RGS17				ADCY2 ADCY5 AGT APLN CHRM4 GNG2 LRAT RGS17 RGS4 RGS5 SSTR1	ADCY1 APLN CAMK2B GABBR2 HRH3 RGS5 RGS9 SSTR1 SSTR2		ADCY1 ADCY2 ADCY5 APLN CHRM4 CNR1 GNG2 GNG4 ITPR1 RGS17 RGS5 SSTR1	ADCY1 AGT APLN CHRM4 CNR1 GABBR2 GNAO1 GNG2 GNG4 NPY RBP1 RGS17 SST		ADCY2 AGT CAMK2B CLPS GNAO1 GPC2 SSTR2 SSTR3	ADCY5 CLPS GNAO1 GPC2 SSTR3	ADCY5 APOB CAMK2B CLPS GABBR2 GNAO1 GNG4 RBP1 RGS4 RGS9 SSTR2 SUCNR1				ADCY1 ADCY2 ADCY5 AGT CAMK2B CHRM4 CLPS GNAO1 GNG4 ITPR1 LRAT NPY PRKCG RBP1 RGS9	ADCY2 ADCY5 AGT APLN ITPR1 RGS17 SUCNR1		ADCY5 APLN GABBR2 GNAO1 GNG2 NPY RGS17 RGS9 SSTR3	ADCY5 CHRM4 GABBR2 GNG2 GPC2 RBP1 RGS4			ADCY1 ADCY2 APOB CHRM4 GNG2	APOB LRAT	CAMK2B GABBR2 GNG2 GNG4 LRAT PRKCG RBP1 RGS17 RGS5 RGS9 SSTR1			ADCY5 APLN GNAO1 ITPR1 PRKCG RGS17 RGS5 SUCNR1	ADCY5 APLN CAMK2B CNR1 GABBR2 GNAO1 GNG4 ITPR1 LRAT PRKCG RGS17 RGS9 SSTR1	ADCY1 APLN CHRM4 GABBR2 GPC2 ITPR1 RBP1 RGS17 RGS5 RGS9 SSTR2 SSTR3	ADCY1 AGT CNR1 GABBR2 GNAO1 GNG2 GNG4 HRH3 LRAT RGS17 RGS5			ADCY1 ADCY5 CHRM4 CLPS CNR1 GABBR2 GNAO1 GNG4 ITPR1 PRKCG RBP1 RGS17 RGS5 RGS9 SSTR1 SSTR3			APOB GPC2 ITPR1			ADCY5 CHRM4 CNR1 GNG4 PRKCG RGS17 RGS9	
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS		ITPR1 RGS5 TACR3								ARHGEF25 RGS4				AVPR1B DGKB FFAR2 GHRL GNG2 GNG4 MLN RGS17 RGS4 RGS5 TACR3	BRS3 FFAR2 GHRL GNG2 GNG4 ITPR1 PRKCH RGS17	DGKB GHRL RGS17 RGS4 RGS5		DGKB GNG2 ITPR1 PRKCH	AGT DGKB FFAR2 GHRL ITPR1 PRKCH TAC3 TACR3		AGT BRS3 ITPR1 MLN PRKCH					PRKCH RGS17					AGT FFAR2 GNG2 MLN RGS17 RGS4 RGS5			AVPR1B FFAR2 GNG2 GNG4 ITPR1 RGS17 RGS5 TAC3	AGT AVPR1B BRS3 GNG2 GNG4 RGS17				AVPR1B DGKB GHRL GNG4 RGS4 TAC3 TACR3				AGT ARHGEF25 AVPR1B GNG4 ITPR1 MLN TAC3	AGT DGKB FFAR2 ITPR1 PRKCH RGS17	ARHGEF25 BRS3 MLN RGS17	AVPR1B BRS3 DGKB GNG2 MLN RGS17	BRS3 DGKB GNG2 RGS4 TACR3					DGKB FFAR2 GHRL GNG2 GNG4 MLN PRKCH RGS17 RGS5			DGKB ITPR1 PRKCH RGS17 RGS5	BRS3 DGKB GNG4 ITPR1 PRKCH RGS17 TAC3	DGKB FFAR2 ITPR1 RGS17 RGS5	AGT BRS3 FFAR2 GNG2 GNG4 MLN RGS17 RGS5		AVPR1B TACR3				ARHGEF25 ITPR1				
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS			ADCY1 GNG2 GNG4											GNG2 GNG4 PRKCG RGS17 RGS4	ADCY1 ADCY2 ADCY5 GNG2 GNG4 PRKCH RGS17	ADCY5 RGS17 RGS4		GNG2 PRKCH	ADCY1 ADCY2 ADCY5 PRKCH							PRKCH RGS17	ADCY1 ADCY2 ADCY5 RGS17				ADCY2 ADCY5 GNG2 RGS17 RGS4			ADCY1 ADCY2 ADCY5 GNG2 GNG4 RGS17	ADCY1 GNG2 GNG4 RGS17				ADCY5 GNG4 RGS4				ADCY1 ADCY2 ADCY5 GNG4 PRKCG	ADCY2 ADCY5 PRKCH RGS17	ADCY5 RGS17	ADCY5 GNG2 RGS17	ADCY5 GNG2 RGS4			ADCY1 ADCY2 GNG2		GNG2 GNG4 PRKCG PRKCH RGS17			ADCY5 PRKCG PRKCH RGS17	ADCY5 GNG4 PRKCG PRKCH RGS17	ADCY1 RGS17	ADCY1 GNG2 GNG4 RGS17			ADCY1 ADCY5 GNG4 PRKCG PRKCH RGS17	GNG4 PRKCH					ADCY5 GNG4 PRKCG RGS17	
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42			GNG2 GNG4											GNG2 GNG4	GNG2 GNG4																			GNG2 GNG4	GNG2 GNG4																	GNG2 GNG4						GNG2 GNG4										
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA			GNG2 GNG4											GNG2 GNG4	AKT3 GNG2 GNG4																AKT3 GNG2			GNG2 GNG4	AKT3 GNG2 GNG4				AKT3 GNG4				AKT3 GNG4			AKT3 GNG2						GNG2 GNG4						AKT3 GNG2 GNG4										
REACTOME_G_PROTEIN_ACTIVATION			GNG2 GNG4											GNAO1 GNG2 GNG4	GNAO1 GNG2 GNG4																			GNG2 GNG4	GNAO1 GNG2 GNG4				GNAO1 GNG4				GNAO1 GNG4			GNAO1 GNG2						GNG2 GNG4				GNAO1 GNG4		GNAO1 GNG2 GNG4			GNAO1 GNG4							
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING			GNG2 GNG4											GNG2 GNG4	AKT3 GNG2 GNG4																AKT3 GNG2			GNG2 GNG4	AKT3 GNG2 GNG4				AKT3 GNG4				AKT3 GNG4			AKT3 GNG2						GNG2 GNG4						AKT3 GNG2 GNG4										
REACTOME_G_PROTEIN_MEDIATED_EVENTS				ADCY5 CAMK2B	ADCY1 CAMK2B							GNAO1 ITPR1 PRKCG		CAMK2B GNAO1 PRKCG	ADCY1 ADCY2 ADCY5 GNAO1 ITPR1				ADCY1 ADCY2 ADCY5 ITPR1								ADCY1 ADCY2 ADCY5							ADCY1 ADCY2 ADCY5 ITPR1			ADCY2 CAMK2B GNAO1	ADCY5 GNAO1	ADCY5 CAMK2B GNAO1				ADCY1 ADCY2 ADCY5 CAMK2B GNAO1 ITPR1 PRKCG	ADCY2 ADCY5 ITPR1		ADCY5 GNAO1				ADCY1 ADCY2					ADCY5 GNAO1 ITPR1 PRKCG	ADCY5 CAMK2B GNAO1 ITPR1 PRKCG					ADCY1 ADCY5 GNAO1 ITPR1 PRKCG						ADCY5 PRKCG	
REACTOME_HEDGEHOG_OFF_STATE															ADCY1 ADCY2 ADCY5 TUBA1A				ADCY1 ADCY2 ADCY5 PTCH1								ADCY1 ADCY2 ADCY5 TUBB4A				ADCY2 ADCY5 TUBA1A TUBB2B	ADCY1 PTCH1 TUBA1A TUBB2B						ADCY5 TUBB4A							ADCY5 TUBA1A TUBB4A																ADCY1 ADCY5 PTCH1 TUBA1A TUBB4A							
REACTOME_HEDGEHOG_ON_STATE																	DZIP1 PTCH1																																																			
REACTOME_HEMOSTASIS			ANGPT2 CENPE DGKB GATA2 GNG2 GNG4 JAM3 KIF1A KIF5A MMRN1 PLCG2 SPARC TUBA1A				GATA2 ITGA4							ANGPT2 CENPE DGKB DOCK8 GNG2 GNG4 JAM3 KCNMA1 KCNMB2 KIF5A MMRN1 PDE2A PRKCG SCG3 SLC8A1 TUBA1A VAV3													APOB DGKB DOCK8 KIF5A PDE2A RAPGEF4 SCG3 TUBB4A		ANGPT2 CENPE GATA2 ITPR1 KCNMA1 KCNMB2			DGKB DOCK8 JAM3 KCNMA1 KIF5A MMRN1 PLCG2 PRKCH RAPGEF4 SCG3 SPARC TUBA1A TUBB2B							APOB DGKB DOCK4 DOCK8 GNG4 ITGA4 KCNMA1 KCNMB2 KIF19 PLCG2 SCG3 SLC8A1 SPARC VAV3			DOCK4 ITGA4 KIF1A TUBB2B		ANGPT2 DGKB DOCK4 DOCK8 ITPR1 KCNMA1 KCNMB2 PLCG2 PRKCH SLC8A1								DGKB GNG2 GNG4 JAM3 KIF1A MMRN1 PDE2A PRKCG PRKCH RAPGEF4 SLC8A1 TUBA1A TUBB4A VAV3			CENPE DGKB ITPR1 KCNMA1 KCNMB2 KIF5A MMRN1 PDE2A PRKCG PRKCH SCG3 SLC8A1							CENPE DOCK8 GNG4 PLCG2 PRKCH TUBB4A						
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM																																									BGN GPC2																											
REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS					CHRNA3 CHRNB2									CHRNA3 CHRNB2 CHRNB4			CHRNB2 CHRNB4																	CHRNB2 CHRNB4			CHRNA3 CHRNB4						CHRNA3 CHRNB2 CHRNB4														CHRNB2 CHRNB4				CHRNB2 CHRNB4							
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS					CHRNA3 CHRNB2									CHRNA3 CHRNB2 CHRNB4			CHRNB2 CHRNB4																	CHRNB2 CHRNB4			CHRNA3 CHRNB4						CHRNA3 CHRNB2 CHRNB4														CHRNB2 CHRNB4				CHRNB2 CHRNB4							
REACTOME_HIGHLY_SODIUM_PERMEABLE_POSTSYNAPTIC_ACETYLCHOLINE_NICOTINIC_RECEPTORS					CHRNA3 CHRNB2									CHRNA3 CHRNB2 CHRNB4			CHRNB2 CHRNB4																	CHRNB2 CHRNB4			CHRNA3 CHRNB4						CHRNA3 CHRNB2 CHRNB4														CHRNB2 CHRNB4				CHRNB2 CHRNB4							
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_																																													TUBA1A TUBB4A																							
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL													CD300LF CD96 ITGA4																																																							
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION			GPR119 ISL1 PAX6 PCSK1										GPR119 PAX6	ISL1 PAX6 PCSK1	ISL1 PCSK1				ISL1 PCSK1										GPR119 PAX6 PCSK1		GPR119 ISL1 PAX6 PCSK1								ISL1 PCSK1													PAX6 PCSK1						ISL1 PAX6 PCSK1										
REACTOME_INFECTIOUS_DISEASE						ADORA2A DPEP1 TUBB4A				ADORA2A DPEP1 ITGA4 PTHLH																																																										
REACTOME_INNATE_IMMUNE_SYSTEM																																																																	AMPD3 APOB ARHGAP9 CHRNB4 GRAP2 MAPK10 MUC5B			
REACTOME_INSULIN_PROCESSING			KIF5A PCSK1 PCSK2											KIF5A KIF5C PCSK1 PCSK2	PCSK1 STX1A	CPE KIF5A PCSK2 STX1A			CPE KIF5A KIF5C PCSK1 STX1A										KIF5C PCSK1		CPE KIF5A KIF5C PCSK1 PCSK2 STX1A				CPE KIF5A STX1A		KIF5A PCSK1		PCSK1 PCSK2 STX1A				KIF5A STX1A			CPE PCSK1 PCSK2				CPE KIF5A					KIF5A STX1A	CPE KIF5C PCSK1		CPE PCSK1										
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE																																																							FGF17 FGF9													
