	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	DACH1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	PROX1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
REACTOME_GABA_B_RECEPTOR_ACTIVATION			ADCY1 GNG2 GNG4 KCNJ3	GABBR2 KCNJ2 KCNJ6								GNG2 GNG4 KCNJ2 KCNJ6	ADCY1 ADCY2 GNG2 GNG4	KCNJ2 KCNJ6		GABBR2 GNG2	ADCY1 ADCY2 KCNJ6								ADCY1 ADCY2 KCNJ3 KCNJ6				ADCY2 GNG2 KCNJ2 KCNJ3	ADCY1 GABBR2	ADCY1 ADCY2 GNG2 GNG4 KCNJ2 KCNJ3	ADCY1 GABBR2 GNG2 GNG4 KCNJ2 KCNJ3				GABBR2 GNG4 KCNJ6			ADCY1 ADCY2 GNG4 KCNJ2			GABBR2 GNG2 KCNJ2 KCNJ3 KCNJ6	GABBR2 GNG2 KCNJ2	ADCY1 KCNJ3 KCNJ6	ADCY1 ADCY2 GNG2		GABBR2 GNG2 GNG4			GABBR2 GNG4 KCNJ2 KCNJ6	ADCY1 GABBR2 KCNJ6	ADCY1 GABBR2 GNG2 GNG4 KCNJ2 KCNJ3 KCNJ6			ADCY1 GABBR2 GNG4 KCNJ2						GNG4 KCNJ2		
REACTOME_GABA_RECEPTOR_ACTIVATION			ADCY1 GNG2 GNG4 KCNJ3	GABBR2 KCNJ2 KCNJ6								GABRB3 GNG2 GNG4 KCNJ2 KCNJ6	ADCY1 ADCY2 GNG2 GNG4			GABBR2 GNG2	ADCY1 ADCY2 GABRB3 KCNJ6							GABRA1 GABRB3	ADCY1 ADCY2 KCNJ3 KCNJ6				ADCY2 GABRA1 GABRB3 GNG2 KCNJ2 KCNJ3		ADCY1 ADCY2 GNG2 GNG4 KCNJ2 KCNJ3	ADCY1 GABBR2 GABRA1 GNG2 GNG4 KCNJ2 KCNJ3				GABBR2 GABRB3 GNG4 KCNJ6			ADCY1 ADCY2 GNG4 KCNJ2	ADCY2 GABRB3		GABBR2 GNG2 KCNJ2 KCNJ3 KCNJ6	GABBR2 GABRA1 GNG2 KCNJ2	ADCY1 KCNJ3 KCNJ6	ADCY1 ADCY2 GNG2		GABBR2 GNG2 GNG4			GABBR2 GABRB3 GNG4 KCNJ2 KCNJ6	ADCY1 GABBR2 GABRB3 KCNJ6	ADCY1 GABBR2 GNG2 GNG4 KCNJ2 KCNJ3 KCNJ6			ADCY1 GABBR2 GNG4 KCNJ2						GNG4 KCNJ2		
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION			CPLX1 GAD2										SNAP25 STX1A	SNAP25 STX1A			SNAP25 STX1A								CPLX1 SNAP25				GAD2 SNAP25 STX1A	CPLX1 SNAP25	CPLX1 SNAP25	CPLX1 SNAP25 STX1A				CPLX1 SNAP25 STX1A			CPLX1 GAD2 SNAP25 STX1A			CPLX1 SNAP25					GAD2 SNAP25		GAD2 STX1A			CPLX1 GAD2			CPLX1 STX1A								
REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION																																																		F10 TPST2													
REACTOME_GAP_JUNCTION_ASSEMBLY													TUBA1A TUBB3																TUBA1A TUBB2B	TUBA1A TUBB2B											TUBA1A TUBB3 TUBB4A						TUBA1A TUBB3 TUBB4A								TUBA1A TUBB3 TUBB4A								
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION																														TUBA1A TUBB2B											TUBA1A TUBB3 TUBB4A						TUBA1A TUBB3 TUBB4A								TUBA1A TUBB3 TUBB4A								
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES			GRAP2 HLA-DQA2 PAK3																									HLA-DQA2 PAK3	GRAP2 HLA-DQA2 PAK3				HLA-DQA2 PAK3															HLA-DQA2 PAK3															
REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION													GSTA2 LCP1											GSTA2 LCP1																																							
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION			GNG2 GNG4										GNG2 GNG4 RAPGEF4																		GNG2 GNG4 RAPGEF4	GNG2 GNG4 RAPGEF4							GNG4 RAPGEF4			GNG2 RAPGEF4					GNG2 GNG4 RAPGEF4					GNG2 GNG4 RAPGEF4									GNG4 RAPGEF4		
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION			ADCY1 GNG2 GNG4										ADCY1 ADCY2 GNG2 GNG4				ADCY1 ADCY2								ADCY1 ADCY2				ADCY2 GNG2		ADCY1 ADCY2 GNG2 GNG4	ADCY1 GNG2 GNG4							ADCY1 ADCY2 GNG4						ADCY1 ADCY2 GNG2		GNG2 GNG4					ADCY1 GNG2 GNG4			ADCY1 GNG4								
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS			GNG2 GNG4 SCT									GIP GNG2 GNG4 SCT	GNG2 GNG4 SCT																GIP GNG2		GIP GNG2 GNG4	GNG2 GNG4 SCT				GNG4 SCT			GIP GNG4 SCT			GIP GNG2 SCT					GNG2 GNG4					GNG2 GNG4 SCT			GIP GNG4								
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE													SNAP25 STX1A	SNAP25 STX1A			SNAP25 STX1A								CPLX1 SNAP25				SNAP25 STX1A	CPLX1 SNAP25	CPLX1 SNAP25	CPLX1 SNAP25 STX1A				CPLX1 SNAP25 STX1A			CPLX1 SNAP25 STX1A			CPLX1 SNAP25													CPLX1 STX1A								
REACTOME_GLUTATHIONE_CONJUGATION																																													GGT5 GSTA2																		
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM																																																										CHST9 GPC2					
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT		KIF5A TUBB3																																KIF19 KIF5A TUBB4A				KIF1A TUBB2B			TUBA1A TUBB3 TUBB4A						KIF1A TUBA1A TUBB3 TUBB4A																
REACTOME_GPCR_LIGAND_BINDING					CCR6 FFAR2 PTGDR2 SCT SSTR3 WNT9A		CCL19 FFAR1 FFAR3 NTS TAC1 TAS2R20	SUCNR1 TACR3		ECE2 MLN PYY SSTR1 WNT9A	ADORA2A AGT GHRL NTS SCT SSTR5	AVPR1B CCL19 FFAR2 GHRL GIP GNG2 GNG4 MLN SCT SST SSTR2 SSTR5 SUCNR1 TACR3 UCN3 WNT9A	BRS3 ECE2 FFAR2 GHRL GNG2 GNG4 PTGDR2 SCT SSTR1 SSTR5 UTS2B			ECE2 GABBR2 GNG2 SSTR3 SSTR5	ADORA2A AGT FFAR1 FFAR2 FFAR3 GHRL NTS SSTR1 TAC1 TAC3 TACR3 UCN3		ADORA2A AGT BRS3 MLN					FFAR1 NTS TAC1 TAS2R20					AGT FFAR1 FFAR2 FFAR3 GIP GNG2 GPBAR1 MLN NPW NTS PTGDR2 PYY SSTR1 TAC1 UCN3		AVPR1B CCL19 FFAR2 GIP GNG2 GNG4 GPBAR1 NPW PTGDR2 PYY SSTR1 TAC3 UTS2B	ADORA2A AGT AVPR1B BRS3 CCL19 FFAR3 GABBR2 GNG2 GNG4 GPBAR1 NPY NTS PTGDR2 PYY SCT SST SSTR5	FFAR3 NPY SUCNR1 TACR3				FFAR2 GPBAR1 NPW PTGDR2 SCT TACR3		AGT AVPR1B CCR6 GIP GNG4 GPBAR1 MLN NPY SCT SSTR5 TAC3			AVPR1B BRS3 ECE2 GABBR2 GIP GNG2 GPBAR1 MLN NPY PTGDR2 PYY SCT SSTR3 SSTR5	BRS3 FFAR1 FFAR3 GABBR2 GNG2 PTGDR2 SSTR5 TACR3 UTS2B				ECE2 FFAR2 GABBR2 GHRL GNG2 GNG4 GPBAR1 MLN PTGDR2 SSTR1 SSTR5	CCL19 FFAR1 FFAR3 NTS SST SUCNR1 TAC1 TACR3	ECE2 FFAR1 FFAR3 GPBAR1 NPW NTS PTGDR2 PYY SCT SUCNR1 TAC1 TAS2R20	ADORA2A BRS3 ECE2 GABBR2 GNG4 GPBAR1 NPW PTGDR2 SSTR1 TAC3 UCN3 UTS2B WNT9A	FFAR2 FFAR3 GABBR2 SSTR2 SSTR3 SSTR5 TAC1 UTS2B WNT9A	ADORA2A AGT BRS3 CCL19 FFAR2 GABBR2 GNG2 GNG4 MLN PTGDR2 SCT SSTR5 UCN3			ECE2 GABBR2 GIP GNG4 NPW PTGDR2 PYY SSTR1 SSTR3 SSTR5 UTS2B WNT9A						CCR6 GNG4 PYY TAS2R20 UCN3 WNT9A		
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS			ADCY1 APOA1 CCR6 GNG2 GNG4 RBP2 RGS16 RGS9 SSTR1 SSTR3	CAMK2B GABBR2 RBP2 RGS5 RGS9 SSTR5	ADCY1 CAMK2B CCR6 GPC2 PTGDR2 RGS16 SSTR3					GNAO1 GPC2 PRKCG PYY RGS11 RGS5 RGS9 SSTR1		APOA1 APOC3 CAMK2B CCL19 GNAO1 GNG2 GNG4 GPC2 PRKCG RBP2 RGS16 RGS4 RGS5 SST SSTR2 SSTR5 SUCNR1 TTR	ADCY1 ADCY2 CLPS GNAO1 GNG2 GNG4 GPC6 PTGDR2 RBP1 RGS9 SSTR1 SSTR5			GABBR2 GNG2 SSTR3 SSTR5			AGT APOA1 APOA4 APOC3										ADCY2 AGT APOA1 GNG2 NPW PTGDR2 PYY RBP2 RGS11 RGS4 RGS5 SSTR1 TTR	ADCY1 CAMK2B CCR6 GABBR2 RBP2 RGS16 RGS5 RGS9 SSTR1 SSTR2 TTR	ADCY1 ADCY2 APOA1 CCL19 GNG2 GNG4 NPW PTGDR2 PYY RBP2 RGS14 RGS16 RGS5 SSTR1 TTR	ADCY1 AGT APOA1 CCL19 GABBR2 GNAO1 GNG2 GNG4 NPY PTGDR2 PYY RBP1 RBP2 RGS14 RGS16 SST SSTR5		ADCY2 AGT APOA1 CAMK2B CLPS GNAO1 GPC2 NPW SSTR2 SSTR3	CLPS GNAO1 GPC2 GPC6 SSTR3	APOA4 CAMK2B CLPS GABBR2 GNAO1 GNG4 GPC6 RBP1 RGS14 RGS4 RGS9 SSTR2 SUCNR1	CAMK2B GPC2 NPW PTGDR2 RBP2 RGS9		ADCY1 ADCY2 AGT CAMK2B CCR6 CLPS GNAO1 GNG4 GPC6 NPY PRKCG RBP1 RGS11 RGS16 RGS9 SSTR5 TTR			GABBR2 GNAO1 GNG2 NPY PTGDR2 PYY RGS9 SSTR3 SSTR5	APOA1 APOC3 GABBR2 GNG2 GPC2 PTGDR2 RBP1 RGS14 RGS16 RGS4 SSTR5				APOA1 CAMK2B GABBR2 GNG2 GNG4 PRKCG PTGDR2 RBP1 RBP2 RGS14 RGS5 RGS9 SSTR1 SSTR5 TTR		GNAO1 GPC6 NPW PRKCG PTGDR2 PYY RGS11 RGS14 RGS5 SUCNR1 TAS2R20	CAMK2B GABBR2 GNAO1 GNG4 NPW PRKCG PTGDR2 RGS9 SSTR1	ADCY1 APOA1 APOA4 APOC3 GABBR2 GPC2 RBP1 RGS5 RGS9 SSTR2 SSTR3 SSTR5 TTR	ADCY1 AGT APOA1 APOA4 APOC3 CCL19 GABBR2 GNAO1 GNG2 GNG4 PTGDR2 RBP2 RGS14 RGS5 SSTR5			ADCY1 APOA1 APOC3 CLPS GABBR2 GNAO1 GNG4 NPW PRKCG PTGDR2 PYY RBP1 RGS16 RGS5 RGS9 SSTR1 SSTR3 SSTR5 TTR	CAMK2B GNG4 PTGDR2 TAS2R20		APOA4 GPC2 RBP2 TAS2R20		NPW PRKCG PTGDR2 RGS9 TAS2R20	CCR6 GNG4 PRKCG PYY RGS14 RGS9 TAS2R20		
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	FFAR1 GAST NTS TAC1		GNG2 GNG4 MLN RGS16 TRPC6				FFAR1 FFAR3 GAST NTS TAC1		ARHGEF25 RGS4		AGT GHRL NTS	AVPR1B FFAR2 GHRL GNG2 GNG4 MLN RGS16 RGS4 RGS5 TACR3	BRS3 FFAR2 GHRL GNG2 GNG4 TRPC7 UTS2B				AGT FFAR1 FFAR2 FFAR3 GHRL NTS TAC1 TAC3 TACR3 TRPC6		AGT BRS3 MLN					FFAR1 GAST NTS TAC1		FFAR1 FFAR3 GAST		ARHGEF25 NTS TAC1	AGT FFAR1 FFAR2 FFAR3 GAST GNG2 MLN NTS RGS4 RGS5 TAC1		AVPR1B FFAR2 GNG2 GNG4 RGS16 RGS5 TAC3 UTS2B	AGT AVPR1B BRS3 FFAR3 GAST GNG2 GNG4 NTS RGS16 TRPC6				AVPR1B GHRL GNG4 RGS4 TAC3 TACR3 TRPC7			AGT ARHGEF25 AVPR1B GNG4 MLN RGS16 TAC3 TRPC6		ARHGEF25 BRS3 MLN TRPC7	AVPR1B BRS3 GNG2 MLN TRPC7	BRS3 FFAR1 FFAR3 GNG2 RGS16 RGS4 TACR3 UTS2B				FFAR2 GHRL GNG2 GNG4 MLN RGS5 TRPC7	FFAR1 FFAR3 GAST NTS TAC1 TACR3	FFAR1 FFAR3 GAST NTS RGS5 TAC1 TRPC6		FFAR2 FFAR3 RGS5 TAC1 UTS2B	AGT BRS3 FFAR2 GNG2 GNG4 MLN RGS5 TRPC7	FFAR3 GAST	AVPR1B TACR3				ARHGEF25 FFAR3					
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS			ADCY1 GNG2 GNG4 RGS16		ADCY1 RGS16							GNG2 GNG4 PRKCG RGS16 RGS4	ADCY1 ADCY2 GNG2 GNG4				ADCY1 ADCY2								ADCY1 ADCY2				ADCY2 GNG2 RGS4	ADCY1 RGS16	ADCY1 ADCY2 GNG2 GNG4 RGS16	ADCY1 GNG2 GNG4 RGS16							ADCY1 ADCY2 GNG4 PRKCG RGS16				GNG2 RGS16 RGS4		ADCY1 ADCY2 GNG2		GNG2 GNG4 PRKCG			GNG4 PRKCG		ADCY1 GNG2 GNG4			ADCY1 GNG4 PRKCG RGS16						GNG4 PRKCG		
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42			GNG2 GNG4									GNG2 GNG4	GNG2 GNG4																		GNG2 GNG4	GNG2 GNG4															GNG2 GNG4					GNG2 GNG4											
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA			GNG2 GNG4									GNG2 GNG4	AKT3 GNG2 GNG4																AKT3 GNG2		GNG2 GNG4	AKT3 GNG2 GNG4				AKT3 GNG4			AKT3 GNG4			AKT3 GNG2					GNG2 GNG4					AKT3 GNG2 GNG4											
REACTOME_G_PROTEIN_ACTIVATION			GNG2 GNG4									GNAO1 GNG2 GNG4	GNAO1 GNG2 GNG4																		GNG2 GNG4	GNAO1 GNG2 GNG4				GNAO1 GNG4			GNAO1 GNG4			GNAO1 GNG2					GNG2 GNG4			GNAO1 GNG4		GNAO1 GNG2 GNG4			GNAO1 GNG4								
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING			GNG2 GNG4									GNG2 GNG4	AKT3 GNG2 GNG4																AKT3 GNG2		GNG2 GNG4	AKT3 GNG2 GNG4				AKT3 GNG4			AKT3 GNG4			AKT3 GNG2					GNG2 GNG4					AKT3 GNG2 GNG4											
REACTOME_G_PROTEIN_MEDIATED_EVENTS					ADCY1 CAMK2B					GNAO1 PRKCG		CAMK2B GNAO1 PRKCG	ADCY1 ADCY2 GNAO1												ADCY1 ADCY2					ADCY1 CAMK2B				ADCY2 CAMK2B GNAO1					ADCY1 ADCY2 CAMK2B GNAO1 PRKCG						ADCY1 ADCY2					CAMK2B GNAO1 PRKCG					ADCY1 GNAO1 PRKCG								
REACTOME_HCMV_EARLY_EVENTS																																									TUBA1A TUBB3 TUBB4A																						
REACTOME_HCMV_INFECTION																																									TUBA1A TUBB3 TUBB4A																						
REACTOME_HDL_REMODELING												APOA1 APOC3							APOA1 APOC3																						APOA1 APOC3		APOA1 APOC3								APOA1 APOC3	APOA1 APOC3			APOA1 APOC3								
REACTOME_HEDGEHOG_OFF_STATE													ADCY1 ADCY2 TUBA1A TUBB3												ADCY1 ADCY2 TUBB4A																TUBA1A TUBB3 TUBB4A														ADCY1 TUBA1A TUBB3 TUBB4A								
REACTOME_HEMOSTASIS			APOA1 GATA2 GNG2 GNG4 JAM3 KCNMB3 KIF1A KIF5A MMRN1 SPARC TRPC6 TUBA1A									APOA1 DOCK8 F10 GNG2 GNG4 JAM3 KCNMA1 KCNMB2 KCNMB3 KIF5A MMRN1 P2RX6 PDE2A PRKCG SCG3 SLC8A1 TUBA1A													DOCK8 FCAMR KIF5A PDE2A RAPGEF4 SCG3 TRPC6 TUBB4A					DOCK8 JAM3 KCNMA1 KCNMB3 KIF5A MMRN1 RAPGEF4 SCG3 SPARC TRPC6 TUBA1A TUBB2B	APOA1 F10 FCAMR GNG2 GNG4 JAM3 KCNMB2 KCNMB3 KIF5A P2RX6 PDE2A RAPGEF4 SCG3 SLC8A1 TSPAN7 TUBB3	APOA1 F10 FCAMR GATA2 GNG2 GNG4 IGF2 JAM3 KCNMA1 KCNMB2 KIF5A PDE2A RAPGEF4 SCG3 SLC8A1 TRPC6 TSPAN7		APOA1 KCNMA1 KIF19 KIF5A P2RX6 PDE2A RAPGEF4 TRPC7 TUBB4A													APOA1 GNG2 GNG4 JAM3 KIF1A MMRN1 PDE2A PRKCG RAPGEF4 SLC8A1 TRPC7 TUBA1A TUBB3 TUBB4A					APOA1 DOCK8 FCAMR GATA2 GNG2 GNG4 MMRN1 P2RX6 RAPGEF4 SCG3 SLC8A1 TRPC7 TUBB3											
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM																																			GPC2 GPC6		BGN GPC2		B3GAT1 BGN GPC6																								
REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS					CHRNA3 CHRNB2					CHRNA5 CHRNB2		CHRNA3 CHRNA5 CHRNB2																			CHRNA5 CHRNB2								CHRNA3 CHRNB2																	CHRNA3 CHRNA5							
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS					CHRNA3 CHRNB2					CHRNA5 CHRNB2		CHRNA3 CHRNA5 CHRNB2																			CHRNA5 CHRNB2								CHRNA3 CHRNB2																	CHRNA3 CHRNA5							
REACTOME_HIGHLY_SODIUM_PERMEABLE_POSTSYNAPTIC_ACETYLCHOLINE_NICOTINIC_RECEPTORS					CHRNA3 CHRNB2							CHRNA3 CHRNB2																											CHRNA3 CHRNB2																								
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_																																									TUBA1A TUBB3 TUBB4A						TUBA1A TUBB3 TUBB4A								TUBA1A TUBB3 TUBB4A								
REACTOME_HS_GAG_BIOSYNTHESIS																																			GPC2 GPC6																												
REACTOME_HS_GAG_DEGRADATION																																			GPC2 GPC6																												
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	FFAR1 GPR119		GPR119 ISL1 PAX6 PCSK1								GPR119 PAX6	GIP ISL1 PAX6 PCSK1 SEC11C	ISL1 PCSK1 SEC11C				FFAR1 ISL1 PCSK1										GPR119 PAX6 PCSK1		FFAR1 GIP GPR119 ISL1 PAX6 PCSK1		GIP SEC11C					ISL1 PCSK1 SEC11C			GIP SEC11C			GIP PCSK1	FFAR1 PAX6				PAX6 PCSK1	FFAR1 GPR119				ISL1 PAX6 PCSK1 SEC11C											
REACTOME_INFECTIOUS_DISEASE						ADORA2A DPEP1 TUBB4A																																																									
REACTOME_INSULIN_PROCESSING			KIF5A PCSK1 PCSK2									KIF5A KIF5C PCSK1 PCSK2 SLC30A8	PCSK1 STX1A	CPE KIF5A PCSK2 STX1A			CPE KIF5A KIF5C PCSK1 STX1A										KIF5C PCSK1		CPE KIF5A KIF5C PCSK1 PCSK2 SLC30A8 STX1A			CPE KIF5A SLC30A8 STX1A		KIF5A PCSK1		PCSK1 PCSK2 STX1A			KIF5A STX1A			CPE PCSK1 PCSK2			CPE KIF5A				KIF5A STX1A	CPE KIF5C PCSK1		CPE PCSK1 SLC30A8											
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM			ABCC8 ADCY1 CACNA1C GNG2 GNG4 SYT5	ABCC8 CACNA1A KCNJ11 SYT5	ABCC8 ADCY1 KCNJ11						ABCC8 CACNA1A	ABCC8 CACNA1A GNG2 GNG4 SYT5	ABCC8 ADCY1 ADCY2 CACNA1A GNG2 GNG4 RAPGEF4 SNAP25 STX1A SYT5	CACNA1A SNAP25 STX1A			ABCC8 ADCY1 ADCY2 CACNA1A CACNA1C FFAR1 SNAP25 STX1A							FFAR1 SNAP25	ADCY1 ADCY2 CACNA1C RAPGEF4 SNAP25				ABCC8 ADCY2 CACNA1A CACNA1C FFAR1 GNG2 RAPGEF4 SNAP25 STX1A SYT5	ABCC8 ADCY1 CACNA1A RAPGEF4 SNAP25	ADCY1 ADCY2 GNG2 GNG4 KCNJ11 RAPGEF4 SNAP25 SYT5	ADCY1 CACNA1A CACNA1C GNG2 GNG4 KCNJ11 RAPGEF4 SNAP25 STX1A SYT5		ABCC8 ADCY2 KCNJ11 RAPGEF4		ABCC8 CACNA1A CACNA1C GNG4 SNAP25 STX1A			ADCY1 ADCY2 GNG4 RAPGEF4 SNAP25 STX1A	ADCY2 CACNA1A CACNA1C CACNB2 SNAP25	KCNJ11 RAPGEF4 SNAP25	GNG2 KCNJ11 RAPGEF4 SNAP25	CACNA1A FFAR1 GNG2 SYT5	ADCY1 CACNA1A	ADCY1 ADCY2 GNG2		CACNA1A CACNB2 GNG2 GNG4 KCNJ11 RAPGEF4 SNAP25 SYT5	CACNB2 FFAR1	CACNA1A FFAR1 STX1A SYT5	ABCC8 CACNA1C GNG4 KCNJ11 SYT5	ADCY1 RAPGEF4 SYT5	ADCY1 CACNA1A CACNA1C GNG2 GNG4 RAPGEF4 SYT5			ADCY1 GNG4 STX1A SYT5	ABCC8 GNG4			CACNA1C CACNB2 RAPGEF4		ABCC8 GNG4 RAPGEF4		
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS					ANK2 SCN1B SPTBN4						SCN3B SPTBN4	ANK2 NFASC SCN1B SCN3A SCN3B SPTBN4	NFASC SPTBN4	NFASC SCN1B			ANK2 SCN3B SPTBN4								ANK2 NFASC		NFASC SCN3A SPTBN4		ANK2 SPTBN4	ANK2 NFASC	ANK2 NFASC	ANK2 NFASC SCN3B				SCN3A SCN3B SPTBN4	ANK2 SCN1B		ANK2 SCN3B SPTBN4	ANK2 SPTBN4		SCN3B SPTBN4					ANK2 NFASC SPTBN4		ANK2 SPTBN4	ANK2 NFASC SCN1B		NFASC SCN3A			ANK2 SCN3B								
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING																				BST2 IFI27	BST2 IFI27																				IFIT1 MX2			BST2 IFI27				BST2 IFI27				IFI27 IFI6 IFIT1 MX2			IFI27 IFI6 IFIT1 MX2								
REACTOME_INTERFERON_GAMMA_SIGNALING																										CAMK2B NCAM1																																					
REACTOME_INTERFERON_SIGNALING																				BST2 IFI27	BST2 HLA-DQA2 IFI27		BST2 HLA-DQA2			CAMK2B NCAM1												BST2 HLA-DQA2										BST2 HLA-DQA2 IFI27							IFI27 IFI6 IFIT1 MX2 USP41								
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING																								GSTA2 LCP1																																							
REACTOME_INTERLEUKIN_12_SIGNALING																								GSTA2 LCP1																																							
REACTOME_INTRAFLAGELLAR_TRANSPORT																														TUBA1A TUBB2B											TUBA1A TUBB3 TUBB4A						TUBA1A TUBB3 TUBB4A								TUBA1A TUBB3 TUBB4A								
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC																																						KIF1A TUBB2B																									
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS			ABCC8 GNG2 GNG4 KCNJ3	ABCC8 GABBR2 KCNJ11 KCNJ2 KCNJ6	ABCC8 KCNJ11							ABCC8 GNG2 GNG4 KCNJ2 KCNJ6	ABCC8 GNG2 GNG4	KCNJ2 KCNJ6		GABBR2 GNG2	ABCC8 KCNJ6								KCNJ3 KCNJ6				ABCC8 GNG2 KCNJ2 KCNJ3	ABCC8 GABBR2	GNG2 GNG4 KCNJ11 KCNJ2 KCNJ3	GABBR2 GNG2 GNG4 KCNJ11 KCNJ2 KCNJ3		ABCC8 KCNJ11		ABCC8 GABBR2 GNG4 KCNJ6			GNG4 KCNJ2		KCNJ11 KCNJ6	GABBR2 GNG2 KCNJ11 KCNJ2 KCNJ3 KCNJ6	GABBR2 GNG2 KCNJ2	KCNJ3 KCNJ6			GABBR2 GNG2 GNG4 KCNJ11			ABCC8 GABBR2 GNG4 KCNJ11 KCNJ2 KCNJ6	GABBR2 KCNJ6	GABBR2 GNG2 GNG4 KCNJ2 KCNJ3 KCNJ6			ABCC9 GABBR2 GNG4 KCNJ2	ABCC8 GNG4				ABCC9 KCNJ11 KCNJ2	ABCC8 ABCC9 GNG4 KCNJ2		
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS			GRIK3 GRIK5									GRIK5 NCALD	GRIK3 GRIK5	GRIK5 NCALD															GRIK5 NCALD		GRIK5 NCALD								GRIK5 NCALD								GRIK5 NCALD			GRIK5 NCALD		GRIK5 NCALD											
REACTOME_ION_CHANNEL_TRANSPORT				ASIC4 CAMK2B TRPM2 WNK2						ASIC4 ASIC5 ATP1A3							ASIC5 ATP1A3 TRPC6 TRPM2 WNK2									ASIC5 CAMK2B						ASIC5 ATP1A3 ATP6V0E2 CLCN4 TRPC6 UNC79 WNK2				ASIC4 ATP1A3 CAMK2B TRPC7 TRPM2			ASIC4 ATP1A3 CAMK2B TRPC6 WNK3			ASIC4 ASIC5 ATP1A3 ATP6V0E2 TRPC7 UNC79	ATP1A3 ATP6V0E2 UNC79 WNK2				ASIC4 ATP1A3 CAMK2B CLCN4 TRPC7 WNK2									ATP1A3 ATP6V0E2 CAMK2B WNK2				ATP6V0E2 TRPC7 UNC79			
REACTOME_ION_HOMEOSTASIS				CAMK2B KCNJ11	CAMK2B KCNJ11																											ATP1A3 KCNJ11 SLC8A1		CAMK2B KCNJ11		ATP1A3 CAMK2B SLC8A1							ATP1A3 SLC8A1				ATP1A3 CAMK2B KCNJ11 SLC8A1			ATP1A3 CAMK2B KCNJ11						ATP1A3 CAMK2B			ABCC9 ATP1A3	ABCC9 KCNJ11			
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES																																																								ATP1A3 CAMK2B							
REACTOME_KINESINS		KIF5A TUBB3	KIF1A KIF5A TUBA1A		KIF19 TUBB4A								KIF19 TUBA1A TUBB3												KIF5A TUBB4A				KIF5A TUBA1A TUBB2B	KIF5A TUBA1A TUBB2B				KIF19 KIF5A TUBB4A				KIF1A TUBB2B			TUBA1A TUBB3 TUBB4A						KIF1A TUBA1A TUBB3 TUBB4A								TUBA1A TUBB3 TUBB4A								
