	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HIC1	HLF	HMBOX1	ISL1	LMX1A	LMX1B	MAFA	MAFB	NEUROD2	NEUROG3	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
WP_PHOSPHODIESTERASES_IN_NEURONAL_FUNCTION																																		ADCY1 PDE8B						ADCY2 ADORA2A						GRIN1 PDE2A	
WP_PI3KAKT_SIGNALING_PATHWAY							FGF14 PDGFD SPP1		CSH1 IGF2 PDGFD PGF																			CSF1R GNG4 PGF							CCND2 EIF4EBP1 PGF	AKT3 CCND2 EIF4EBP1 FGF14 GNG2 GNG4 PDGFD SPP1 THBS4						EIF4EBP1 PDGFD					
WP_PPAR_ALPHA_PATHWAY																										APOA1 APOC3																					
WP_PPAR_SIGNALING_PATHWAY																				APOA1 CPT1C						APOA1 APOC3																					
WP_PRADERWILLI_AND_ANGELMAN_SYNDROME																																								GHRL PCSK1							
WP_PREGNANE_X_RECEPTOR_PATHWAY																						GSTA2 SULT2A1																									
WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS																																														CAMK2B CDKN1C	
WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION																																				AKR1B1 ANXA6 SCGB1A1										AKR1B1 ANXA6	
WP_PURINERGIC_SIGNALING																																								ADORA2A P2RX6							
WP_RAC1PAK1P38MMP2_PATHWAY																																								EIF4EBP1 MMP2							
WP_RAS_SIGNALING		AKT3 PAK6 PRKCG		JMJD7-PLA2G4B KSR2 PAK6																								CSF1R GNG4 JMJD7-PLA2G4B						AKT3 JMJD7-PLA2G4B KSR2													
WP_REGULATION_OF_TOLLLIKE_RECEPTOR_SIGNALING_PATHWAY							PELI3 SPP1																																								
WP_RENIN_ANGIOTENSIN_ALDOSTERONE_SYSTEM_RAAS																																														AGT CAMK2B	
WP_RETT_SYNDROME_CAUSING_GENES									ACTL6B GABBR2 SRRM3																															SRRM3 SYNE2							
WP_SCFA_AND_SKELETAL_MUSCLE_SUBSTRATE_METABOLISM									FFAR2 PYY																																						
WP_SELENIUM_MICRONUTRIENT_NETWORK																										APOA1 PNPO																					
WP_SEROTONIN_AND_ANXIETY																																								ARC GABRA1							
WP_SIGNALING_PATHWAYS_IN_GLIOBLASTOMA		AKT3 PRKCG																																													
WP_SLEEP_REGULATION																																								ADORA2A GHRL							
WP_SPINAL_CORD_INJURY									EPHA4 GAP43																																						
WP_SPLICING_FACTOR_NOVA_REGULATED_SYNAPTIC_PROTEINS									GABBR2 MAPK4																GABBR2 GRIN1															KCNJ6 MAPK4						CADM3 GRIN1	
WP_STATIN_PATHWAY																				APOA1 LIPC						APOA1 APOC3																					
WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS					MAP2 POU5F1 SNAP25			FEV RET SCN3B SST	ATP1A3 DDC SST									LMX1B SNAP25 SSTR2					RET SCN3B TPH1		GRIN1 SSTR1	DDC SST			POU5F1 TP73	SNAP25 SST					DDC SCN3B	ATP1A3 FEV GABRA1 MAP2 RET SNAP25	POU5F1 SCN3B TP73	GABRA1 TAC1	DDC RET	DDC GABRA1 KCNH2 NEUROD1		TAC1 TP73	ASCL1 ATP1A3			GRIN1 KCNH2 RET SCN3B	
WP_SYNAPTIC_SIGNALING_PATHWAYS_ASSOCIATED_WITH_AUTISM_SPECTRUM_DISORDER		AKT3 CAMK2B			ARC CACNA1C																AKT3 CACNA1C				ARC GRIN1									AKT3 ARC		AKT3 CACNA1C EIF4EBP1				ARC CACNA1C EIF4EBP1						CAMK2B EIF4EBP1 GRIN1	
WP_SYNAPTIC_VESICLE_PATHWAY		SLC18A1 SNAP25 STX1A SYN1			DNM3 SNAP25 SYN1 SYP			CPLX2 SYP			SLC18A1 STX1A									STX1A SYN1 SYP			DNM3 SLC18A1													CACNA1A CPLX2 SLC18A1 SNAP25 STX1A SYP									CPLX2 SYP		
WP_TGFBETA_RECEPTOR_SIGNALING		LEFTY1 SPP1																																LEFTY1 SPP1													
WP_TGFBETA_RECEPTOR_SIGNALLING_IN_SKELETAL_DYSPLASIAS		LEFTY1 SPP1							ADAMTSL2 LEFTY1																									LEFTY1 SPP1													
WP_THERMOGENESIS									ACTL6B ADCY1																																						
WP_THYROID_HORMONES_PRODUCTION_AND_THEIR_PERIPHERAL_DOWNSTREAM_SIGNALLING_EFFECTS		ACTL6B AKT3																			AKT3 NPY																										
WP_TOLLLIKE_RECEPTOR_SIGNALING_PATHWAY		AKT3 SPP1																																AKT3 SPP1													
WP_TYPE_2_PAPILLARY_RENAL_CELL_CARCINOMA					ARNT2 CADM2																																										
WP_VITAMIN_DSENSITIVE_CALCIUM_SIGNALING_IN_DEPRESSION								CACNA1C SLC8A1																																							
WP_VITAMIN_D_RECEPTOR_PATHWAY		MX2 SLC8A1 SPP1														CD200 MX2						SFRP1 SULT2A1												ID4 MX2 SPP1													
WP_WNT_SIGNALING		CAMK2B PRKCG																				CCND2 NKD1 SFRP1																									
WP_WNT_SIGNALING_PATHWAY_AND_PLURIPOTENCY		POU5F1 PRKCG																				CCND2 NKD1															NKD1 POU5F1										
