	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
REACTOME_GABA_B_RECEPTOR_ACTIVATION			ADCY1 GNG2 GNG4 KCNJ3	ADCY5 GABBR2 KCNJ2 KCNJ6										GNG2 GNG4 KCNJ2 KCNJ6	ADCY1 ADCY2 ADCY5 GNG2 GNG4	ADCY5 KCNJ2 KCNJ6		GABBR2 GNG2	ADCY1 ADCY2 ADCY5 KCNJ6							ADCY1 ADCY2 ADCY5 KCNJ3 KCNJ6				ADCY2 ADCY5 GNG2 KCNJ2 KCNJ3	ADCY1 GABBR2	ADCY1 ADCY2 ADCY5 GNG2 GNG4 KCNJ2 KCNJ3	ADCY1 GABBR2 GNG2 GNG4 KCNJ2 KCNJ3				ADCY5 GABBR2 GNG4 KCNJ6				ADCY1 ADCY2 ADCY5 GNG4 KCNJ2	ADCY2 ADCY5	ADCY5 KCNJ6	ADCY5 GABBR2 GNG2 KCNJ2 KCNJ3 KCNJ6	ADCY5 GABBR2 GNG2 KCNJ2		ADCY1 KCNJ3 KCNJ6	ADCY1 ADCY2 GNG2		GABBR2 GNG2 GNG4				ADCY5 GABBR2 GNG4 KCNJ2 KCNJ6	ADCY1 GABBR2 KCNJ6	ADCY1 GABBR2 GNG2 GNG4 KCNJ2 KCNJ3 KCNJ6			ADCY1 ADCY5 GABBR2 GNG4 KCNJ2						ADCY5 GNG4 KCNJ2		
REACTOME_GABA_RECEPTOR_ACTIVATION			ADCY1 GNG2 GNG4 KCNJ3	ADCY5 GABBR2 KCNJ2 KCNJ6										GABRB3 GABRG2 GNG2 GNG4 KCNJ2 KCNJ6	ADCY1 ADCY2 ADCY5 GABRG2 GNG2 GNG4	ADCY5 KCNJ2 KCNJ6		GABBR2 GNG2	ADCY1 ADCY2 ADCY5 GABRB3 KCNJ6						GABRA1 GABRB3	ADCY1 ADCY2 ADCY5 KCNJ3 KCNJ6				ADCY2 ADCY5 GABRA1 GABRB3 GNG2 KCNJ2 KCNJ3		ADCY1 ADCY2 ADCY5 GNG2 GNG4 KCNJ2 KCNJ3	ADCY1 GABBR2 GABRA1 GNG2 GNG4 KCNJ2 KCNJ3				ADCY5 GABBR2 GABRB3 GNG4 KCNJ6				ADCY1 ADCY2 ADCY5 GNG4 KCNJ2	ADCY2 ADCY5 GABRB3	ADCY5 KCNJ6	ADCY5 GABBR2 GNG2 KCNJ2 KCNJ3 KCNJ6	ADCY5 GABBR2 GABRA1 GNG2 KCNJ2		ADCY1 KCNJ3 KCNJ6	ADCY1 ADCY2 GNG2		GABBR2 GNG2 GNG4		GABRA1 GABRG2	ADCY5 GABRA1 GABRB3 GABRG2	ADCY5 GABBR2 GABRB3 GNG4 KCNJ2 KCNJ6	ADCY1 GABBR2 GABRB3 KCNJ6	ADCY1 GABBR2 GNG2 GNG4 KCNJ2 KCNJ3 KCNJ6			ADCY1 ADCY5 GABBR2 GNG4 KCNJ2		ADCY5 GABRG2			GABRG2 KCNJ2	ADCY5 GNG4 KCNJ2		
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION			CPLX1 GAD2												SNAP25 STX1A	SNAP25 STX1A			SNAP25 STX1A							CPLX1 SNAP25				GAD2 SNAP25 STX1A	CPLX1 SNAP25	CPLX1 SNAP25	CPLX1 SNAP25 STX1A				CPLX1 SNAP25 STX1A				CPLX1 GAD2 SNAP25 STX1A			CPLX1 SNAP25						GAD2 SNAP25			GAD2 STX1A			CPLX1 GAD2			CPLX1 STX1A								
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES			HLA-DQA2 PAK3																										HLA-DQA2 PAK3					HLA-DQA2 PAK3			EVL PAK3															HLA-DQA2 PAK3															
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION			GNG2 GNG4												ADCY5 GNG2 GNG4 ITPR1 RAPGEF4			GNG2 ITPR1	ADCY5 ITPR1							ADCY5 RAPGEF4				ADCY5 GNG2 RAPGEF4		ADCY5 GNG2 GNG4 ITPR1 RAPGEF4	GNG2 GNG4 RAPGEF4								ADCY5 GNG4 ITPR1 RAPGEF4	ADCY5 ITPR1	ADCY5 RAPGEF4	ADCY5 GNG2 RAPGEF4	ADCY5 GNG2					GNG2 GNG4 RAPGEF4			ADCY5 ITPR1	ADCY5 GNG4 ITPR1	ITPR1 RAPGEF4	GNG2 GNG4 RAPGEF4			ADCY5 GNG4 ITPR1						ADCY5 GNG4 RAPGEF4		
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION			ADCY1 GNG2 GNG4											GNG2 GNG4	ADCY1 ADCY2 ADCY5 GNG2 GNG4				ADCY1 ADCY2 ADCY5							ADCY1 ADCY2 ADCY5				ADCY2 ADCY5 GNG2		ADCY1 ADCY2 ADCY5 GNG2 GNG4	ADCY1 CYSLTR2 GNG2 GNG4				ADCY5 GNG4				ADCY1 ADCY2 ADCY5 GNG4	ADCY2 ADCY5 CYSLTR2		ADCY5 GNG2	ADCY5 GNG2			ADCY1 ADCY2 GNG2		GNG2 GNG4			ADCY5 CYSLTR2	ADCY5 GNG4		ADCY1 GNG2 GNG4			ADCY1 ADCY5 GNG4						ADCY5 GNG4		
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS			GNG2 GNG4 SCT											GIP GNG2 GNG4 SCT	GNG2 GNG4 SCT															GIP GNG2		GIP GNG2 GNG4	CYSLTR2 GNG2 GNG4 SCT				GNG4 SCT				GIP GNG4 SCT			GIP GNG2 SCT						GNG2 GNG4			CYSLTR2 SCT			GNG2 GNG4 SCT			GIP GNG4								
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE															SNAP25 STX1A	SNAP25 STX1A			SNAP25 STX1A							CPLX1 SNAP25				SNAP25 STX1A	CPLX1 SNAP25	CPLX1 SNAP25	CPLX1 SNAP25 STX1A				CPLX1 SNAP25 STX1A				CPLX1 SNAP25 STX1A			CPLX1 SNAP25															CPLX1 STX1A								
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM																																																				BGN CHST9										CHST9 GPC2					
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT																																			KIF19 KIF5A TUBB4A					KIF1A TUBB2B																											
REACTOME_GPCR_LIGAND_BINDING							CXCL12 CYSLTR2 FFAR1 FFAR3 NTS TAC1 TAS2R20	CYSLTR2 SUCNR1		ADORA2A CYSLTR2 GABBR2			ADORA2A AGT GHRL NTS SCT	AVPR1B CHRM4 FFAR2 FZD4 GHRL GIP GNG2 GNG4 MLN SCT SST SSTR2 SUCNR1 UCN3					ADORA2A AGT FFAR1 FFAR2 FFAR3 FZD4 GHRL NTS SSTR1 TAC1 TAC3 UCN3	ADORA2A AGT BRS3 MLN					CXCL12 CYSLTR2 FFAR1 NTS TAC1 TAS2R20				CXCL12 NTS TAC1	AGT CHRM4 FFAR1 FFAR2 FFAR3 GIP GNG2 GPBAR1 MLN NTS PYY SSTR1 TAC1 UCN3		AVPR1B CHRM4 CRH FFAR2 FZD4 GIP GNG2 GNG4 GPBAR1 PYY SSTR1 TAC3	ADORA2A AGT AVPR1B BRS3 CHRM4 CRH CYSLTR2 FFAR3 FZD4 GABBR2 GNG2 GNG4 GPBAR1 NPY NTS PYY SCT SST								AGT AVPR1B CHRM4 CRH CXCL12 FZD4 GIP GNG4 GPBAR1 MLN NPY SCT TAC3			AVPR1B BRS3 CRH CXCL12 FZD4 GABBR2 GIP GNG2 GPBAR1 MLN NPY PYY SCT SSTR3								CYSLTR2 FFAR1 FFAR3 NTS SST SUCNR1 TAC1	CYSLTR2 FFAR1 FFAR3 GPBAR1 NTS PYY SCT SUCNR1 TAC1 TAS2R20	ADORA2A BRS3 GABBR2 GNG4 GPBAR1 SSTR1 TAC3 UCN3		ADORA2A AGT BRS3 CRH FFAR2 GABBR2 GNG2 GNG4 MLN SCT UCN3			CHRM4 CRH FZD4 GABBR2 GIP GNG4 PYY SSTR1 SSTR3						CHRM4 CRH FZD4 GNG4 PYY TAS2R20 UCN3		
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS																		GNG2 MCF2L																														GNG2 MCF2L		GNG2 GNG4 MCF2L										GNG4 MCF2L							
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS				ADCY5 CAMK2B GABBR2 RGS5 RGS9								GNAO1 GPC2 ITPR1 PRKCG PYY RGS11 RGS5 RGS9 SSTR1		CAMK2B CHRM4 GNAO1 GNG2 GNG4 GPC2 PRKCG RGS16 RGS4 RGS5 SST SSTR2 SUCNR1 TTR	ADCY1 ADCY2 ADCY5 CLPS GNAO1 GNG2 GNG4 GPC6 ITPR1 RBP1 RGS9 SSTR1			GABBR2 GNG2 ITPR1 SSTR3	ADCY1 ADCY2 ADCY5 AGT GPC6 ITPR1 SSTR1 TTR											ADCY2 ADCY5 AGT CHRM4 GNG2 PYY RGS11 RGS4 RGS5 SSTR1 TTR	ADCY1 CAMK2B GABBR2 RGS16 RGS5 RGS9 SSTR1 SSTR2 TTR	ADCY1 ADCY2 ADCY5 CHRM4 GNG2 GNG4 ITPR1 PYY RGS16 RGS5 SSTR1 TTR	ADCY1 AGT CHRM4 GABBR2 GNAO1 GNG2 GNG4 NPY PYY RBP1 RGS16 SST		ADCY2 AGT CAMK2B CLPS GNAO1 GPC2 SSTR2 SSTR3	ADCY5 CLPS GNAO1 GPC2 GPC6 SSTR3	ADCY5 CAMK2B CLPS CXCL12 GABBR2 GNAO1 GNG4 GPC6 RBP1 RGS4 RGS9 SSTR2 SUCNR1				ADCY1 ADCY2 ADCY5 AGT CAMK2B CHRM4 CLPS CXCL12 GNAO1 GNG4 GPC6 ITPR1 NPY PRKCG RBP1 RGS11 RGS16 RGS9 TTR			ADCY5 CXCL12 GABBR2 GNAO1 GNG2 NPY PYY RGS9 SSTR3	ADCY5 CHRM4 GABBR2 GNG2 GPC2 RBP1 RGS16 RGS4			ADCY1 ADCY2 CHRM4 GNG2 TTR		CAMK2B GABBR2 GNG2 GNG4 PRKCG RBP1 RGS5 RGS9 SSTR1 TTR			ADCY5 GNAO1 GPC6 ITPR1 PRKCG PYY RGS11 RGS5 SUCNR1 TAS2R20	ADCY5 CAMK2B GABBR2 GNAO1 GNG4 ITPR1 PRKCG RGS9 SSTR1	ADCY1 CHRM4 GABBR2 GPC2 ITPR1 RBP1 RGS5 RGS9 SSTR2 SSTR3 TTR				ADCY1 ADCY5 CHRM4 CLPS GABBR2 GNAO1 GNG4 ITPR1 PRKCG PYY RBP1 RGS16 RGS5 RGS9 SSTR1 SSTR3 TTR			GPC2 ITPR1 TAS2R20			ADCY5 CHRM4 GNG4 PRKCG PYY RGS9 TAS2R20		
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	FFAR1 GAST NTS TAC1		DGKB GNG2 GNG4 MLN RGS16				CYSLTR2 FFAR1 FFAR3 GAST NTS TAC1		ARHGEF25 RGS4	CYSLTR2 DGKB			AGT GHRL NTS	AVPR1B DGKB FFAR2 GHRL GNG2 GNG4 MLN RGS16 RGS4 RGS5	BRS3 FFAR2 GHRL GNG2 GNG4 ITPR1			DGKB GNG2 ITPR1	AGT DGKB FFAR1 FFAR2 FFAR3 GHRL ITPR1 NTS TAC1 TAC3	AGT BRS3 ITPR1 MLN					CYSLTR2 FFAR1 GAST NTS TAC1		FFAR1 FFAR3 GAST		ARHGEF25 NTS TAC1	AGT FFAR1 FFAR2 FFAR3 GAST GNG2 MLN NTS RGS4 RGS5 TAC1		AVPR1B FFAR2 GNG2 GNG4 ITPR1 RGS16 RGS5 TAC3	AGT AVPR1B BRS3 CYSLTR2 FFAR3 GAST GNG2 GNG4 NTS RGS16				AVPR1B DGKB GHRL GNG4 RGS4 TAC3				AGT ARHGEF25 AVPR1B GNG4 ITPR1 MLN RGS16 TAC3	AGT CYSLTR2 DGKB FFAR2 ITPR1		AVPR1B BRS3 DGKB GNG2 MLN	BRS3 DGKB FFAR1 FFAR3 GNG2 RGS16 RGS4					DGKB FFAR2 GHRL GNG2 GNG4 MLN RGS5		CYSLTR2 FFAR1 FFAR3 GAST NTS TAC1	CYSLTR2 DGKB FFAR1 FFAR3 GAST ITPR1 NTS RGS5 TAC1	BRS3 DGKB GNG4 ITPR1 TAC3	DGKB FFAR2 FFAR3 ITPR1 RGS5 TAC1	AGT BRS3 FFAR2 GNG2 GNG4 MLN RGS5	FFAR3 GAST					ARHGEF25 FFAR3 ITPR1					
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS										ADORA2A CYSLTR2																															ADCY1 ADCY2 ADCY5 CRH GIP GNG4 GPBAR1 GPR83 OR51E1 PDE8B REEP2 SCT																										
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS			ADCY1 GNG2 GNG4 RGS16		ADCY1 RGS16									GNG2 GNG4 PRKCG RGS16 RGS4	ADCY1 ADCY2 ADCY5 GNG2 GNG4	ADCY5 RGS4			ADCY1 ADCY2 ADCY5							ADCY1 ADCY2 ADCY5				ADCY2 ADCY5 GNG2 RGS4	ADCY1 RGS16	ADCY1 ADCY2 ADCY5 GNG2 GNG4 RGS16	ADCY1 GNG2 GNG4 RGS16				ADCY5 GNG4 RGS4				ADCY1 ADCY2 ADCY5 GNG4 PRKCG RGS16	ADCY2 ADCY5		ADCY5 GNG2	ADCY5 GNG2 RGS16 RGS4			ADCY1 ADCY2 GNG2		GNG2 GNG4 PRKCG				ADCY5 GNG4 PRKCG		ADCY1 GNG2 GNG4			ADCY1 ADCY5 GNG4 PRKCG RGS16						ADCY5 GNG4 PRKCG		
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42			GNG2 GNG4											GNG2 GNG4	GNG2 GNG4																	GNG2 GNG4	GNG2 GNG4																	GNG2 GNG4						GNG2 GNG4											
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA			GNG2 GNG4											GNG2 GNG4	AKT3 GNG2 GNG4															AKT3 GNG2		GNG2 GNG4	AKT3 GNG2 GNG4				AKT3 GNG4				AKT3 GNG4			AKT3 GNG2						GNG2 GNG4						AKT3 GNG2 GNG4											
REACTOME_G_PROTEIN_ACTIVATION			GNG2 GNG4											GNAO1 GNG2 GNG4	GNAO1 GNG2 GNG4																	GNG2 GNG4	GNAO1 GNG2 GNG4				GNAO1 GNG4				GNAO1 GNG4			GNAO1 GNG2						GNG2 GNG4				GNAO1 GNG4		GNAO1 GNG2 GNG4			GNAO1 GNG4								
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING			GNG2 GNG4											GNG2 GNG4	AKT3 GNG2 GNG4															AKT3 GNG2		GNG2 GNG4	AKT3 GNG2 GNG4				AKT3 GNG4				AKT3 GNG4			AKT3 GNG2						GNG2 GNG4						AKT3 GNG2 GNG4											
REACTOME_G_PROTEIN_MEDIATED_EVENTS				ADCY5 CAMK2B	ADCY1 CAMK2B							GNAO1 ITPR1 PRKCG		CAMK2B GNAO1 PRKCG	ADCY1 ADCY2 ADCY5 GNAO1 ITPR1				ADCY1 ADCY2 ADCY5 ITPR1							ADCY1 ADCY2 ADCY5					ADCY1 CAMK2B	ADCY1 ADCY2 ADCY5 ITPR1			ADCY2 CAMK2B GNAO1	ADCY5 GNAO1	ADCY5 CAMK2B GNAO1				ADCY1 ADCY2 ADCY5 CAMK2B GNAO1 ITPR1 PRKCG	ADCY2 ADCY5 ITPR1						ADCY1 ADCY2					ADCY5 GNAO1 ITPR1 PRKCG	ADCY5 CAMK2B GNAO1 ITPR1 PRKCG	ADCY1 ITPR1				ADCY1 ADCY5 GNAO1 ITPR1 PRKCG						ADCY5 PRKCG		
REACTOME_HEDGEHOG_OFF_STATE															ADCY1 ADCY2 ADCY5											ADCY1 ADCY2 ADCY5 TUBB4A										ADCY5 TUBB4A																															
REACTOME_HEMOSTASIS														COL1A2 DGKB DOCK8 F10 GNG2 GNG4 JAM3 KCNMA1 KCNMB2 KIF5A MMRN1 P2RX6 PDE2A PRKCG SCG3 SLC8A1												ABCC4 DGKB DOCK8 KIF5A PDE2A RAPGEF4 SCG3 SIRPA TUBB4A						COL1A2 F10 GNG2 GNG4 GRB14 ITPR1 JAM3 KCNMB2 KIF5A P2RX6 PDE2A RAPGEF4 SCG3 SLC8A1 TSPAN7	ABCC4 COL1A2 F10 GATA2 GNG2 GNG4 GRB14 JAM3 KCNMA1 KCNMB2 KIF5A PDE2A RAPGEF4 SCG3 SIRPA SLC8A1 TSPAN7																							COL1A2 DOCK8 GATA2 GNG2 GNG4 MMRN1 P2RX6 RAPGEF4 SCG3 SIRPA SLC8A1							COL1A2 DGKB KCNMB2 RAPGEF4				
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM																																				GPC2 GPC6			BGN GPC2		B3GAT1 BGN GPC6																										
REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS					CHRNA3 CHRNB2							CHRNA5 CHRNB2		CHRNA3 CHRNA5 CHRNB2																		CHRNA5 CHRNB2									CHRNA3 CHRNB2																			CHRNA3 CHRNA5							
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS					CHRNA3 CHRNB2							CHRNA5 CHRNB2		CHRNA3 CHRNA5 CHRNB2																		CHRNA5 CHRNB2									CHRNA3 CHRNB2																			CHRNA3 CHRNA5							
REACTOME_HIGHLY_SODIUM_PERMEABLE_POSTSYNAPTIC_ACETYLCHOLINE_NICOTINIC_RECEPTORS					CHRNA3 CHRNB2									CHRNA3 CHRNB2																											CHRNA3 CHRNB2																										
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION																															CAMK2B HSPA6										CAMK2B HSPA6																										
REACTOME_HS_GAG_BIOSYNTHESIS																																				GPC2 GPC6																															
REACTOME_HS_GAG_DEGRADATION																																				GPC2 GPC6																															
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	FFAR1 GPR119		GPR119 ISL1 PAX6 PCSK1										GPR119 PAX6	GIP ISL1 PAX6 PCSK1	ISL1 PCSK1				FFAR1 ISL1 PCSK1									GPR119 PAX6 PCSK1		FFAR1 GIP GPR119 ISL1 PAX6 PCSK1							ISL1 PCSK1							GIP PCSK1	FFAR1 PAX6					PAX6 PCSK1		FFAR1 GPR119				ISL1 PAX6 PCSK1											
REACTOME_INFECTIOUS_DISEASE										ADORA2A CYSLTR2 ENTPD1 NUP210																																																									
REACTOME_INSULIN_PROCESSING			KIF5A PCSK1 PCSK2											KIF5A KIF5C PCSK1 PCSK2 SLC30A8	PCSK1 STX1A	CPE KIF5A PCSK2 STX1A			CPE KIF5A KIF5C PCSK1 STX1A									KIF5C PCSK1		CPE KIF5A KIF5C PCSK1 PCSK2 SLC30A8 STX1A			CPE KIF5A SLC30A8 STX1A		KIF5A PCSK1		PCSK1 PCSK2 STX1A				KIF5A STX1A			CPE PCSK1 PCSK2				CPE KIF5A					KIF5A STX1A	CPE KIF5C PCSK1		CPE PCSK1 SLC30A8											
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE														FGF17 KL KLB		KL KLB															FGF17 KL	FGF17 KL KLB																																			
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM			ABCC8 ADCY1 CACNA1C CACNA2D2 GNG2 GNG4 SYT5	ABCC8 ADCY5 CACNA1A KCNJ11 SYT5	ABCC8 ADCY1 CACNA2D2 KCNJ11		CYSLTR2 FFAR1	CACNB2 CYSLTR2				CACNA2D2 CACNB2 ITPR1	ABCC8 CACNA1A	ABCC8 CACNA1A CACNA1E CACNA2D2 GNG2 GNG4 SYT5	ABCC8 ADCY1 ADCY2 ADCY5 CACNA1A GNG2 GNG4 ITPR1 RAPGEF4 SNAP25 STX1A SYT5	ADCY5 CACNA1A CACNA2D2 SNAP25 STX1A	CACNA1C CACNA1E CACNA2D2	GNG2 ITPR1	ABCC8 ADCY1 ADCY2 ADCY5 CACNA1A CACNA1C CACNA1E FFAR1 ITPR1 SNAP25 STX1A						CYSLTR2 FFAR1 SNAP25	ADCY1 ADCY2 ADCY5 CACNA1C CACNA1E RAPGEF4 SNAP25				ABCC8 ADCY2 ADCY5 CACNA1A CACNA1C CACNA1E CACNA2D2 FFAR1 GNG2 RAPGEF4 SNAP25 STX1A SYT5	ABCC8 ADCY1 CACNA1A RAPGEF4 SNAP25	ADCY1 ADCY2 ADCY5 CACNA2D2 GNG2 GNG4 ITPR1 KCNJ11 RAPGEF4 SNAP25 SYT5	ADCY1 CACNA1A CACNA1C CACNA1E CACNA2D2 CYSLTR2 GNG2 GNG4 KCNJ11 RAPGEF4 SNAP25 STX1A SYT5		ABCC8 ADCY2 CACNA1E KCNJ11 RAPGEF4		ABCC8 ADCY5 CACNA1A CACNA1C GNG4 SNAP25 STX1A				ADCY1 ADCY2 ADCY5 CACNA1E CACNA2D2 GNG4 ITPR1 RAPGEF4 SNAP25 STX1A	ADCY2 ADCY5 CACNA1A CACNA1C CACNA2D2 CACNB2 CYSLTR2 ITPR1 SNAP25	ADCY5 KCNJ11 RAPGEF4 SNAP25	ADCY5 CACNA2D2 GNG2 KCNJ11 RAPGEF4 SNAP25	ADCY5 CACNA1A CACNA1E FFAR1 GNG2 SYT5		ADCY1 CACNA1A	ADCY1 ADCY2 CACNA2D2 GNG2		CACNA1A CACNA1E CACNB2 GNG2 GNG4 KCNJ11 RAPGEF4 SNAP25 SYT5		CACNB2 CYSLTR2 FFAR1	ADCY5 CACNA1A CACNA1E CACNA2D2 CYSLTR2 FFAR1 ITPR1 STX1A SYT5	ABCC8 ADCY5 CACNA1C CACNA1E CACNA2D2 GNG4 ITPR1 KCNJ11 SYT5	ADCY1 CACNA1E CACNA2D2 ITPR1 RAPGEF4 SYT5	ADCY1 CACNA1A CACNA1C CACNA1E CACNA2D2 GNG2 GNG4 RAPGEF4 SYT5			ADCY1 ADCY5 CACNA2D2 GNG4 ITPR1 STX1A SYT5	ABCC8 GNG4		CACNB2 ITPR1	CACNA1C CACNB2 RAPGEF4	CACNA2D2 KCNJ11 SYT5	ABCC8 ADCY5 GNG4 RAPGEF4		
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS					ANK2 SCN1B SPTBN4								SCN3B SPTBN4	ANK2 NFASC SCN1B SCN3A SCN3B SPTBN4	NFASC SPTBN4	NFASC SCN1B			ANK2 SCN3B SPTBN4							ANK2 NFASC		NFASC SCN3A SPTBN4		ANK2 SPTBN4	ANK2 NFASC	ANK2 NFASC	ANK2 NFASC SCN3B				SCN3A SCN3B SPTBN4		ANK2 SCN1B		ANK2 SCN3B SPTBN4	ANK2 SPTBN4		SCN3B SPTBN4						ANK2 NFASC SPTBN4			ANK2 SPTBN4	ANK2 NFASC SCN1B		NFASC SCN3A			ANK2 SCN3B								
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES														AK5 CTPS1																							AK5 CTPS1								AK5 CTPS1																						
REACTOME_INTERFERON_GAMMA_SIGNALING																											CAMK2B NCAM1																																								
REACTOME_INTERFERON_SIGNALING																											CAMK2B NCAM1																																								
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS		AKT3 ITPR1 KLB USP13													ADCY1 ADCY2 ADCY5 AKT3 ITPR1 KL				ADCY1 ADCY2 ADCY5 AKT3 ITPR1 KL KLB USP13							ADCY1 ADCY2 ADCY5 AKT3					ADCY1 AKT3 CAMK2B CBX2 FGF17 KL	ADCY1 ADCY2 ADCY5 CBX2 FGF17 ITPR1 KL KLB									ADCY1 ADCY2 ADCY5 AKT3 CAMK2B CBX2 ITPR1 PRKCG																		ADCY1 ADCY5 CBX2 ITPR1 KIT KLB PRKCG								
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC																																								KIF1A TUBB2B																											
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS			ABCC8 GNG2 GNG4 KCNJ3	ABCC8 GABBR2 KCNJ11 KCNJ2 KCNJ6	ABCC8 KCNJ11									ABCC8 GNG2 GNG4 KCNJ2 KCNJ6	ABCC8 GNG2 GNG4	KCNJ2 KCNJ6		GABBR2 GNG2	ABCC8 KCNJ6							KCNJ3 KCNJ6				ABCC8 GNG2 KCNJ2 KCNJ3	ABCC8 GABBR2	GNG2 GNG4 KCNJ11 KCNJ2 KCNJ3	GABBR2 GNG2 GNG4 KCNJ11 KCNJ2 KCNJ3		ABCC8 KCNJ11		ABCC8 GABBR2 GNG4 KCNJ6				GNG4 KCNJ2		KCNJ11 KCNJ6	GABBR2 GNG2 KCNJ11 KCNJ2 KCNJ3 KCNJ6	GABBR2 GNG2 KCNJ2		KCNJ3 KCNJ6			GABBR2 GNG2 GNG4 KCNJ11				ABCC8 GABBR2 GNG4 KCNJ11 KCNJ2 KCNJ6	GABBR2 KCNJ6	GABBR2 GNG2 GNG4 KCNJ2 KCNJ3 KCNJ6			GABBR2 GNG4 KCNJ2	ABCC8 GNG4				KCNJ11 KCNJ2	ABCC8 GNG4 KCNJ2		
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS			GRIK3 GRIK5											GRIK5 NCALD	GRIK3 GRIK5	GRIK5 NCALD														GRIK5 NCALD		GRIK5 NCALD									GRIK5 NCALD									GRIK5 NCALD				GRIK5 NCALD		GRIK5 NCALD											
