	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
WP_CELL_MIGRATION_AND_INVASION_THROUGH_P75NTR	1	0.01435147094116862	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.002136580366364771	1	1	1	1	1	1	1	0.008268872476444589	1	1	1	0.003774249004597774	1	1	1	0.004231449322202208	0.049284872493298604	0.03359631317520928	0.012054659357724429	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_CHEMOKINE_SIGNALING_PATHWAY	1	1	1	1	1	1	1	0.057031722829646414	1	1	1	1	1	1	1	1	0.03307475330782672	1	1	1	1	1	1	1	1	1	1	1	1	0.04910671023459967	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06688763588824875	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.043215962591669044	1	1	1	1	1	1	1	1	0.016663175596124957	1	1	1	1	1	1	1	1	1	1	1	1	0.08059175549061304	1	1	1	1	1	1	1	1	1	1
WP_CILIOPATHIES	1	0.09523554160017245	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06634059707943585	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_CIRCADIAN_RHYTHM_RELATED_GENES	1	1	1	1	1	0.035137521565415386	1	1	1	1	0.058002771172557255	1	1	1	0.02090208667552962	1	1	1	1	1	0.00964160437309003	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09378211448076768	1	1	0.08992884491982778	0.011845578485140784	1	1	1	1	0.09111501213555662	1	0.04287907045145001	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03660711675269934	1	1	1	1	1	1	0.09946672875542684	1	1	1	1
WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION	0.008975661812250624	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02056531511289028	1	1	1	1	1	1	1	1	0.0617203291382209	0.08415334584363476	1	1	1	1	1	1	1	1	1	1	0.04224234401631011	1	1	1	1	1	0.062240380086235	1	1	1	1	1	1	1	1	1	1	1
WP_COMPOSITION_OF_LIPID_PARTICLES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.025830420354618466	1	1	1	1	1	1	0.0005962301755835231	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0036918475301688236	1	0.009767180284790733	1	1	1	1	1	1	1	1	1	0.014107998605564331	0.015106231832292427	1	1	0.018773436444567748	1	1	1	1	1	1	1	1	1	1	1
WP_CONSTITUTIVE_ANDROSTANE_RECEPTOR_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.030993102080106416	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_CORTICOTROPINRELEASING_HORMONE_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03144643690779081	0.04070264476423935	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_DIFFERENTIATION_OF_WHITE_AND_BROWN_ADIPOCYTE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09898832662614465	0.06926319221551913	1	1	1	1	1	1	0.014807471459778343	1	1	1	1	1	1	1	0.05603240753397776	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_DIFFERENTIATION_PATHWAY	1	1	1	1	1	0.0021291519357375943	1	1	1	1	1	1	1	0.08859372951525968	1	1	1	1	0.05866589130217825	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0736390252540059	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08546574060286127	1	1	1	1	1	1	1	1	1	1	1
WP_DISRUPTION_OF_POSTSYNAPTIC_SIGNALLING_BY_CNV	1	0.017118248300801553	1	0.0034885184880413256	0.055474462005273395	1	1	1	1	1	1	1	1	1	1	1	0.003369014562177197	1	1	1	0.020301035164891235	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011464761333900841	1	0.07003412116143548	1	0.005297136070117614	1	1	1	7.775734558768121e-05	1	0.03980959128812944	0.001819750241061957	1	1	1	1	1	0.004002237977413947	1	1	0.0034189620572091517	1	1	0.027452848932226215	1	1	1	0.0012907575922820325	1	1	1	1	1	0.03356277485833736	1	0.06364967407812494	1	1
WP_DOPAMINERGIC_NEUROGENESIS	1	1	0.015345852844464214	1	0.044273072177094974	1	1	1	1	1	1	1	1	1	1	1	0.01735197073156569	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.020741052489171574	1	0.02560620537706426	1	1	0.03851167133545519	0.04271208842147478	1	0.006496827839238439	1	0.0033413960423600564	1	0.002668823993842495	1	1	0.04644811933490489	0.03161815346469998	0.0011286833093806514	0.010723831552389873	1	1	1	1	1.973002595223594e-05	1	0.011262099888863286	1	0.020109384692806653	0.017923540970247842	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_DRUG_INDUCTION_OF_BILE_ACID_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.050101875269646934	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.027510144414815807	1	1	0.009241548852592874	1	1	1	1	1	1	1	1	1	1	0.0513816867101522	1	1	1	1	1	1	1	1	1	1	1
WP_EBOLA_VIRUS_PATHWAY_ON_HOST	0.07341265110527173	1	1	1	1	1	1	0.037690465284727304	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.029188296361896016	1	0.09408661902156967	1	1	1	1	0.005372312731858342	1	1	1	1	1	0.07059469593153411	1	1	1	1	1	0.0058044273586636	1	1	1	1	1	1	1	1	1	1	1	0.00539253630183667	1	1	1	1	0.027200157696289917	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_ECTODERM_DIFFERENTIATION	1	1	0.04172193396803314	1	1	1	1	1	1	1	1	1	1	0.017100340994783303	0.036714040656117275	1	1	0.0041338370553479775	0.03046497177607632	1	0.03817482135659245	1	0.09979529675900123	1	1	1	0.07987892217412673	1	1	1	1	0.02229958170049806	1	0.0010488552066282297	1	1	1	1	0.08310391992989785	1	0.03046497177607632	1	1	0.04563358698743636	1	1	0.025479494656925117	1	1	0.023864519577744825	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008169551915640394	1	1
WP_EDA_SIGNALLING_IN_HAIR_FOLLICLE_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0063827738980777315	0.02027745526423752	1	1	1	1	1	1	1	1	1	1	1	1	1	0.020614285337340554	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.025206802567244946	1	1	1	0.02557619807261924	0.023572715078303608	1	1	1	0.031181842062672827	1	1	1	1	1	1	1	1	1	1	1
WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE	1	1	1	1	0.06831783811883074	1	1	1	1	1	1	1	1	0.056805821176480586	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07274854463111091	1	0.04169975295346562	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09993869155726909	1	1	1	1	1	1	1	1	1	1
WP_EICOSANOID_METABOLISM_VIA_CYCLO_OXYGENASES_COX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07732962208942062	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_EICOSANOID_METABOLISM_VIA_LIPO_OXYGENASES_LOX	0.004352903015132137	1	1	1	1	1	1	1	1	1	1	1	1	0.03617475167184803	1	1	1	1	1	1	0.08832737953169145	1	1	1	1	1	1	1	0.009708422966482111	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04367432765562185	1	1	1	1	1	1	1	1	1	0.010547678311799924	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_ENDOCHONDRAL_OSSIFICATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03291453021554602	1	1	1	1	1	0.02513827932353574	1	0.016517056338470004	1	1	1	1	1	1	1
WP_ENDOCHONDRAL_OSSIFICATION_WITH_SKELETAL_DYSPLASIAS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03291453021554602	1	1	1	1	1	0.02513827932353574	1	0.016517056338470004	1	1	1	1	1	1	1
WP_ENDODERM_DIFFERENTIATION	0.01316182794857057	0.05444066768921285	1	1	1	1	1	1	0.006178273180738825	1	1	1	1	1	1	0.08020298231977285	1	1	1	0.04776145241365837	1	1	1	1	1	1	1	1	1	1	1	0.0228051901724573	1	1	1	1	1	1	1	1	1	1	1	0.011466428983092802	1	1	1	1	1	1	0.01939340000163492	1	1	1	1	1	1	1	1	0.054196069155212245	1	1	1	1	1	1	1	0.07130479572238302	1	1	0.03491154514294326	0.011460729945681036	0.0997629884612744	1	1
WP_ENDOPLASMIC_RETICULUM_STRESS_RESPONSE_IN_CORONAVIRUS_INFECTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.024360212033568307	1	1	1	1	0.07874733983827686	0.04783534282134605	1	1	1	1	0.0030143856729393237	0.006653926575067581	0.07488815860567699	1	1	1	0.08070956879629665	1	1	0.03632915019250382	1	1	0.04580734569066136	1	1	1	1	1	1	1	1	1	1	1	0.08136842890821483	1	1	1	1	1	1	1	1	1	1	1
WP_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009986482403330776	1	1	1	0.0443709143176656	1	1	1	1	1	1	1	1	0.0005693428566184711	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07672882576976603	0.01583756315989826	1	1	1	1	1	0.007274106091583299	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER	1	0.01609632431120489	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08275195423220971	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0865639544655814	1	1	1	0.06616029096445197	1	0.024111574534550706	1	1	1	1	1	1	1	1	1
WP_ERBB_SIGNALING_PATHWAY	1	1	1	0.009195874258065118	0.08241942357933785	1	1	1	1	1	1	1	1	0.06880498958825276	1	1	0.08706321974591147	0.07826599321491401	1	1	0.07175165848946219	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012000616470900227	1	0.010298011289813891	1	1	0.08763832148869688	0.05313594178400316	0.05320617832967389	1	1	1	1	1	1	1	1	0.08806946160407203	0.032367561509037635	1	1	1	1	1	1	1	1	1	0.09449077412601858	1	1	1	1	1	1
WP_ESC_PLURIPOTENCY_PATHWAYS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05751441881917796	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07357078867832922	1	1	1	1	1	1	1	1	1
WP_EV_RELEASE_FROM_CARDIAC_CELLS_AND_THEIR_FUNCTIONAL_EFFECTS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.015133441670852399	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_EXERCISEINDUCED_CIRCADIAN_REGULATION	1	0.033905384080731626	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0889324407169999	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0630064391801346	0.06862645916303389	1	1	0.021319599198214023	1	1	1	1	1	1	1	1	1	1	1
WP_FATTY_ACID_BETA_OXIDATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.058155094244335515	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_FGF23_SIGNALLING_IN_HYPOPHOSPHATEMIC_RICKETS_AND_RELATED_DISORDERS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.007329890064685096	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.026178721248801384	1	1	1	1	1	1	1	0.06667515154807224	1	1	1	1	0.06259906892826939	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_FGFR3_SIGNALLING_IN_CHONDROCYTE_PROLIFERATION_AND_TERMINAL_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08773527368319778	0.08224993167555661	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01480624006418596	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_FOCAL_ADHESION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08314413835061751	1	0.03353910785290504	1	1	1	0.008286530784400448	1	1	1	1	1	1	1	1	1	1	1	1	0.06855569843977194	1	1	1	0.006896823029598376	1	1	1	0.026328680076755706	1	1	1	0.07193187576378501	1	0.0115590656699317	0.038399253575216785	1	1	1	1	1	1	1	1	1	1	1	0.09715923004740679	1	1	0.032052477997662865	1	0.04094090123894867	1	1	1	1	0.09298324126696533	1	1	1	1
WP_FOCAL_ADHESIONPI3KAKTMTORSIGNALING_PATHWAY	1	1	0.04669009271635305	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06014866296172372	1	1	0.07119763605970819	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0774636856283385	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_FRAGILE_X_SYNDROME	0.00824360835410276	1	1	0.09791103957271374	0.012045554870708353	1	1	1	1	1	1	1	1	1	1	0.09435821596981264	1	1	0.07837615076474813	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.001305802340661022	0.013395823939410745	1	1	1	1	1	1	1	0.08768227959958652	1	0.02794451958058697	0.001916834637773368	0.032025697443205936	1	1	1	1	1	1	0.0779280797571863	1	1	1	1	1	1	0.061026743622983326	1	1
WP_G13_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.042299440763231444	0.05066986606620949	1	1	1	1	1	1	1	1	1	1	0.046623766532277955	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.021621867267002104	1	1	1	1	1	1
WP_GABA_RECEPTOR_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05196581189571059	1	1	0.02970616627719136	1	1	1	1	1	1	1	1	1	2.35636471411782e-05	1	1	1	1	0.005125790222222371	0.019179729512115107	1	1	0.054236903158738414	1	1	1	1	0.009490400446045877	1	1	0.03374018367830722	0.05514010825966886	1	1	0.09113457549177628	1	1	1	1	1	1	0.013528991968305704	0.0003222463718307589	1	1	0.02538367737746683	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_GANGLIO_SPHINGOLIPID_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.020614285337340554	1	1	1	1	1	1	1	1	1	1	0.03098092834335875	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00176619604940087	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_GASTRIC_ACID_PRODUCTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.013116574922931945	1	1	1	1	1	0.0017547089105093283	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0067235791117962185	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_GASTRIC_CANCER_NETWORK_1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03617475167184803	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09980923707907607	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04789257274592895	1	1
WP_GASTRIN_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0921618508019173	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09047514632675302	1	1	1	1	1	1	1	1	1	0.01149010474691492	1	1	1	0.06030003826779429	1	1	1	0.020998613327992022	1	1	1	1	1	1	1	1	1	1	1	1	0.03850126862882397
WP_GDNFRET_SIGNALLING_AXIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04905611717233982	1	1	1	1	1	1	1	1	1	1	1	0.07212172707778752	1	1	0.0878886675894831	1	1	1	1	1	1	1	1	1	1	1
WP_GENES_INVOLVED_IN_MALE_INFERTILITY	1	1	1	1	1	1	1	1	0.007030953534615247	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0027686598838644327	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01625110827608589	0.03200799585341507	1	1	1	0.033516415629753826	1	0.09405002091384018	1	1	1	1	0.02055898445755533	1	1	1	1	1	1	1	0.03704600230534971	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_GENES_TARGETED_BY_MIRNAS_IN_ADIPOCYTES	1	1	1	0.012471398844658532	1	1	1	1	1	1	1	1	1	1	1	1	1	0.043908779225432126	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0870183653807679	1	1	1	1	1	1	1	1	1	1	0.034518789932787675	1	1	1	1	1	1	1	1	1	0.05196205086483596	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_GENE_REGULATORY_NETWORK_MODELLING_SOMITOGENESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011817641340284402	1	1	1	1	0.018230161057068317	1	1	1	1	1	1	1	1	0.02262079245170967	1	1	1	1	1	1	1	1	1	1	1
WP_GENOTOXICITY_PATHWAY	1	0.05342232227232846	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07963706665409642	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02979444676715648	1	1	1	1	0.06090720682906703	1	1	1	1	1	1	1	0.040926236424900786	1	1
WP_GLOBO_SPHINGOLIPID_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09636226206801735	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07501309280139257	1	1	1	1	1	1	1	1	1	1	1
WP_GLUTATHIONE_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	0.021572687045759542	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_GPCRS_CLASS_A_RHODOPSINLIKE	1	1	1	1	1	1	1	0.002963341319571655	0.018637050318632054	1	1	0.07360228952038939	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05438381113165136	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01254293125830852	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_GPCRS_OTHER	1	1	1	1	0.08881733021534577	1	1	1	1	1	1	1	1	1	1	0.033956877770044525	1	1	0.04180189192495054	1	0.02298953351960331	1	0.04754663301701889	1	1	0.015691957700157855	1	1	1	1	1	1	1	1	0.08074496436185674	1	1	0.09977627138892198	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03648206164170742	1	1	1	1	1	1	1	1	0.0328550075025994	1	1	1	1	0.027354295685354635	1	1
WP_GPR40_PATHWAY	1	1	1	1	0.013521408940391444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.044825896459716574	0.03065373386762804	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02451829167149877	1	1	1	1	1	1	1	1	0.03787523854336006	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_G_PROTEIN_SIGNALING_PATHWAYS	1	1	0.08888445222411256	1	1	1	1	1	1	1	1	1	1	0.01770648982645806	1	1	0.0003869242587530852	1	1	0.06165709408687414	0.024912660282239485	1	0.04937269430847735	1	1	1	1	1	1	0.0012290056464016041	1	1	1	1	1	1	0.033590416543605284	1	1	1	1	1	1	1	1	0.0002257773013998321	0.024836728977211453	1	1	1	1	1	1	1	1	1	1	0.03260694131615682	0.011092469813090089	1	1	1	1	0.0048115874728728025	0.0232578539633852	1	1	1	1	1	1	1	1	1	0.0280995148326596
WP_HEDGEHOG_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06903810238140573	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.039494338175646404	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02301855297548372	1	1	1	1	1	1	1	1	1
WP_HIPPOMERLIN_SIGNALING_DYSREGULATION	1	1	1	0.000853377095456076	0.012445599145379238	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.028653629157868732	1	1	1	1	1	1	1	1	1	1	1	1	0.004506858566976524	1	1	1	0.08914935888039333	0.01539429673761783	1	0.020918371680651582	0.07987768983317345	0.0042882717775720725	1	1	1	1	0.053707960458087345	1	1	1	0.012525936463775533	1	1	0.01328213590897831	1	1	1	1	0.0923339895086428	1	0.09003834597561033	1	1	0.017580314477972148	1	1	1	1	1	1	1	1	1	1	1
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONA_VIRUSES_APOPTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0813712810333469	0.008513118649790319	1	1	1	1	1	1	1	1	1	1
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONA_VIRUSES_MAPK_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.014311837865335852	1	1	1	1	1	1	1	1	1	0.003408175460341334	0.0024325646054552674	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011227190162750644	1	1	1	1	1	1	1	1	0.0001295365467242071	1	1	1	1	0.01597639671660589	1	1	1	1	1	1	0.007371255823999001	0.021922617659116517	1	1	1	1	1	0.037281958985263985	1	1	1	1
WP_HUMAN_COMPLEMENT_SYSTEM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.054073316469024246	1	1	1	1	1	1	1	1	1
WP_HUMAN_THYROID_STIMULATING_HORMONE_TSH_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03652300671144815	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05650226221046428	1	1	1	1	1	1	1	1	0.0890059295762432	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
